stat, rank, value, (percentage) 
minecraft.used.written_book: #1, 31541(69%)
minecraft.crafted.diamond_shovel: #11, 12(3%)
minecraft.picked_up.soul_lantern: #11, 88(3%)
minecraft.mined.warped_fungus: #11, 71(3%)
minecraft.picked_up.red_mushroom: #11, 166(3%)
minecraft.mined.dark_oak_sign: #11, 2(5%)
minecraft.picked_up.cooked_beef: #11, 659(3%)
minecraft.mined.lime_shulker_box: #11, 76(3%)
minecraft.picked_up.lime_shulker_box: #11, 77(3%)
minecraft.picked_up.netherite_leggings: #11, 12(3%)
minecraft.mined.crimson_roots: #11, 96(3%)
minecraft.used.lime_shulker_box: #11, 75(3%)
minecraft.mined.glass_pane: #11, 42(3%)
minecraft.used.polished_andesite: #11, 1852(2%)
minecraft.mined.warped_stairs: #11, 13(3%)
minecraft.used.warped_nylium: #11, 82(2%)
minecraft.crafted.gray_carpet: #11, 807(2%)
minecraft.picked_up.lilac: #11, 76(2%)
minecraft.picked_up.stone_brick_stairs: #11, 154(2%)
minecraft.mined.quartz_pillar: #11, 78(2%)
minecraft.mined.pink_bed: #11, 2(3%)
minecraft.picked_up.pink_bed: #11, 2(3%)
minecraft.mined.yellow_concrete: #11, 400(2%)
minecraft.mined.brown_concrete_powder: #11, 12(2%)
minecraft.used.diamond_hoe: #11, 2549(2%)
minecraft.crafted.warped_slab: #11, 120(2%)
minecraft.picked_up.black_dye: #11, 28(2%)
minecraft.picked_up.crimson_planks: #11, 65(2%)
minecraft.picked_up.nether_brick_stairs: #11, 48(2%)
minecraft.picked_up.smooth_quartz: #11, 206(2%)
minecraft.used.lava_bucket: #11, 309(1%)
minecraft.crafted.compass: #11, 67(2%)
minecraft.used.egg: #11, 131(1%)
minecraft.picked_up.smooth_sandstone: #11, 521(1%)
minecraft.mined.quartz_slab: #11, 48(1%)
minecraft.dropped.netherite_helmet: #11, 1(2%)
minecraft.used.lime_wool: #11, 70(1%)
minecraft.mined.sandstone: #11, 5289(1%)
minecraft.mined.cyan_wool: #11, 9(1%)
minecraft.crafted.orange_shulker_box: #11, 4(2%)
minecraft.used.sandstone_wall: #11, 162(1%)
minecraft.used.oak_log: #11, 529(1%)
minecraft.mined.nether_brick_stairs: #11, 28(1%)
minecraft.crafted.smooth_stone: #11, 708(1%)
minecraft.used.smooth_sandstone: #11, 901(1%)
minecraft.mined.quartz_block: #11, 76(1%)
minecraft.used.cookie: #11, 2(1%)
minecraft.used.polished_blackstone_wall: #11, 144(1%)
minecraft.crafted.polished_blackstone_brick_stairs: #11, 32(1%)
minecraft.mined.warped_fence: #11, 4(1%)
minecraft.picked_up.dark_oak_sapling: #11, 99(1%)
minecraft.mined.andesite_slab: #11, 58(1%)
minecraft.killed.dolphin: #11, 1(1%)
minecraft.used.warped_fence: #11, 20(1%)
minecraft.used.brown_wool: #11, 64(1%)
minecraft.picked_up.dead_bush: #11, 32(1%)
minecraft.picked_up.purple_wool: #11, 93(1%)
minecraft.used.purple_concrete: #11, 46(1%)
minecraft.used.red_wool: #11, 94(1%)
minecraft.mined.large_fern: #11, 24(1%)
minecraft.used.birch_leaves: #11, 326(1%)
minecraft.picked_up.crimson_sign: #11, 2(1%)
minecraft.picked_up.black_terracotta: #11, 81(1%)
minecraft.dropped.iron_block: #11, 71(1%)
minecraft.crafted.black_terracotta: #11, 248(1%)
minecraft.mined.lime_wool: #11, 12(1%)
minecraft.mined.yellow_terracotta: #11, 383(1%)
minecraft.used.black_terracotta: #11, 156(1%)
minecraft.used.yellow_wool: #11, 30(1%)
minecraft.picked_up.lily_of_the_valley: #11, 30(1%)
minecraft.picked_up.lime_bed: #11, 4(1%)
minecraft.used.warped_planks: #11, 37(0%)
minecraft.crafted.light_gray_terracotta: #11, 112(1%)
minecraft.used.baked_potato: #11, 10(1%)
minecraft.used.crimson_sign: #11, 2(0%)
minecraft.picked_up.emerald_ore: #11, 2(0%)
minecraft.picked_up.cyan_bed: #11, 4(0%)
minecraft.mined.green_bed: #11, 2(0%)
minecraft.crafted.polished_blackstone_brick_wall: #11, 6(0%)
minecraft.mined.orange_wool: #11, 5(0%)
minecraft.mined.acacia_sapling: #11, 1(0%)
minecraft.used.chiseled_quartz_block: #11, 20(0%)
minecraft.crafted.jungle_door: #11, 3(0%)
minecraft.crafted.lime_wool: #11, 2(0%)
minecraft.mined.prismarine: #11, 41(0%)
minecraft.dropped.lime_wool: #11, 2(0%)
minecraft.used.jungle_door: #11, 1(0%)
minecraft.used.warped_hyphae: #11, 7(0%)
minecraft.killed.mooshroom: #11, 1(0%)
minecraft.picked_up.blue_dye: #11, 5(0%)
minecraft.crafted.light_weighted_pressure_plate: #11, 3(0%)
minecraft.dropped.red_mushroom: #12, 38(4%)
minecraft.picked_up.string: #12, 1628(3%)
minecraft.mined.spruce_planks: #12, 575(3%)
minecraft.used.chain: #12, 367(3%)
minecraft.picked_up.wheat_seeds: #12, 9186(3%)
minecraft.picked_up.diamond_pickaxe: #12, 31(2%)
minecraft.mined.grass: #12, 1752(2%)
minecraft.mined.diamond_ore: #12, 979(2%)
minecraft.dropped.netherite_shovel: #12, 2(3%)
minecraft.used.iron_axe: #12, 1004(2%)
minecraft.picked_up.dark_oak_planks: #12, 375(2%)
minecraft.crafted.stone: #12, 960(2%)
minecraft.picked_up.peony: #12, 77(2%)
minecraft.crafted.item_frame: #12, 174(2%)
minecraft.picked_up.spruce_sapling: #12, 300(2%)
minecraft.picked_up.campfire: #12, 48(2%)
minecraft.crafted.birch_sign: #12, 105(2%)
minecraft.crafted.oak_fence_gate: #12, 31(2%)
minecraft.used.andesite_wall: #12, 227(2%)
minecraft.mined.dark_oak_stairs: #12, 76(2%)
minecraft.crafted.stone_stairs: #12, 120(2%)
minecraft.used.nether_quartz_ore: #12, 359(2%)
minecraft.crafted.oak_stairs: #12, 48(1%)
minecraft.broken.golden_helmet: #12, 1(3%)
minecraft.picked_up.stone_slab: #12, 421(1%)
minecraft.picked_up.warped_roots: #12, 474(1%)
minecraft.mined.warped_stem: #12, 494(1%)
minecraft.mined.sunflower: #12, 2(2%)
minecraft.dropped.oak_boat: #12, 2(2%)
minecraft.picked_up.stone_hoe: #12, 2(2%)
minecraft.used.oak_sapling: #12, 527(1%)
minecraft.mined.dark_oak_button: #12, 1(2%)
minecraft.picked_up.dark_oak_stairs: #12, 105(1%)
minecraft.used.cobblestone_wall: #12, 115(1%)
minecraft.picked_up.warped_stem: #12, 495(1%)
minecraft.used.andesite_slab: #12, 277(1%)
minecraft.picked_up.netherite_ingot: #12, 2(2%)
minecraft.picked_up.sandstone: #12, 5036(1%)
minecraft.crafted.cobblestone_wall: #12, 120(1%)
minecraft.picked_up.blackstone_slab: #12, 60(1%)
minecraft.crafted.map: #12, 38(1%)
minecraft.used.terracotta: #12, 400(1%)
minecraft.mined.brown_terracotta: #12, 271(1%)
minecraft.used.map: #12, 6(1%)
minecraft.picked_up.warped_fence: #12, 4(1%)
minecraft.used.light_blue_concrete: #12, 329(1%)
minecraft.picked_up.brown_terracotta: #12, 327(1%)
minecraft.crafted.blue_shulker_box: #12, 1(1%)
minecraft.picked_up.quartz_stairs: #12, 65(1%)
minecraft.crafted.andesite_stairs: #12, 24(1%)
minecraft.crafted.sandstone: #12, 128(1%)
minecraft.picked_up.stone_shovel: #12, 1(1%)
minecraft.mined.rose_bush: #12, 7(1%)
minecraft.dropped.stone_sword: #12, 10(1%)
minecraft.mined.quartz_stairs: #12, 45(1%)
minecraft.used.warped_fungus: #12, 44(1%)
minecraft.mined.podzol: #12, 350(0%)
minecraft.used.stone_brick_wall: #12, 75(1%)
minecraft.used.weeping_vines: #12, 6(1%)
minecraft.crafted.crimson_sign: #12, 3(1%)
minecraft.picked_up.yellow_terracotta: #12, 359(0%)
minecraft.used.polished_blackstone_brick_slab: #12, 111(0%)
minecraft.picked_up.lime_stained_glass_pane: #12, 7(0%)
minecraft.mined.cyan_bed: #12, 4(0%)
minecraft.picked_up.magenta_carpet: #12, 3(0%)
minecraft.used.gray_stained_glass_pane: #12, 14(0%)
minecraft.picked_up.jungle_door: #12, 1(0%)
minecraft.used.warped_fence_gate: #12, 1(0%)
minecraft.dropped.black_dye: #12, 3(0%)
minecraft.used.bee_nest: #12, 1(0%)
minecraft.mined.sandstone_slab: #12, 10(0%)
minecraft.used.black_bed: #12, 1(0%)
minecraft.used.lime_terracotta: #12, 3(0%)
minecraft.crafted.blue_carpet: #12, 3(0%)
minecraft.crafted.cooked_chicken: #12, 3(0%)
minecraft.crafted.stone_bricks: #13, 7920(3%)
minecraft.crafted.diamond_hoe: #13, 3(3%)
minecraft.mined.oak_log: #13, 4408(3%)
minecraft.picked_up.gold_ore: #13, 750(3%)
minecraft.mined.oak_slab: #13, 127(3%)
minecraft.picked_up.oak_log: #13, 4566(2%)
minecraft.picked_up.written_book: #13, 40(2%)
minecraft.picked_up.iron_sword: #13, 9(2%)
minecraft.mined.lantern: #13, 58(2%)
minecraft.custom.interact_with_lectern: #13, 223(2%)
minecraft.custom.interact_with_cartography_table: #13, 13(3%)
minecraft.used.lantern: #13, 286(2%)
minecraft.mined.chain: #13, 63(2%)
minecraft.picked_up.warped_planks: #13, 37(3%)
minecraft.crafted.chain: #13, 327(2%)
minecraft.used.dark_oak_stairs: #13, 328(2%)
minecraft.crafted.campfire: #13, 70(2%)
minecraft.mined.soul_fire: #13, 27(2%)
minecraft.crafted.red_shulker_box: #13, 5(2%)
minecraft.mined.cornflower: #13, 23(2%)
minecraft.crafted.dark_oak_slab: #13, 630(2%)
minecraft.mined.stone_brick_slab: #13, 210(2%)
minecraft.picked_up.iron_pickaxe: #13, 5(2%)
minecraft.picked_up.milk_bucket: #13, 4(2%)
minecraft.picked_up.birch_boat: #13, 7(2%)
minecraft.used.iron_shovel: #13, 1819(1%)
minecraft.crafted.polished_andesite: #13, 1336(1%)
minecraft.broken.iron_shovel: #13, 6(1%)
minecraft.picked_up.stone_pickaxe: #13, 2(2%)
minecraft.crafted.stone_pickaxe: #13, 11(1%)
minecraft.mined.stone_brick_stairs: #13, 64(1%)
minecraft.crafted.stone_axe: #13, 4(1%)
minecraft.used.warped_stairs: #13, 37(1%)
minecraft.mined.andesite_stairs: #13, 8(1%)
minecraft.picked_up.birch_leaves: #13, 958(1%)
minecraft.used.light_gray_stained_glass_pane: #13, 110(1%)
minecraft.mined.carrots: #13, 256(1%)
minecraft.picked_up.stone_brick_wall: #13, 36(1%)
minecraft.picked_up.warped_slab: #13, 16(1%)
minecraft.killed.husk: #13, 8(1%)
minecraft.used.polished_andesite_stairs: #13, 184(1%)
minecraft.used.basalt: #13, 420(1%)
minecraft.used.smooth_quartz: #13, 343(1%)
minecraft.picked_up.light_gray_terracotta: #13, 619(1%)
minecraft.mined.light_gray_terracotta: #13, 543(1%)
minecraft.dropped.milk_bucket: #13, 1(1%)
minecraft.used.stone_pickaxe: #13, 263(1%)
minecraft.crafted.warped_fence: #13, 24(1%)
minecraft.used.polished_basalt: #13, 227(1%)
minecraft.used.andesite_stairs: #13, 20(1%)
minecraft.picked_up.quartz_slab: #13, 53(1%)
minecraft.mined.dark_oak_fence: #13, 12(1%)
minecraft.mined.birch_leaves: #13, 856(1%)
minecraft.picked_up.music_disc_cat: #13, 2(1%)
minecraft.used.spruce_sapling: #13, 105(1%)
minecraft.crafted.spruce_door: #13, 9(1%)
minecraft.picked_up.gray_wool: #13, 198(1%)
minecraft.crafted.writable_book: #13, 14(0%)
minecraft.mined.crimson_stairs: #13, 2(1%)
minecraft.crafted.polished_blackstone_bricks: #13, 132(1%)
minecraft.mined.black_concrete_powder: #13, 30(0%)
minecraft.picked_up.tube_coral_fan: #13, 4(1%)
minecraft.picked_up.spruce_leaves: #13, 516(0%)
minecraft.used.spruce_wood: #13, 31(0%)
minecraft.used.cake: #13, 1(1%)
minecraft.dropped.white_terracotta: #13, 7(0%)
minecraft.used.nether_brick_stairs: #13, 28(0%)
minecraft.mined.polished_blackstone_brick_slab: #13, 17(0%)
minecraft.crafted.crimson_stairs: #13, 8(0%)
minecraft.used.crimson_fungus: #13, 7(0%)
minecraft.dropped.stone_hoe: #13, 1(0%)
minecraft.picked_up.black_concrete_powder: #13, 133(0%)
minecraft.used.stripped_birch_log: #13, 6(0%)
minecraft.mined.yellow_carpet: #13, 3(0%)
minecraft.picked_up.stripped_acacia_log: #13, 1(0%)
minecraft.mined.tube_coral_fan: #13, 1(0%)
minecraft.picked_up.crimson_stairs: #13, 2(0%)
minecraft.picked_up.prismarine: #13, 40(0%)
minecraft.crafted.quartz_pillar: #13, 54(0%)
minecraft.dropped.light_blue_concrete: #13, 1(0%)
minecraft.crafted.cartography_table: #13, 1(0%)
minecraft.mined.black_bed: #13, 1(0%)
minecraft.crafted.smooth_quartz_stairs: #13, 11(0%)
minecraft.crafted.light_blue_wool: #13, 2(0%)
minecraft.custom.raid_trigger: #13, 1(0%)
minecraft.picked_up.item_frame: #14, 278(4%)
minecraft.picked_up.redstone: #14, 13334(3%)
minecraft.picked_up.iron_ore: #14, 3255(3%)
minecraft.crafted.flint_and_steel: #14, 9(3%)
minecraft.mined.brown_mushroom: #14, 52(2%)
minecraft.picked_up.netherite_shovel: #14, 11(2%)
minecraft.crafted.birch_planks: #14, 4052(2%)
minecraft.custom.boat_one_cm: #14, 4937584(2%)
minecraft.picked_up.oak_slab: #14, 138(2%)
minecraft.picked_up.netherite_helmet: #14, 9(2%)
minecraft.picked_up.twisting_vines: #14, 62(2%)
minecraft.picked_up.glowstone: #14, 221(2%)
minecraft.crafted.warped_stairs: #14, 52(2%)
minecraft.picked_up.birch_sapling: #14, 251(2%)
minecraft.mined.birch_log: #14, 1163(1%)
minecraft.used.dark_oak_slab: #14, 572(2%)
minecraft.mined.diamond_block: #14, 118(1%)
minecraft.mined.warped_nylium: #14, 124(1%)
minecraft.picked_up.warped_stairs: #14, 13(2%)
minecraft.picked_up.jungle_planks: #14, 92(1%)
minecraft.used.iron_ore: #14, 10(1%)
minecraft.mined.weeping_vines_plant: #14, 18(1%)
minecraft.used.polished_blackstone_bricks: #14, 493(1%)
minecraft.picked_up.warped_nylium: #14, 112(1%)
minecraft.mined.peony: #14, 4(2%)
minecraft.picked_up.crossbow: #14, 12(1%)
minecraft.mined.blackstone: #14, 3163(1%)
minecraft.used.red_terracotta: #14, 335(1%)
minecraft.used.jungle_leaves: #14, 320(1%)
minecraft.picked_up.white_carpet: #14, 145(1%)
minecraft.crafted.netherite_pickaxe: #14, 1(2%)
minecraft.mined.polished_blackstone_slab: #14, 59(1%)
minecraft.crafted.netherite_ingot: #14, 13(1%)
minecraft.dropped.birch_planks: #14, 25(1%)
minecraft.picked_up.weeping_vines: #14, 48(1%)
minecraft.custom.pot_flower: #14, 16(1%)
minecraft.mined.polished_andesite_stairs: #14, 44(1%)
minecraft.mined.mycelium: #14, 2165(1%)
minecraft.crafted.smooth_stone_slab: #14, 924(1%)
minecraft.used.warped_stem: #14, 195(1%)
minecraft.picked_up.orange_shulker_box: #14, 46(1%)
minecraft.used.orange_shulker_box: #14, 45(1%)
minecraft.mined.orange_terracotta: #14, 1004(1%)
minecraft.dropped.birch_sign: #14, 10(1%)
minecraft.mined.polished_basalt: #14, 47(1%)
minecraft.used.cartography_table: #14, 2(1%)
minecraft.mined.acacia_log: #14, 201(1%)
minecraft.used.polished_blackstone_brick_stairs: #14, 48(1%)
minecraft.mined.oak_button: #14, 1(1%)
minecraft.picked_up.sunflower: #14, 37(1%)
minecraft.mined.blue_wool: #14, 6(1%)
minecraft.picked_up.blue_concrete: #14, 63(1%)
minecraft.used.golden_shovel: #14, 19(1%)
minecraft.crafted.quartz_slab: #14, 134(0%)
minecraft.picked_up.andesite_slab: #14, 61(0%)
minecraft.used.blackstone: #14, 488(0%)
minecraft.picked_up.oxeye_daisy: #14, 76(0%)
minecraft.picked_up.blaze_rod: #14, 73(0%)
minecraft.used.blue_concrete: #14, 60(0%)
minecraft.picked_up.acacia_sapling: #14, 34(0%)
minecraft.used.crimson_roots: #14, 1(0%)
minecraft.crafted.light_gray_stained_glass_pane: #14, 128(0%)
minecraft.custom.damage_blocked_by_shield: #14, 760(0%)
minecraft.mined.tube_coral_wall_fan: #14, 3(0%)
minecraft.crafted.smooth_quartz_slab: #14, 108(0%)
minecraft.mined.blue_concrete: #14, 52(0%)
minecraft.mined.lime_terracotta: #14, 3(0%)
minecraft.used.quartz_block: #14, 92(0%)
minecraft.mined.emerald_ore: #14, 2(0%)
minecraft.used.grass: #14, 49(0%)
minecraft.crafted.spruce_pressure_plate: #14, 2(0%)
minecraft.dropped.red_terracotta: #14, 5(0%)
minecraft.crafted.dried_kelp: #14, 77(0%)
minecraft.crafted.andesite_slab: #14, 54(0%)
minecraft.picked_up.andesite_stairs: #14, 8(0%)
minecraft.dropped.white_wool: #14, 19(0%)
minecraft.used.stripped_dark_oak_log: #14, 14(0%)
minecraft.crafted.gray_stained_glass_pane: #14, 16(0%)
minecraft.used.crimson_stairs: #14, 4(0%)
minecraft.picked_up.brown_concrete_powder: #14, 13(0%)
minecraft.mined.acacia_leaves: #14, 33(0%)
minecraft.used.yellow_carpet: #14, 23(0%)
minecraft.crafted.blue_wool: #14, 2(0%)
minecraft.crafted.yellow_carpet: #14, 24(0%)
minecraft.picked_up.black_bed: #14, 1(0%)
minecraft.crafted.magenta_carpet: #14, 3(0%)
minecraft.crafted.purple_stained_glass: #14, 16(0%)
minecraft.mined.stripped_dark_oak_wood: #14, 1(0%)
minecraft.crafted.polished_blackstone_stairs: #14, 4(0%)
minecraft.crafted.cooked_porkchop: #14, 5(0%)
minecraft.crafted.white_terracotta: #14, 8(0%)
minecraft.crafted.yellow_stained_glass: #14, 8(0%)
minecraft.crafted.sandstone_slab: #14, 18(0%)
minecraft.picked_up.bubble_coral_block: #14, 1(0%)
minecraft.used.prismarine_bricks: #14, 10(0%)
minecraft.crafted.gray_terracotta: #14, 8(0%)
minecraft.picked_up.cyan_dye: #14, 1(0%)
minecraft.mined.iron_ore: #15, 3229(3%)
minecraft.mined.gold_ore: #15, 743(3%)
minecraft.crafted.diamond: #15, 1408(2%)
minecraft.killed_by.zombie: #15, 2(3%)
minecraft.picked_up.diamond_sword: #15, 22(2%)
minecraft.picked_up.diamond: #15, 1345(2%)
minecraft.used.white_bed: #15, 77(2%)
minecraft.picked_up.netherite_axe: #15, 11(2%)
minecraft.used.netherite_axe: #15, 11584(2%)
minecraft.crafted.warped_planks: #15, 772(2%)
minecraft.used.wooden_pickaxe: #15, 11(2%)
minecraft.custom.enchant_item: #15, 61(2%)
minecraft.crafted.spruce_stairs: #15, 200(1%)
minecraft.picked_up.birch_log: #15, 1158(1%)
minecraft.mined.cobweb: #15, 107(1%)
minecraft.used.spruce_log: #15, 385(1%)
minecraft.mined.polished_blackstone: #15, 92(1%)
minecraft.custom.interact_with_stonecutter: #15, 109(1%)
minecraft.picked_up.sea_lantern: #15, 282(1%)
minecraft.used.spruce_stairs: #15, 175(1%)
minecraft.mined.cracked_stone_bricks: #15, 23(1%)
minecraft.picked_up.blackstone: #15, 3212(1%)
minecraft.picked_up.stone_brick_slab: #15, 282(1%)
minecraft.dropped.iron_sword: #15, 3(1%)
minecraft.used.carrot: #15, 326(1%)
minecraft.mined.cartography_table: #15, 2(1%)
minecraft.crafted.iron_shovel: #15, 8(1%)
minecraft.used.spruce_planks: #15, 654(1%)
minecraft.picked_up.honey_block: #15, 72(1%)
minecraft.crafted.shield: #15, 3(1%)
minecraft.picked_up.red_terracotta: #15, 642(1%)
minecraft.crafted.jukebox: #15, 1(1%)
minecraft.dropped.filled_map: #15, 9(1%)
minecraft.crafted.black_dye: #15, 957(1%)
minecraft.crafted.polished_basalt: #15, 196(1%)
minecraft.used.white_carpet: #15, 285(1%)
minecraft.mined.orange_shulker_box: #15, 42(1%)
minecraft.mined.red_terracotta: #15, 488(1%)
minecraft.mined.polished_blackstone_brick_stairs: #15, 20(1%)
minecraft.mined.white_terracotta: #15, 411(1%)
minecraft.used.diamond_block: #15, 67(1%)
minecraft.picked_up.orange_terracotta: #15, 939(1%)
minecraft.picked_up.coarse_dirt: #15, 315(1%)
minecraft.dropped.glass: #15, 58(1%)
minecraft.used.warped_slab: #15, 41(1%)
minecraft.mined.potatoes: #15, 28(1%)
minecraft.picked_up.polished_andesite_stairs: #15, 39(1%)
minecraft.used.quartz_slab: #15, 118(0%)
minecraft.picked_up.quartz_block: #15, 85(0%)
minecraft.picked_up.jungle_button: #15, 1(1%)
minecraft.mined.grass_path: #15, 75(0%)
minecraft.crafted.smooth_quartz: #15, 64(1%)
minecraft.picked_up.brown_wool: #15, 57(0%)
minecraft.used.vine: #15, 9(0%)
minecraft.picked_up.cooked_mutton: #15, 14(0%)
minecraft.mined.birch_stairs: #15, 5(0%)
minecraft.used.birch_log: #15, 53(0%)
minecraft.used.soul_soil: #15, 58(0%)
minecraft.picked_up.dark_oak_fence: #15, 12(0%)
minecraft.picked_up.green_dye: #15, 64(0%)
minecraft.picked_up.birch_stairs: #15, 4(0%)
minecraft.used.smooth_quartz_slab: #15, 109(0%)
minecraft.dropped.bone_block: #15, 7(0%)
minecraft.crafted.nether_bricks: #15, 117(0%)
minecraft.used.dead_bush: #15, 3(0%)
minecraft.picked_up.cooked_cod: #15, 4(0%)
minecraft.mined.polished_blackstone_brick_wall: #15, 1(0%)
minecraft.used.birch_stairs: #15, 11(0%)
minecraft.mined.smooth_quartz_slab: #15, 15(0%)
minecraft.picked_up.cyan_carpet: #15, 4(0%)
minecraft.picked_up.polished_blackstone_brick_wall: #15, 1(0%)
minecraft.used.mushroom_stem: #15, 12(0%)
minecraft.dropped.spruce_button: #15, 1(0%)
minecraft.used.spruce_pressure_plate: #15, 1(0%)
minecraft.used.smoker: #15, 1(0%)
minecraft.picked_up.lime_terracotta: #15, 3(0%)
minecraft.dropped.black_carpet: #15, 1(0%)
minecraft.crafted.red_stained_glass: #15, 32(0%)
minecraft.mined.purple_wool: #15, 1(0%)
minecraft.crafted.birch_fence_gate: #15, 2(0%)
minecraft.crafted.name_tag: #15, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #15, 1(0%)
minecraft.used.cooked_chicken: #15, 3(0%)
minecraft.mined.chorus_plant: #15, 3(0%)
minecraft.picked_up.rabbit_hide: #15, 2(0%)
minecraft.picked_up.lime_dye: #15, 1(0%)
minecraft.dropped.pumpkin: #15, 5(0%)
minecraft.used.jungle_stairs: #15, 1(0%)
minecraft.used.crimson_planks: #15, 2(0%)
minecraft.picked_up.yellow_carpet: #15, 3(0%)
minecraft.crafted.gray_stained_glass: #15, 8(0%)
minecraft.killed.vindicator: #15, 1(0%)
minecraft.custom.sleep_in_bed: #16, 968(3%)
minecraft.mined.barrel: #16, 92(2%)
minecraft.crafted.wooden_pickaxe: #16, 1(3%)
minecraft.picked_up.spruce_planks: #16, 614(2%)
minecraft.used.stone_bricks: #16, 5258(2%)
minecraft.picked_up.netherite_pickaxe: #16, 22(2%)
minecraft.picked_up.barrel: #16, 97(2%)
minecraft.mined.white_bed: #16, 70(2%)
minecraft.picked_up.diamond_leggings: #16, 10(2%)
minecraft.picked_up.netherite_boots: #16, 11(2%)
minecraft.used.barrel: #16, 168(2%)
minecraft.crafted.diamond_sword: #16, 3(2%)
minecraft.crafted.iron_hoe: #16, 2(2%)
minecraft.picked_up.diamond_block: #16, 161(1%)
minecraft.picked_up.scaffolding: #16, 3131(1%)
minecraft.custom.open_barrel: #16, 2211(1%)
minecraft.used.scaffolding: #16, 2896(1%)
minecraft.picked_up.music_disc_13: #16, 1(1%)
minecraft.mined.yellow_shulker_box: #16, 58(1%)
minecraft.custom.eat_cake_slice: #16, 3(1%)
minecraft.killed.enderman: #16, 7279(1%)
minecraft.used.cyan_shulker_box: #16, 28(1%)
minecraft.mined.terracotta: #16, 3948(1%)
minecraft.picked_up.cyan_shulker_box: #16, 25(1%)
minecraft.picked_up.iron_shovel: #16, 3(1%)
minecraft.mined.dead_bush: #16, 60(1%)
minecraft.crafted.book: #16, 106(1%)
minecraft.picked_up.diamond_hoe: #16, 1(1%)
minecraft.picked_up.ancient_debris: #16, 69(1%)
minecraft.mined.cobblestone_slab: #16, 36(1%)
minecraft.mined.stonecutter: #16, 23(1%)
minecraft.mined.dark_oak_slab: #16, 63(1%)
minecraft.picked_up.stonecutter: #16, 24(1%)
minecraft.mined.ancient_debris: #16, 60(1%)
minecraft.mined.red_concrete: #16, 183(1%)
minecraft.picked_up.charcoal: #16, 8(1%)
minecraft.picked_up.cartography_table: #16, 2(1%)
minecraft.picked_up.jungle_sapling: #16, 48(1%)
minecraft.picked_up.warped_fungus: #16, 71(1%)
minecraft.used.oak_planks: #16, 118(1%)
minecraft.used.flower_pot: #16, 16(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #16, 20(1%)
minecraft.used.red_concrete: #16, 244(1%)
minecraft.crafted.white_carpet: #16, 243(1%)
minecraft.mined.white_wool: #16, 28(1%)
minecraft.dropped.totem_of_undying: #16, 1(1%)
minecraft.used.cobblestone_slab: #16, 155(1%)
minecraft.picked_up.white_terracotta: #16, 430(1%)
minecraft.used.crimson_nylium: #16, 24(1%)
minecraft.dropped.scaffolding: #16, 69(1%)
minecraft.picked_up.golden_shovel: #16, 1(1%)
minecraft.picked_up.polished_basalt: #16, 48(1%)
minecraft.picked_up.acacia_log: #16, 192(0%)
minecraft.mined.red_mushroom_block: #16, 180(0%)
minecraft.crafted.polished_andesite_slab: #16, 78(1%)
minecraft.picked_up.nether_brick_slab: #16, 38(0%)
minecraft.used.dandelion: #16, 2(1%)
minecraft.picked_up.crimson_roots: #16, 96(0%)
minecraft.used.coarse_dirt: #16, 300(0%)
minecraft.used.potato: #16, 28(0%)
minecraft.picked_up.grass: #16, 81(0%)
minecraft.mined.melon_stem: #16, 1(0%)
minecraft.picked_up.flower_pot: #16, 9(0%)
minecraft.picked_up.potato: #16, 106(0%)
minecraft.used.gold_block: #16, 50(0%)
minecraft.picked_up.brown_carpet: #16, 10(0%)
minecraft.dropped.stone_axe: #16, 1(0%)
minecraft.mined.light_gray_stained_glass_pane: #16, 5(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #16, 18(0%)
minecraft.picked_up.lime_concrete: #16, 33(0%)
minecraft.dropped.oak_leaves: #16, 28(0%)
minecraft.dropped.paper: #16, 68(0%)
minecraft.used.white_terracotta: #16, 51(0%)
minecraft.mined.lime_concrete: #16, 35(0%)
minecraft.used.crimson_stem: #16, 19(0%)
minecraft.used.brown_mushroom_block: #16, 31(0%)
minecraft.crafted.lime_stained_glass_pane: #16, 16(0%)
minecraft.dropped.melon_seeds: #16, 1(0%)
minecraft.mined.stripped_dark_oak_log: #16, 14(0%)
minecraft.picked_up.stripped_dark_oak_log: #16, 14(0%)
minecraft.picked_up.azure_bluet: #16, 42(0%)
minecraft.mined.stripped_acacia_log: #16, 1(0%)
minecraft.used.chorus_fruit: #16, 4(0%)
minecraft.mined.dark_oak_leaves: #16, 91(0%)
minecraft.picked_up.smoker: #16, 1(0%)
minecraft.mined.white_concrete_powder: #16, 9(0%)
minecraft.used.jungle_button: #16, 1(0%)
minecraft.crafted.fermented_spider_eye: #16, 13(0%)
minecraft.picked_up.purple_carpet: #16, 2(0%)
minecraft.used.nether_wart: #16, 87(0%)
minecraft.dropped.powered_rail: #16, 1(0%)
minecraft.dropped.chain: #16, 3(0%)
minecraft.killed.rabbit: #16, 1(0%)
minecraft.used.dark_oak_button: #16, 1(0%)
minecraft.used.beehive: #16, 1(0%)
minecraft.mined.crimson_planks: #16, 1(0%)
minecraft.dropped.lantern: #16, 1(0%)
minecraft.crafted.light_blue_carpet: #16, 3(0%)
minecraft.mined.sandstone_wall: #16, 1(0%)
