stat, rank, value, (percentage) 
minecraft.picked_up.magenta_stained_glass: #6, 8(1%)
minecraft.crafted.warped_fungus_on_a_stick: #6, 1(3%)
minecraft.crafted.magenta_stained_glass_pane: #6, 16(2%)
minecraft.used.redstone_ore: #7, 1378(5%)
minecraft.mined.red_sandstone: #6, 3(2%)
minecraft.used.magenta_stained_glass_pane: #6, 11(2%)
minecraft.picked_up.wooden_sword: #6, 2(1%)
minecraft.picked_up.warped_slab: #7, 87(6%)
minecraft.mined.nether_bricks: #7, 1750(5%)
minecraft.mined.tnt: #6, 69(1%)
minecraft.dropped.dark_oak_trapdoor: #6, 22(1%)
minecraft.picked_up.black_carpet: #6, 848(1%)
minecraft.dropped.cyan_carpet: #6, 9(1%)
minecraft.picked_up.dark_oak_pressure_plate: #6, 1(2%)
minecraft.used.pink_tulip: #6, 4(2%)
minecraft.dropped.dark_oak_button: #6, 9(1%)
minecraft.mined.green_stained_glass: #6, 22(1%)
minecraft.dropped.polished_granite_stairs: #6, 2(2%)
minecraft.picked_up.coal_ore: #7, 4574(5%)
minecraft.crafted.warped_slab: #7, 396(6%)
minecraft.custom.mob_kills: #7, 95823(4%)
minecraft.used.diamond_sword: #7, 18737(5%)
minecraft.dropped.polished_diorite: #6, 16(1%)
minecraft.mined.ice: #6, 3254(1%)
minecraft.dropped.white_banner: #6, 14(1%)
minecraft.dropped.purple_carpet: #6, 3(1%)
minecraft.crafted.polished_blackstone: #7, 5072(5%)
minecraft.crafted.black_dye: #7, 5943(5%)
minecraft.used.lantern: #7, 603(5%)
minecraft.used.beacon: #7, 64(5%)
minecraft.dropped.dark_oak_fence: #6, 12(1%)
minecraft.crafted.purple_bed: #6, 2(1%)
minecraft.custom.fish_caught: #6, 30(0%)
minecraft.dropped.red_stained_glass: #6, 7(1%)
minecraft.crafted.lime_banner: #6, 4(1%)
minecraft.mined.oak_pressure_plate: #7, 4(7%)
minecraft.dropped.smooth_quartz_slab: #6, 10(1%)
minecraft.picked_up.blue_ice: #6, 28(0%)
minecraft.dropped.jungle_trapdoor: #6, 6(0%)
minecraft.crafted.arrow: #6, 96(0%)
minecraft.crafted.brown_bed: #6, 2(1%)
minecraft.dropped.polished_blackstone_button: #6, 2(1%)
minecraft.dropped.target: #6, 1(1%)
minecraft.used.dark_oak_log: #7, 1356(5%)
minecraft.crafted.golden_shovel: #6, 1(1%)
minecraft.dropped.pink_concrete: #6, 2(0%)
minecraft.picked_up.note_block: #7, 123(5%)
minecraft.used.red_sandstone_wall: #6, 1(0%)
minecraft.dropped.magenta_wool: #6, 1(0%)
minecraft.crafted.oak_pressure_plate: #7, 8(5%)
minecraft.dropped.tropical_fish: #6, 16(0%)
minecraft.dropped.mushroom_stem: #6, 8(0%)
minecraft.picked_up.orange_glazed_terracotta: #6, 1(0%)
minecraft.dropped.purpur_block: #7, 67(6%)
minecraft.used.shroomlight: #7, 385(5%)
minecraft.dropped.stick: #7, 2113(4%)
minecraft.crafted.nether_brick_slab: #7, 576(5%)
minecraft.custom.interact_with_stonecutter: #7, 354(4%)
minecraft.used.light_gray_concrete_powder: #7, 4447(5%)
minecraft.picked_up.purpur_block: #7, 360(5%)
minecraft.dropped.diamond_boots: #7, 9(5%)
minecraft.mined.crafting_table: #7, 281(4%)
minecraft.crafted.polished_blackstone_bricks: #7, 1356(5%)
minecraft.custom.bell_ring: #7, 75(4%)
minecraft.used.polished_blackstone_brick_stairs: #7, 360(5%)
minecraft.mined.white_wool: #7, 182(4%)
minecraft.used.stripped_dark_oak_log: #7, 303(5%)
minecraft.crafted.diamond_axe: #7, 8(4%)
minecraft.used.cauldron: #7, 42(4%)
minecraft.mined.carrots: #7, 970(4%)
minecraft.dropped.golden_boots: #7, 20(5%)
minecraft.crafted.lead: #7, 46(5%)
minecraft.picked_up.carrot: #7, 4412(4%)
minecraft.picked_up.lime_dye: #7, 136(6%)
minecraft.picked_up.milk_bucket: #7, 10(5%)
minecraft.mined.birch_fence: #7, 69(5%)
minecraft.used.stripped_spruce_log: #7, 96(4%)
minecraft.used.tnt: #7, 2485(4%)
minecraft.dropped.chest: #7, 65(4%)
minecraft.used.iron_ore: #7, 28(4%)
minecraft.picked_up.brown_stained_glass: #7, 34(6%)
minecraft.mined.detector_rail: #7, 12(5%)
minecraft.picked_up.purple_carpet: #7, 81(4%)
minecraft.picked_up.sea_lantern: #7, 794(4%)
minecraft.dropped.ender_chest: #7, 12(5%)
minecraft.picked_up.lantern: #7, 355(4%)
minecraft.used.green_shulker_box: #7, 80(4%)
minecraft.crafted.redstone_lamp: #7, 204(4%)
minecraft.dropped.bamboo: #7, 814(5%)
minecraft.picked_up.diamond_horse_armor: #7, 3(8%)
minecraft.used.egg: #7, 360(4%)
minecraft.crafted.loom: #7, 66(4%)
minecraft.crafted.polished_blackstone_slab: #7, 986(5%)
minecraft.picked_up.warped_roots: #7, 1322(4%)
minecraft.used.jungle_button: #7, 30(5%)
minecraft.crafted.gray_concrete_powder: #7, 12184(4%)
minecraft.picked_up.jungle_boat: #7, 21(4%)
minecraft.dropped.spruce_boat: #7, 3(6%)
minecraft.mined.light_gray_carpet: #7, 168(3%)
minecraft.mined.stonecutter: #7, 86(3%)
minecraft.picked_up.netherite_ingot: #7, 6(5%)
minecraft.used.ender_pearl: #7, 503(3%)
minecraft.mined.smooth_stone_slab: #7, 905(3%)
minecraft.picked_up.cauldron: #7, 26(4%)
minecraft.picked_up.target: #7, 45(5%)
minecraft.used.iron_axe: #7, 1496(3%)
minecraft.picked_up.green_shulker_box: #7, 65(3%)
minecraft.crafted.soul_lantern: #7, 259(4%)
minecraft.picked_up.porkchop: #7, 63(3%)
minecraft.used.bamboo: #7, 388(3%)
minecraft.mined.green_shulker_box: #7, 61(3%)
minecraft.dropped.lilac: #7, 4(4%)
minecraft.used.dark_oak_planks: #7, 1102(3%)
minecraft.mined.quartz_pillar: #7, 126(3%)
minecraft.picked_up.end_stone: #7, 2003(3%)
minecraft.mined.end_stone: #7, 1839(3%)
minecraft.dropped.redstone_ore: #7, 48(4%)
minecraft.mined.green_carpet: #7, 79(3%)
minecraft.killed_by.piglin: #7, 2(4%)
minecraft.custom.damage_taken: #8, 447656(5%)
minecraft.dropped.totem_of_undying: #7, 4(4%)
minecraft.crafted.blast_furnace: #7, 50(3%)
minecraft.picked_up.nether_gold_ore: #7, 178(2%)
minecraft.picked_up.pink_bed: #7, 3(4%)
minecraft.used.target: #7, 78(4%)
minecraft.used.ice: #7, 1065(3%)
minecraft.picked_up.cobweb: #7, 148(3%)
minecraft.mined.chiseled_quartz_block: #7, 46(3%)
minecraft.used.warped_planks: #7, 266(3%)
minecraft.picked_up.shulker_box: #8, 4759(6%)
minecraft.dropped.enchanted_book: #7, 68(3%)
minecraft.used.crimson_hyphae: #7, 161(4%)
minecraft.picked_up.orange_stained_glass: #7, 154(3%)
minecraft.picked_up.egg: #7, 455(2%)
minecraft.used.cookie: #7, 5(2%)
minecraft.dropped.end_rod: #7, 72(3%)
minecraft.mined.mossy_cobblestone_stairs: #7, 3(4%)
minecraft.used.brick_wall: #7, 104(4%)
minecraft.dropped.carved_pumpkin: #7, 4(4%)
minecraft.used.red_mushroom_block: #7, 228(3%)
minecraft.picked_up.diamond_sword: #8, 60(6%)
minecraft.mined.shulker_box: #8, 4694(6%)
minecraft.killed.elder_guardian: #7, 3(4%)
minecraft.crafted.lime_terracotta: #7, 384(3%)
minecraft.mined.target: #7, 23(3%)
minecraft.mined.jack_o_lantern: #7, 14(3%)
minecraft.dropped.coal_block: #7, 55(3%)
minecraft.dropped.green_concrete: #7, 10(4%)
minecraft.picked_up.crimson_nylium: #8, 573(6%)
minecraft.mined.warped_wall_sign: #7, 3(4%)
minecraft.crafted.dark_oak_fence_gate: #7, 85(2%)
minecraft.used.shulker_box: #8, 4364(6%)
minecraft.picked_up.torch: #8, 9703(6%)
minecraft.crafted.light_blue_stained_glass: #7, 888(2%)
minecraft.used.gray_terracotta: #7, 486(3%)
minecraft.picked_up.diamond_axe: #8, 33(6%)
minecraft.picked_up.oak_planks: #8, 1032(6%)
minecraft.dropped.fern: #7, 13(2%)
minecraft.picked_up.orange_wool: #7, 291(2%)
minecraft.picked_up.lime_banner: #7, 13(3%)
minecraft.killed.bee: #7, 8(2%)
minecraft.dropped.ink_sac: #7, 65(2%)
minecraft.picked_up.orange_dye: #7, 60(2%)
minecraft.dropped.spruce_leaves: #7, 71(2%)
minecraft.picked_up.fletching_table: #7, 12(2%)
minecraft.killed_by.zombified_piglin: #7, 1(5%)
minecraft.used.music_disc_chirp: #7, 1(5%)
minecraft.picked_up.sand: #8, 125047(5%)
minecraft.dropped.soul_torch: #7, 3(2%)
minecraft.picked_up.sugar: #7, 76(2%)
minecraft.crafted.acacia_slab: #7, 114(2%)
minecraft.killed.magma_cube: #7, 446(1%)
minecraft.dropped.black_stained_glass: #7, 40(3%)
minecraft.dropped.acacia_trapdoor: #7, 12(2%)
minecraft.dropped.cooked_mutton: #7, 16(2%)
minecraft.dropped.cobblestone_stairs: #7, 9(2%)
minecraft.dropped.iron_axe: #7, 4(2%)
minecraft.mined.torch: #8, 2822(5%)
minecraft.used.light_gray_wool: #7, 294(1%)
minecraft.picked_up.dark_oak_fence_gate: #7, 25(1%)
minecraft.picked_up.lime_bed: #7, 11(2%)
minecraft.killed.piglin: #8, 107(5%)
minecraft.dropped.smooth_quartz: #7, 24(2%)
minecraft.crafted.stone_brick_slab: #8, 2636(5%)
minecraft.mined.potted_cactus: #7, 1(2%)
minecraft.used.lime_bed: #7, 9(1%)
minecraft.crafted.ladder: #8, 600(5%)
minecraft.picked_up.lime_concrete_powder: #7, 207(2%)
minecraft.dropped.rotten_flesh: #7, 5140(1%)
minecraft.mined.lime_bed: #7, 9(2%)
minecraft.picked_up.oak_slab: #8, 382(5%)
minecraft.used.chiseled_quartz_block: #7, 114(1%)
minecraft.crafted.beacon: #7, 5(1%)
minecraft.mined.pink_concrete_powder: #7, 2(2%)
minecraft.used.pink_concrete: #7, 118(1%)
minecraft.custom.jump: #9, 438528(5%)
minecraft.mined.end_stone_bricks: #7, 276(1%)
minecraft.killed.strider: #7, 1(2%)
minecraft.dropped.honey_block: #7, 18(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #7, 3(1%)
minecraft.crafted.pumpkin_pie: #7, 194(1%)
minecraft.dropped.dark_oak_slab: #7, 59(1%)
minecraft.picked_up.stripped_spruce_log: #8, 192(5%)
minecraft.crafted.quartz_bricks: #7, 128(1%)
minecraft.used.bow: #8, 5490(5%)
minecraft.crafted.diamond_block: #8, 531(5%)
minecraft.picked_up.acacia_wood: #7, 13(2%)
minecraft.picked_up.packed_ice: #7, 994(1%)
minecraft.mined.black_glazed_terracotta: #7, 7(2%)
minecraft.dropped.stone_stairs: #7, 36(1%)
minecraft.dropped.blue_orchid: #7, 3(2%)
minecraft.crafted.gray_banner: #7, 2(1%)
minecraft.dropped.diamond_ore: #7, 11(1%)
minecraft.dropped.black_stained_glass_pane: #7, 14(1%)
minecraft.mined.stripped_spruce_log: #8, 177(5%)
minecraft.picked_up.yellow_banner: #7, 1(1%)
minecraft.mined.gray_terracotta: #7, 39(1%)
minecraft.picked_up.green_stained_glass: #7, 21(1%)
minecraft.picked_up.stripped_dark_oak_wood: #7, 8(1%)
minecraft.used.diamond_axe: #8, 32316(5%)
minecraft.dropped.brewing_stand: #7, 2(1%)
minecraft.mined.spruce_pressure_plate: #7, 2(1%)
minecraft.dropped.painting: #7, 2(1%)
minecraft.used.magenta_bed: #7, 1(1%)
minecraft.used.magenta_stained_glass: #7, 9(1%)
minecraft.dropped.brown_mushroom_block: #7, 28(1%)
minecraft.dropped.brick_stairs: #7, 2(1%)
minecraft.dropped.spruce_fence_gate: #7, 2(1%)
minecraft.used.cyan_concrete_powder: #8, 2300(5%)
minecraft.used.cod: #7, 11(1%)
minecraft.dropped.quartz_stairs: #7, 1(1%)
minecraft.dropped.dark_oak_stairs: #7, 15(0%)
minecraft.mined.coal_ore: #8, 10797(4%)
minecraft.mined.lapis_block: #7, 5(1%)
minecraft.killed.ocelot: #7, 2(0%)
minecraft.dropped.dark_oak_sign: #7, 7(0%)
minecraft.dropped.brown_carpet: #7, 6(1%)
minecraft.crafted.light_blue_banner: #7, 2(1%)
minecraft.dropped.andesite_slab: #7, 20(0%)
minecraft.used.oak_pressure_plate: #8, 9(6%)
minecraft.picked_up.light_blue_concrete_powder: #7, 32(0%)
minecraft.picked_up.ender_eye: #7, 3(0%)
minecraft.dropped.lapis_block: #7, 6(0%)
minecraft.dropped.bookshelf: #7, 3(0%)
minecraft.mined.emerald_block: #7, 11(0%)
minecraft.picked_up.stripped_dark_oak_log: #8, 367(5%)
minecraft.crafted.purple_stained_glass_pane: #7, 16(0%)
minecraft.used.smooth_red_sandstone_slab: #7, 1(0%)
minecraft.picked_up.red_glazed_terracotta: #7, 3(0%)
minecraft.dropped.andesite_stairs: #7, 3(0%)
minecraft.dropped.sandstone_wall: #7, 1(0%)
minecraft.crafted.red_glazed_terracotta: #7, 2(0%)
minecraft.used.lapis_block: #7, 6(0%)
minecraft.dropped.experience_bottle: #7, 1(0%)
minecraft.picked_up.nether_bricks: #8, 1768(4%)
minecraft.mined.stripped_dark_oak_log: #8, 357(5%)
minecraft.crafted.oak_slab: #8, 1074(4%)
minecraft.picked_up.jungle_planks: #8, 295(4%)
minecraft.mined.glowstone: #8, 441(4%)
minecraft.mined.cauldron: #8, 13(5%)
minecraft.killed.ghast: #8, 142(4%)
minecraft.picked_up.birch_sign: #8, 206(4%)
minecraft.dropped.bow: #8, 325(4%)
minecraft.picked_up.mutton: #8, 221(4%)
minecraft.picked_up.crafting_table: #8, 294(4%)
minecraft.used.splash_potion: #8, 63(4%)
minecraft.mined.smooth_quartz_slab: #8, 395(5%)
minecraft.mined.brown_mushroom_block: #8, 2116(4%)
minecraft.mined.crimson_fungus: #8, 40(4%)
minecraft.picked_up.compass: #8, 40(4%)
minecraft.picked_up.glowstone: #8, 482(4%)
minecraft.picked_up.smooth_quartz_slab: #8, 544(4%)
minecraft.dropped.smooth_stone_slab: #8, 254(4%)
minecraft.custom.boat_one_cm: #8, 8971637(3%)
minecraft.picked_up.cookie: #8, 78(4%)
minecraft.dropped.leather_leggings: #8, 14(4%)
minecraft.dropped.leather_chestplate: #8, 15(4%)
minecraft.mined.crimson_roots: #8, 132(4%)
minecraft.picked_up.red_mushroom: #8, 188(4%)
minecraft.used.detector_rail: #8, 19(4%)
minecraft.mined.white_bed: #8, 116(3%)
minecraft.custom.sprint_one_cm: #9, 146169187(5%)
minecraft.custom.damage_resisted: #8, 10637(3%)
minecraft.picked_up.shield: #8, 12(4%)
minecraft.mined.crimson_stem: #8, 569(3%)
minecraft.crafted.gray_dye: #8, 2014(3%)
minecraft.dropped.snowball: #8, 294(4%)
minecraft.picked_up.stonecutter: #8, 88(3%)
minecraft.killed.pig: #8, 31(3%)
minecraft.used.carrot: #8, 925(3%)
minecraft.crafted.netherite_boots: #8, 1(5%)
minecraft.crafted.jungle_button: #8, 31(4%)
minecraft.crafted.jungle_sign: #8, 51(4%)
minecraft.crafted.netherite_leggings: #8, 1(5%)
minecraft.crafted.stone_stairs: #8, 235(4%)
minecraft.dropped.filled_map: #8, 33(3%)
minecraft.crafted.yellow_stained_glass: #8, 576(4%)
minecraft.used.oak_button: #8, 38(3%)
minecraft.crafted.quartz_block: #8, 5989(3%)
minecraft.used.smooth_quartz_stairs: #8, 559(3%)
minecraft.used.gray_concrete_powder: #8, 7782(2%)
minecraft.used.birch_fence: #8, 115(3%)
minecraft.dropped.netherite_helmet: #8, 2(5%)
minecraft.mined.dead_bush: #8, 159(2%)
minecraft.mined.nether_wart_block: #8, 1445(2%)
minecraft.used.mossy_cobblestone_stairs: #8, 11(4%)
minecraft.used.dandelion: #8, 11(3%)
minecraft.used.string: #8, 423(2%)
minecraft.picked_up.white_banner: #8, 42(2%)
minecraft.used.brown_concrete_powder: #8, 578(2%)
minecraft.crafted.birch_sign: #8, 150(2%)
minecraft.crafted.warped_fence: #8, 72(4%)
minecraft.picked_up.spruce_button: #8, 30(3%)
minecraft.picked_up.soul_campfire: #8, 5(5%)
minecraft.crafted.oak_button: #8, 32(2%)
minecraft.dropped.spruce_button: #8, 16(3%)
minecraft.used.crimson_planks: #8, 280(3%)
minecraft.mined.black_concrete_powder: #8, 154(3%)
minecraft.picked_up.chiseled_quartz_block: #8, 41(3%)
minecraft.used.spruce_pressure_plate: #8, 16(3%)
minecraft.mined.beehive: #8, 23(3%)
minecraft.mined.andesite_slab: #8, 150(2%)
minecraft.mined.spruce_door: #8, 3(3%)
minecraft.mined.stone_brick_wall: #8, 63(2%)
minecraft.used.crimson_door: #8, 3(4%)
minecraft.used.jungle_slab: #8, 406(3%)
minecraft.used.warped_fence: #8, 49(3%)
minecraft.mined.ancient_debris: #8, 130(2%)
minecraft.used.polished_blackstone_wall: #8, 310(2%)
minecraft.used.birch_trapdoor: #8, 148(2%)
minecraft.mined.cocoa: #8, 149(2%)
minecraft.dropped.arrow: #8, 1749(2%)
minecraft.used.stripped_warped_stem: #8, 36(3%)
minecraft.dropped.ice: #8, 106(2%)
minecraft.crafted.magenta_shulker_box: #8, 2(3%)
minecraft.picked_up.blue_terracotta: #8, 139(3%)
minecraft.used.black_terracotta: #8, 581(2%)
minecraft.picked_up.beehive: #8, 21(2%)
minecraft.mined.birch_button: #8, 2(3%)
minecraft.used.acacia_slab: #8, 101(2%)
minecraft.mined.crimson_stairs: #8, 7(3%)
minecraft.crafted.polished_blackstone_brick_slab: #8, 162(2%)
minecraft.picked_up.light_gray_carpet: #8, 231(1%)
minecraft.used.beehive: #8, 43(2%)
minecraft.mined.gray_wool: #8, 68(2%)
minecraft.mined.dark_oak_fence_gate: #8, 18(2%)
minecraft.used.sea_pickle: #8, 64(2%)
minecraft.crafted.acacia_stairs: #8, 64(2%)
minecraft.mined.blue_stained_glass: #8, 39(2%)
minecraft.used.purpur_block: #8, 33(2%)
minecraft.used.orange_stained_glass: #8, 298(2%)
minecraft.crafted.stone_button: #8, 744(1%)
minecraft.dropped.detector_rail: #8, 1(3%)
minecraft.used.emerald_ore: #8, 3(3%)
minecraft.dropped.stone_brick_slab: #8, 126(1%)
minecraft.crafted.blackstone_slab: #8, 162(2%)
minecraft.killed.creeper: #9, 499(5%)
minecraft.picked_up.blue_stained_glass: #8, 38(2%)
minecraft.mined.jungle_fence_gate: #8, 6(2%)
minecraft.dropped.coarse_dirt: #8, 80(1%)
minecraft.used.dark_oak_fence_gate: #8, 56(1%)
minecraft.crafted.charcoal: #8, 52(1%)
minecraft.dropped.white_shulker_box: #8, 1(3%)
minecraft.crafted.gray_terracotta: #8, 408(2%)
minecraft.mined.cobblestone: #9, 3278(5%)
minecraft.used.quartz_pillar: #8, 239(1%)
minecraft.dropped.polished_granite: #8, 19(2%)
minecraft.picked_up.jungle_fence_gate: #8, 6(2%)
minecraft.used.quartz_stairs: #8, 250(1%)
minecraft.mined.acacia_slab: #8, 10(1%)
minecraft.dropped.dead_bush: #8, 1(1%)
minecraft.mined.brick_wall: #8, 14(1%)
minecraft.crafted.green_bed: #8, 1(2%)
minecraft.custom.sleep_in_bed: #9, 1647(4%)
minecraft.crafted.granite_stairs: #8, 12(2%)
minecraft.crafted.brick: #8, 2683(1%)
minecraft.dropped.spruce_stairs: #8, 20(1%)
minecraft.used.lily_of_the_valley: #8, 2(1%)
minecraft.crafted.lime_bed: #8, 1(1%)
minecraft.picked_up.warped_fence_gate: #8, 1(2%)
minecraft.crafted.pink_bed: #8, 2(1%)
minecraft.used.stripped_jungle_log: #8, 4(1%)
minecraft.picked_up.black_concrete_powder: #8, 476(1%)
minecraft.mined.warped_fence_gate: #8, 1(2%)
minecraft.mined.oak_slab: #9, 242(5%)
minecraft.picked_up.polished_granite_stairs: #8, 3(1%)
minecraft.dropped.smooth_quartz_stairs: #8, 8(1%)
minecraft.used.dark_oak_leaves: #8, 41(1%)
minecraft.used.black_glazed_terracotta: #8, 15(1%)
minecraft.used.quartz_bricks: #8, 95(1%)
minecraft.crafted.granite_slab: #8, 6(1%)
minecraft.picked_up.pink_concrete: #8, 96(1%)
minecraft.dropped.lily_pad: #8, 2(1%)
minecraft.mined.gray_bed: #8, 7(1%)
minecraft.mined.sandstone_stairs: #8, 29(1%)
minecraft.crafted.quartz_stairs: #8, 84(1%)
minecraft.mined.pink_concrete: #8, 98(1%)
minecraft.used.podzol: #8, 219(1%)
minecraft.dropped.gray_carpet: #8, 26(1%)
minecraft.mined.sweet_berry_bush: #8, 39(0%)
minecraft.used.warped_button: #8, 2(1%)
minecraft.crafted.observer: #9, 948(5%)
minecraft.dropped.porkchop: #8, 19(1%)
minecraft.picked_up.black_glazed_terracotta: #8, 7(1%)
minecraft.dropped.polished_andesite_stairs: #8, 19(1%)
minecraft.mined.stripped_dark_oak_wood: #8, 6(0%)
minecraft.used.red_sandstone: #8, 2(1%)
minecraft.crafted.armor_stand: #8, 116(0%)
minecraft.used.blue_stained_glass: #8, 72(0%)
minecraft.mined.granite_slab: #8, 1(1%)
minecraft.mined.turtle_egg: #8, 15(0%)
minecraft.picked_up.granite_slab: #8, 1(1%)
minecraft.used.black_bed: #8, 5(1%)
minecraft.custom.tune_noteblock: #8, 1984(0%)
minecraft.used.turtle_egg: #8, 8(0%)
minecraft.used.azure_bluet: #8, 3(0%)
minecraft.dropped.melon_slice: #8, 91(0%)
minecraft.dropped.emerald_block: #8, 1(1%)
minecraft.mined.blue_concrete_powder: #8, 1(1%)
minecraft.used.stripped_dark_oak_wood: #8, 3(0%)
minecraft.crafted.prismarine_brick_stairs: #8, 8(0%)
minecraft.picked_up.diorite: #9, 15168(4%)
minecraft.dropped.blackstone_stairs: #8, 1(0%)
minecraft.picked_up.smooth_quartz_stairs: #9, 272(5%)
minecraft.dropped.green_dye: #8, 98(0%)
minecraft.picked_up.bone: #9, 4867(4%)
minecraft.crafted.cracked_polished_blackstone_bricks: #8, 1(0%)
minecraft.crafted.honey_block: #8, 17(0%)
minecraft.used.orange_glazed_terracotta: #8, 1(0%)
minecraft.used.white_glazed_terracotta: #8, 1(0%)
minecraft.crafted.air: #8, 0(0%)
minecraft.crafted.diamond_sword: #9, 7(4%)
minecraft.picked_up.cobblestone: #9, 75606(4%)
minecraft.picked_up.shears: #9, 42(4%)
minecraft.crafted.iron_helmet: #9, 9(4%)
minecraft.crafted.oak_stairs: #9, 128(4%)
minecraft.crafted.white_concrete_powder: #9, 12088(4%)
minecraft.dropped.jungle_log: #9, 96(5%)
minecraft.dropped.player_head: #9, 74(3%)
minecraft.picked_up.piston: #9, 252(3%)
minecraft.crafted.cyan_dye: #9, 1866(4%)
minecraft.mined.acacia_trapdoor: #9, 76(5%)
minecraft.picked_up.warped_planks: #9, 58(4%)
minecraft.used.enchanting_table: #9, 4(4%)
minecraft.picked_up.leather_helmet: #9, 47(3%)
minecraft.picked_up.white_carpet: #9, 423(3%)
minecraft.picked_up.trident: #9, 17(4%)
minecraft.picked_up.birch_fence: #9, 67(4%)
minecraft.crafted.smooth_stone_slab: #9, 3528(3%)
minecraft.mined.andesite_wall: #9, 71(4%)
minecraft.dropped.shroomlight: #9, 64(4%)
minecraft.used.jungle_fence: #9, 65(4%)
minecraft.used.oak_planks: #9, 468(3%)
minecraft.dropped.crafting_table: #9, 18(3%)
minecraft.picked_up.end_rod: #9, 507(3%)
minecraft.picked_up.sea_pickle: #9, 145(3%)
minecraft.used.white_concrete_powder: #9, 8357(3%)
minecraft.custom.interact_with_lectern: #9, 270(3%)
minecraft.killed.player: #9, 3(6%)
minecraft.mined.pink_tulip: #9, 22(4%)
minecraft.picked_up.nether_wart_block: #9, 1755(3%)
minecraft.crafted.dark_oak_sign: #9, 39(3%)
minecraft.dropped.chainmail_leggings: #9, 4(3%)
minecraft.dropped.white_carpet: #9, 46(3%)
minecraft.picked_up.andesite_wall: #9, 121(4%)
minecraft.crafted.orange_stained_glass: #9, 632(4%)
minecraft.crafted.netherite_sword: #9, 1(5%)
minecraft.crafted.cyan_stained_glass_pane: #9, 144(4%)
minecraft.picked_up.acacia_trapdoor: #9, 78(4%)
minecraft.custom.damage_dealt: #9, 1655254(2%)
minecraft.used.dark_oak_slab: #9, 958(3%)
minecraft.dropped.bone_block: #9, 85(4%)
minecraft.custom.walk_on_water_one_cm: #10, 5864725(3%)
minecraft.picked_up.spruce_boat: #9, 15(3%)
minecraft.picked_up.quartz_block: #9, 470(2%)
minecraft.used.dark_oak_fence: #9, 219(3%)
minecraft.dropped.oak_leaves: #9, 282(2%)
minecraft.mined.snow: #9, 7786(2%)
minecraft.crafted.slime_block: #9, 1336(3%)
minecraft.picked_up.activator_rail: #9, 7(3%)
minecraft.crafted.leather_boots: #9, 19(3%)
minecraft.dropped.netherite_shovel: #9, 2(3%)
minecraft.crafted.brown_dye: #9, 319(2%)
minecraft.picked_up.cocoa_beans: #9, 1184(2%)
minecraft.mined.purple_concrete_powder: #9, 4(4%)
minecraft.picked_up.snowball: #9, 5861(2%)
minecraft.used.cornflower: #9, 9(3%)
minecraft.used.andesite_wall: #9, 278(3%)
minecraft.mined.gray_concrete_powder: #9, 155(2%)
minecraft.used.andesite_slab: #9, 457(2%)
minecraft.crafted.golden_boots: #9, 3(3%)
minecraft.crafted.spruce_button: #9, 69(2%)
minecraft.crafted.black_wool: #9, 105(2%)
minecraft.mined.bookshelf: #9, 187(2%)
minecraft.mined.sea_lantern: #9, 221(2%)
minecraft.crafted.iron_shovel: #9, 13(2%)
minecraft.picked_up.green_carpet: #9, 89(2%)
minecraft.used.gray_concrete: #9, 4074(2%)
minecraft.mined.gilded_blackstone: #9, 22(2%)
minecraft.used.smooth_quartz_slab: #9, 862(2%)
minecraft.used.dark_oak_pressure_plate: #9, 2(3%)
minecraft.dropped.charcoal: #9, 2(3%)
minecraft.picked_up.andesite_slab: #9, 238(2%)
minecraft.mined.polished_granite: #9, 56(2%)
minecraft.crafted.andesite_wall: #9, 162(2%)
minecraft.dropped.shulker_box: #9, 26(1%)
minecraft.crafted.golden_chestplate: #9, 3(2%)
minecraft.killed.cod: #9, 37(2%)
minecraft.crafted.leather_leggings: #9, 26(2%)
minecraft.dropped.white_stained_glass: #9, 19(2%)
minecraft.picked_up.sponge: #9, 130(2%)
minecraft.crafted.cyan_bed: #9, 3(3%)
minecraft.mined.spruce_fence_gate: #9, 7(2%)
minecraft.mined.brown_terracotta: #9, 446(2%)
minecraft.picked_up.jungle_trapdoor: #9, 41(2%)
minecraft.picked_up.dark_oak_log: #9, 1430(1%)
minecraft.crafted.polished_granite: #9, 460(2%)
minecraft.custom.play_record: #9, 7(2%)
minecraft.mined.bamboo_sapling: #9, 5(2%)
minecraft.used.cocoa_beans: #9, 289(2%)
minecraft.dropped.jungle_leaves: #9, 58(2%)
minecraft.used.bone_block: #9, 563(1%)
minecraft.dropped.quartz: #9, 104(1%)
minecraft.picked_up.iron_axe: #9, 4(1%)
minecraft.dropped.clay_ball: #9, 12(2%)
minecraft.dropped.rabbit_hide: #9, 4(2%)
minecraft.mined.polished_granite_slab: #9, 3(2%)
minecraft.mined.light_gray_stained_glass: #9, 83(1%)
minecraft.mined.lime_terracotta: #9, 12(1%)
minecraft.mined.blackstone_stairs: #9, 21(1%)
minecraft.mined.white_concrete_powder: #9, 68(1%)
minecraft.picked_up.blackstone_stairs: #9, 24(1%)
minecraft.used.soul_campfire: #9, 6(2%)
minecraft.crafted.smooth_quartz_slab: #9, 356(1%)
minecraft.used.blackstone_stairs: #9, 102(1%)
minecraft.picked_up.acacia_fence: #9, 5(2%)
minecraft.mined.light_gray_wool: #9, 36(1%)
minecraft.dropped.nether_wart_block: #9, 88(1%)
