stat, rank, value, (percentage) 
minecraft.killed.pillager: #1, 33729(96%)
minecraft.custom.clean_shulker_box: #6, 3(4%)
minecraft.used.furnace_minecart: #6, 1(4%)
minecraft.mined.redstone_block: #7, 214(5%)
minecraft.crafted.furnace_minecart: #6, 1(3%)
minecraft.picked_up.dried_kelp_block: #6, 60(2%)
minecraft.dropped.tipped_arrow: #6, 22(2%)
minecraft.picked_up.pumpkin: #7, 1601(5%)
minecraft.picked_up.gray_bed: #6, 20(1%)
minecraft.used.red_stained_glass: #6, 292(1%)
minecraft.crafted.shulker_box: #7, 336(5%)
minecraft.mined.end_stone_bricks: #6, 285(1%)
minecraft.crafted.flint_and_steel: #7, 16(5%)
minecraft.custom.use_cauldron: #6, 2(2%)
minecraft.dropped.diamond_shovel: #7, 14(6%)
minecraft.used.tnt_minecart: #6, 6(3%)
minecraft.crafted.tnt_minecart: #6, 6(3%)
minecraft.used.wheat_seeds: #7, 4288(5%)
minecraft.used.diamond_block: #7, 505(5%)
minecraft.dropped.yellow_dye: #6, 6(1%)
minecraft.used.potion: #7, 120(5%)
minecraft.picked_up.music_disc_wait: #6, 1(2%)
minecraft.picked_up.birch_sign: #7, 243(5%)
minecraft.used.stripped_warped_hyphae: #6, 37(1%)
minecraft.mined.turtle_egg: #6, 26(1%)
minecraft.dropped.yellow_stained_glass_pane: #6, 3(2%)
minecraft.dropped.lime_dye: #6, 15(1%)
minecraft.crafted.cooked_beef: #7, 710(5%)
minecraft.used.end_rod: #7, 697(5%)
minecraft.dropped.birch_fence_gate: #6, 1(2%)
minecraft.dropped.redstone_lamp: #6, 1(2%)
minecraft.crafted.diamond_helmet: #7, 7(5%)
minecraft.picked_up.light_blue_concrete_powder: #6, 67(1%)
minecraft.picked_up.rabbit: #6, 12(0%)
minecraft.mined.pink_stained_glass: #6, 1(1%)
minecraft.custom.inspect_dropper: #7, 1257(4%)
minecraft.mined.mossy_cobblestone_wall: #6, 1(1%)
minecraft.crafted.stone: #7, 2500(5%)
minecraft.picked_up.netherite_pickaxe: #7, 46(5%)
minecraft.picked_up.stone_pickaxe: #7, 7(7%)
minecraft.picked_up.tipped_arrow: #6, 6(1%)
minecraft.picked_up.mossy_cobblestone_wall: #6, 1(1%)
minecraft.picked_up.netherite_sword: #7, 24(5%)
minecraft.dropped.melon_seeds: #7, 25(7%)
minecraft.picked_up.diamond_hoe: #7, 5(6%)
minecraft.mined.light_blue_glazed_terracotta: #6, 1(1%)
minecraft.mined.emerald_block: #6, 13(0%)
minecraft.picked_up.iron_bars: #7, 486(4%)
minecraft.crafted.iron_helmet: #7, 10(4%)
minecraft.picked_up.dark_oak_stairs: #7, 415(5%)
minecraft.used.diorite_stairs: #6, 1(0%)
minecraft.mined.redstone_torch: #7, 97(4%)
minecraft.mined.end_stone_brick_slab: #6, 1(0%)
minecraft.dropped.snowball: #7, 402(6%)
minecraft.picked_up.andesite: #7, 16265(4%)
minecraft.used.diamond_hoe: #7, 7272(5%)
minecraft.mined.pink_tulip: #7, 34(5%)
minecraft.mined.iron_bars: #7, 228(4%)
minecraft.picked_up.dark_prismarine: #7, 391(5%)
minecraft.dropped.leather_leggings: #7, 16(4%)
minecraft.used.carved_pumpkin: #7, 28(6%)
minecraft.mined.oak_door: #7, 6(6%)
minecraft.crafted.crimson_door: #7, 6(8%)
minecraft.crafted.dark_oak_sign: #7, 54(4%)
minecraft.used.oak_fence: #7, 630(4%)
minecraft.picked_up.iron_horse_armor: #7, 2(6%)
minecraft.custom.enchant_item: #7, 136(4%)
minecraft.used.spruce_boat: #7, 18(5%)
minecraft.crafted.ender_eye: #7, 80(4%)
minecraft.picked_up.polished_blackstone_bricks: #7, 1644(4%)
minecraft.crafted.iron_pickaxe: #7, 22(3%)
minecraft.picked_up.polished_andesite_slab: #7, 405(3%)
minecraft.used.stone_pressure_plate: #7, 77(4%)
minecraft.picked_up.cobblestone_slab: #7, 363(4%)
minecraft.picked_up.chain: #7, 296(3%)
minecraft.killed.shulker: #7, 353(4%)
minecraft.mined.polished_blackstone_bricks: #7, 1576(3%)
minecraft.custom.interact_with_lectern: #7, 320(3%)
minecraft.crafted.slime_block: #7, 1979(4%)
minecraft.crafted.dark_oak_boat: #7, 2(8%)
minecraft.mined.stone_pressure_plate: #7, 20(4%)
minecraft.picked_up.brown_carpet: #7, 113(4%)
minecraft.crafted.oak_fence: #7, 540(3%)
minecraft.picked_up.sea_pickle: #7, 164(4%)
minecraft.crafted.polished_diorite: #7, 768(3%)
minecraft.used.red_concrete_powder: #7, 1614(4%)
minecraft.crafted.item_frame: #7, 312(3%)
minecraft.dropped.lever: #7, 37(4%)
minecraft.used.oak_door: #7, 16(4%)
minecraft.dropped.dark_oak_boat: #7, 1(10%)
minecraft.picked_up.light_gray_concrete: #7, 1637(3%)
minecraft.dropped.brown_shulker_box: #7, 2(8%)
minecraft.broken.leather_helmet: #7, 2(7%)
minecraft.crafted.brown_concrete_powder: #7, 1248(4%)
minecraft.broken.leather_boots: #7, 2(10%)
minecraft.mined.gold_block: #7, 226(3%)
minecraft.picked_up.blaze_rod: #7, 560(3%)
minecraft.picked_up.dark_oak_boat: #7, 3(7%)
minecraft.dropped.red_concrete: #7, 30(5%)
minecraft.used.glass_bottle: #7, 365(3%)
minecraft.used.golden_carrot: #8, 5144(6%)
minecraft.crafted.brewing_stand: #7, 37(3%)
minecraft.dropped.iron_block: #7, 326(3%)
minecraft.dropped.dark_oak_planks: #7, 81(3%)
minecraft.picked_up.dark_oak_fence: #7, 119(3%)
minecraft.crafted.crossbow: #7, 64(4%)
minecraft.custom.open_shulker_box: #8, 50451(5%)
minecraft.used.powered_rail: #8, 1715(6%)
minecraft.dropped.cookie: #7, 90(3%)
minecraft.picked_up.golden_chestplate: #8, 28(6%)
minecraft.used.oak_leaves: #7, 4696(2%)
minecraft.dropped.white_bed: #7, 3(4%)
minecraft.crafted.blue_carpet: #7, 192(4%)
minecraft.crafted.orange_shulker_box: #7, 8(3%)
minecraft.mined.polished_diorite: #7, 105(2%)
minecraft.mined.stone_brick_wall: #7, 64(2%)
minecraft.crafted.crimson_hyphae: #7, 204(4%)
minecraft.dropped.light_blue_bed: #7, 1(6%)
minecraft.custom.interact_with_crafting_table: #8, 5566(6%)
minecraft.mined.dark_oak_fence_gate: #7, 23(2%)
minecraft.mined.chiseled_polished_blackstone: #7, 23(2%)
minecraft.picked_up.comparator: #8, 291(6%)
minecraft.crafted.light_gray_stained_glass: #7, 1112(3%)
minecraft.picked_up.gray_stained_glass_pane: #7, 50(2%)
minecraft.custom.inspect_hopper: #8, 2945(5%)
minecraft.crafted.red_banner: #7, 13(3%)
minecraft.crafted.brick: #7, 7010(2%)
minecraft.picked_up.chiseled_polished_blackstone: #7, 22(2%)
minecraft.killed.phantom: #7, 57(2%)
minecraft.dropped.gold_block: #7, 36(2%)
minecraft.picked_up.glass: #8, 4588(6%)
minecraft.picked_up.hopper: #8, 848(5%)
minecraft.picked_up.repeater: #8, 559(6%)
minecraft.mined.cut_sandstone_slab: #7, 23(2%)
minecraft.mined.iron_block: #8, 4046(6%)
minecraft.dropped.birch_button: #7, 3(4%)
minecraft.mined.piston_head: #8, 17(7%)
minecraft.mined.sticky_piston: #8, 241(6%)
minecraft.used.acacia_button: #7, 5(3%)
minecraft.dropped.nether_wart_block: #7, 130(2%)
minecraft.dropped.comparator: #7, 14(3%)
minecraft.custom.minecart_one_cm: #7, 1754562(1%)
minecraft.picked_up.birch_trapdoor: #8, 89(6%)
minecraft.picked_up.iron_block: #8, 5267(5%)
minecraft.dropped.diorite_wall: #7, 4(2%)
minecraft.dropped.tnt: #7, 44(1%)
minecraft.dropped.hay_block: #7, 34(2%)
minecraft.mined.spawner: #7, 2(2%)
minecraft.mined.crimson_hyphae: #7, 9(2%)
minecraft.mined.slime_block: #8, 441(5%)
minecraft.picked_up.diorite_slab: #7, 36(2%)
minecraft.crafted.cooked_salmon: #7, 7(2%)
minecraft.picked_up.rabbit_stew: #7, 1(3%)
minecraft.picked_up.yellow_terracotta: #8, 4648(6%)
minecraft.dropped.green_wool: #7, 51(2%)
minecraft.used.polished_andesite: #8, 4389(5%)
minecraft.crafted.yellow_wool: #7, 17(1%)
minecraft.dropped.snow_block: #7, 26(1%)
minecraft.picked_up.red_nether_brick_wall: #7, 2(2%)
minecraft.dropped.orange_shulker_box: #7, 2(2%)
minecraft.used.blue_stained_glass: #7, 187(1%)
minecraft.mined.red_shulker_box: #8, 404(5%)
minecraft.mined.grass_block: #8, 50138(5%)
minecraft.mined.crimson_wall_sign: #7, 2(2%)
minecraft.used.emerald_block: #7, 121(1%)
minecraft.picked_up.granite: #8, 16773(5%)
minecraft.picked_up.red_shulker_box: #8, 408(5%)
minecraft.used.red_shulker_box: #8, 406(5%)
minecraft.picked_up.soul_soil: #8, 1671(5%)
minecraft.crafted.sugar: #7, 163(1%)
minecraft.mined.sandstone_slab: #7, 77(1%)
minecraft.picked_up.pink_concrete: #7, 139(1%)
minecraft.used.end_crystal: #7, 8(2%)
minecraft.picked_up.writable_book: #8, 21(5%)
minecraft.mined.iron_ore: #8, 4787(5%)
minecraft.crafted.diorite_stairs: #7, 4(2%)
minecraft.picked_up.diorite: #8, 16587(5%)
minecraft.dropped.crimson_stem: #7, 37(1%)
minecraft.used.blue_carpet: #7, 68(1%)
minecraft.crafted.sticky_piston: #8, 433(5%)
minecraft.mined.pink_concrete: #7, 125(1%)
minecraft.crafted.melon: #7, 1793(1%)
minecraft.picked_up.brown_dye: #7, 16(1%)
minecraft.dropped.bread: #7, 188(1%)
minecraft.used.cobblestone_wall: #8, 496(5%)
minecraft.used.prismarine_wall: #7, 22(1%)
minecraft.mined.damaged_anvil: #8, 12(6%)
minecraft.used.turtle_egg: #7, 14(1%)
minecraft.crafted.gray_bed: #7, 3(1%)
minecraft.mined.blue_concrete_powder: #7, 2(1%)
minecraft.used.damaged_anvil: #8, 10(5%)
minecraft.picked_up.rabbit_hide: #7, 18(0%)
minecraft.picked_up.bone: #8, 5117(4%)
minecraft.picked_up.turtle_egg: #7, 26(0%)
minecraft.custom.fish_caught: #7, 24(0%)
minecraft.crafted.polished_granite_stairs: #7, 4(1%)
minecraft.dropped.dark_oak_fence: #7, 9(1%)
minecraft.picked_up.mushroom_stew: #7, 1(1%)
minecraft.dropped.smooth_stone: #8, 155(5%)
minecraft.used.red_nether_brick_wall: #7, 5(1%)
minecraft.crafted.arrow: #7, 96(0%)
minecraft.used.white_tulip: #7, 4(0%)
minecraft.used.polished_andesite_slab: #8, 975(5%)
minecraft.dropped.cyan_concrete: #7, 2(0%)
minecraft.custom.leave_game: #9, 1821(4%)
minecraft.dropped.rabbit_stew: #7, 1(0%)
minecraft.crafted.granite_wall: #7, 6(0%)
minecraft.picked_up.light_blue_glazed_terracotta: #7, 1(0%)
minecraft.used.blue_ice: #7, 19(0%)
minecraft.mined.diorite_stairs: #7, 1(0%)
minecraft.picked_up.diorite_stairs: #7, 1(0%)
minecraft.dropped.golden_helmet: #8, 17(5%)
minecraft.picked_up.painting: #8, 161(4%)
minecraft.used.flint_and_steel: #8, 279(4%)
minecraft.used.diorite_slab: #7, 8(0%)
minecraft.picked_up.dried_kelp: #7, 78(0%)
minecraft.used.spruce_sign: #8, 93(4%)
minecraft.picked_up.iron_chestplate: #8, 9(4%)
minecraft.crafted.crimson_stairs: #8, 144(6%)
minecraft.used.white_banner: #8, 42(4%)
minecraft.dropped.poisonous_potato: #8, 7(7%)
minecraft.picked_up.shulker_shell: #8, 886(4%)
minecraft.picked_up.stone_slab: #8, 1210(4%)
minecraft.killed.iron_golem: #8, 27(5%)
minecraft.used.poisonous_potato: #8, 1(9%)
minecraft.used.redstone_block: #8, 344(3%)
minecraft.used.stonecutter: #8, 106(3%)
minecraft.used.crimson_nylium: #8, 137(4%)
minecraft.crafted.redstone_lamp: #8, 191(3%)
minecraft.dropped.spruce_boat: #8, 3(6%)
minecraft.crafted.painting: #8, 34(4%)
minecraft.mined.black_shulker_box: #8, 167(3%)
minecraft.crafted.dark_oak_trapdoor: #8, 398(3%)
minecraft.picked_up.black_shulker_box: #8, 171(3%)
minecraft.mined.jungle_trapdoor: #8, 41(5%)
minecraft.picked_up.bucket: #8, 78(3%)
minecraft.dropped.white_terracotta: #8, 64(4%)
minecraft.dropped.shroomlight: #8, 68(4%)
minecraft.used.birch_boat: #8, 14(4%)
minecraft.used.purple_carpet: #8, 178(4%)
minecraft.broken.fishing_rod: #8, 2(5%)
minecraft.crafted.netherite_axe: #8, 1(8%)
minecraft.crafted.red_concrete_powder: #8, 1560(3%)
minecraft.picked_up.pumpkin_pie: #8, 110(3%)
minecraft.custom.play_record: #8, 15(4%)
minecraft.crafted.cobblestone_stairs: #8, 132(3%)
minecraft.used.polished_blackstone_brick_stairs: #8, 248(3%)
minecraft.used.light_gray_concrete: #8, 1984(3%)
minecraft.crafted.purple_carpet: #8, 192(4%)
minecraft.picked_up.peony: #8, 113(3%)
minecraft.picked_up.birch_boat: #8, 12(3%)
minecraft.dropped.stone_pressure_plate: #8, 27(3%)
minecraft.dropped.milk_bucket: #8, 3(4%)
minecraft.picked_up.ink_sac: #8, 1093(2%)
minecraft.crafted.clock: #8, 5(3%)
minecraft.mined.crying_obsidian: #8, 30(3%)
minecraft.crafted.cyan_shulker_box: #8, 5(3%)
minecraft.used.orange_terracotta: #8, 405(3%)
minecraft.used.heavy_weighted_pressure_plate: #8, 16(3%)
minecraft.picked_up.dark_oak_door: #8, 16(3%)
minecraft.crafted.conduit: #8, 1(6%)
minecraft.picked_up.crimson_door: #8, 2(4%)
minecraft.dropped.white_stained_glass: #8, 27(3%)
minecraft.mined.oak_button: #8, 4(3%)
minecraft.used.lime_wool: #8, 124(3%)
minecraft.used.red_bed: #8, 13(3%)
minecraft.used.crimson_hyphae: #8, 138(3%)
minecraft.killed_by.guardian: #8, 1(6%)
minecraft.mined.gilded_blackstone: #8, 25(2%)
minecraft.picked_up.crimson_slab: #8, 46(3%)
minecraft.picked_up.red_dye: #8, 88(2%)
minecraft.mined.red_concrete_powder: #8, 15(2%)
minecraft.picked_up.light_gray_stained_glass: #8, 208(2%)
minecraft.picked_up.crimson_planks: #8, 77(2%)
minecraft.mined.seagrass: #8, 485(2%)
minecraft.crafted.slime_ball: #8, 1197(2%)
minecraft.crafted.anvil: #8, 76(2%)
minecraft.crafted.gold_ingot: #8, 13768(2%)
minecraft.crafted.acacia_planks: #9, 4152(6%)
minecraft.mined.red_tulip: #8, 16(2%)
minecraft.used.gilded_blackstone: #8, 12(2%)
minecraft.mined.iron_door: #8, 6(2%)
minecraft.crafted.nether_brick_stairs: #8, 80(2%)
minecraft.picked_up.torch: #9, 9111(5%)
minecraft.mined.lime_banner: #8, 2(4%)
minecraft.used.item_frame: #9, 529(5%)
minecraft.dropped.soul_soil: #8, 54(2%)
minecraft.used.light_gray_stained_glass: #8, 482(2%)
minecraft.mined.cake: #8, 1(3%)
minecraft.crafted.light_gray_glazed_terracotta: #8, 12(3%)
minecraft.used.cooked_chicken: #8, 65(2%)
minecraft.mined.allium: #8, 10(3%)
minecraft.dropped.potion: #8, 54(1%)
minecraft.crafted.blue_stained_glass: #8, 328(2%)
minecraft.dropped.ancient_debris: #8, 10(2%)
minecraft.used.written_book: #8, 478(1%)
minecraft.used.cake: #8, 3(2%)
minecraft.mined.light_gray_wool: #8, 40(1%)
minecraft.mined.black_terracotta: #8, 104(1%)
minecraft.used.stone_slab: #9, 3498(5%)
minecraft.used.gravel: #9, 2597(5%)
minecraft.picked_up.cut_sandstone_slab: #8, 22(2%)
minecraft.picked_up.paper: #8, 1191(1%)
minecraft.picked_up.dark_oak_fence_gate: #8, 21(1%)
minecraft.picked_up.music_disc_strad: #8, 1(3%)
minecraft.picked_up.chicken: #8, 55(1%)
minecraft.used.redstone_torch: #9, 647(4%)
minecraft.mined.lime_bed: #8, 9(2%)
minecraft.picked_up.magenta_stained_glass: #8, 7(1%)
minecraft.used.magenta_concrete: #8, 88(1%)
minecraft.picked_up.diamond_block: #9, 567(5%)
minecraft.picked_up.written_book: #9, 81(5%)
minecraft.dropped.red_dye: #8, 25(1%)
minecraft.mined.fletching_table: #8, 6(1%)
minecraft.dropped.quartz_block: #8, 77(1%)
minecraft.dropped.chiseled_stone_bricks: #8, 15(1%)
minecraft.picked_up.jungle_door: #8, 3(1%)
minecraft.picked_up.end_stone_bricks: #8, 267(1%)
minecraft.picked_up.bread: #8, 76(1%)
minecraft.used.crimson_sign: #8, 4(1%)
minecraft.dropped.light_gray_wool: #8, 64(1%)
minecraft.used.prismarine: #8, 210(1%)
minecraft.dropped.note_block: #8, 5(1%)
minecraft.picked_up.magenta_wool: #8, 44(1%)
minecraft.used.sugar_cane: #9, 686(5%)
minecraft.crafted.pink_stained_glass: #8, 24(1%)
minecraft.dropped.sunflower: #8, 2(1%)
minecraft.picked_up.damaged_anvil: #9, 13(5%)
minecraft.custom.interact_with_campfire: #8, 1(1%)
minecraft.crafted.end_crystal: #8, 8(1%)
minecraft.used.ancient_debris: #8, 12(0%)
minecraft.crafted.mossy_cobblestone_wall: #8, 6(1%)
minecraft.dropped.spruce_fence: #8, 12(0%)
minecraft.used.light_gray_glazed_terracotta: #8, 10(1%)
minecraft.picked_up.rabbit_foot: #8, 2(1%)
minecraft.dropped.brewing_stand: #8, 1(1%)
minecraft.crafted.sandstone_stairs: #8, 28(0%)
minecraft.dropped.light_blue_stained_glass_pane: #8, 2(0%)
minecraft.crafted.dark_prismarine_stairs: #8, 4(0%)
minecraft.mined.blue_ice: #8, 5(0%)
minecraft.used.polished_diorite_slab: #8, 12(0%)
minecraft.dropped.quartz_bricks: #8, 1(0%)
minecraft.dropped.andesite_slab: #8, 12(0%)
minecraft.dropped.black_terracotta: #8, 3(0%)
minecraft.used.light_blue_glazed_terracotta: #8, 1(0%)
minecraft.crafted.polished_diorite_stairs: #8, 4(0%)
minecraft.mined.redstone_wall_torch: #9, 75(4%)
minecraft.used.spruce_planks: #9, 2686(4%)
minecraft.used.dropper: #9, 326(4%)
minecraft.picked_up.anvil: #9, 87(4%)
minecraft.picked_up.golden_leggings: #9, 20(4%)
minecraft.crafted.smooth_quartz: #9, 642(6%)
minecraft.crafted.white_shulker_box: #9, 11(4%)
minecraft.mined.yellow_concrete_powder: #9, 29(7%)
minecraft.used.dark_oak_sign: #9, 43(4%)
minecraft.used.painting: #9, 159(4%)
minecraft.crafted.scaffolding: #9, 1674(4%)
minecraft.picked_up.netherite_shovel: #9, 21(4%)
minecraft.mined.spruce_stairs: #9, 155(4%)
minecraft.mined.polished_blackstone: #9, 259(4%)
minecraft.picked_up.tripwire_hook: #9, 48(4%)
minecraft.mined.dropper: #9, 99(4%)
minecraft.mined.white_tulip: #9, 37(5%)
minecraft.used.stone_bricks: #9, 8922(4%)
minecraft.custom.interact_with_loom: #9, 36(4%)
minecraft.killed.enderman: #9, 25616(3%)
minecraft.used.white_carpet: #9, 1374(4%)
minecraft.picked_up.cobblestone_stairs: #9, 74(4%)
minecraft.crafted.book: #9, 398(4%)
minecraft.mined.orange_terracotta: #9, 4821(3%)
minecraft.mined.netherrack: #9, 74033(3%)
minecraft.dropped.golden_boots: #9, 17(4%)
minecraft.picked_up.oak_door: #9, 21(4%)
minecraft.crafted.netherite_pickaxe: #9, 3(5%)
minecraft.used.dark_oak_stairs: #9, 547(4%)
minecraft.used.black_shulker_box: #9, 166(3%)
minecraft.picked_up.slime_block: #9, 463(3%)
minecraft.picked_up.brown_shulker_box: #9, 128(3%)
minecraft.mined.brown_shulker_box: #9, 126(3%)
minecraft.used.brown_shulker_box: #9, 127(3%)
minecraft.picked_up.orange_terracotta: #9, 4533(3%)
minecraft.picked_up.warped_slab: #9, 50(4%)
minecraft.picked_up.potion: #9, 99(3%)
minecraft.picked_up.red_banner: #9, 4(5%)
minecraft.custom.eat_cake_slice: #9, 8(4%)
minecraft.dropped.diamond_hoe: #9, 2(4%)
minecraft.crafted.spruce_sign: #9, 66(3%)
minecraft.used.light_gray_stained_glass_pane: #9, 269(3%)
minecraft.dropped.iron_helmet: #9, 8(3%)
minecraft.picked_up.music_disc_13: #9, 2(3%)
minecraft.crafted.nether_brick_wall: #9, 204(4%)
minecraft.mined.light_gray_terracotta: #9, 1425(3%)
minecraft.dropped.oak_trapdoor: #9, 18(3%)
minecraft.mined.white_banner: #9, 3(4%)
minecraft.dropped.golden_shovel: #9, 1(6%)
minecraft.dropped.water_bucket: #9, 9(2%)
minecraft.used.music_disc_13: #9, 1(5%)
minecraft.picked_up.light_gray_terracotta: #9, 1417(2%)
minecraft.used.crimson_stem: #9, 175(2%)
minecraft.crafted.birch_button: #9, 20(3%)
minecraft.mined.carved_pumpkin: #9, 89(2%)
minecraft.mined.jungle_fence: #9, 12(2%)
minecraft.picked_up.jungle_boat: #9, 11(2%)
minecraft.used.jungle_boat: #9, 10(2%)
minecraft.custom.interact_with_furnace: #10, 3241(5%)
minecraft.mined.acacia_button: #9, 1(4%)
minecraft.crafted.gray_concrete_powder: #9, 5480(2%)
minecraft.mined.honey_block: #9, 82(2%)
minecraft.crafted.blackstone_stairs: #9, 80(2%)
minecraft.mined.purple_concrete: #9, 89(2%)
minecraft.mined.pumpkin_stem: #9, 7(2%)
minecraft.used.lily_pad: #9, 3(2%)
minecraft.dropped.end_crystal: #9, 1(4%)
minecraft.picked_up.clock: #9, 4(2%)
minecraft.mined.tall_seagrass: #9, 163(1%)
minecraft.picked_up.iron_helmet: #10, 25(6%)
minecraft.used.purple_concrete: #9, 91(2%)
minecraft.used.suspicious_stew: #9, 1(3%)
minecraft.used.cobweb: #9, 41(1%)
minecraft.dropped.stone_bricks: #9, 186(1%)
minecraft.dropped.yellow_banner: #9, 1(3%)
minecraft.picked_up.red_wool: #9, 254(1%)
minecraft.crafted.flower_pot: #9, 65(1%)
minecraft.picked_up.crimson_hyphae: #9, 15(2%)
minecraft.crafted.blackstone_slab: #9, 138(1%)
minecraft.used.lime_bed: #9, 9(1%)
minecraft.dropped.spruce_slab: #9, 67(1%)
minecraft.picked_up.crimson_stairs: #9, 15(1%)
minecraft.picked_up.lime_bed: #9, 9(1%)
minecraft.mined.yellow_wool: #9, 24(1%)
minecraft.picked_up.crimson_sign: #9, 3(1%)
minecraft.picked_up.oxeye_daisy: #9, 152(1%)
minecraft.dropped.slime_block: #9, 38(1%)
minecraft.dropped.cobblestone_stairs: #9, 6(1%)
minecraft.dropped.iron_bars: #9, 64(1%)
minecraft.crafted.gray_terracotta: #9, 320(1%)
minecraft.mined.heavy_weighted_pressure_plate: #9, 4(1%)
minecraft.dropped.splash_potion: #9, 10(1%)
minecraft.crafted.lime_terracotta: #9, 140(1%)
minecraft.mined.light_blue_terracotta: #9, 13(1%)
minecraft.mined.acacia_stairs: #9, 12(1%)
minecraft.mined.red_stained_glass: #9, 22(1%)
minecraft.picked_up.end_crystal: #9, 2(1%)
minecraft.crafted.iron_leggings: #10, 8(5%)
minecraft.picked_up.sandstone_slab: #9, 79(1%)
minecraft.picked_up.acacia_stairs: #9, 14(1%)
minecraft.crafted.diorite_wall: #9, 18(1%)
minecraft.dropped.gray_concrete_powder: #9, 32(1%)
minecraft.mined.chest: #10, 935(5%)
minecraft.crafted.granite_slab: #9, 6(1%)
minecraft.picked_up.snow: #9, 375(1%)
minecraft.dropped.stone_slab: #9, 118(1%)
minecraft.mined.polished_diorite_slab: #9, 12(1%)
minecraft.mined.spruce_pressure_plate: #9, 2(1%)
minecraft.crafted.pumpkin_pie: #9, 101(0%)
minecraft.crafted.crafting_table: #10, 117(4%)
minecraft.mined.packed_ice: #9, 476(0%)
minecraft.killed.rabbit: #9, 7(0%)
minecraft.crafted.suspicious_stew: #9, 1(1%)
minecraft.crafted.prismarine_slab: #9, 6(1%)
minecraft.picked_up.orange_concrete_powder: #9, 57(0%)
minecraft.dropped.dropper: #9, 1(0%)
minecraft.crafted.blaze_powder: #9, 114(0%)
minecraft.crafted.powered_rail: #10, 888(4%)
minecraft.mined.bubble_coral_block: #9, 6(0%)
minecraft.crafted.smooth_sandstone_stairs: #9, 20(0%)
minecraft.dropped.red_concrete_powder: #9, 2(0%)
minecraft.custom.tune_noteblock: #9, 775(0%)
minecraft.crafted.brick_slab: #9, 6(0%)
minecraft.custom.open_enderchest: #10, 4031(4%)
minecraft.picked_up.blue_ice: #9, 4(0%)
minecraft.custom.interact_with_brewingstand: #10, 370(4%)
minecraft.crafted.comparator: #10, 386(4%)
minecraft.picked_up.netherite_axe: #10, 24(4%)
minecraft.mined.powered_rail: #10, 392(4%)
minecraft.picked_up.netherrack: #10, 44690(4%)
minecraft.crafted.diamond_sword: #10, 7(4%)
minecraft.picked_up.golden_boots: #10, 19(4%)
minecraft.mined.red_terracotta: #10, 2927(4%)
minecraft.picked_up.redstone: #10, 16347(4%)
minecraft.picked_up.redstone_block: #10, 439(4%)
minecraft.picked_up.red_terracotta: #10, 2948(4%)
minecraft.picked_up.dropper: #10, 147(4%)
minecraft.picked_up.iron_ore: #10, 3874(4%)
minecraft.mined.grass: #10, 2930(4%)
minecraft.crafted.stone_bricks: #10, 9640(4%)
minecraft.crafted.diamond_shovel: #10, 13(4%)
minecraft.picked_up.composter: #10, 44(4%)
minecraft.used.writable_book: #10, 139(3%)
minecraft.picked_up.mossy_cobblestone: #10, 118(3%)
minecraft.used.enchanting_table: #10, 4(4%)
minecraft.picked_up.dark_oak_slab: #10, 424(3%)
minecraft.dropped.golden_chestplate: #10, 13(3%)
minecraft.custom.animals_bred: #10, 869(3%)
minecraft.dropped.golden_leggings: #10, 14(3%)
minecraft.picked_up.netherite_leggings: #10, 13(3%)
minecraft.picked_up.gray_carpet: #10, 363(3%)
minecraft.mined.light_gray_concrete: #10, 1691(3%)
minecraft.dropped.flint_and_steel: #10, 6(3%)
minecraft.crafted.white_stained_glass_pane: #10, 464(3%)
minecraft.dropped.oak_planks: #10, 120(3%)
minecraft.picked_up.melon_seeds: #10, 27(3%)
minecraft.used.cauldron: #10, 28(3%)
minecraft.used.white_concrete_powder: #10, 7371(2%)
minecraft.picked_up.wooden_pickaxe: #10, 1(6%)
minecraft.dropped.magma_block: #10, 64(3%)
minecraft.used.black_concrete: #10, 2081(2%)
minecraft.mined.spruce_fence: #10, 110(2%)
minecraft.crafted.gray_carpet: #10, 966(3%)
minecraft.picked_up.stone_brick_slab: #10, 584(2%)
minecraft.used.dark_oak_door: #10, 18(3%)
minecraft.dropped.netherite_boots: #10, 2(3%)
minecraft.used.gray_carpet: #10, 840(2%)
minecraft.dropped.chainmail_leggings: #10, 3(2%)
minecraft.dropped.gunpowder: #10, 689(2%)
minecraft.picked_up.fishing_rod: #10, 6(2%)
minecraft.mined.light_gray_shulker_box: #10, 58(2%)
minecraft.picked_up.purple_concrete: #10, 93(2%)
minecraft.used.crimson_door: #10, 3(4%)
minecraft.used.light_gray_shulker_box: #10, 59(2%)
minecraft.crafted.paper: #10, 15706(2%)
minecraft.picked_up.spider_eye: #10, 540(2%)
minecraft.picked_up.light_gray_shulker_box: #10, 59(2%)
minecraft.mined.end_rod: #10, 245(2%)
minecraft.killed.silverfish: #10, 19(2%)
minecraft.crafted.spruce_slab: #10, 1572(2%)
minecraft.used.nether_quartz_ore: #10, 391(2%)
minecraft.picked_up.carved_pumpkin: #10, 87(2%)
minecraft.crafted.map: #10, 64(2%)
minecraft.dropped.emerald: #10, 124(2%)
minecraft.used.gray_concrete_powder: #10, 4424(1%)
minecraft.picked_up.gilded_blackstone: #10, 27(2%)
minecraft.picked_up.pumpkin_seeds: #10, 375(1%)
minecraft.picked_up.flower_pot: #10, 35(1%)
minecraft.used.cyan_concrete: #10, 428(1%)
minecraft.used.nether_brick_wall: #10, 85(2%)
