stat, rank, value, (percentage) 
minecraft.picked_up.smooth_red_sandstone_stairs: #4, 10(7%)
minecraft.mined.chest: #5, 1276(6%)
minecraft.mined.gray_concrete_powder: #5, 573(7%)
minecraft.mined.chorus_plant: #4, 121(3%)
minecraft.picked_up.yellow_glazed_terracotta: #4, 65(5%)
minecraft.crafted.white_dye: #5, 9682(6%)
minecraft.crafted.iron_door: #5, 72(8%)
minecraft.killed.strider: #4, 3(5%)
minecraft.used.prismarine_bricks: #4, 995(3%)
minecraft.killed.guardian: #4, 1452(3%)
minecraft.mined.brown_mushroom_block: #5, 3440(6%)
minecraft.crafted.yellow_dye: #5, 1478(6%)
minecraft.dropped.beetroot_seeds: #4, 24(4%)
minecraft.dropped.cyan_shulker_box: #4, 1(10%)
minecraft.used.white_glazed_terracotta: #4, 44(5%)
minecraft.custom.fill_cauldron: #5, 15(7%)
minecraft.used.gray_banner: #4, 5(5%)
minecraft.crafted.cartography_table: #4, 21(2%)
minecraft.mined.orange_carpet: #5, 81(9%)
minecraft.crafted.yellow_glazed_terracotta: #4, 64(5%)
minecraft.crafted.spruce_slab: #5, 5350(6%)
minecraft.crafted.blue_glazed_terracotta: #4, 64(6%)
minecraft.crafted.quartz_stairs: #4, 280(2%)
minecraft.mined.heavy_weighted_pressure_plate: #4, 8(2%)
minecraft.mined.nether_quartz_ore: #5, 6233(6%)
minecraft.dropped.prismarine_shard: #4, 457(2%)
minecraft.custom.interact_with_cartography_table: #5, 32(7%)
minecraft.mined.end_stone: #5, 3826(6%)
minecraft.picked_up.cake: #5, 3(10%)
minecraft.crafted.polished_diorite: #5, 1312(6%)
minecraft.mined.lectern: #5, 371(5%)
minecraft.picked_up.warped_fungus_on_a_stick: #4, 1(4%)
minecraft.used.cocoa_beans: #5, 1241(7%)
minecraft.mined.chorus_flower: #4, 126(2%)
minecraft.picked_up.shears: #5, 54(5%)
minecraft.used.chain: #5, 685(5%)
minecraft.used.prismarine_slab: #5, 127(11%)
minecraft.crafted.coal_block: #5, 1778(5%)
minecraft.used.oak_fence_gate: #5, 131(6%)
minecraft.used.sunflower: #5, 10(8%)
minecraft.picked_up.crimson_stairs: #5, 86(9%)
minecraft.used.lectern: #5, 373(5%)
minecraft.crafted.bucket: #5, 300(5%)
minecraft.picked_up.sea_lantern: #5, 1095(5%)
minecraft.custom.crouch_one_cm: #6, 23016603(7%)
minecraft.used.chiseled_polished_blackstone: #5, 284(6%)
minecraft.picked_up.green_stained_glass_pane: #4, 3(3%)
minecraft.dropped.smooth_red_sandstone: #4, 1(3%)
minecraft.used.warped_wart_block: #5, 794(6%)
minecraft.crafted.written_book: #4, 23(1%)
minecraft.mined.lime_glazed_terracotta: #4, 2(3%)
minecraft.used.chorus_flower: #4, 77(1%)
minecraft.picked_up.stone_brick_stairs: #5, 414(5%)
minecraft.crafted.blue_dye: #6, 5455(9%)
minecraft.used.light_gray_stained_glass_pane: #5, 495(5%)
minecraft.used.magenta_glazed_terracotta: #4, 2(2%)
minecraft.custom.open_chest: #6, 52383(6%)
minecraft.dropped.rabbit_stew: #4, 2(1%)
minecraft.used.purple_glazed_terracotta: #4, 2(1%)
minecraft.crafted.acacia_trapdoor: #5, 568(6%)
minecraft.used.oak_door: #5, 24(5%)
minecraft.used.red_carpet: #5, 945(4%)
minecraft.mined.end_stone_brick_slab: #4, 1(0%)
minecraft.picked_up.end_stone_brick_slab: #4, 2(0%)
minecraft.picked_up.lily_pad: #5, 153(5%)
minecraft.used.blackstone_slab: #5, 772(5%)
minecraft.used.cyan_banner: #5, 20(10%)
minecraft.used.black_carpet: #5, 7713(5%)
minecraft.dropped.obsidian: #5, 122(5%)
minecraft.killed_by.player: #6, 98(8%)
minecraft.mined.chiseled_quartz_block: #5, 73(5%)
minecraft.picked_up.gray_concrete_powder: #5, 4878(4%)
minecraft.picked_up.white_dye: #5, 391(4%)
minecraft.crafted.detector_rail: #5, 54(5%)
minecraft.crafted.blackstone_stairs: #5, 188(5%)
minecraft.picked_up.cactus: #6, 1837(7%)
minecraft.picked_up.nether_quartz_ore: #6, 2796(8%)
minecraft.used.light_blue_banner: #5, 33(11%)
minecraft.custom.sneak_time: #7, 5767698(6%)
minecraft.picked_up.warped_stem: #6, 3457(8%)
minecraft.picked_up.pink_wool: #5, 429(4%)
minecraft.picked_up.yellow_wool: #5, 488(4%)
minecraft.dropped.white_stained_glass: #5, 41(5%)
minecraft.dropped.granite: #6, 4283(7%)
minecraft.used.purple_concrete: #5, 206(4%)
minecraft.mined.infested_stone_bricks: #5, 4(6%)
minecraft.mined.seagrass: #5, 859(3%)
minecraft.dropped.birch_pressure_plate: #5, 2(10%)
minecraft.custom.swim_one_cm: #6, 7231724(6%)
minecraft.picked_up.oak_sapling: #5, 1729(3%)
minecraft.used.item_frame: #6, 681(6%)
minecraft.crafted.polished_blackstone_stairs: #5, 252(5%)
minecraft.picked_up.slime_ball: #6, 3432(7%)
minecraft.picked_up.crimson_roots: #5, 642(3%)
minecraft.mined.sugar_cane: #6, 5805(7%)
minecraft.picked_up.light_blue_concrete: #6, 1498(7%)
minecraft.mined.warped_sign: #5, 1(8%)
minecraft.used.cooked_beef: #6, 1424(6%)
minecraft.mined.stone_brick_slab: #6, 884(7%)
minecraft.crafted.lever: #6, 351(6%)
minecraft.picked_up.oak_fence: #6, 443(6%)
minecraft.used.chiseled_quartz_block: #5, 315(3%)
minecraft.dropped.gray_carpet: #5, 132(4%)
minecraft.picked_up.heavy_weighted_pressure_plate: #5, 19(3%)
minecraft.picked_up.warped_nylium: #6, 592(7%)
minecraft.mined.farmland: #6, 207(7%)
minecraft.crafted.red_sandstone_slab: #5, 30(8%)
minecraft.picked_up.cocoa_beans: #6, 3674(7%)
minecraft.used.acacia_fence_gate: #5, 23(6%)
minecraft.picked_up.ice: #5, 3075(2%)
minecraft.mined.stripped_warped_hyphae: #5, 107(4%)
minecraft.used.red_sand: #5, 1022(2%)
minecraft.picked_up.beef: #6, 1618(6%)
minecraft.dropped.polished_andesite_stairs: #5, 88(3%)
minecraft.used.orange_stained_glass: #5, 366(2%)
minecraft.mined.crimson_fungus: #6, 63(6%)
minecraft.killed.zombie: #6, 1908(5%)
minecraft.crafted.iron_axe: #6, 16(6%)
minecraft.picked_up.chorus_flower: #5, 131(3%)
minecraft.mined.black_banner: #5, 3(5%)
minecraft.mined.purple_concrete: #6, 343(7%)
minecraft.crafted.brown_dye: #6, 886(7%)
minecraft.crafted.gray_banner: #5, 5(3%)
minecraft.dropped.glass: #6, 543(6%)
minecraft.picked_up.green_concrete: #6, 726(7%)
minecraft.used.enchanting_table: #6, 7(6%)
minecraft.picked_up.coal: #6, 18764(5%)
minecraft.dropped.stone_brick_stairs: #5, 67(2%)
minecraft.picked_up.cyan_concrete_powder: #5, 302(2%)
minecraft.picked_up.light_gray_dye: #5, 119(1%)
minecraft.crafted.blackstone_slab: #6, 786(7%)
minecraft.picked_up.brown_dye: #5, 33(3%)
minecraft.dropped.diorite: #6, 3813(5%)
minecraft.crafted.pink_dye: #6, 648(6%)
minecraft.picked_up.lectern: #6, 371(5%)
minecraft.dropped.oak_door: #5, 3(2%)
minecraft.mined.enchanting_table: #6, 6(7%)
minecraft.picked_up.warped_trapdoor: #6, 56(6%)
minecraft.crafted.flint_and_steel: #6, 16(5%)
minecraft.crafted.gray_bed: #5, 5(1%)
minecraft.picked_up.oak_log: #6, 9103(5%)
minecraft.mined.stone_brick_stairs: #6, 263(5%)
minecraft.mined.green_concrete: #6, 747(6%)
minecraft.picked_up.brown_stained_glass_pane: #5, 2(3%)
minecraft.crafted.iron_helmet: #6, 11(5%)
minecraft.dropped.oak_boat: #6, 8(6%)
minecraft.mined.blue_stained_glass_pane: #5, 3(1%)
minecraft.mined.warped_trapdoor: #6, 47(6%)
minecraft.used.snowball: #6, 664(6%)
minecraft.mined.lime_concrete: #6, 792(5%)
minecraft.used.cod: #5, 12(1%)
minecraft.dropped.cyan_dye: #5, 25(1%)
minecraft.dropped.chiseled_quartz_block: #5, 1(1%)
minecraft.used.yellow_glazed_terracotta: #5, 14(1%)
minecraft.used.granite: #6, 1764(4%)
minecraft.used.end_stone_brick_slab: #5, 28(1%)
minecraft.crafted.end_stone_brick_slab: #5, 30(1%)
minecraft.picked_up.iron_pickaxe: #6, 14(6%)
minecraft.used.blue_glazed_terracotta: #5, 3(1%)
minecraft.mined.brown_glazed_terracotta: #5, 2(1%)
minecraft.picked_up.red_mushroom: #6, 240(5%)
minecraft.crafted.stone_slab: #7, 5790(9%)
minecraft.used.brown_glazed_terracotta: #5, 7(1%)
minecraft.used.orange_glazed_terracotta: #5, 3(0%)
minecraft.dropped.light_gray_dye: #5, 12(0%)
minecraft.picked_up.sugar_cane: #6, 14053(4%)
minecraft.picked_up.brown_glazed_terracotta: #5, 3(0%)
minecraft.picked_up.brown_concrete: #6, 229(7%)
minecraft.mined.basalt: #6, 8322(4%)
minecraft.dropped.stone_button: #6, 112(5%)
minecraft.picked_up.orange_carpet: #6, 95(6%)
minecraft.picked_up.light_blue_dye: #6, 65(7%)
minecraft.used.smooth_stone_slab: #6, 7887(4%)
minecraft.mined.red_concrete: #6, 881(4%)
minecraft.picked_up.white_bed: #6, 137(4%)
minecraft.broken.flint_and_steel: #6, 4(6%)
minecraft.dropped.iron_helmet: #6, 12(5%)
minecraft.crafted.orange_dye: #6, 604(4%)
minecraft.mined.black_concrete_powder: #6, 277(5%)
minecraft.mined.dark_prismarine: #6, 221(4%)
minecraft.mined.brown_concrete: #6, 232(6%)
minecraft.used.polished_blackstone_button: #6, 65(5%)
minecraft.mined.black_wall_banner: #6, 19(6%)
minecraft.picked_up.green_concrete_powder: #6, 740(5%)
minecraft.dropped.soul_soil: #6, 145(4%)
minecraft.used.warped_fence: #6, 88(5%)
minecraft.custom.interact_with_lectern: #6, 325(3%)
minecraft.dropped.red_sand: #6, 130(5%)
minecraft.crafted.gray_stained_glass: #6, 2384(5%)
minecraft.picked_up.red_terracotta: #7, 5747(8%)
minecraft.crafted.polished_blackstone_button: #6, 83(5%)
minecraft.picked_up.totem_of_undying: #6, 18(3%)
minecraft.picked_up.gray_terracotta: #6, 359(6%)
minecraft.picked_up.chiseled_quartz_block: #6, 61(4%)
minecraft.dropped.red_concrete: #6, 33(5%)
minecraft.crafted.polished_basalt: #7, 1896(8%)
minecraft.mined.birch_wood: #6, 8(7%)
minecraft.used.brown_stained_glass: #6, 126(6%)
minecraft.dropped.ender_pearl: #7, 28306(7%)
minecraft.used.glass_bottle: #6, 391(3%)
minecraft.used.seagrass: #6, 25(6%)
minecraft.picked_up.cod: #6, 932(3%)
minecraft.mined.warped_fence: #6, 13(4%)
minecraft.picked_up.torch: #7, 11149(6%)
minecraft.used.light_blue_concrete: #6, 1027(3%)
minecraft.used.light_blue_concrete_powder: #6, 1288(3%)
minecraft.used.soul_lantern: #7, 236(7%)
minecraft.picked_up.chest: #7, 1674(6%)
minecraft.used.stone: #7, 50371(5%)
minecraft.mined.orange_bed: #6, 3(4%)
minecraft.killed_by.guardian: #6, 1(6%)
minecraft.mined.red_terracotta: #7, 4428(7%)
minecraft.picked_up.stripped_warped_hyphae: #6, 121(4%)
minecraft.used.purple_concrete_powder: #6, 354(3%)
minecraft.killed.magma_cube: #6, 602(2%)
minecraft.mined.infested_mossy_stone_bricks: #6, 1(6%)
minecraft.mined.kelp: #7, 645(6%)
minecraft.picked_up.prismarine_shard: #6, 1307(2%)
minecraft.dropped.mossy_stone_bricks: #6, 10(4%)
minecraft.picked_up.music_disc_chirp: #6, 2(4%)
minecraft.dropped.dandelion: #6, 100(2%)
minecraft.used.milk_bucket: #7, 10(6%)
minecraft.crafted.yellow_terracotta: #6, 280(3%)
minecraft.crafted.polished_granite_stairs: #6, 24(5%)
minecraft.crafted.polished_blackstone_wall: #6, 198(3%)
minecraft.mined.light_blue_concrete: #7, 1488(7%)
minecraft.picked_up.cracked_stone_bricks: #7, 250(6%)
minecraft.crafted.quartz_bricks: #6, 288(3%)
minecraft.dropped.light_blue_concrete: #6, 17(2%)
minecraft.mined.beacon: #7, 58(6%)
minecraft.dropped.white_wool: #6, 135(2%)
minecraft.dropped.polished_andesite_slab: #6, 79(1%)
minecraft.mined.lime_banner: #6, 2(4%)
minecraft.killed.stray: #6, 3(4%)
minecraft.mined.cake: #6, 1(3%)
minecraft.crafted.cooked_cod: #6, 59(2%)
minecraft.picked_up.wheat_seeds: #7, 17547(5%)
minecraft.dropped.wheat_seeds: #7, 5696(5%)
minecraft.dropped.red_dye: #6, 36(2%)
minecraft.picked_up.lily_of_the_valley: #6, 76(1%)
minecraft.dropped.polished_basalt: #6, 17(2%)
minecraft.mined.oak_log: #7, 7936(5%)
minecraft.dropped.stripped_birch_log: #6, 4(2%)
minecraft.picked_up.end_crystal: #6, 3(2%)
minecraft.picked_up.magma_cream: #7, 259(5%)
minecraft.mined.brown_stained_glass_pane: #6, 2(3%)
minecraft.mined.stripped_crimson_hyphae: #6, 4(3%)
minecraft.picked_up.stripped_crimson_hyphae: #6, 4(3%)
minecraft.used.green_stained_glass_pane: #6, 15(3%)
minecraft.used.gray_glazed_terracotta: #6, 6(3%)
minecraft.mined.spruce_slab: #7, 679(5%)
minecraft.used.flint_and_steel: #7, 314(5%)
minecraft.dropped.written_book: #7, 40(5%)
minecraft.crafted.end_rod: #6, 172(1%)
minecraft.picked_up.prismarine: #6, 197(1%)
minecraft.dropped.oak_fence_gate: #6, 3(1%)
minecraft.used.red_glazed_terracotta: #6, 20(2%)
minecraft.dropped.pufferfish_bucket: #6, 1(1%)
minecraft.used.light_blue_glazed_terracotta: #6, 5(1%)
minecraft.picked_up.yellow_concrete: #7, 903(5%)
minecraft.picked_up.acacia_fence_gate: #6, 1(1%)
minecraft.used.acacia_trapdoor: #7, 542(6%)
minecraft.dropped.yellow_wool: #6, 9(1%)
minecraft.picked_up.red_concrete: #7, 885(5%)
minecraft.custom.interact_with_campfire: #6, 1(1%)
minecraft.mined.nether_wart_block: #7, 2736(5%)
minecraft.mined.yellow_glazed_terracotta: #6, 7(1%)
minecraft.picked_up.sunflower: #7, 334(6%)
minecraft.picked_up.blue_dye: #6, 46(0%)
minecraft.mined.white_glazed_terracotta: #6, 2(1%)
minecraft.picked_up.enchanting_table: #7, 6(7%)
minecraft.picked_up.filled_map: #7, 227(5%)
minecraft.used.green_glazed_terracotta: #6, 2(1%)
minecraft.dropped.orange_carpet: #6, 4(1%)
minecraft.picked_up.white_glazed_terracotta: #6, 2(1%)
minecraft.dropped.dried_kelp: #6, 26(0%)
minecraft.dropped.bookshelf: #6, 4(0%)
minecraft.crafted.end_stone_bricks: #6, 164(0%)
minecraft.mined.red_glazed_terracotta: #6, 4(1%)
minecraft.picked_up.light_blue_glazed_terracotta: #6, 1(0%)
minecraft.used.crimson_planks: #7, 595(6%)
minecraft.mined.birch_wall_sign: #7, 71(4%)
minecraft.picked_up.dragon_head: #7, 19(5%)
minecraft.picked_up.quartz: #7, 7220(4%)
minecraft.picked_up.smooth_stone_slab: #7, 1226(4%)
minecraft.picked_up.black_wool: #7, 716(4%)
minecraft.crafted.scaffolding: #7, 1788(4%)
minecraft.mined.nether_brick_slab: #7, 177(4%)
minecraft.used.writable_book: #7, 169(4%)
minecraft.dropped.white_carpet: #7, 70(5%)
minecraft.crafted.magenta_dye: #7, 547(5%)
minecraft.used.iron_door: #7, 44(4%)
minecraft.picked_up.magenta_shulker_box: #7, 62(5%)
minecraft.mined.magenta_shulker_box: #7, 62(5%)
minecraft.mined.blackstone_slab: #7, 170(4%)
minecraft.used.magenta_shulker_box: #7, 61(5%)
minecraft.dropped.orange_terracotta: #7, 157(4%)
minecraft.dropped.oak_fence: #7, 34(4%)
minecraft.dropped.sea_lantern: #7, 101(5%)
minecraft.crafted.netherite_helmet: #7, 1(7%)
minecraft.dropped.netherite_leggings: #7, 2(6%)
minecraft.mined.sunflower: #7, 5(4%)
minecraft.broken.fishing_rod: #7, 2(5%)
minecraft.used.gray_stained_glass: #7, 1856(5%)
minecraft.dropped.smoker: #7, 1(8%)
minecraft.dropped.birch_sapling: #7, 50(3%)
minecraft.crafted.ender_chest: #7, 26(3%)
minecraft.crafted.enchanting_table: #7, 2(3%)
minecraft.picked_up.warped_fence: #7, 13(4%)
minecraft.used.dead_bush: #7, 37(4%)
minecraft.mined.crimson_planks: #7, 79(3%)
minecraft.used.sand: #8, 23844(6%)
minecraft.picked_up.iron_hoe: #7, 2(4%)
minecraft.crafted.light_blue_concrete_powder: #7, 1288(3%)
minecraft.used.lime_wool: #7, 132(3%)
minecraft.crafted.chiseled_stone_bricks: #7, 383(3%)
minecraft.picked_up.clock: #7, 6(3%)
minecraft.mined.iron_door: #7, 8(3%)
minecraft.picked_up.red_dye: #7, 94(2%)
minecraft.picked_up.black_banner: #7, 35(3%)
minecraft.dropped.gravel: #8, 2066(6%)
minecraft.picked_up.prismarine_crystals: #7, 718(2%)
minecraft.mined.gray_wool: #7, 89(2%)
minecraft.used.yellow_wool: #7, 132(3%)
minecraft.killed_by.enderman: #7, 1(4%)
minecraft.used.black_glazed_terracotta: #7, 52(5%)
minecraft.dropped.stone_brick_slab: #7, 196(2%)
minecraft.picked_up.orange_bed: #7, 3(4%)
minecraft.used.crimson_roots: #7, 5(2%)
minecraft.crafted.lime_concrete_powder: #7, 1032(2%)
minecraft.crafted.dried_kelp: #7, 584(2%)
minecraft.crafted.purple_concrete_powder: #7, 352(2%)
minecraft.crafted.glass: #7, 5969(2%)
minecraft.picked_up.heart_of_the_sea: #7, 4(2%)
minecraft.picked_up.acacia_boat: #7, 3(3%)
minecraft.killed.dolphin: #7, 2(3%)
minecraft.mined.birch_door: #7, 1(4%)
minecraft.mined.grass_path: #7, 256(1%)
minecraft.dropped.end_crystal: #7, 1(4%)
minecraft.picked_up.light_gray_wool: #7, 550(1%)
minecraft.used.blackstone_stairs: #7, 145(2%)
minecraft.used.quartz_block: #7, 463(1%)
minecraft.crafted.yellow_stained_glass_pane: #7, 64(2%)
minecraft.crafted.yellow_bed: #7, 1(3%)
minecraft.mined.acacia_wall_sign: #7, 13(2%)
minecraft.mined.soul_campfire: #7, 2(3%)
minecraft.crafted.granite_stairs: #7, 20(3%)
minecraft.mined.soul_sand: #8, 2887(5%)
minecraft.picked_up.item_frame: #8, 373(5%)
minecraft.picked_up.ender_pearl: #8, 21899(5%)
minecraft.picked_up.chipped_anvil: #8, 28(5%)
minecraft.dropped.prismarine_crystals: #7, 242(1%)
minecraft.used.clay: #7, 88(1%)
minecraft.used.brown_concrete: #7, 108(2%)
minecraft.crafted.magenta_stained_glass_pane: #7, 16(2%)
minecraft.dropped.cod: #7, 305(1%)
minecraft.used.magenta_concrete: #7, 96(1%)
minecraft.used.magenta_stained_glass_pane: #7, 11(2%)
minecraft.used.pumpkin_pie: #7, 43(1%)
minecraft.picked_up.lime_stained_glass_pane: #7, 18(1%)
minecraft.mined.gray_bed: #7, 12(1%)
minecraft.used.quartz_stairs: #7, 254(1%)
minecraft.dropped.wet_sponge: #7, 4(2%)
minecraft.crafted.stone_bricks: #8, 12972(5%)
minecraft.picked_up.iron_sword: #8, 18(5%)
minecraft.dropped.nether_brick_fence: #7, 4(1%)
minecraft.crafted.crimson_planks: #8, 2742(5%)
minecraft.mined.stone_slab: #8, 647(5%)
minecraft.mined.light_blue_wall_banner: #7, 1(2%)
minecraft.mined.soul_torch: #7, 4(1%)
minecraft.mined.acacia_fence_gate: #7, 1(2%)
minecraft.picked_up.beacon: #8, 59(5%)
minecraft.mined.ice: #7, 2659(0%)
minecraft.mined.prismarine_bricks: #7, 178(1%)
minecraft.used.yellow_stained_glass_pane: #7, 24(1%)
minecraft.picked_up.beetroot: #7, 15(1%)
minecraft.mined.player_head: #8, 67(5%)
minecraft.used.black_bed: #7, 7(1%)
minecraft.mined.prismarine: #7, 130(0%)
minecraft.mined.white_stained_glass_pane: #8, 108(5%)
minecraft.crafted.crimson_fence_gate: #7, 2(1%)
minecraft.used.warped_pressure_plate: #7, 1(1%)
minecraft.used.beacon: #8, 62(5%)
minecraft.mined.gray_glazed_terracotta: #7, 1(1%)
minecraft.used.cyan_glazed_terracotta: #7, 2(1%)
minecraft.crafted.warped_pressure_plate: #7, 1(1%)
minecraft.dropped.chiseled_nether_bricks: #7, 1(1%)
minecraft.dropped.nether_brick_slab: #7, 9(0%)
minecraft.crafted.dried_kelp_block: #7, 244(0%)
minecraft.dropped.lime_stained_glass_pane: #7, 1(0%)
minecraft.used.magenta_terracotta: #7, 2(0%)
minecraft.used.glass: #8, 3416(4%)
minecraft.dropped.iron_ore: #8, 413(5%)
minecraft.mined.blue_wool: #8, 48(5%)
minecraft.mined.crafting_table: #8, 262(4%)
minecraft.picked_up.stone_pickaxe: #8, 6(6%)
minecraft.used.stone_bricks: #8, 9230(4%)
minecraft.custom.walk_on_water_one_cm: #9, 7078371(4%)
minecraft.picked_up.firework_rocket: #8, 4426(3%)
minecraft.mined.polished_andesite: #8, 722(4%)
minecraft.picked_up.name_tag: #8, 38(4%)
minecraft.crafted.orange_stained_glass: #8, 896(5%)
minecraft.picked_up.diamond_hoe: #8, 4(5%)
minecraft.picked_up.black_terracotta: #8, 527(5%)
minecraft.used.dried_kelp: #8, 93(7%)
minecraft.crafted.polished_blackstone: #8, 3684(4%)
minecraft.dropped.sand: #8, 2293(4%)
minecraft.crafted.soul_torch: #8, 400(4%)
minecraft.crafted.oak_boat: #8, 12(3%)
minecraft.mined.yellow_concrete: #8, 781(4%)
minecraft.mined.white_wool: #8, 135(3%)
minecraft.crafted.leather_boots: #8, 27(4%)
minecraft.mined.dark_oak_sign: #8, 2(5%)
minecraft.picked_up.fire_charge: #8, 81(5%)
minecraft.picked_up.apple: #8, 233(3%)
minecraft.used.carved_pumpkin: #8, 20(4%)
minecraft.picked_up.brown_mushroom: #8, 361(3%)
minecraft.picked_up.orange_concrete: #8, 354(3%)
minecraft.crafted.compass: #8, 148(3%)
minecraft.used.peony: #8, 12(3%)
minecraft.crafted.lime_dye: #8, 782(3%)
minecraft.used.cyan_stained_glass_pane: #8, 106(4%)
minecraft.crafted.red_carpet: #8, 597(3%)
minecraft.crafted.cauldron: #8, 56(3%)
minecraft.crafted.soul_lantern: #8, 245(4%)
minecraft.picked_up.blackstone_slab: #8, 168(3%)
minecraft.picked_up.stone_pressure_plate: #8, 44(3%)
minecraft.broken.diamond_pickaxe: #8, 2(3%)
minecraft.dropped.gray_concrete: #8, 186(3%)
minecraft.picked_up.nether_brick_slab: #8, 223(3%)
minecraft.picked_up.wooden_hoe: #8, 1(7%)
minecraft.picked_up.chain: #8, 221(3%)
minecraft.mined.purple_concrete_powder: #8, 5(5%)
minecraft.picked_up.white_stained_glass_pane: #8, 158(3%)
minecraft.crafted.red_stained_glass_pane: #8, 160(4%)
minecraft.dropped.acacia_planks: #8, 22(3%)
minecraft.mined.lime_stained_glass: #8, 98(3%)
minecraft.picked_up.dark_prismarine: #8, 211(3%)
minecraft.mined.polished_blackstone_bricks: #8, 1065(2%)
minecraft.picked_up.gunpowder: #8, 3356(2%)
minecraft.dropped.activator_rail: #8, 1(6%)
minecraft.crafted.warped_sign: #8, 18(3%)
minecraft.used.fire_coral_fan: #8, 6(4%)
minecraft.dropped.andesite_wall: #8, 30(3%)
minecraft.used.mushroom_stem: #8, 183(3%)
minecraft.used.warped_sign: #8, 11(3%)
minecraft.killed.tropical_fish: #8, 26(3%)
minecraft.picked_up.white_stained_glass: #8, 299(2%)
minecraft.crafted.bone_meal: #8, 52572(2%)
minecraft.crafted.leather_chestplate: #8, 32(2%)
minecraft.crafted.iron_shovel: #8, 15(2%)
minecraft.used.yellow_concrete_powder: #8, 726(2%)
minecraft.crafted.acacia_sign: #8, 39(3%)
minecraft.killed.elder_guardian: #8, 3(4%)
minecraft.used.green_wool: #8, 146(3%)
minecraft.mined.polished_diorite: #8, 98(2%)
minecraft.dropped.light_gray_carpet: #8, 36(3%)
minecraft.crafted.leather_leggings: #8, 32(2%)
minecraft.picked_up.bubble_coral_fan: #8, 24(3%)
minecraft.used.quartz_slab: #8, 472(2%)
minecraft.dropped.warped_planks: #8, 7(3%)
minecraft.mined.red_carpet: #8, 40(2%)
minecraft.used.pink_bed: #8, 7(3%)
minecraft.mined.polished_blackstone_brick_slab: #8, 102(2%)
minecraft.dropped.polished_andesite: #8, 155(2%)
minecraft.used.yellow_concrete: #8, 564(2%)
minecraft.crafted.orange_concrete_powder: #8, 592(2%)
minecraft.killed.cow: #9, 604(6%)
minecraft.mined.bubble_coral_wall_fan: #8, 21(2%)
minecraft.mined.brain_coral_wall_fan: #8, 22(2%)
minecraft.mined.quartz_slab: #8, 58(2%)
minecraft.crafted.polished_granite: #8, 512(2%)
minecraft.picked_up.diamond_boots: #9, 51(5%)
minecraft.mined.chiseled_polished_blackstone: #8, 19(2%)
minecraft.crafted.smooth_stone: #8, 1074(1%)
minecraft.mined.crimson_fence: #8, 6(2%)
minecraft.picked_up.chiseled_polished_blackstone: #8, 19(2%)
minecraft.used.lime_concrete_powder: #8, 768(2%)
minecraft.dropped.black_carpet: #8, 19(2%)
minecraft.custom.damage_blocked_by_shield: #8, 3390(2%)
minecraft.mined.birch_pressure_plate: #8, 4(3%)
minecraft.picked_up.iron_axe: #8, 5(2%)
minecraft.mined.wither_skeleton_skull: #8, 1(3%)
minecraft.crafted.birch_pressure_plate: #8, 5(2%)
minecraft.crafted.light_gray_dye: #9, 1864(6%)
minecraft.dropped.green_concrete: #8, 7(3%)
minecraft.dropped.yellow_terracotta: #8, 25(2%)
minecraft.picked_up.diamond_sword: #9, 52(5%)
minecraft.mined.warped_door: #8, 1(3%)
minecraft.dropped.cracked_stone_bricks: #8, 8(2%)
minecraft.crafted.yellow_shulker_box: #8, 4(1%)
minecraft.used.orange_concrete_powder: #8, 320(1%)
minecraft.used.gray_bed: #8, 14(1%)
minecraft.custom.interact_with_beacon: #9, 84(5%)
minecraft.picked_up.crimson_fence: #8, 6(1%)
minecraft.picked_up.leather_leggings: #9, 23(5%)
minecraft.custom.open_enderchest: #9, 4766(5%)
minecraft.picked_up.wooden_sword: #8, 2(1%)
minecraft.mined.brown_stained_glass: #8, 6(2%)
minecraft.crafted.jungle_fence_gate: #8, 42(1%)
minecraft.mined.scaffolding: #9, 4625(5%)
minecraft.dropped.warped_fungus: #8, 7(1%)
minecraft.mined.horn_coral_fan: #8, 6(1%)
minecraft.used.stone_shovel: #8, 395(1%)
minecraft.mined.slime_block: #9, 421(5%)
minecraft.used.golden_carrot: #9, 3731(5%)
minecraft.dropped.anvil: #8, 6(1%)
minecraft.dropped.smooth_quartz: #8, 15(1%)
minecraft.mined.tnt: #8, 58(1%)
minecraft.picked_up.pufferfish_bucket: #8, 1(2%)
minecraft.crafted.blue_stained_glass_pane: #8, 16(1%)
minecraft.dropped.birch_door: #8, 1(2%)
minecraft.crafted.white_bed: #9, 26(5%)
minecraft.broken.stone_shovel: #8, 3(1%)
minecraft.mined.respawn_anchor: #8, 1(1%)
minecraft.used.crimson_fence_gate: #8, 2(1%)
minecraft.picked_up.prismarine_bricks: #8, 174(1%)
minecraft.picked_up.gray_bed: #8, 12(1%)
minecraft.mined.beetroots: #8, 10(1%)
minecraft.used.polished_granite_stairs: #8, 8(1%)
minecraft.dropped.cornflower: #8, 17(1%)
minecraft.picked_up.gray_glazed_terracotta: #8, 2(1%)
minecraft.dropped.warped_sign: #8, 1(1%)
minecraft.mined.iron_block: #9, 3325(5%)
minecraft.picked_up.sweet_berries: #8, 230(0%)
minecraft.dropped.painting: #8, 2(1%)
minecraft.dropped.gray_dye: #8, 6(1%)
minecraft.dropped.dirt: #9, 4308(4%)
minecraft.crafted.beacon: #8, 2(0%)
