stat, rank, value, (percentage) 
minecraft.mined.polished_blackstone_button: #12, 2(1%)
minecraft.custom.interact_with_smoker: #12, 21(1%)
minecraft.used.polished_blackstone_brick_wall: #12, 13(1%)
minecraft.mined.cyan_wool: #12, 6(1%)
minecraft.picked_up.nether_wart: #12, 1107(1%)
minecraft.used.stripped_spruce_log: #12, 17(1%)
minecraft.mined.lime_carpet: #12, 15(1%)
minecraft.used.cornflower: #12, 3(1%)
minecraft.picked_up.blackstone_stairs: #12, 15(1%)
minecraft.picked_up.egg: #12, 120(1%)
minecraft.picked_up.gray_stained_glass: #12, 52(1%)
minecraft.crafted.flower_pot: #12, 32(1%)
minecraft.mined.bamboo_sapling: #12, 2(1%)
minecraft.dropped.iron_block: #12, 65(1%)
minecraft.mined.bricks: #12, 55(1%)
minecraft.crafted.cooked_mutton: #12, 20(1%)
minecraft.picked_up.fire_coral_fan: #12, 6(1%)
minecraft.mined.polished_blackstone_brick_wall: #12, 3(1%)
minecraft.dropped.ghast_tear: #12, 3(1%)
minecraft.crafted.tripwire_hook: #12, 16(0%)
minecraft.used.lime_carpet: #12, 63(1%)
minecraft.picked_up.brown_stained_glass: #12, 4(1%)
minecraft.mined.lime_wool: #12, 10(1%)
minecraft.picked_up.polished_blackstone_brick_wall: #12, 3(1%)
minecraft.killed.cat: #12, 1(1%)
minecraft.used.light_gray_terracotta: #12, 152(0%)
minecraft.picked_up.granite_stairs: #12, 1(1%)
minecraft.used.nether_wart: #12, 346(0%)
minecraft.crafted.light_gray_stained_glass: #12, 216(1%)
minecraft.used.blackstone_wall: #12, 32(0%)
minecraft.mined.sponge: #12, 26(0%)
minecraft.picked_up.black_concrete_powder: #12, 259(0%)
minecraft.used.light_blue_stained_glass_pane: #12, 25(0%)
minecraft.crafted.acacia_slab: #12, 24(0%)
minecraft.picked_up.orange_stained_glass: #12, 19(0%)
minecraft.used.warped_planks: #12, 31(0%)
minecraft.used.stone_button: #12, 150(0%)
minecraft.picked_up.green_dye: #12, 69(0%)
minecraft.used.wooden_hoe: #12, 3(0%)
minecraft.dropped.lapis_ore: #12, 2(0%)
minecraft.picked_up.cyan_stained_glass_pane: #12, 7(0%)
minecraft.used.rose_bush: #12, 8(0%)
minecraft.custom.damage_taken: #13, 296841(3%)
minecraft.dropped.stone_hoe: #12, 1(0%)
minecraft.picked_up.iron_ingot: #12, 1512(0%)
minecraft.dropped.acacia_sign: #12, 1(0%)
minecraft.used.orange_wool: #12, 15(0%)
minecraft.dropped.golden_apple: #12, 1(0%)
minecraft.used.mossy_cobblestone_slab: #12, 2(0%)
minecraft.picked_up.magenta_concrete: #12, 14(0%)
minecraft.mined.yellow_concrete_powder: #12, 1(0%)
minecraft.custom.deaths: #13, 121(4%)
minecraft.used.yellow_carpet: #12, 35(0%)
minecraft.mined.acacia_leaves: #12, 48(0%)
minecraft.custom.fall_one_cm: #13, 8381299(4%)
minecraft.mined.light_blue_stained_glass: #12, 13(0%)
minecraft.custom.fish_caught: #12, 8(0%)
minecraft.picked_up.honeycomb_block: #12, 3(0%)
minecraft.used.oak_wood: #12, 60(0%)
minecraft.mined.acacia_slab: #12, 1(0%)
minecraft.crafted.cooked_porkchop: #12, 7(0%)
minecraft.dropped.pink_concrete: #12, 1(0%)
minecraft.mined.acacia_planks: #12, 1(0%)
minecraft.mined.magenta_concrete: #12, 2(0%)
minecraft.crafted.glistering_melon_slice: #12, 4(0%)
minecraft.crafted.air: #12, 0(0%)
minecraft.custom.sleep_in_bed: #13, 1414(4%)
minecraft.crafted.diamond: #13, 2322(4%)
minecraft.custom.open_shulker_box: #13, 29473(3%)
minecraft.picked_up.redstone_ore: #13, 1285(3%)
minecraft.used.bow: #13, 3343(3%)
minecraft.custom.open_barrel: #13, 4868(3%)
minecraft.used.wheat_seeds: #13, 2492(3%)
minecraft.picked_up.diamond_helmet: #13, 13(3%)
minecraft.picked_up.black_shulker_box: #13, 142(3%)
minecraft.picked_up.golden_leggings: #13, 13(3%)
minecraft.crafted.barrel: #13, 188(3%)
minecraft.picked_up.diamond_axe: #13, 14(2%)
minecraft.mined.iron_bars: #13, 134(3%)
minecraft.picked_up.compass: #13, 26(3%)
minecraft.crafted.rail: #13, 832(2%)
minecraft.killed_by.zombie: #13, 2(3%)
minecraft.crafted.shulker_box: #13, 154(2%)
minecraft.used.iron_block: #13, 3381(2%)
minecraft.picked_up.diamond_leggings: #13, 11(2%)
minecraft.picked_up.lapis_ore: #13, 182(2%)
minecraft.mined.grass: #13, 1650(2%)
minecraft.mined.ender_chest: #13, 306(2%)
minecraft.picked_up.shulker_shell: #13, 498(2%)
minecraft.custom.leave_game: #14, 1328(3%)
minecraft.picked_up.ender_chest: #13, 321(2%)
minecraft.picked_up.soul_lantern: #13, 56(2%)
minecraft.used.green_carpet: #13, 243(2%)
minecraft.mined.stripped_spruce_log: #13, 74(2%)
minecraft.picked_up.stripped_spruce_log: #13, 78(2%)
minecraft.picked_up.birch_sapling: #13, 303(2%)
minecraft.custom.pot_flower: #13, 33(2%)
minecraft.crafted.iron_boots: #13, 4(2%)
minecraft.dropped.diamond_shovel: #13, 5(2%)
minecraft.crafted.warped_stairs: #13, 56(2%)
minecraft.mined.glass: #13, 358(2%)
minecraft.crafted.spruce_trapdoor: #13, 608(2%)
minecraft.crafted.lapis_lazuli: #13, 1035(2%)
minecraft.picked_up.spruce_sapling: #13, 279(2%)
minecraft.dropped.iron_shovel: #13, 3(2%)
minecraft.picked_up.acacia_trapdoor: #13, 46(2%)
minecraft.dropped.torch: #13, 326(1%)
minecraft.dropped.brown_mushroom: #13, 45(2%)
minecraft.mined.oak_leaves: #13, 12461(1%)
minecraft.mined.weeping_vines: #13, 14(2%)
minecraft.dropped.diamond: #13, 183(1%)
minecraft.used.diamond_ore: #13, 269(1%)
minecraft.custom.sprint_one_cm: #14, 107840913(4%)
minecraft.mined.kelp_plant: #13, 297(1%)
minecraft.used.soul_sand: #13, 313(1%)
minecraft.picked_up.diamond_ore: #13, 319(1%)
minecraft.mined.weeping_vines_plant: #13, 20(1%)
minecraft.used.sticky_piston: #13, 141(1%)
minecraft.crafted.golden_helmet: #13, 2(1%)
minecraft.mined.red_mushroom: #13, 13(1%)
minecraft.picked_up.pumpkin_pie: #13, 50(1%)
minecraft.dropped.birch_planks: #13, 33(1%)
minecraft.mined.cyan_terracotta: #13, 642(1%)
minecraft.dropped.gold_nugget: #13, 247(1%)
minecraft.picked_up.bucket: #13, 30(1%)
minecraft.picked_up.black_dye: #13, 23(2%)
minecraft.custom.play_one_minute: #14, 59651580(3%)
minecraft.custom.target_hit: #13, 177(1%)
minecraft.mined.white_carpet: #13, 53(1%)
minecraft.picked_up.mycelium: #13, 2437(1%)
minecraft.dropped.acacia_log: #13, 18(2%)
minecraft.picked_up.oak_leaves: #13, 9288(1%)
minecraft.used.cyan_terracotta: #13, 2664(1%)
minecraft.mined.campfire: #13, 18(1%)
minecraft.picked_up.smooth_quartz: #13, 159(1%)
minecraft.picked_up.birch_slab: #13, 57(1%)
minecraft.crafted.cobblestone_slab: #13, 306(1%)
minecraft.picked_up.polished_andesite_stairs: #13, 85(1%)
minecraft.used.black_concrete_powder: #13, 1490(1%)
minecraft.crafted.firework_rocket: #13, 10150(1%)
minecraft.dropped.purpur_block: #13, 15(1%)
minecraft.mined.polished_blackstone_wall: #13, 19(1%)
minecraft.mined.red_concrete_powder: #13, 8(1%)
minecraft.crafted.clock: #13, 2(1%)
minecraft.crafted.pink_shulker_box: #13, 1(1%)
minecraft.crafted.stone_brick_wall: #13, 60(1%)
minecraft.used.jungle_boat: #13, 5(1%)
minecraft.used.blue_wool: #13, 23(1%)
minecraft.dropped.nether_bricks: #13, 41(1%)
minecraft.mined.light_gray_stained_glass_pane: #13, 14(1%)
minecraft.used.snow_block: #13, 567(1%)
minecraft.picked_up.red_banner: #13, 1(1%)
minecraft.picked_up.polished_blackstone_wall: #13, 20(1%)
minecraft.picked_up.brown_terracotta: #13, 287(1%)
minecraft.used.smooth_quartz_slab: #13, 339(1%)
minecraft.dropped.purpur_slab: #13, 3(1%)
minecraft.mined.polished_granite: #13, 23(1%)
minecraft.mined.andesite_slab: #13, 47(1%)
minecraft.custom.fly_one_cm: #14, 77736659(2%)
minecraft.picked_up.chicken: #13, 38(1%)
minecraft.dropped.jungle_log: #13, 15(1%)
minecraft.used.fishing_rod: #13, 131(1%)
minecraft.picked_up.iron_nugget: #13, 110(1%)
minecraft.mined.birch_slab: #13, 28(1%)
minecraft.crafted.polished_blackstone_brick_stairs: #13, 20(1%)
minecraft.used.acacia_log: #13, 66(1%)
minecraft.killed.phantom: #13, 18(1%)
minecraft.mined.tall_seagrass: #13, 61(1%)
minecraft.used.egg: #13, 48(0%)
minecraft.mined.carved_pumpkin: #13, 22(1%)
minecraft.picked_up.light_blue_carpet: #13, 11(1%)
minecraft.used.wither_skeleton_skull: #13, 7(1%)
minecraft.picked_up.lime_carpet: #13, 15(0%)
minecraft.used.music_disc_cat: #13, 1(1%)
minecraft.used.brown_bed: #13, 3(1%)
minecraft.crafted.sugar: #13, 75(0%)
minecraft.crafted.stone_button: #13, 197(0%)
minecraft.mined.tube_coral_wall_fan: #13, 3(0%)
minecraft.picked_up.glass_bottle: #13, 44(0%)
minecraft.mined.jungle_wall_sign: #13, 1(0%)
minecraft.mined.smooth_quartz_slab: #13, 28(0%)
minecraft.picked_up.warped_sign: #13, 1(0%)
minecraft.crafted.spruce_pressure_plate: #13, 2(0%)
minecraft.picked_up.gray_dye: #13, 11(0%)
minecraft.used.cooked_mutton: #13, 11(0%)
minecraft.used.lime_stained_glass_pane: #13, 17(0%)
minecraft.picked_up.horn_coral: #13, 1(0%)
minecraft.used.cyan_wool: #13, 11(0%)
minecraft.picked_up.snow_block: #13, 93(0%)
minecraft.picked_up.birch_door: #13, 1(0%)
minecraft.used.acacia_stairs: #13, 9(0%)
minecraft.mined.brown_wool: #13, 3(0%)
minecraft.crafted.red_stained_glass: #13, 64(0%)
minecraft.used.brick_stairs: #13, 7(0%)
minecraft.picked_up.acacia_slab: #13, 2(0%)
minecraft.mined.brain_coral_fan: #13, 1(0%)
minecraft.dropped.birch_trapdoor: #13, 1(0%)
minecraft.picked_up.stripped_dark_oak_wood: #13, 2(0%)
minecraft.mined.tube_coral: #13, 1(0%)
minecraft.dropped.nether_brick: #13, 10(0%)
minecraft.mined.stripped_dark_oak_wood: #13, 2(0%)
minecraft.dropped.black_concrete: #13, 4(0%)
minecraft.crafted.blaze_powder: #13, 56(0%)
minecraft.mined.turtle_egg: #13, 4(0%)
minecraft.picked_up.baked_potato: #13, 1(0%)
minecraft.dropped.bread: #13, 25(0%)
minecraft.dropped.iron_bars: #13, 5(0%)
minecraft.custom.tune_noteblock: #13, 460(0%)
minecraft.mined.chiseled_sandstone: #13, 1(0%)
minecraft.used.light_blue_terracotta: #13, 2(0%)
minecraft.picked_up.purple_concrete_powder: #13, 2(0%)
minecraft.picked_up.golden_helmet: #14, 21(3%)
minecraft.killed.creeper: #14, 317(3%)
minecraft.mined.composter: #14, 31(3%)
minecraft.picked_up.leather: #14, 1171(3%)
minecraft.used.barrel: #14, 257(3%)
minecraft.mined.gold_ore: #14, 754(3%)
minecraft.mined.ladder: #14, 58(3%)
minecraft.used.minecart: #14, 86(2%)
minecraft.mined.mossy_cobblestone: #14, 60(3%)
minecraft.picked_up.gold_ore: #14, 698(2%)
minecraft.picked_up.diamond_shovel: #14, 23(2%)
minecraft.crafted.wooden_pickaxe: #14, 1(3%)
minecraft.mined.oak_trapdoor: #14, 48(2%)
minecraft.custom.animals_bred: #14, 655(2%)
minecraft.killed.wandering_trader: #14, 6(3%)
minecraft.picked_up.bone_meal: #14, 1046(2%)
minecraft.used.brewing_stand: #14, 16(2%)
minecraft.used.bell: #14, 8(2%)
minecraft.used.ender_chest: #14, 324(2%)
minecraft.dropped.netherite_sword: #14, 2(3%)
minecraft.picked_up.brewing_stand: #14, 18(2%)
minecraft.custom.damage_dealt: #14, 1327605(2%)
minecraft.crafted.white_concrete_powder: #14, 6392(2%)
minecraft.picked_up.diamond_pickaxe: #14, 25(2%)
minecraft.picked_up.bone: #14, 2188(2%)
minecraft.dropped.player_head: #14, 36(2%)
minecraft.dropped.netherrack: #14, 6076(2%)
minecraft.used.iron_bars: #14, 465(2%)
minecraft.mined.spruce_log: #14, 2106(1%)
minecraft.dropped.golden_helmet: #14, 6(2%)
minecraft.mined.glass_pane: #14, 26(2%)
minecraft.picked_up.diamond_chestplate: #14, 4(2%)
minecraft.picked_up.emerald: #14, 252(1%)
minecraft.picked_up.iron_door: #14, 9(2%)
minecraft.mined.oxeye_daisy: #14, 22(2%)
minecraft.killed.shulker: #14, 152(2%)
minecraft.used.flower_pot: #14, 31(1%)
minecraft.picked_up.cyan_terracotta: #14, 867(1%)
minecraft.mined.stone_button: #14, 28(1%)
minecraft.used.spruce_trapdoor: #14, 566(1%)
minecraft.used.stone_pressure_plate: #14, 28(1%)
minecraft.picked_up.spruce_log: #14, 2482(1%)
minecraft.killed_by.vex: #14, 1(2%)
minecraft.custom.talked_to_villager: #14, 1280(1%)
minecraft.crafted.oak_stairs: #14, 36(1%)
minecraft.used.white_concrete_powder: #14, 3334(1%)
minecraft.picked_up.kelp: #14, 2371(1%)
minecraft.mined.stone_stairs: #14, 37(1%)
minecraft.mined.grindstone: #14, 14(1%)
minecraft.dropped.iron_sword: #14, 3(1%)
minecraft.picked_up.sea_pickle: #14, 49(1%)
minecraft.crafted.redstone_lamp: #14, 53(1%)
minecraft.dropped.slime_ball: #14, 63(1%)
minecraft.used.basalt: #14, 408(1%)
minecraft.picked_up.acacia_planks: #14, 22(1%)
minecraft.picked_up.jungle_boat: #14, 5(1%)
minecraft.dropped.kelp: #14, 173(1%)
minecraft.crafted.black_shulker_box: #14, 2(1%)
minecraft.mined.iron_trapdoor: #14, 44(1%)
minecraft.dropped.birch_log: #14, 21(1%)
minecraft.picked_up.oak_fence_gate: #14, 10(1%)
minecraft.picked_up.grindstone: #14, 18(1%)
minecraft.dropped.lilac: #14, 1(1%)
minecraft.mined.brown_shulker_box: #14, 29(1%)
minecraft.picked_up.brown_shulker_box: #14, 29(1%)
minecraft.used.brown_shulker_box: #14, 29(1%)
minecraft.used.smooth_quartz_stairs: #14, 145(1%)
minecraft.killed.squid: #14, 48(1%)
minecraft.dropped.totem_of_undying: #14, 1(1%)
minecraft.mined.fern: #14, 39(1%)
minecraft.picked_up.quartz_slab: #14, 46(1%)
minecraft.broken.golden_shovel: #14, 1(1%)
minecraft.crafted.stone_pickaxe: #14, 5(1%)
minecraft.dropped.apple: #14, 9(1%)
minecraft.picked_up.quartz_block: #14, 105(1%)
minecraft.picked_up.tnt: #14, 108(1%)
minecraft.used.brown_terracotta: #14, 206(1%)
minecraft.dropped.dark_oak_planks: #14, 15(1%)
minecraft.dropped.sweet_berries: #14, 12(1%)
minecraft.used.brown_wool: #14, 35(0%)
minecraft.dropped.shield: #14, 1(1%)
minecraft.dropped.bamboo: #14, 79(0%)
minecraft.dropped.spruce_sapling: #14, 4(0%)
minecraft.crafted.stone_shovel: #14, 3(0%)
minecraft.broken.stone_pickaxe: #14, 1(0%)
minecraft.picked_up.spruce_leaves: #14, 413(0%)
minecraft.used.purple_carpet: #14, 17(0%)
minecraft.picked_up.fern: #14, 26(0%)
minecraft.crafted.lime_stained_glass: #14, 128(0%)
minecraft.mined.birch_planks: #14, 29(0%)
minecraft.picked_up.bricks: #14, 53(0%)
minecraft.used.spruce_pressure_plate: #14, 2(0%)
minecraft.dropped.glowstone_dust: #14, 5(0%)
minecraft.mined.birch_sapling: #14, 2(0%)
minecraft.crafted.orange_stained_glass_pane: #14, 16(0%)
minecraft.mined.snow_block: #14, 99(0%)
minecraft.picked_up.smooth_quartz_slab: #14, 32(0%)
minecraft.picked_up.blue_orchid: #14, 15(0%)
minecraft.picked_up.red_mushroom_block: #14, 90(0%)
minecraft.picked_up.purple_bed: #14, 1(0%)
minecraft.picked_up.blaze_powder: #14, 5(0%)
minecraft.crafted.slime_ball: #14, 117(0%)
minecraft.used.lime_stained_glass: #14, 63(0%)
minecraft.mined.smoker: #14, 1(0%)
minecraft.picked_up.cooked_salmon: #14, 1(0%)
minecraft.mined.cut_sandstone: #14, 11(0%)
minecraft.dropped.iron_trapdoor: #14, 2(0%)
minecraft.mined.horn_coral: #14, 1(0%)
minecraft.mined.lime_stained_glass_pane: #14, 2(0%)
minecraft.picked_up.snow: #14, 74(0%)
minecraft.crafted.pumpkin_seeds: #14, 4(0%)
minecraft.used.sweet_berries: #14, 19(0%)
minecraft.dropped.poppy: #14, 119(0%)
minecraft.dropped.porkchop: #14, 4(0%)
minecraft.crafted.pink_concrete_powder: #14, 24(0%)
minecraft.dropped.soul_lantern: #14, 1(0%)
minecraft.picked_up.emerald_block: #14, 7(0%)
minecraft.mined.light_blue_wool: #14, 1(0%)
minecraft.picked_up.blue_stained_glass: #14, 2(0%)
minecraft.dropped.chorus_fruit: #14, 2(0%)
minecraft.used.black_terracotta: #14, 18(0%)
minecraft.picked_up.pink_concrete: #14, 10(0%)
minecraft.used.cooked_salmon: #14, 1(0%)
minecraft.dropped.gold_block: #14, 1(0%)
minecraft.mined.pink_concrete: #14, 10(0%)
minecraft.dropped.pumpkin: #14, 7(0%)
minecraft.used.light_blue_wool: #14, 4(0%)
minecraft.picked_up.chiseled_sandstone: #14, 1(0%)
minecraft.used.wet_sponge: #14, 2(0%)
minecraft.dropped.cocoa_beans: #14, 3(0%)
minecraft.picked_up.player_head: #15, 533(3%)
minecraft.used.ladder: #15, 323(3%)
minecraft.crafted.iron_leggings: #15, 5(3%)
minecraft.custom.drop: #15, 6501(2%)
minecraft.mined.redstone_ore: #15, 2971(3%)
minecraft.mined.barrel: #15, 102(3%)
minecraft.picked_up.chainmail_leggings: #15, 3(2%)
minecraft.picked_up.barrel: #15, 107(2%)
minecraft.mined.observer: #15, 147(2%)
minecraft.mined.anvil: #15, 22(2%)
minecraft.used.sugar_cane: #15, 303(2%)
minecraft.picked_up.observer: #15, 148(2%)
minecraft.mined.stone_bricks: #15, 1267(2%)
minecraft.dropped.coal: #15, 104(2%)
minecraft.picked_up.stone_bricks: #15, 1420(2%)
minecraft.picked_up.iron_boots: #15, 12(2%)
minecraft.mined.lever: #15, 26(2%)
minecraft.mined.diamond_ore: #15, 677(1%)
minecraft.crafted.iron_bars: #15, 528(1%)
minecraft.used.oak_fence: #15, 241(1%)
minecraft.picked_up.end_rod: #15, 241(1%)
minecraft.picked_up.anvil: #15, 28(1%)
minecraft.mined.player_wall_head: #15, 10(1%)
minecraft.mined.tripwire_hook: #15, 2(2%)
minecraft.mined.nether_bricks: #15, 424(1%)
minecraft.killed.sheep: #15, 31(1%)
minecraft.picked_up.black_concrete: #15, 539(1%)
minecraft.picked_up.melon_seeds: #15, 12(1%)
minecraft.picked_up.porkchop: #15, 26(1%)
minecraft.picked_up.rotten_flesh: #15, 2739(1%)
minecraft.mined.yellow_shulker_box: #15, 59(1%)
minecraft.used.hay_block: #15, 22(1%)
minecraft.used.spruce_door: #15, 8(1%)
minecraft.picked_up.enchanted_book: #15, 23(1%)
minecraft.mined.dark_oak_wall_sign: #15, 3(1%)
minecraft.used.warped_stairs: #15, 33(1%)
minecraft.dropped.netherite_axe: #15, 1(1%)
minecraft.dropped.grass_block: #15, 309(1%)
minecraft.crafted.note_block: #15, 63(1%)
minecraft.mined.black_concrete: #15, 471(1%)
minecraft.crafted.campfire: #15, 36(1%)
minecraft.picked_up.crimson_nylium: #15, 91(1%)
minecraft.mined.oak_sapling: #15, 7(1%)
minecraft.crafted.sticky_piston: #15, 82(1%)
minecraft.crafted.oak_fence: #15, 156(1%)
minecraft.mined.crimson_nylium: #15, 93(1%)
minecraft.mined.oak_fence_gate: #15, 9(1%)
minecraft.mined.polished_andesite_stairs: #15, 43(1%)
minecraft.crafted.comparator: #15, 77(1%)
minecraft.mined.warped_stairs: #15, 5(1%)
minecraft.picked_up.bookshelf: #15, 25(1%)
minecraft.mined.andesite_wall: #15, 18(1%)
minecraft.picked_up.glowstone_dust: #15, 80(1%)
minecraft.dropped.shears: #15, 6(1%)
minecraft.picked_up.chiseled_stone_bricks: #15, 19(1%)
minecraft.mined.sea_pickle: #15, 9(1%)
minecraft.mined.oak_door: #15, 1(1%)
minecraft.dropped.chainmail_helmet: #15, 1(1%)
minecraft.dropped.mutton: #15, 6(1%)
minecraft.picked_up.golden_shovel: #15, 1(1%)
minecraft.picked_up.green_carpet: #15, 24(0%)
minecraft.picked_up.carved_pumpkin: #15, 24(0%)
minecraft.used.dandelion: #15, 2(1%)
minecraft.picked_up.stone_stairs: #15, 33(0%)
minecraft.mined.green_carpet: #15, 11(0%)
minecraft.dropped.mycelium: #15, 121(0%)
minecraft.dropped.nether_quartz_ore: #15, 6(0%)
minecraft.picked_up.light_gray_concrete_powder: #15, 131(0%)
minecraft.used.smooth_stone: #15, 419(0%)
minecraft.used.tnt: #15, 205(0%)
minecraft.picked_up.seagrass: #15, 39(0%)
minecraft.used.golden_shovel: #15, 12(0%)
minecraft.mined.coarse_dirt: #15, 79(0%)
minecraft.dropped.rabbit_hide: #15, 1(0%)
minecraft.picked_up.jungle_log: #15, 370(0%)
minecraft.picked_up.melon_slice: #15, 141(0%)
minecraft.dropped.end_stone: #15, 8(0%)
minecraft.used.jungle_log: #15, 51(0%)
minecraft.crafted.iron_block: #15, 511(0%)
minecraft.picked_up.beehive: #15, 3(0%)
minecraft.mined.purple_bed: #15, 1(0%)
minecraft.dropped.end_stone_bricks: #15, 3(0%)
minecraft.dropped.ladder: #15, 3(0%)
minecraft.picked_up.phantom_membrane: #15, 12(0%)
minecraft.picked_up.polished_granite: #15, 13(0%)
minecraft.crafted.lime_stained_glass_pane: #15, 16(0%)
minecraft.dropped.spider_eye: #15, 34(0%)
minecraft.used.dark_oak_fence_gate: #15, 10(0%)
minecraft.mined.snow: #15, 575(0%)
minecraft.dropped.leather: #15, 19(0%)
minecraft.mined.dark_oak_fence_gate: #15, 2(0%)
minecraft.dropped.tnt: #15, 7(0%)
minecraft.crafted.dark_oak_fence_gate: #15, 8(0%)
minecraft.picked_up.smoker: #15, 1(0%)
minecraft.crafted.loom: #15, 2(0%)
minecraft.mined.stripped_jungle_log: #15, 1(0%)
minecraft.dropped.egg: #15, 17(0%)
minecraft.dropped.crimson_nylium: #15, 1(0%)
minecraft.crafted.golden_apple: #15, 4(0%)
minecraft.crafted.lime_carpet: #15, 9(0%)
minecraft.crafted.melon_seeds: #15, 2(0%)
minecraft.crafted.quartz_pillar: #15, 32(0%)
minecraft.used.dark_oak_button: #15, 1(0%)
minecraft.used.dark_oak_sapling: #15, 4(0%)
minecraft.used.pink_concrete_powder: #15, 8(0%)
minecraft.used.pink_concrete: #15, 4(0%)
minecraft.mined.oak_wood: #15, 1(0%)
minecraft.mined.sandstone_wall: #15, 1(0%)
minecraft.dropped.ice: #15, 1(0%)
minecraft.custom.interact_with_anvil: #16, 362(3%)
minecraft.crafted.crafting_table: #16, 77(3%)
minecraft.mined.chipped_anvil: #16, 12(3%)
minecraft.picked_up.golden_boots: #16, 13(3%)
minecraft.crafted.diamond_block: #16, 296(3%)
minecraft.mined.black_shulker_box: #16, 129(3%)
minecraft.picked_up.oak_planks: #16, 436(2%)
minecraft.picked_up.minecart: #16, 104(2%)
minecraft.mined.cobblestone: #16, 1539(2%)
minecraft.mined.lapis_ore: #16, 416(2%)
minecraft.crafted.ladder: #16, 252(2%)
minecraft.dropped.elytra: #16, 4(2%)
minecraft.used.lantern: #16, 237(2%)
minecraft.mined.poppy: #16, 118(2%)
minecraft.mined.oak_slab: #16, 87(2%)
minecraft.used.painting: #16, 67(2%)
minecraft.crafted.iron_ingot: #16, 8916(2%)
minecraft.dropped.leather_leggings: #16, 6(2%)
minecraft.used.polished_andesite_slab: #16, 312(1%)
minecraft.picked_up.oak_slab: #16, 106(1%)
minecraft.picked_up.painting: #16, 51(1%)
minecraft.picked_up.golden_carrot: #16, 546(1%)
minecraft.mined.dandelion: #16, 66(1%)
minecraft.picked_up.stone_button: #16, 67(1%)
minecraft.used.oak_slab: #16, 212(1%)
minecraft.picked_up.yellow_shulker_box: #16, 60(1%)
minecraft.used.yellow_shulker_box: #16, 59(1%)
minecraft.picked_up.bell: #16, 8(1%)
minecraft.crafted.powered_rail: #16, 198(1%)
minecraft.crafted.cobblestone_stairs: #16, 44(1%)
minecraft.picked_up.honey_block: #16, 69(1%)
minecraft.killed.bat: #16, 15(1%)
minecraft.crafted.stone_axe: #16, 3(1%)
minecraft.crafted.diamond_boots: #16, 2(1%)
minecraft.used.oak_stairs: #16, 30(1%)
minecraft.used.armor_stand: #16, 41(1%)
minecraft.crafted.spruce_sign: #16, 21(1%)
minecraft.picked_up.jungle_sign: #16, 7(1%)
minecraft.picked_up.lava_bucket: #16, 2(1%)
minecraft.dropped.name_tag: #16, 4(1%)
minecraft.crafted.brown_carpet: #16, 54(1%)
minecraft.picked_up.nautilus_shell: #16, 3(1%)
minecraft.crafted.lectern: #16, 7(1%)
minecraft.dropped.golden_carrot: #16, 57(1%)
minecraft.picked_up.warped_stairs: #16, 5(1%)
minecraft.mined.red_wool: #16, 16(1%)
minecraft.dropped.minecart: #16, 5(1%)
minecraft.used.string: #16, 91(0%)
minecraft.crafted.observer: #16, 100(1%)
minecraft.picked_up.birch_trapdoor: #16, 8(1%)
minecraft.used.cobblestone_wall: #16, 50(0%)
minecraft.mined.jungle_leaves: #16, 463(0%)
minecraft.picked_up.dark_oak_sign: #16, 9(0%)
minecraft.used.oak_log: #16, 246(0%)
minecraft.killed.chicken: #16, 18(0%)
minecraft.dropped.fishing_rod: #16, 1(1%)
minecraft.used.brown_carpet: #16, 29(0%)
minecraft.crafted.spruce_door: #16, 6(0%)
minecraft.killed.skeleton: #16, 603(0%)
minecraft.picked_up.quartz_stairs: #16, 34(0%)
minecraft.mined.light_gray_shulker_box: #16, 11(0%)
minecraft.picked_up.andesite_wall: #16, 17(0%)
minecraft.crafted.emerald_block: #16, 64(0%)
minecraft.mined.bee_nest: #16, 2(0%)
minecraft.picked_up.light_gray_shulker_box: #16, 11(0%)
minecraft.picked_up.bee_nest: #16, 2(0%)
minecraft.picked_up.feather: #16, 39(0%)
minecraft.used.andesite_wall: #16, 47(0%)
minecraft.picked_up.andesite_slab: #16, 48(0%)
minecraft.crafted.mossy_stone_bricks: #16, 18(0%)
minecraft.dropped.ender_chest: #16, 1(0%)
minecraft.crafted.light_gray_shulker_box: #16, 1(0%)
minecraft.used.loom: #16, 3(0%)
minecraft.used.oak_leaves: #16, 560(0%)
minecraft.mined.blue_concrete: #16, 47(0%)
minecraft.mined.jungle_log: #16, 322(0%)
minecraft.mined.gilded_blackstone: #16, 3(0%)
minecraft.dropped.sandstone: #16, 33(0%)
minecraft.custom.play_record: #16, 1(0%)
minecraft.picked_up.cut_sandstone: #16, 15(0%)
minecraft.dropped.magma_block: #16, 4(0%)
minecraft.used.andesite_slab: #16, 38(0%)
minecraft.mined.pink_tulip: #16, 1(0%)
minecraft.crafted.tnt: #16, 131(0%)
minecraft.used.bone_block: #16, 54(0%)
minecraft.crafted.bone_block: #16, 204(0%)
minecraft.picked_up.light_blue_stained_glass: #16, 11(0%)
minecraft.picked_up.stripped_jungle_log: #16, 1(0%)
minecraft.picked_up.dark_oak_fence_gate: #16, 2(0%)
minecraft.crafted.jungle_trapdoor: #16, 6(0%)
minecraft.picked_up.lime_wool: #16, 10(0%)
minecraft.custom.traded_with_villager: #16, 805(0%)
minecraft.mined.wither_rose: #16, 1(0%)
minecraft.picked_up.rabbit: #16, 2(0%)
minecraft.dropped.spruce_sign: #16, 1(0%)
