stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #8, 7886389(5%)
minecraft.custom.time_since_death: #8, 7886389(4%)
minecraft.custom.leave_game: #15, 427(3%)
minecraft.custom.fly_one_cm: #20, 25344707(2%)
minecraft.custom.sneak_time: #30, 40725(0%)
minecraft.custom.play_time: #31, 7886389(1%)
minecraft.custom.total_world_time: #31, 7886389(1%)
minecraft.custom.walk_on_water_one_cm: #35, 65076(0%)
minecraft.custom.walk_under_water_one_cm: #38, 97257(0%)
