stat, rank, value, (percentage) 
minecraft.mined.furnace: #12, 33(2%)
minecraft.custom.walk_one_cm: #13, 52613337(3%)
minecraft.picked_up.lightning_rod: #12, 24(3%)
minecraft.dropped.wooden_pickaxe: #12, 1(4%)
minecraft.used.moss_block: #12, 1389(2%)
minecraft.dropped.dandelion: #12, 14(2%)
minecraft.picked_up.moss_block: #12, 1608(2%)
minecraft.mined.lightning_rod: #12, 17(3%)
minecraft.mined.cactus: #12, 87(2%)
minecraft.mined.carrots: #12, 336(2%)
minecraft.dropped.sand: #12, 189(2%)
minecraft.picked_up.deepslate_diamond_ore: #12, 23(2%)
minecraft.used.cooked_mutton: #12, 7(2%)
minecraft.mined.dark_oak_sign: #12, 1(2%)
minecraft.crafted.minecart: #12, 19(2%)
minecraft.custom.walk_on_water_one_cm: #13, 1690525(3%)
minecraft.dropped.shield: #12, 1(2%)
minecraft.mined.oak_stairs: #12, 13(2%)
minecraft.killed_by.magma_cube: #12, 1(3%)
minecraft.picked_up.sunflower: #12, 64(1%)
minecraft.crafted.netherite_pickaxe: #12, 1(2%)
minecraft.crafted.white_stained_glass_pane: #12, 64(2%)
minecraft.used.smooth_basalt: #12, 68(1%)
minecraft.used.polished_basalt: #12, 135(1%)
minecraft.picked_up.coal_block: #12, 52(1%)
minecraft.dropped.carved_pumpkin: #12, 9(1%)
minecraft.crafted.blast_furnace: #12, 4(1%)
minecraft.mined.spruce_button: #12, 1(1%)
minecraft.used.shroomlight: #12, 60(1%)
minecraft.dropped.smooth_basalt: #12, 12(1%)
minecraft.dropped.oak_leaves: #12, 35(1%)
minecraft.used.azalea: #12, 38(1%)
minecraft.mined.copper_block: #12, 17(1%)
minecraft.mined.oak_wood: #12, 10(1%)
minecraft.used.netherite_pickaxe: #12, 25340(1%)
minecraft.dropped.iron_ore: #12, 9(1%)
minecraft.picked_up.polished_granite: #12, 10(1%)
minecraft.used.nether_quartz_ore: #12, 48(1%)
minecraft.crafted.polished_basalt: #12, 98(1%)
minecraft.dropped.chicken: #12, 2(1%)
minecraft.used.copper_block: #12, 134(1%)
minecraft.dropped.chain: #12, 2(1%)
minecraft.picked_up.cyan_terracotta: #12, 26(1%)
minecraft.picked_up.crimson_stem: #12, 34(0%)
minecraft.used.slime_block: #12, 38(1%)
minecraft.picked_up.stone_stairs: #12, 21(1%)
minecraft.crafted.lime_dye: #12, 36(1%)
minecraft.crafted.cauldron: #12, 18(0%)
minecraft.used.red_terracotta: #12, 18(1%)
minecraft.crafted.smooth_quartz: #12, 66(1%)
minecraft.crafted.grindstone: #12, 7(0%)
minecraft.used.cocoa_beans: #12, 20(0%)
minecraft.dropped.bone_meal: #12, 279(0%)
minecraft.dropped.deepslate_tile_slab: #12, 2(0%)
minecraft.crafted.birch_fence: #12, 3(0%)
minecraft.dropped.gray_wool: #12, 1(0%)
minecraft.mined.glow_lichen: #12, 50(0%)
minecraft.used.smooth_sandstone_slab: #12, 17(0%)
minecraft.dropped.crimson_roots: #12, 1(0%)
minecraft.used.birch_fence: #12, 2(0%)
minecraft.used.mossy_stone_bricks: #12, 9(0%)
minecraft.mined.birch_fence: #12, 1(0%)
minecraft.used.light_gray_stained_glass: #12, 14(0%)
minecraft.used.oxidized_cut_copper_slab: #12, 6(0%)
minecraft.mined.mossy_stone_bricks: #12, 2(0%)
minecraft.used.polished_blackstone_slab: #12, 8(0%)
minecraft.used.smooth_quartz_slab: #12, 15(0%)
minecraft.crafted.oak_wood: #12, 9(0%)
minecraft.used.warped_stairs: #12, 5(0%)
minecraft.crafted.lime_shulker_box: #12, 1(0%)
minecraft.used.light_gray_carpet: #12, 6(0%)
minecraft.crafted.cracked_stone_bricks: #12, 13(0%)
minecraft.picked_up.jungle_slab: #12, 1(0%)
minecraft.used.gray_stained_glass: #12, 8(0%)
minecraft.mined.hanging_roots: #12, 1(0%)
minecraft.used.cut_sandstone_slab: #12, 1(0%)
minecraft.mined.brown_terracotta: #12, 1(0%)
minecraft.used.snow_block: #12, 2(0%)
minecraft.mined.barrel: #13, 43(3%)
minecraft.mined.gold_ore: #13, 281(2%)
minecraft.dropped.diamond: #13, 54(3%)
minecraft.crafted.oak_door: #13, 3(4%)
minecraft.mined.deepslate_diamond_ore: #13, 59(2%)
minecraft.crafted.diamond_boots: #13, 2(2%)
minecraft.mined.redstone_torch: #13, 13(2%)
minecraft.crafted.observer: #13, 116(2%)
minecraft.used.beacon: #13, 8(2%)
minecraft.mined.blast_furnace: #13, 4(3%)
minecraft.picked_up.firework_rocket: #13, 938(2%)
minecraft.dropped.moss_block: #13, 121(2%)
minecraft.picked_up.raw_gold: #13, 407(2%)
minecraft.mined.flowering_azalea: #13, 28(2%)
minecraft.picked_up.bone_block: #13, 154(2%)
minecraft.mined.dispenser: #13, 12(2%)
minecraft.used.cactus: #13, 116(2%)
minecraft.used.birch_boat: #13, 5(2%)
minecraft.picked_up.blast_furnace: #13, 4(2%)
minecraft.used.oak_log: #13, 279(2%)
minecraft.used.golden_carrot: #13, 621(2%)
minecraft.used.oak_boat: #13, 18(2%)
minecraft.used.observer: #13, 114(2%)
minecraft.crafted.lead: #13, 12(2%)
minecraft.crafted.lectern: #13, 7(2%)
minecraft.picked_up.chainmail_leggings: #13, 2(2%)
minecraft.mined.azalea: #13, 43(2%)
minecraft.picked_up.oak_boat: #13, 17(2%)
minecraft.picked_up.paper: #13, 81(1%)
minecraft.dropped.netherite_pickaxe: #13, 2(2%)
minecraft.picked_up.lantern: #13, 47(1%)
minecraft.picked_up.oak_stairs: #13, 15(1%)
minecraft.used.dark_oak_trapdoor: #13, 63(1%)
minecraft.mined.kelp: #13, 46(1%)
minecraft.used.dropper: #13, 34(2%)
minecraft.custom.fall_one_cm: #14, 3532271(3%)
minecraft.used.lightning_rod: #13, 29(1%)
minecraft.mined.azalea_leaves: #13, 740(1%)
minecraft.crafted.dark_oak_trapdoor: #13, 54(1%)
minecraft.crafted.cobblestone_stairs: #13, 31(1%)
minecraft.picked_up.spore_blossom: #13, 3(1%)
minecraft.mined.dark_oak_fence: #13, 10(1%)
minecraft.crafted.composter: #13, 14(1%)
minecraft.picked_up.chainmail_helmet: #13, 1(1%)
minecraft.crafted.copper_block: #13, 186(1%)
minecraft.used.bone_block: #13, 41(1%)
minecraft.crafted.red_bed: #13, 1(1%)
minecraft.crafted.golden_carrot: #13, 290(1%)
minecraft.picked_up.trident: #13, 1(1%)
minecraft.used.cyan_terracotta: #13, 228(1%)
minecraft.mined.tripwire: #13, 12(1%)
minecraft.crafted.gray_carpet: #13, 39(1%)
minecraft.picked_up.tripwire_hook: #13, 1(1%)
minecraft.picked_up.cod: #13, 69(0%)
minecraft.used.white_dye: #13, 3(0%)
minecraft.mined.red_mushroom: #13, 1(1%)
minecraft.crafted.cyan_terracotta: #13, 232(1%)
minecraft.custom.tune_noteblock: #13, 26(0%)
minecraft.dropped.lever: #13, 1(0%)
minecraft.used.light_gray_concrete_powder: #13, 64(0%)
minecraft.dropped.blackstone: #13, 25(0%)
minecraft.used.grindstone: #13, 7(0%)
minecraft.crafted.cobbled_deepslate_wall: #13, 5(0%)
minecraft.mined.gray_wool: #13, 1(0%)
minecraft.picked_up.chiseled_deepslate: #13, 3(0%)
minecraft.dropped.white_wool: #13, 2(0%)
minecraft.used.cracked_stone_bricks: #13, 13(0%)
minecraft.picked_up.glow_lichen: #13, 56(0%)
minecraft.used.deepslate_brick_stairs: #13, 16(0%)
minecraft.dropped.polished_deepslate: #13, 1(0%)
minecraft.mined.jungle_slab: #13, 2(0%)
minecraft.crafted.black_stained_glass_pane: #13, 16(0%)
minecraft.used.gray_wool: #13, 11(0%)
minecraft.used.smooth_sandstone_stairs: #13, 15(0%)
minecraft.picked_up.hanging_roots: #13, 5(0%)
minecraft.used.stone_button: #13, 38(0%)
minecraft.dropped.pumpkin_seeds: #13, 4(0%)
minecraft.mined.beehive: #13, 1(0%)
minecraft.used.cut_copper_stairs: #13, 5(0%)
minecraft.used.warped_planks: #13, 6(0%)
minecraft.crafted.target: #13, 1(0%)
minecraft.mined.red_terracotta: #13, 8(0%)
minecraft.used.glow_lichen: #13, 27(0%)
minecraft.picked_up.red_terracotta: #13, 8(0%)
minecraft.used.polished_blackstone: #13, 10(0%)
minecraft.crafted.green_stained_glass: #13, 8(0%)
minecraft.picked_up.snow_block: #13, 3(0%)
minecraft.used.black_stained_glass: #13, 4(0%)
minecraft.killed.drowned: #13, 17(0%)
minecraft.picked_up.oak_log: #14, 2812(3%)
minecraft.used.cooked_beef: #14, 439(3%)
minecraft.mined.coal_ore: #14, 3405(3%)
minecraft.crafted.dark_oak_planks: #14, 2564(3%)
minecraft.mined.oak_log: #14, 2015(3%)
minecraft.custom.climb_one_cm: #14, 1142023(2%)
minecraft.picked_up.barrel: #14, 48(3%)
minecraft.dropped.diamond_pickaxe: #14, 5(3%)
minecraft.mined.diamond_ore: #14, 137(2%)
minecraft.picked_up.glow_ink_sac: #14, 108(2%)
minecraft.picked_up.iron_leggings: #14, 4(2%)
minecraft.used.diamond_ore: #14, 38(2%)
minecraft.mined.dandelion: #14, 41(2%)
minecraft.picked_up.string: #14, 388(2%)
minecraft.used.carrot: #14, 447(2%)
minecraft.picked_up.oak_planks: #14, 288(2%)
minecraft.used.deepslate: #14, 837(2%)
minecraft.mined.copper_ore: #14, 593(2%)
minecraft.picked_up.copper_ore: #14, 198(2%)
minecraft.crafted.furnace: #14, 49(2%)
minecraft.used.potion: #14, 14(2%)
minecraft.dropped.dirt: #14, 753(2%)
minecraft.picked_up.iron_bars: #14, 37(2%)
minecraft.picked_up.rose_bush: #14, 83(1%)
minecraft.picked_up.carrot: #14, 1449(1%)
minecraft.picked_up.dark_oak_trapdoor: #14, 16(2%)
minecraft.picked_up.flowering_azalea_leaves: #14, 219(2%)
minecraft.dropped.firework_rocket: #14, 166(1%)
minecraft.mined.dark_oak_slab: #14, 17(1%)
minecraft.dropped.scaffolding: #14, 52(2%)
minecraft.used.snowball: #14, 58(1%)
minecraft.crafted.yellow_dye: #14, 73(1%)
minecraft.picked_up.glow_item_frame: #14, 2(1%)
minecraft.mined.hopper: #14, 48(1%)
minecraft.dropped.golden_boots: #14, 4(1%)
minecraft.picked_up.poisonous_potato: #14, 5(1%)
minecraft.mined.flowering_azalea_leaves: #14, 204(1%)
minecraft.crafted.dropper: #14, 27(1%)
minecraft.mined.cornflower: #14, 7(1%)
minecraft.dropped.stone_pickaxe: #14, 1(1%)
minecraft.mined.brown_mushroom: #14, 8(1%)
minecraft.used.iron_trapdoor: #14, 34(1%)
minecraft.crafted.iron_trapdoor: #14, 32(1%)
minecraft.picked_up.emerald: #14, 110(1%)
minecraft.picked_up.exposed_copper: #14, 6(1%)
minecraft.mined.exposed_copper: #14, 6(1%)
minecraft.mined.stone_brick_stairs: #14, 12(1%)
minecraft.mined.bamboo: #14, 57(1%)
minecraft.used.bookshelf: #14, 47(1%)
minecraft.picked_up.polished_blackstone_button: #14, 8(1%)
minecraft.used.gray_carpet: #14, 42(1%)
minecraft.dropped.iron_shovel: #14, 1(1%)
minecraft.crafted.birch_stairs: #14, 12(1%)
minecraft.custom.walk_under_water_one_cm: #15, 2205928(2%)
minecraft.crafted.smooth_stone_slab: #14, 36(1%)
minecraft.used.birch_stairs: #14, 8(1%)
minecraft.mined.iron_door: #14, 1(1%)
minecraft.crafted.gold_ingot: #14, 822(0%)
minecraft.crafted.deepslate_brick_slab: #14, 6(1%)
minecraft.used.stone_brick_slab: #14, 127(1%)
minecraft.mined.gray_carpet: #14, 4(1%)
minecraft.mined.twisting_vines_plant: #14, 4(1%)
minecraft.crafted.armor_stand: #14, 5(0%)
minecraft.used.axolotl_bucket: #14, 2(0%)
minecraft.picked_up.charcoal: #14, 2(1%)
minecraft.dropped.azalea: #14, 6(0%)
minecraft.mined.polished_deepslate_wall: #14, 3(0%)
minecraft.crafted.light_gray_concrete_powder: #14, 64(0%)
minecraft.killed.witch: #14, 2(0%)
minecraft.crafted.chiseled_deepslate: #14, 1(0%)
minecraft.used.red_concrete_powder: #14, 33(0%)
minecraft.crafted.stone_stairs: #14, 14(0%)
minecraft.crafted.cobbled_deepslate_stairs: #14, 2(0%)
minecraft.dropped.flowering_azalea: #14, 1(0%)
minecraft.picked_up.smooth_sandstone_slab: #14, 3(0%)
minecraft.mined.white_stained_glass: #14, 3(0%)
minecraft.crafted.deepslate_tiles: #14, 20(0%)
minecraft.mined.orange_terracotta: #14, 24(0%)
minecraft.crafted.light_gray_stained_glass: #14, 24(0%)
minecraft.picked_up.twisting_vines: #14, 10(0%)
minecraft.picked_up.orange_terracotta: #14, 26(0%)
minecraft.picked_up.soul_lantern: #14, 1(0%)
minecraft.mined.slime_block: #14, 7(0%)
minecraft.mined.smooth_sandstone_slab: #14, 2(0%)
minecraft.picked_up.white_concrete_powder: #14, 15(0%)
minecraft.dropped.snowball: #14, 8(0%)
minecraft.crafted.cooked_chicken: #14, 1(0%)
minecraft.mined.chiseled_deepslate: #14, 1(0%)
minecraft.used.crimson_stem: #14, 2(0%)
minecraft.picked_up.smooth_sandstone: #14, 10(0%)
minecraft.crafted.light_gray_carpet: #14, 6(0%)
minecraft.dropped.poppy: #14, 22(0%)
minecraft.used.sandstone_slab: #14, 2(0%)
minecraft.dropped.pointed_dripstone: #14, 1(0%)
minecraft.crafted.cut_copper: #14, 1(0%)
minecraft.crafted.mossy_stone_bricks: #14, 10(0%)
minecraft.used.black_stained_glass_pane: #14, 2(0%)
minecraft.picked_up.coal: #15, 4766(3%)
minecraft.picked_up.dandelion: #15, 58(2%)
minecraft.mined.iron_ore: #15, 1927(2%)
minecraft.crafted.enchanting_table: #15, 1(3%)
minecraft.picked_up.raw_iron: #15, 2591(2%)
minecraft.used.lantern: #15, 92(2%)
minecraft.mined.poppy: #15, 51(2%)
minecraft.custom.swim_one_cm: #15, 913073(2%)
minecraft.picked_up.iron_helmet: #15, 3(2%)
minecraft.used.redstone_torch: #15, 82(2%)
minecraft.mined.anvil: #15, 5(2%)
minecraft.picked_up.raw_copper: #15, 1810(1%)
minecraft.dropped.lead: #15, 3(2%)
minecraft.picked_up.iron_sword: #15, 3(2%)
minecraft.used.redstone_lamp: #15, 34(2%)
minecraft.killed.bat: #15, 5(2%)
minecraft.broken.iron_axe: #15, 2(2%)
minecraft.dropped.oak_log: #15, 36(2%)
minecraft.custom.interact_with_smithing_table: #15, 5(1%)
minecraft.crafted.red_shulker_box: #15, 1(1%)
minecraft.crafted.iron_axe: #15, 4(1%)
minecraft.mined.brewing_stand: #15, 3(1%)
minecraft.crafted.lantern: #15, 63(1%)
minecraft.used.flowering_azalea: #15, 20(1%)
minecraft.dropped.diamond_leggings: #15, 1(1%)
minecraft.mined.seagrass: #15, 55(1%)
minecraft.crafted.campfire: #15, 16(1%)
minecraft.crafted.redstone_lamp: #15, 34(1%)
minecraft.picked_up.brewing_stand: #15, 3(1%)
minecraft.mined.cave_vines: #15, 6(1%)
minecraft.picked_up.copper_block: #15, 58(1%)
minecraft.picked_up.birch_slab: #15, 9(1%)
minecraft.picked_up.iron_door: #15, 2(1%)
minecraft.used.chipped_anvil: #15, 1(1%)
minecraft.crafted.smoker: #15, 1(1%)
minecraft.crafted.birch_sign: #15, 12(1%)
minecraft.dropped.chest: #15, 4(1%)
minecraft.crafted.paper: #15, 1272(1%)
minecraft.picked_up.warped_stem: #15, 103(1%)
minecraft.dropped.paper: #15, 22(1%)
minecraft.custom.play_time: #16, 20961478(2%)
minecraft.custom.total_world_time: #16, 20961478(2%)
minecraft.dropped.chainmail_leggings: #15, 1(1%)
minecraft.picked_up.weeping_vines: #15, 7(1%)
minecraft.used.dark_oak_sign: #15, 19(1%)
minecraft.picked_up.slime_block: #15, 50(1%)
minecraft.crafted.lightning_rod: #15, 14(1%)
minecraft.mined.birch_sign: #15, 1(1%)
minecraft.dropped.gunpowder: #15, 71(1%)
minecraft.dropped.iron_boots: #15, 2(1%)
minecraft.dropped.golden_leggings: #15, 2(1%)
minecraft.picked_up.bamboo: #15, 549(1%)
minecraft.dropped.sandstone: #15, 26(1%)
minecraft.mined.birch_stairs: #15, 2(1%)
minecraft.crafted.green_dye: #15, 47(1%)
minecraft.used.armor_stand: #15, 5(1%)
minecraft.mined.stone_slab: #15, 23(0%)
minecraft.mined.terracotta: #15, 714(1%)
minecraft.used.lilac: #15, 1(1%)
minecraft.killed.cod: #15, 6(1%)
minecraft.picked_up.iron_ingot: #15, 317(0%)
minecraft.used.white_banner: #15, 1(0%)
minecraft.dropped.leather_chestplate: #15, 1(0%)
minecraft.mined.yellow_bed: #15, 1(0%)
minecraft.picked_up.polished_deepslate_wall: #15, 6(0%)
minecraft.picked_up.amethyst_cluster: #15, 22(0%)
minecraft.crafted.stone_brick_wall: #15, 5(0%)
minecraft.used.blackstone: #15, 66(0%)
minecraft.picked_up.cobbled_deepslate_wall: #15, 2(0%)
minecraft.mined.polished_andesite: #15, 5(0%)
minecraft.mined.coarse_dirt: #15, 30(0%)
minecraft.picked_up.gray_carpet: #15, 3(0%)
minecraft.used.cauldron: #15, 8(0%)
minecraft.used.birch_slab: #15, 6(0%)
minecraft.used.cobbled_deepslate_stairs: #15, 5(0%)
minecraft.used.cobbled_deepslate_wall: #15, 6(0%)
minecraft.crafted.slime_ball: #15, 9(0%)
minecraft.crafted.soul_torch: #15, 4(0%)
minecraft.mined.cyan_terracotta: #15, 2(0%)
minecraft.picked_up.beehive: #15, 1(0%)
minecraft.crafted.gray_stained_glass: #15, 16(0%)
minecraft.picked_up.glass_pane: #15, 8(0%)
minecraft.picked_up.snowball: #15, 48(0%)
minecraft.used.cooked_chicken: #15, 1(0%)
minecraft.used.polished_blackstone_stairs: #15, 2(0%)
minecraft.crafted.enchanted_book: #15, 2(0%)
minecraft.dropped.potato: #15, 5(0%)
minecraft.custom.use_cauldron: #15, 1(0%)
minecraft.crafted.snow_block: #15, 2(0%)
minecraft.picked_up.diamond_boots: #16, 12(3%)
minecraft.picked_up.dirt: #16, 11932(2%)
minecraft.custom.drop: #16, 2002(2%)
minecraft.picked_up.furnace: #16, 33(2%)
minecraft.used.player_head: #16, 20(2%)
minecraft.mined.tall_grass: #16, 224(2%)
minecraft.mined.beacon: #16, 6(2%)
minecraft.custom.interact_with_lectern: #16, 28(2%)
minecraft.mined.oak_leaves: #16, 2030(2%)
minecraft.used.oak_sign: #16, 30(2%)
minecraft.picked_up.beacon: #16, 6(2%)
minecraft.picked_up.elytra: #16, 13(2%)
minecraft.picked_up.golden_carrot: #16, 357(2%)
minecraft.picked_up.diamond_shovel: #16, 9(2%)
minecraft.mined.redstone_wire: #16, 82(1%)
minecraft.crafted.oak_sign: #16, 30(1%)
minecraft.used.spruce_sapling: #16, 94(1%)
minecraft.picked_up.dispenser: #16, 10(1%)
minecraft.crafted.diamond_hoe: #16, 1(2%)
minecraft.dropped.andesite: #16, 218(1%)
minecraft.picked_up.azalea: #16, 147(1%)
minecraft.used.chain: #16, 95(1%)
minecraft.used.piston: #16, 64(1%)
minecraft.dropped.cobbled_deepslate: #16, 89(1%)
minecraft.used.brewing_stand: #16, 4(1%)
minecraft.picked_up.iron_boots: #16, 4(1%)
minecraft.picked_up.ink_sac: #16, 137(1%)
minecraft.mined.redstone_wall_torch: #16, 7(1%)
minecraft.crafted.iron_nugget: #16, 954(1%)
minecraft.mined.mossy_cobblestone: #16, 32(1%)
minecraft.picked_up.anvil: #16, 5(1%)
minecraft.picked_up.shield: #16, 2(1%)
minecraft.mined.tall_seagrass: #16, 30(1%)
minecraft.crafted.iron_leggings: #16, 1(1%)
minecraft.picked_up.lilac: #16, 16(1%)
minecraft.mined.repeater: #16, 20(1%)
minecraft.picked_up.hopper: #16, 51(1%)
minecraft.used.oak_door: #16, 1(1%)
minecraft.used.stone_bricks: #16, 734(1%)
minecraft.killed_by.zombie: #16, 1(1%)
minecraft.used.composter: #16, 16(1%)
minecraft.crafted.rail: #16, 160(1%)
minecraft.used.glass: #16, 230(1%)
minecraft.used.glow_berries: #16, 24(1%)
minecraft.dropped.flint: #16, 19(1%)
minecraft.dropped.iron_ingot: #16, 50(1%)
minecraft.used.egg: #16, 31(1%)
minecraft.crafted.blaze_powder: #16, 14(1%)
minecraft.picked_up.tinted_glass: #16, 23(1%)
minecraft.used.calcite: #16, 76(1%)
minecraft.mined.dropper: #16, 4(1%)
minecraft.killed.pig: #16, 3(1%)
minecraft.used.spore_blossom: #16, 2(1%)
minecraft.crafted.pink_dye: #16, 8(0%)
minecraft.crafted.iron_block: #16, 273(0%)
minecraft.crafted.dark_oak_sign: #16, 9(0%)
minecraft.picked_up.deepslate_brick_slab: #16, 8(0%)
minecraft.crafted.polished_granite: #16, 20(0%)
minecraft.used.cobbled_deepslate_slab: #16, 29(0%)
minecraft.dropped.rotten_flesh: #16, 320(0%)
minecraft.dropped.oak_slab: #16, 2(0%)
minecraft.picked_up.filled_map: #16, 3(0%)
minecraft.dropped.golden_helmet: #16, 1(0%)
minecraft.picked_up.coarse_dirt: #16, 44(0%)
minecraft.picked_up.birch_stairs: #16, 1(0%)
minecraft.used.carved_pumpkin: #16, 1(0%)
minecraft.dropped.calcite: #16, 2(0%)
minecraft.used.deepslate_brick_slab: #16, 16(0%)
minecraft.killed.pillager: #16, 7(0%)
minecraft.used.lectern: #16, 9(0%)
minecraft.dropped.feather: #16, 1(0%)
minecraft.picked_up.azure_bluet: #16, 2(0%)
minecraft.dropped.leather: #16, 2(0%)
minecraft.mined.smooth_stone_slab: #16, 4(0%)
minecraft.dropped.glass: #16, 8(0%)
minecraft.mined.soul_soil: #16, 10(0%)
minecraft.mined.smooth_stone: #16, 4(0%)
minecraft.mined.deepslate_brick_stairs: #16, 1(0%)
minecraft.picked_up.melon_slice: #16, 16(0%)
minecraft.used.spyglass: #16, 3(0%)
minecraft.picked_up.deepslate_brick_stairs: #16, 1(0%)
minecraft.used.pointed_dripstone: #16, 10(0%)
minecraft.crafted.black_stained_glass: #16, 16(0%)
minecraft.crafted.slime_block: #16, 3(0%)
minecraft.picked_up.diamond_sword: #17, 13(2%)
minecraft.mined.dirt: #17, 8580(2%)
minecraft.picked_up.stone: #17, 35395(2%)
minecraft.picked_up.diamond_axe: #17, 11(2%)
minecraft.killed.zombie_villager: #17, 4(2%)
minecraft.mined.iron_block: #17, 437(2%)
minecraft.killed.creeper: #17, 87(1%)
minecraft.used.redstone: #17, 353(1%)
minecraft.used.enchanting_table: #17, 1(2%)
minecraft.mined.lever: #17, 10(1%)
minecraft.picked_up.item_frame: #17, 38(1%)
minecraft.picked_up.flint: #17, 122(1%)
minecraft.picked_up.flowering_azalea: #17, 62(1%)
minecraft.mined.moss_carpet: #17, 105(1%)
minecraft.used.iron_axe: #17, 571(1%)
minecraft.picked_up.birch_planks: #17, 39(1%)
minecraft.used.moss_carpet: #17, 212(1%)
minecraft.crafted.iron_helmet: #17, 1(1%)
minecraft.crafted.iron_chestplate: #17, 1(1%)
minecraft.used.iron_block: #17, 501(1%)
minecraft.crafted.chain: #17, 89(1%)
minecraft.mined.dark_oak_trapdoor: #17, 8(1%)
minecraft.crafted.hopper: #17, 112(1%)
minecraft.mined.observer: #17, 22(1%)
minecraft.used.hopper: #17, 138(1%)
minecraft.crafted.writable_book: #17, 2(1%)
minecraft.used.basalt: #17, 189(1%)
minecraft.mined.glowstone: #17, 40(1%)
minecraft.picked_up.leather_helmet: #17, 2(1%)
minecraft.picked_up.obsidian: #17, 218(1%)
minecraft.mined.chipped_anvil: #17, 1(1%)
minecraft.dropped.leather_helmet: #17, 2(1%)
minecraft.mined.flower_pot: #17, 1(1%)
minecraft.mined.warped_stem: #17, 63(1%)
minecraft.used.comparator: #17, 22(1%)
minecraft.picked_up.chipped_anvil: #17, 1(1%)
minecraft.crafted.comparator: #17, 22(1%)
minecraft.mined.oak_slab: #17, 9(1%)
minecraft.picked_up.end_rod: #17, 26(1%)
minecraft.picked_up.stone_brick_stairs: #17, 12(1%)
minecraft.picked_up.bucket: #17, 8(0%)
minecraft.used.milk_bucket: #17, 1(1%)
minecraft.mined.composter: #17, 3(0%)
minecraft.picked_up.composter: #17, 3(0%)
minecraft.crafted.stone_brick_stairs: #17, 9(0%)
minecraft.picked_up.dropper: #17, 4(0%)
minecraft.used.powered_rail: #17, 45(0%)
minecraft.used.yellow_bed: #17, 1(0%)
minecraft.dropped.leather_boots: #17, 1(0%)
minecraft.picked_up.stone_slab: #17, 23(0%)
minecraft.picked_up.golden_apple: #17, 1(0%)
minecraft.used.dark_oak_boat: #17, 1(0%)
minecraft.used.lava_bucket: #17, 26(0%)
minecraft.picked_up.polished_andesite: #17, 5(0%)
minecraft.crafted.cooked_mutton: #17, 1(0%)
minecraft.picked_up.cornflower: #17, 7(0%)
minecraft.mined.azure_bluet: #17, 1(0%)
minecraft.crafted.orange_dye: #17, 8(0%)
minecraft.picked_up.smooth_stone_slab: #17, 5(0%)
minecraft.crafted.stone_button: #17, 35(0%)
minecraft.picked_up.soul_soil: #17, 13(0%)
minecraft.used.chiseled_deepslate: #17, 1(0%)
minecraft.used.dripstone_block: #17, 4(0%)
minecraft.mined.wall_torch: #18, 184(2%)
minecraft.crafted.torch: #18, 2868(2%)
minecraft.crafted.iron_ingot: #18, 5017(2%)
minecraft.used.diamond_pickaxe: #18, 57762(2%)
minecraft.mined.chest: #18, 136(2%)
minecraft.picked_up.water_bucket: #18, 7(2%)
minecraft.used.item_frame: #18, 60(1%)
minecraft.custom.aviate_one_cm: #18, 75119798(1%)
minecraft.used.dispenser: #18, 21(1%)
minecraft.crafted.white_bed: #18, 5(1%)
minecraft.dropped.diamond_boots: #18, 1(1%)
minecraft.picked_up.iron_block: #18, 356(1%)
minecraft.picked_up.poppy: #18, 88(1%)
minecraft.used.writable_book: #18, 14(1%)
minecraft.custom.interact_with_grindstone: #18, 11(1%)
minecraft.used.anvil: #18, 11(1%)
minecraft.used.rail: #18, 200(1%)
minecraft.used.firework_rocket: #18, 1890(1%)
minecraft.used.bamboo: #18, 24(1%)
minecraft.killed.sheep: #18, 4(1%)
minecraft.crafted.redstone_torch: #18, 200(1%)
minecraft.used.flint_and_steel: #18, 44(1%)
minecraft.custom.interact_with_brewingstand: #18, 33(1%)
minecraft.picked_up.observer: #18, 23(1%)
minecraft.dropped.diamond_axe: #18, 1(1%)
minecraft.crafted.anvil: #18, 7(1%)
minecraft.picked_up.slime_ball: #18, 114(1%)
minecraft.mined.deepslate_tiles: #18, 35(1%)
minecraft.mined.sticky_piston: #18, 6(1%)
minecraft.picked_up.enchanted_book: #18, 3(1%)
minecraft.crafted.brewing_stand: #18, 1(1%)
minecraft.dropped.gravel: #18, 77(0%)
minecraft.crafted.cyan_dye: #18, 32(0%)
minecraft.picked_up.diamond_hoe: #18, 1(1%)
minecraft.dropped.bow: #18, 7(0%)
minecraft.mined.glass: #18, 42(0%)
minecraft.used.sand: #18, 478(0%)
minecraft.crafted.deepslate_brick_stairs: #18, 4(0%)
minecraft.picked_up.carved_pumpkin: #18, 11(0%)
minecraft.picked_up.smooth_stone: #18, 20(0%)
minecraft.mined.iron_trapdoor: #18, 3(0%)
minecraft.picked_up.iron_trapdoor: #18, 3(0%)
minecraft.used.oak_leaves: #18, 98(0%)
minecraft.crafted.ender_eye: #18, 2(0%)
minecraft.picked_up.white_concrete: #18, 52(0%)
minecraft.picked_up.bookshelf: #18, 1(0%)
minecraft.crafted.purple_dye: #18, 2(0%)
minecraft.used.polished_deepslate_wall: #18, 5(0%)
minecraft.dropped.stone_bricks: #18, 2(0%)
minecraft.used.sandstone: #18, 16(0%)
minecraft.mined.melon: #18, 2(0%)
minecraft.picked_up.copper_ingot: #18, 12(0%)
minecraft.mined.red_concrete: #18, 3(0%)
