stat, rank, value, (percentage) 
minecraft.picked_up.brown_concrete: #6, 12(1%)
minecraft.mined.grass_block: #7, 20630(4%)
minecraft.dropped.shulker_box: #7, 15(5%)
minecraft.dropped.filled_map: #7, 5(6%)
minecraft.used.amethyst_block: #7, 369(5%)
minecraft.mined.polished_andesite_slab: #6, 1(1%)
minecraft.picked_up.brain_coral: #6, 4(1%)
minecraft.picked_up.golden_boots: #7, 15(5%)
minecraft.used.sandstone_wall: #6, 9(1%)
minecraft.mined.tube_coral_block: #6, 12(1%)
minecraft.dropped.sugar: #6, 51(0%)
minecraft.dropped.white_banner: #6, 1(1%)
minecraft.custom.tune_noteblock: #7, 294(6%)
minecraft.dropped.smooth_basalt: #7, 66(6%)
minecraft.used.purple_wool: #6, 6(1%)
minecraft.crafted.honey_block: #6, 54(1%)
minecraft.used.beetroot: #6, 2(1%)
minecraft.picked_up.tube_coral_block: #6, 9(0%)
minecraft.mined.light_gray_terracotta: #6, 46(0%)
minecraft.dropped.honey_block: #6, 1(1%)
minecraft.picked_up.light_blue_stained_glass: #6, 5(0%)
minecraft.mined.blue_ice: #6, 8(0%)
minecraft.used.hopper_minecart: #7, 27(5%)
minecraft.crafted.hopper_minecart: #7, 27(5%)
minecraft.mined.brown_concrete: #6, 6(0%)
minecraft.dropped.prismarine: #6, 2(0%)
minecraft.picked_up.orange_dye: #6, 1(0%)
minecraft.dropped.rabbit: #6, 1(0%)
minecraft.mined.green_concrete: #6, 1(0%)
minecraft.picked_up.green_concrete: #6, 1(0%)
minecraft.crafted.polished_diorite: #7, 356(6%)
minecraft.used.oak_boat: #7, 39(4%)
minecraft.used.glowstone: #7, 306(4%)
minecraft.picked_up.raw_iron: #7, 4698(4%)
minecraft.crafted.dark_oak_fence: #7, 162(5%)
minecraft.picked_up.iron_shovel: #7, 8(4%)
minecraft.picked_up.mutton: #7, 33(4%)
minecraft.crafted.oak_sign: #7, 84(4%)
minecraft.picked_up.dark_oak_sign: #7, 49(4%)
minecraft.killed.glow_squid: #7, 7(4%)
minecraft.used.spore_blossom: #7, 18(5%)
minecraft.crafted.white_dye: #7, 1349(3%)
minecraft.mined.smooth_basalt: #7, 536(4%)
minecraft.picked_up.cobbled_deepslate_wall: #7, 32(5%)
minecraft.picked_up.deepslate_tile_stairs: #7, 149(4%)
minecraft.mined.glass_pane: #7, 42(6%)
minecraft.picked_up.mushroom_stem: #7, 199(5%)
minecraft.mined.iron_ore: #7, 2523(3%)
minecraft.picked_up.warped_nylium: #7, 69(4%)
minecraft.picked_up.acacia_slab: #7, 76(7%)
minecraft.crafted.polished_andesite: #7, 456(4%)
minecraft.mined.gravel: #7, 7027(3%)
minecraft.used.polished_granite: #7, 88(4%)
minecraft.broken.iron_sword: #7, 2(6%)
minecraft.mined.vine: #7, 395(3%)
minecraft.used.exposed_copper: #7, 18(5%)
minecraft.picked_up.chorus_flower: #7, 10(5%)
minecraft.mined.oxeye_daisy: #7, 21(4%)
minecraft.picked_up.white_banner: #7, 13(3%)
minecraft.picked_up.netherite_pickaxe: #7, 12(3%)
minecraft.picked_up.gray_concrete: #7, 370(4%)
minecraft.crafted.dark_oak_wood: #7, 324(5%)
minecraft.mined.emerald_ore: #7, 18(4%)
minecraft.picked_up.poppy: #7, 241(2%)
minecraft.used.stripped_dark_oak_log: #7, 81(4%)
minecraft.used.red_terracotta: #7, 121(4%)
minecraft.used.smooth_basalt: #7, 141(3%)
minecraft.used.acacia_fence_gate: #7, 8(6%)
minecraft.dropped.polished_deepslate: #7, 16(4%)
minecraft.picked_up.soul_lantern: #7, 19(4%)
minecraft.picked_up.brown_mushroom_block: #7, 518(4%)
minecraft.picked_up.dark_oak_wood: #7, 55(5%)
minecraft.used.dark_oak_wood: #7, 289(5%)
minecraft.mined.brown_mushroom: #7, 23(3%)
minecraft.picked_up.chicken: #7, 35(2%)
minecraft.crafted.iron_sword: #7, 7(3%)
minecraft.dropped.potion: #7, 14(3%)
minecraft.dropped.lever: #7, 6(3%)
minecraft.used.oak_sign: #8, 110(6%)
minecraft.mined.dark_oak_fence: #7, 21(2%)
minecraft.mined.big_dripleaf_stem: #7, 6(4%)
minecraft.crafted.cobbled_deepslate_wall: #7, 36(4%)
minecraft.used.jungle_stairs: #7, 56(4%)
minecraft.crafted.fishing_rod: #7, 1(4%)
minecraft.picked_up.pointed_dripstone: #7, 587(2%)
minecraft.crafted.netherite_shovel: #7, 1(5%)
minecraft.used.quartz_block: #7, 169(3%)
minecraft.mined.glow_lichen: #7, 548(2%)
minecraft.custom.inspect_dispenser: #8, 378(5%)
minecraft.dropped.cobblestone_stairs: #7, 6(5%)
minecraft.mined.gray_concrete: #7, 371(3%)
minecraft.picked_up.sponge: #7, 161(3%)
minecraft.mined.spruce_planks: #8, 692(6%)
minecraft.picked_up.jungle_stairs: #7, 13(3%)
minecraft.mined.large_fern: #7, 45(3%)
minecraft.used.cocoa_beans: #7, 136(3%)
minecraft.picked_up.crafting_table: #8, 175(5%)
minecraft.custom.mob_kills: #7, 52931(1%)
minecraft.dropped.orange_terracotta: #7, 25(3%)
minecraft.crafted.jungle_planks: #7, 1424(2%)
minecraft.used.cod: #7, 3(4%)
minecraft.mined.mossy_stone_bricks: #7, 32(2%)
minecraft.crafted.tripwire_hook: #7, 16(2%)
minecraft.dropped.polished_andesite: #7, 3(3%)
minecraft.dropped.stone_pressure_plate: #7, 2(3%)
minecraft.picked_up.bucket: #7, 21(1%)
minecraft.used.polished_diorite: #7, 157(2%)
minecraft.picked_up.calcite: #8, 1880(5%)
minecraft.crafted.golden_boots: #7, 1(3%)
minecraft.dropped.deepslate_gold_ore: #7, 1(4%)
minecraft.dropped.grass_block: #7, 615(1%)
minecraft.used.white_banner: #7, 4(2%)
minecraft.mined.diamond_ore: #8, 287(5%)
minecraft.mined.cauldron: #7, 7(2%)
minecraft.used.light_gray_wool: #7, 163(3%)
minecraft.picked_up.cooked_porkchop: #7, 24(2%)
minecraft.used.bell: #7, 2(2%)
minecraft.used.gold_block: #7, 75(2%)
minecraft.mined.birch_log: #8, 1713(5%)
minecraft.mined.kelp_plant: #8, 202(5%)
minecraft.picked_up.magma_cream: #8, 166(5%)
minecraft.picked_up.snowball: #7, 1530(1%)
minecraft.mined.crafting_table: #8, 146(5%)
minecraft.dropped.name_tag: #7, 4(2%)
minecraft.mined.acacia_slab: #7, 13(2%)
minecraft.picked_up.diamond_ore: #8, 105(5%)
minecraft.used.dripstone_block: #7, 598(1%)
minecraft.picked_up.tuff: #8, 1917(5%)
minecraft.picked_up.redstone: #8, 6933(5%)
minecraft.used.diamond_shovel: #8, 58147(4%)
minecraft.mined.black_stained_glass_pane: #7, 8(2%)
minecraft.killed.witch: #7, 8(1%)
minecraft.picked_up.beacon: #8, 18(6%)
minecraft.mined.oxidized_cut_copper: #7, 4(2%)
minecraft.dropped.black_wool: #7, 6(2%)
minecraft.used.soul_soil: #7, 67(1%)
minecraft.used.red_mushroom_block: #7, 32(2%)
minecraft.picked_up.rotten_flesh: #8, 4087(4%)
minecraft.used.coal_ore: #8, 956(5%)
minecraft.used.clay: #7, 28(2%)
minecraft.mined.chain: #8, 66(5%)
minecraft.picked_up.melon_slice: #7, 181(1%)
minecraft.used.birch_trapdoor: #7, 38(1%)
minecraft.used.pink_shulker_box: #7, 7(2%)
minecraft.dropped.spectral_arrow: #7, 14(2%)
minecraft.used.magenta_shulker_box: #7, 5(2%)
minecraft.used.blue_shulker_box: #7, 7(2%)
minecraft.dropped.raw_gold: #7, 5(1%)
minecraft.used.bone_block: #8, 276(6%)
minecraft.used.honeycomb_block: #7, 12(2%)
minecraft.mined.brain_coral_fan: #7, 4(2%)
minecraft.mined.magenta_shulker_box: #7, 4(2%)
minecraft.picked_up.magenta_shulker_box: #7, 4(2%)
minecraft.crafted.hay_block: #8, 294(5%)
minecraft.crafted.smithing_table: #7, 8(1%)
minecraft.crafted.oxidized_cut_copper: #7, 24(2%)
minecraft.mined.jungle_fence_gate: #7, 1(2%)
minecraft.crafted.blue_terracotta: #7, 32(1%)
minecraft.picked_up.kelp: #8, 1766(4%)
minecraft.picked_up.totem_of_undying: #7, 2(1%)
minecraft.mined.tube_coral_wall_fan: #7, 11(1%)
minecraft.picked_up.amethyst_block: #8, 971(5%)
minecraft.mined.fire_coral_wall_fan: #7, 12(1%)
minecraft.mined.melon: #7, 20(1%)
minecraft.used.pink_wool: #7, 11(1%)
minecraft.picked_up.jungle_fence_gate: #7, 1(2%)
minecraft.dropped.stone_brick_wall: #7, 4(1%)
minecraft.picked_up.red_nether_bricks: #7, 3(2%)
minecraft.picked_up.blue_shulker_box: #7, 4(1%)
minecraft.picked_up.fire_coral_fan: #7, 14(1%)
minecraft.used.sand: #8, 6228(4%)
minecraft.picked_up.brain_coral_fan: #7, 13(1%)
minecraft.used.melon: #7, 3(1%)
minecraft.picked_up.horn_coral_fan: #7, 10(1%)
minecraft.mined.blue_shulker_box: #7, 4(1%)
minecraft.mined.fire_coral_fan: #7, 3(1%)
minecraft.mined.blue_terracotta: #7, 2(1%)
minecraft.used.dark_prismarine: #7, 7(1%)
minecraft.dropped.end_rod: #7, 4(1%)
minecraft.mined.horn_coral_wall_fan: #7, 7(1%)
minecraft.picked_up.tube_coral_fan: #7, 8(1%)
minecraft.mined.tube_coral_fan: #7, 2(1%)
minecraft.picked_up.gray_shulker_box: #7, 5(1%)
minecraft.used.andesite: #8, 1705(4%)
minecraft.used.brown_terracotta: #7, 71(1%)
minecraft.picked_up.bubble_coral_fan: #7, 8(1%)
minecraft.mined.pink_shulker_box: #7, 3(1%)
minecraft.picked_up.pink_shulker_box: #7, 3(1%)
minecraft.picked_up.dead_fire_coral_block: #7, 1(1%)
minecraft.mined.bubble_coral_wall_fan: #7, 6(1%)
minecraft.dropped.stone_stairs: #7, 1(1%)
minecraft.mined.green_stained_glass: #7, 10(0%)
minecraft.picked_up.blue_bed: #7, 1(1%)
minecraft.used.blue_bed: #7, 1(1%)
minecraft.picked_up.oak_boat: #8, 46(4%)
minecraft.crafted.gray_terracotta: #7, 16(0%)
minecraft.picked_up.dead_tube_coral_block: #7, 1(1%)
minecraft.mined.light_blue_stained_glass: #7, 5(0%)
minecraft.used.lime_bed: #7, 1(0%)
minecraft.mined.cyan_bed: #7, 1(0%)
minecraft.picked_up.blue_ice: #7, 8(0%)
minecraft.used.red_nether_bricks: #7, 3(0%)
minecraft.dropped.gray_carpet: #7, 1(0%)
minecraft.used.stripped_oak_wood: #7, 4(0%)
minecraft.used.small_amethyst_bud: #7, 9(0%)
minecraft.dropped.lead: #8, 8(5%)
minecraft.picked_up.honey_bottle: #7, 1(0%)
minecraft.used.waxed_copper_block: #7, 2(0%)
minecraft.killed.drowned: #7, 700(0%)
minecraft.picked_up.diamond_chestplate: #8, 6(5%)
minecraft.mined.bubble_coral_block: #7, 9(0%)
minecraft.dropped.nether_wart: #7, 1(0%)
minecraft.used.dark_oak_leaves: #7, 3(0%)
minecraft.picked_up.prismarine_shard: #7, 3(0%)
minecraft.crafted.iron_hoe: #8, 2(5%)
minecraft.picked_up.spruce_boat: #8, 41(6%)
minecraft.custom.play_time: #9, 35523030(4%)
minecraft.custom.total_world_time: #9, 35523030(4%)
minecraft.crafted.blue_dye: #8, 328(4%)
minecraft.mined.glass: #8, 432(4%)
minecraft.picked_up.azalea: #8, 446(4%)
minecraft.mined.spruce_log: #8, 4090(4%)
minecraft.dropped.diamond_helmet: #8, 3(6%)
minecraft.custom.interact_with_smithing_table: #8, 16(4%)
minecraft.used.grass_block: #8, 6329(3%)
minecraft.used.spruce_fence_gate: #8, 86(4%)
minecraft.picked_up.iron_boots: #8, 12(4%)
minecraft.mined.copper_block: #8, 87(4%)
minecraft.picked_up.lapis_lazuli: #8, 1544(3%)
minecraft.picked_up.dragon_head: #8, 6(5%)
minecraft.picked_up.deepslate_diamond_ore: #8, 45(4%)
minecraft.crafted.iron_nugget: #8, 2884(3%)
minecraft.mined.mushroom_stem: #8, 176(4%)
minecraft.used.bone_meal: #8, 4066(3%)
minecraft.crafted.stone_shovel: #8, 12(4%)
minecraft.picked_up.blast_furnace: #8, 7(4%)
minecraft.used.dark_oak_sign: #8, 92(4%)
minecraft.crafted.spruce_fence_gate: #8, 75(4%)
minecraft.picked_up.white_bed: #8, 67(3%)
minecraft.used.andesite_wall: #8, 119(5%)
minecraft.used.birch_boat: #8, 8(4%)
minecraft.picked_up.black_wool: #8, 67(4%)
minecraft.crafted.spruce_fence: #8, 345(3%)
minecraft.picked_up.gold_block: #8, 99(3%)
minecraft.crafted.lime_terracotta: #8, 113(4%)
minecraft.mined.seagrass: #8, 152(3%)
minecraft.killed.bat: #8, 9(3%)
minecraft.crafted.gray_carpet: #8, 225(4%)
minecraft.picked_up.nether_brick_fence: #8, 17(3%)
minecraft.mined.polished_andesite: #8, 58(3%)
minecraft.mined.spruce_fence_gate: #8, 20(3%)
minecraft.picked_up.azure_bluet: #8, 45(3%)
minecraft.used.dark_oak_boat: #8, 10(3%)
minecraft.crafted.netherite_pickaxe: #8, 2(4%)
minecraft.crafted.acacia_fence_gate: #8, 10(6%)
minecraft.picked_up.dark_oak_boat: #8, 9(3%)
minecraft.mined.hay_block: #8, 59(2%)
minecraft.used.quartz_stairs: #8, 41(4%)
minecraft.killed.zombie: #8, 739(2%)
minecraft.used.lilac: #8, 6(3%)
minecraft.used.polished_deepslate_stairs: #8, 309(3%)
minecraft.mined.purpur_slab: #8, 7(4%)
minecraft.mined.budding_amethyst: #8, 13(2%)
minecraft.mined.dragon_wall_head: #8, 3(3%)
minecraft.mined.stripped_dark_oak_log: #8, 103(3%)
minecraft.used.iron_trapdoor: #8, 89(2%)
minecraft.mined.stone: #9, 154710(6%)
minecraft.crafted.pink_dye: #8, 42(2%)
minecraft.mined.nether_brick_fence: #8, 13(3%)
minecraft.mined.dark_oak_fence_gate: #8, 4(3%)
minecraft.picked_up.torch: #9, 4749(5%)
minecraft.mined.enchanting_table: #8, 1(3%)
minecraft.mined.white_wool: #8, 39(2%)
minecraft.crafted.soul_torch: #8, 92(3%)
minecraft.mined.coarse_dirt: #8, 261(2%)
minecraft.mined.spruce_leaves: #8, 2232(2%)
minecraft.picked_up.tripwire_hook: #8, 4(3%)
minecraft.crafted.note_block: #8, 59(3%)
minecraft.used.glass_pane: #8, 58(3%)
minecraft.picked_up.glass_bottle: #8, 66(2%)
minecraft.mined.birch_leaves: #8, 851(2%)
minecraft.used.crimson_trapdoor: #8, 28(4%)
minecraft.mined.dark_oak_door: #8, 2(4%)
minecraft.custom.damage_dealt: #8, 556149(1%)
minecraft.picked_up.purpur_slab: #8, 6(3%)
minecraft.mined.small_dripleaf: #8, 1(3%)
minecraft.picked_up.netherite_shovel: #8, 3(2%)
minecraft.crafted.gray_shulker_box: #8, 1(4%)
minecraft.crafted.iron_trapdoor: #8, 62(2%)
minecraft.crafted.polished_deepslate_slab: #8, 100(2%)
minecraft.dropped.redstone_torch: #8, 8(2%)
minecraft.picked_up.acacia_trapdoor: #8, 19(3%)
minecraft.used.diamond_sword: #8, 8158(1%)
minecraft.mined.dripstone_block: #8, 160(1%)
minecraft.dropped.dark_oak_trapdoor: #8, 3(2%)
minecraft.crafted.white_shulker_box: #8, 4(2%)
minecraft.dropped.netherite_sword: #8, 1(3%)
minecraft.mined.soul_lantern: #8, 8(2%)
minecraft.mined.note_block: #8, 8(2%)
minecraft.mined.melon_stem: #8, 2(3%)
minecraft.dropped.obsidian: #8, 21(2%)
minecraft.picked_up.wither_rose: #8, 16(2%)
minecraft.used.purpur_block: #8, 22(2%)
minecraft.mined.cobbled_deepslate_slab: #8, 12(1%)
minecraft.dropped.player_head: #8, 45(1%)
minecraft.used.cyan_terracotta: #8, 429(1%)
minecraft.used.gray_concrete_powder: #8, 360(1%)
minecraft.killed.pillager: #8, 33(1%)
minecraft.used.jungle_fence_gate: #8, 3(2%)
minecraft.mined.honey_block: #8, 5(1%)
minecraft.picked_up.gray_dye: #8, 3(2%)
minecraft.crafted.gray_concrete_powder: #8, 424(1%)
minecraft.mined.cracked_stone_bricks: #8, 14(1%)
minecraft.used.cyan_shulker_box: #8, 6(2%)
minecraft.mined.jungle_planks: #8, 19(1%)
minecraft.killed.axolotl: #8, 1(2%)
minecraft.mined.cyan_shulker_box: #8, 6(2%)
minecraft.used.granite_wall: #8, 10(1%)
minecraft.dropped.gold_ore: #8, 1(2%)
minecraft.crafted.yellow_shulker_box: #8, 1(1%)
minecraft.picked_up.waxed_copper_block: #8, 3(2%)
minecraft.picked_up.cyan_shulker_box: #8, 5(2%)
minecraft.custom.target_hit: #8, 6(1%)
minecraft.used.yellow_terracotta: #8, 19(1%)
minecraft.picked_up.beehive: #8, 7(1%)
minecraft.dropped.iron_trapdoor: #8, 1(1%)
minecraft.killed.wither: #8, 1(1%)
minecraft.crafted.iron_ingot: #9, 10612(4%)
minecraft.used.netherite_sword: #8, 466(1%)
minecraft.used.stripped_spruce_log: #8, 20(1%)
minecraft.used.gray_shulker_box: #8, 6(1%)
minecraft.picked_up.blue_terracotta: #8, 2(1%)
minecraft.dropped.jungle_log: #8, 3(1%)
minecraft.mined.polished_diorite: #8, 7(1%)
minecraft.used.snow_block: #8, 279(1%)
minecraft.used.amethyst_cluster: #8, 17(1%)
minecraft.mined.chest: #9, 324(4%)
minecraft.crafted.snow_block: #8, 298(0%)
minecraft.mined.blue_bed: #8, 1(1%)
minecraft.dropped.polished_basalt: #8, 1(1%)
minecraft.used.observer: #9, 270(4%)
minecraft.used.chest: #9, 855(4%)
minecraft.mined.spruce_trapdoor: #9, 160(4%)
minecraft.mined.oxidized_cut_copper_slab: #8, 4(0%)
minecraft.picked_up.beetroot: #8, 9(0%)
minecraft.mined.white_tulip: #8, 1(0%)
minecraft.crafted.pumpkin_pie: #8, 8(0%)
minecraft.used.blue_terracotta: #8, 4(0%)
minecraft.picked_up.prismarine_crystals: #8, 17(0%)
minecraft.dropped.polished_deepslate_slab: #8, 1(0%)
minecraft.picked_up.fire_coral: #8, 1(0%)
minecraft.killed.rabbit: #8, 1(0%)
minecraft.used.snow: #8, 26(0%)
minecraft.dropped.shulker_shell: #8, 1(0%)
minecraft.used.prismarine: #8, 5(0%)
minecraft.used.red_sand: #8, 5(0%)
minecraft.used.iron_sword: #9, 837(4%)
minecraft.killed_by.zombie: #9, 5(5%)
minecraft.picked_up.leather_boots: #9, 14(4%)
minecraft.mined.spruce_slab: #9, 179(4%)
minecraft.custom.swim_one_cm: #9, 1859936(4%)
minecraft.mined.moss_carpet: #9, 317(4%)
minecraft.mined.birch_planks: #9, 58(4%)
minecraft.picked_up.deepslate_tiles: #9, 300(4%)
minecraft.picked_up.polished_deepslate_stairs: #9, 93(5%)
minecraft.mined.deepslate_redstone_ore: #9, 356(3%)
minecraft.custom.walk_one_cm: #10, 63722490(4%)
minecraft.dropped.iron_chestplate: #9, 3(5%)
minecraft.mined.polished_deepslate_stairs: #9, 71(4%)
minecraft.killed.wandering_trader: #9, 4(5%)
minecraft.mined.tuff: #9, 1215(3%)
minecraft.used.dark_oak_stairs: #9, 198(4%)
minecraft.mined.tall_seagrass: #9, 102(3%)
minecraft.picked_up.white_wool: #9, 390(3%)
minecraft.picked_up.spruce_fence: #9, 134(3%)
minecraft.mined.cobweb: #9, 132(4%)
minecraft.crafted.acacia_planks: #9, 1544(4%)
minecraft.killed_by.magma_cube: #9, 2(5%)
minecraft.picked_up.soul_sand: #9, 481(3%)
minecraft.crafted.coal_block: #9, 385(3%)
minecraft.picked_up.glow_berries: #9, 204(3%)
minecraft.picked_up.grass: #9, 85(3%)
minecraft.dropped.sand: #9, 261(2%)
minecraft.dropped.stone: #9, 4466(2%)
minecraft.used.dark_oak_sapling: #9, 131(3%)
minecraft.crafted.cyan_dye: #9, 182(3%)
minecraft.crafted.acacia_slab: #9, 208(5%)
minecraft.dropped.bucket: #9, 8(3%)
minecraft.picked_up.nether_wart: #9, 610(2%)
minecraft.dropped.iron_ore: #9, 31(3%)
minecraft.mined.end_stone: #9, 204(3%)
minecraft.picked_up.clay: #9, 121(3%)
minecraft.used.deepslate_iron_ore: #9, 38(3%)
minecraft.used.birch_planks: #9, 159(2%)
minecraft.used.white_wool: #9, 351(2%)
minecraft.dropped.diamond_chestplate: #9, 1(5%)
minecraft.used.quartz_slab: #9, 56(3%)
minecraft.used.axolotl_bucket: #9, 12(3%)
minecraft.broken.iron_axe: #9, 3(2%)
minecraft.picked_up.enchanting_table: #9, 1(3%)
minecraft.mined.deepslate_tile_stairs: #9, 74(2%)
minecraft.mined.cyan_terracotta: #9, 45(3%)
minecraft.mined.bone_block: #9, 51(2%)
minecraft.used.jungle_slab: #9, 78(3%)
minecraft.mined.stone_stairs: #9, 23(2%)
minecraft.mined.brown_mushroom_block: #9, 497(2%)
minecraft.crafted.moss_carpet: #9, 222(2%)
minecraft.mined.dark_oak_sapling: #9, 4(3%)
minecraft.picked_up.purpur_block: #9, 41(2%)
minecraft.used.acacia_slab: #9, 124(4%)
minecraft.picked_up.bone_meal: #9, 1892(2%)
minecraft.crafted.crimson_trapdoor: #9, 28(3%)
minecraft.picked_up.jungle_sapling: #9, 51(2%)
minecraft.used.deepslate_lapis_ore: #9, 4(3%)
minecraft.dropped.netherite_shovel: #9, 1(2%)
minecraft.used.honeycomb: #9, 126(2%)
minecraft.picked_up.name_tag: #9, 19(1%)
minecraft.killed.piglin: #9, 11(1%)
minecraft.used.warped_fence: #9, 10(2%)
minecraft.picked_up.bread: #9, 43(1%)
minecraft.crafted.orange_shulker_box: #9, 1(3%)
minecraft.mined.andesite: #10, 8300(5%)
minecraft.used.warped_wart_block: #9, 26(2%)
minecraft.mined.oak_door: #9, 1(2%)
minecraft.crafted.granite_wall: #9, 12(2%)
minecraft.used.acacia_door: #9, 1(2%)
minecraft.crafted.black_shulker_box: #9, 1(2%)
minecraft.used.light_blue_shulker_box: #9, 13(1%)
minecraft.used.grass: #9, 23(1%)
minecraft.used.carved_pumpkin: #9, 4(1%)
minecraft.custom.fill_cauldron: #9, 6(1%)
minecraft.mined.diorite: #10, 7203(5%)
minecraft.used.lime_terracotta: #9, 22(2%)
minecraft.mined.light_blue_shulker_box: #9, 11(1%)
minecraft.picked_up.light_blue_shulker_box: #9, 11(1%)
minecraft.picked_up.copper_ingot: #9, 222(1%)
minecraft.used.oxidized_cut_copper_slab: #9, 39(1%)
minecraft.used.red_bed: #9, 8(1%)
minecraft.picked_up.red_terracotta: #9, 79(1%)
minecraft.picked_up.red_bed: #9, 7(1%)
minecraft.mined.waxed_copper_block: #9, 2(1%)
minecraft.crafted.cyan_stained_glass: #9, 24(1%)
minecraft.mined.red_bed: #9, 6(1%)
minecraft.crafted.brown_shulker_box: #9, 1(2%)
minecraft.used.jungle_boat: #9, 1(1%)
minecraft.mined.bamboo_sapling: #9, 1(1%)
minecraft.dropped.cooked_chicken: #9, 3(1%)
minecraft.used.polished_andesite_slab: #9, 21(1%)
minecraft.used.jungle_trapdoor: #9, 28(1%)
minecraft.crafted.jungle_trapdoor: #9, 26(1%)
minecraft.dropped.wheat: #9, 46(1%)
minecraft.picked_up.moss_carpet: #10, 1107(5%)
minecraft.used.green_shulker_box: #9, 5(1%)
minecraft.mined.granite: #10, 6585(4%)
minecraft.dropped.dark_oak_sapling: #9, 1(1%)
minecraft.picked_up.honey_block: #9, 5(1%)
minecraft.used.brown_mushroom_block: #9, 71(1%)
minecraft.dropped.diamond_block: #9, 1(1%)
minecraft.picked_up.splash_potion: #9, 4(1%)
minecraft.dropped.powered_rail: #9, 1(1%)
minecraft.mined.white_terracotta: #9, 36(0%)
minecraft.dropped.terracotta: #9, 7(1%)
minecraft.crafted.melon_seeds: #9, 5(1%)
minecraft.dropped.ladder: #9, 16(0%)
minecraft.mined.dirt: #10, 16731(4%)
minecraft.mined.horn_coral_block: #9, 10(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #9, 5(0%)
minecraft.mined.prismarine: #9, 17(0%)
minecraft.mined.fire_coral: #9, 2(0%)
minecraft.dropped.birch_slab: #9, 1(0%)
minecraft.used.oxidized_cut_copper: #9, 3(0%)
minecraft.mined.green_shulker_box: #9, 1(0%)
minecraft.custom.open_shulker_box: #10, 9891(4%)
minecraft.picked_up.green_shulker_box: #9, 1(0%)
minecraft.used.horn_coral_block: #9, 1(0%)
minecraft.dropped.snow_block: #9, 7(0%)
minecraft.dropped.white_concrete: #9, 2(0%)
minecraft.custom.use_cauldron: #9, 12(0%)
minecraft.mined.deepslate_copper_ore: #10, 52(4%)
minecraft.mined.calcite: #10, 1359(4%)
minecraft.picked_up.rabbit: #9, 1(0%)
minecraft.dropped.warped_wart_block: #9, 2(0%)
minecraft.crafted.air: #9, 0(0%)
minecraft.picked_up.barrel: #10, 71(4%)
minecraft.broken.shears: #10, 13(4%)
minecraft.killed.spider: #10, 92(4%)
minecraft.used.glow_berries: #10, 136(4%)
minecraft.picked_up.dark_oak_log: #10, 2646(4%)
minecraft.killed.creeper: #10, 196(3%)
minecraft.picked_up.furnace: #10, 56(3%)
minecraft.used.glow_item_frame: #10, 22(4%)
minecraft.picked_up.blackstone: #10, 1619(3%)
minecraft.dropped.water_bucket: #10, 2(4%)
minecraft.crafted.iron_pickaxe: #10, 14(3%)
minecraft.dropped.magma_cream: #10, 29(4%)
minecraft.used.soul_sand: #10, 156(3%)
minecraft.custom.enchant_item: #10, 70(3%)
minecraft.dropped.raw_iron: #10, 72(4%)
minecraft.picked_up.purpur_pillar: #10, 17(4%)
minecraft.used.writable_book: #10, 39(3%)
minecraft.picked_up.iron_door: #10, 6(3%)
minecraft.mined.purpur_pillar: #10, 19(4%)
minecraft.picked_up.dark_oak_sapling: #10, 162(3%)
minecraft.picked_up.jungle_log: #10, 848(3%)
minecraft.used.iron_ore: #10, 395(2%)
minecraft.picked_up.potion: #10, 23(2%)
minecraft.crafted.scaffolding: #10, 384(3%)
minecraft.crafted.composter: #10, 39(2%)
minecraft.dropped.wooden_pickaxe: #10, 1(4%)
minecraft.used.granite: #10, 416(2%)
minecraft.picked_up.end_stone: #10, 188(2%)
minecraft.picked_up.iron_trapdoor: #10, 24(2%)
minecraft.used.nether_bricks: #10, 91(2%)
minecraft.used.cobweb: #10, 15(3%)
minecraft.mined.weeping_vines_plant: #10, 8(3%)
minecraft.mined.candle: #10, 5(3%)
minecraft.mined.jungle_log: #10, 551(2%)
minecraft.picked_up.cobweb: #10, 57(3%)
minecraft.dropped.flint_and_steel: #10, 1(3%)
minecraft.mined.iron_trapdoor: #10, 20(2%)
minecraft.picked_up.wooden_pickaxe: #10, 1(4%)
minecraft.picked_up.gray_carpet: #10, 23(2%)
minecraft.picked_up.peony: #10, 22(2%)
minecraft.picked_up.powered_rail: #10, 141(1%)
minecraft.mined.gold_block: #10, 27(2%)
minecraft.mined.nether_bricks: #10, 114(2%)
minecraft.dropped.oak_stairs: #10, 6(3%)
minecraft.crafted.netherite_scrap: #10, 19(2%)
minecraft.used.light_gray_concrete_powder: #10, 246(2%)
minecraft.crafted.cauldron: #10, 55(1%)
minecraft.used.stone_shovel: #10, 252(1%)
minecraft.picked_up.pumpkin: #10, 197(1%)
minecraft.custom.crouch_one_cm: #11, 6476493(4%)
minecraft.crafted.soul_lantern: #10, 32(2%)
minecraft.used.acacia_trapdoor: #10, 72(2%)
minecraft.crafted.raw_iron: #10, 389(2%)
minecraft.picked_up.terracotta: #10, 1974(1%)
minecraft.mined.loom: #10, 2(2%)
minecraft.mined.end_stone_bricks: #10, 11(2%)
minecraft.mined.terracotta: #10, 1869(1%)
minecraft.picked_up.tropical_fish: #10, 3(2%)
minecraft.crafted.light_gray_concrete_powder: #10, 240(1%)
minecraft.dropped.oxeye_daisy: #10, 2(2%)
