stat, rank, value, (percentage) 
minecraft.crafted.jungle_button: #2, 12(23%)
minecraft.mined.waxed_weathered_copper: #2, 41(32%)
minecraft.picked_up.stripped_spruce_wood: #2, 102(13%)
minecraft.picked_up.black_stained_glass_pane: #2, 129(17%)
minecraft.dropped.iron_boots: #2, 23(8%)
minecraft.dropped.chainmail_boots: #3, 18(16%)
minecraft.dropped.coal: #4, 445(14%)
minecraft.crafted.warped_hyphae: #2, 345(19%)
minecraft.picked_up.string: #3, 1914(9%)
minecraft.mined.red_banner: #2, 6(30%)
minecraft.mined.big_dripleaf: #2, 21(12%)
minecraft.picked_up.lily_of_the_valley: #2, 192(8%)
minecraft.picked_up.light_gray_carpet: #3, 214(17%)
minecraft.used.sponge: #2, 767(13%)
minecraft.mined.birch_sign: #3, 16(15%)
minecraft.used.red_wool: #3, 1760(15%)
minecraft.picked_up.oak_log: #3, 7507(9%)
minecraft.custom.aviate_one_cm: #3, 615279185(9%)
minecraft.dropped.netherite_leggings: #2, 3(14%)
minecraft.killed_by.ravager: #2, 4(29%)
minecraft.mined.wheat: #3, 7517(10%)
minecraft.used.warped_hyphae: #2, 294(20%)
minecraft.picked_up.birch_sapling: #3, 811(9%)
minecraft.crafted.diamond: #3, 1071(11%)
minecraft.crafted.green_carpet: #3, 255(20%)
minecraft.dropped.polished_deepslate_wall: #2, 68(35%)
minecraft.mined.player_head: #3, 36(10%)
minecraft.dropped.dark_oak_sign: #2, 10(11%)
minecraft.picked_up.green_bed: #2, 43(20%)
minecraft.crafted.black_stained_glass_pane: #2, 632(10%)
minecraft.used.jungle_button: #2, 12(19%)
minecraft.dropped.birch_sapling: #3, 117(16%)
minecraft.mined.fern: #3, 308(13%)
minecraft.dropped.bricks: #2, 73(27%)
minecraft.killed_by.phantom: #2, 2(22%)
minecraft.used.cod_bucket: #2, 8(44%)
minecraft.used.warped_sign: #2, 65(12%)
minecraft.dropped.leather_boots: #3, 33(12%)
minecraft.custom.interact_with_cartography_table: #3, 41(18%)
minecraft.dropped.poppy: #3, 3954(9%)
minecraft.mined.wet_sponge: #2, 779(12%)
minecraft.picked_up.black_glazed_terracotta: #2, 12(32%)
minecraft.used.stripped_spruce_wood: #2, 72(11%)
minecraft.picked_up.wet_sponge: #2, 789(12%)
minecraft.used.diamond_chestplate: #2, 2(12%)
minecraft.crafted.spruce_pressure_plate: #3, 14(13%)
minecraft.mined.crimson_hyphae: #2, 6(43%)
minecraft.crafted.andesite_wall: #3, 252(17%)
minecraft.picked_up.black_banner: #2, 4(21%)
minecraft.used.crimson_door: #2, 4(21%)
minecraft.used.birch_fence: #3, 146(15%)
minecraft.mined.stripped_crimson_hyphae: #2, 50(25%)
minecraft.mined.cobbled_deepslate: #3, 522(9%)
minecraft.used.rail: #3, 2261(9%)
minecraft.used.cooked_beef: #3, 1213(9%)
minecraft.mined.purple_stained_glass: #2, 20(41%)
minecraft.mined.birch_wall_sign: #3, 39(10%)
minecraft.used.copper_ore: #3, 817(11%)
minecraft.picked_up.lead: #3, 204(8%)
minecraft.dropped.deepslate_tile_slab: #3, 81(15%)
minecraft.crafted.jukebox: #2, 2(20%)
minecraft.picked_up.warped_door: #2, 4(20%)
minecraft.picked_up.blaze_rod: #3, 254(9%)
minecraft.mined.twisting_vines: #2, 92(7%)
minecraft.crafted.brick_wall: #2, 42(17%)
minecraft.mined.white_stained_glass_pane: #3, 44(14%)
minecraft.used.cornflower: #3, 22(17%)
minecraft.dropped.golden_leggings: #3, 33(11%)
minecraft.picked_up.cornflower: #2, 262(6%)
minecraft.crafted.firework_rocket: #3, 36385(11%)
minecraft.dropped.quartz_block: #2, 24(29%)
minecraft.crafted.bone_meal: #3, 76878(9%)
minecraft.used.spruce_trapdoor: #4, 1678(12%)
minecraft.dropped.green_carpet: #2, 39(37%)
minecraft.used.dark_oak_button: #2, 24(7%)
minecraft.crafted.soul_campfire: #2, 44(16%)
minecraft.mined.orange_wool: #3, 89(23%)
minecraft.picked_up.sugar: #3, 105(16%)
minecraft.used.dragon_head: #3, 5(21%)
minecraft.used.green_bed: #2, 32(15%)
minecraft.dropped.baked_potato: #3, 431(10%)
minecraft.used.spruce_wood: #3, 556(16%)
minecraft.picked_up.phantom_membrane: #4, 112(12%)
minecraft.killed.cat: #2, 7(21%)
minecraft.dropped.experience_bottle: #2, 169(26%)
minecraft.dropped.purple_wool: #2, 58(34%)
minecraft.used.soul_campfire: #2, 30(14%)
minecraft.used.music_disc_cat: #2, 2(50%)
minecraft.mined.dragon_head: #2, 3(33%)
minecraft.mined.purple_stained_glass_pane: #2, 3(33%)
minecraft.dropped.charcoal: #2, 2(33%)
minecraft.killed_by.pillager: #2, 1(33%)
minecraft.crafted.spruce_wood: #3, 591(15%)
minecraft.picked_up.granite: #3, 10724(8%)
minecraft.dropped.golden_helmet: #3, 28(10%)
minecraft.used.experience_bottle: #3, 1098(15%)
minecraft.picked_up.blaze_powder: #3, 33(14%)
minecraft.used.warped_trapdoor: #3, 133(13%)
minecraft.picked_up.crossbow: #3, 22(10%)
minecraft.dropped.brown_carpet: #2, 5(31%)
minecraft.dropped.warped_slab: #2, 8(19%)
minecraft.picked_up.lapis_block: #3, 114(13%)
minecraft.crafted.smooth_quartz: #3, 1565(15%)
minecraft.mined.white_banner: #2, 3(9%)
minecraft.mined.potted_azalea_bush: #2, 2(18%)
minecraft.used.cyan_carpet: #2, 17(23%)
minecraft.used.oak_wood: #3, 828(13%)
minecraft.mined.smooth_quartz: #3, 61(13%)
minecraft.crafted.ender_chest: #3, 23(8%)
minecraft.dropped.deepslate_bricks: #3, 131(17%)
minecraft.dropped.golden_chestplate: #3, 32(9%)
minecraft.dropped.nautilus_shell: #2, 5(29%)
minecraft.picked_up.stone: #3, 126311(7%)
minecraft.used.cobblestone_stairs: #3, 216(9%)
minecraft.dropped.glass: #3, 681(9%)
minecraft.mined.tall_grass: #3, 905(7%)
minecraft.dropped.pumpkin_pie: #2, 48(14%)
minecraft.dropped.hay_block: #2, 28(12%)
minecraft.crafted.blackstone_slab: #3, 366(17%)
minecraft.picked_up.soul_campfire: #2, 4(21%)
minecraft.mined.black_wool: #3, 53(13%)
minecraft.picked_up.honeycomb_block: #3, 76(18%)
minecraft.killed.salmon: #3, 19(13%)
minecraft.picked_up.crimson_hyphae: #2, 5(42%)
minecraft.mined.gold_ore: #3, 808(7%)
minecraft.picked_up.lilac: #3, 128(8%)
minecraft.dropped.iron_ingot: #3, 655(8%)
minecraft.crafted.warped_trapdoor: #3, 136(12%)
minecraft.dropped.firework_star: #2, 2(40%)
minecraft.picked_up.birch_log: #4, 4436(11%)
minecraft.dropped.smooth_quartz_slab: #2, 1(25%)
minecraft.crafted.quartz_stairs: #2, 40(7%)
minecraft.picked_up.warped_stairs: #3, 110(22%)
minecraft.dropped.stripped_warped_hyphae: #2, 22(19%)
minecraft.dropped.rotten_flesh: #4, 11569(11%)
minecraft.dropped.orange_glazed_terracotta: #2, 7(37%)
minecraft.custom.damage_taken: #4, 350893(7%)
minecraft.mined.cyan_concrete_powder: #2, 4(36%)
minecraft.mined.jungle_sign: #2, 3(14%)
minecraft.picked_up.light_gray_concrete_powder: #3, 144(11%)
minecraft.used.acacia_planks: #3, 482(14%)
minecraft.picked_up.charcoal: #3, 44(12%)
minecraft.picked_up.warped_hyphae: #2, 29(17%)
minecraft.mined.mossy_cobblestone: #3, 205(9%)
minecraft.mined.azalea: #4, 298(12%)
minecraft.picked_up.yellow_dye: #3, 92(17%)
minecraft.dropped.nether_brick: #2, 50(14%)
minecraft.dropped.blackstone: #3, 535(9%)
minecraft.picked_up.blue_concrete_powder: #2, 1(17%)
minecraft.killed_by.wither_skeleton: #2, 1(17%)
minecraft.picked_up.enchanted_golden_apple: #2, 1(17%)
minecraft.dropped.brewing_stand: #2, 2(17%)
minecraft.picked_up.crimson_fence_gate: #2, 2(33%)
minecraft.dropped.cyan_carpet: #2, 1(33%)
minecraft.dropped.warped_fence: #2, 3(33%)
minecraft.crafted.warped_planks: #3, 4163(9%)
minecraft.picked_up.warped_stem: #3, 959(8%)
minecraft.dropped.spruce_sapling: #3, 74(10%)
minecraft.dropped.light_blue_terracotta: #2, 7(16%)
minecraft.picked_up.acacia_stairs: #3, 33(15%)
minecraft.crafted.candle: #3, 1336(16%)
minecraft.killed.wither_skeleton: #2, 535(3%)
minecraft.crafted.end_rod: #3, 664(15%)
minecraft.crafted.blue_stained_glass_pane: #2, 16(20%)
minecraft.dropped.light_gray_stained_glass_pane: #2, 53(20%)
minecraft.dropped.beehive: #2, 1(20%)
minecraft.used.stripped_warped_hyphae: #3, 197(23%)
minecraft.picked_up.acacia_fence: #3, 28(18%)
minecraft.mined.warped_hyphae: #2, 5(14%)
minecraft.crafted.polished_deepslate_stairs: #3, 158(9%)
minecraft.dropped.polished_deepslate_stairs: #2, 21(14%)
minecraft.used.brown_concrete_powder: #3, 298(15%)
minecraft.mined.observer: #4, 252(10%)
minecraft.picked_up.yellow_bed: #3, 22(8%)
minecraft.crafted.beacon: #2, 4(4%)
minecraft.dropped.spore_blossom: #2, 5(9%)
minecraft.dropped.red_wool: #3, 107(14%)
minecraft.mined.brick_stairs: #3, 13(19%)
minecraft.crafted.black_wool: #3, 640(12%)
minecraft.crafted.shield: #3, 5(7%)
minecraft.picked_up.shroomlight: #3, 293(6%)
minecraft.picked_up.leather: #4, 1984(10%)
minecraft.crafted.light_gray_candle: #2, 32(13%)
minecraft.used.crimson_fence: #3, 19(19%)
minecraft.picked_up.gold_ore: #4, 336(10%)
minecraft.dropped.stripped_oak_wood: #2, 1(10%)
minecraft.picked_up.crimson_door: #2, 1(17%)
minecraft.killed.iron_golem: #3, 25(17%)
minecraft.crafted.tnt: #4, 2440(13%)
minecraft.used.yellow_bed: #3, 21(8%)
minecraft.dropped.chainmail_leggings: #3, 9(9%)
minecraft.used.green_terracotta: #2, 602(5%)
minecraft.custom.open_chest: #4, 31662(8%)
minecraft.crafted.bread: #4, 1522(12%)
minecraft.picked_up.red_mushroom_block: #3, 741(11%)
minecraft.mined.quartz_slab: #3, 30(10%)
minecraft.picked_up.music_disc_11: #2, 2(14%)
minecraft.picked_up.cod: #2, 263(2%)
minecraft.dropped.stick: #4, 1309(9%)
minecraft.dropped.dark_oak_fence: #3, 19(18%)
minecraft.picked_up.polished_andesite_stairs: #3, 30(12%)
minecraft.picked_up.deepslate: #4, 11406(9%)
minecraft.used.pink_bed: #3, 4(24%)
minecraft.crafted.warped_sign: #3, 81(13%)
minecraft.picked_up.spruce_planks: #4, 1524(10%)
minecraft.dropped.orange_tulip: #2, 2(8%)
minecraft.killed_by.wither: #2, 1(20%)
minecraft.used.dark_oak_slab: #4, 1032(11%)
minecraft.mined.hanging_roots: #3, 226(12%)
minecraft.picked_up.light_gray_wool: #3, 271(9%)
minecraft.crafted.deepslate_bricks: #4, 2280(11%)
minecraft.dropped.white_stained_glass: #3, 35(14%)
minecraft.used.green_concrete_powder: #3, 200(15%)
minecraft.used.warped_stairs: #3, 350(11%)
minecraft.mined.packed_ice: #3, 1643(8%)
minecraft.crafted.purple_terracotta: #2, 128(7%)
minecraft.picked_up.nether_star: #2, 4(2%)
minecraft.crafted.red_shulker_box: #3, 5(6%)
minecraft.picked_up.spruce_slab: #4, 602(9%)
minecraft.picked_up.warped_button: #2, 2(5%)
minecraft.picked_up.green_concrete_powder: #3, 147(17%)
minecraft.used.bee_nest: #3, 12(11%)
minecraft.picked_up.note_block: #3, 65(9%)
minecraft.picked_up.lime_bed: #2, 10(5%)
minecraft.used.furnace_minecart: #3, 10(19%)
minecraft.crafted.furnace_minecart: #3, 10(19%)
minecraft.mined.oak_wood: #3, 80(10%)
minecraft.picked_up.light_blue_wool: #3, 190(9%)
minecraft.picked_up.black_stained_glass: #3, 469(9%)
minecraft.crafted.polished_granite_slab: #3, 64(16%)
minecraft.mined.lime_bed: #2, 10(6%)
minecraft.crafted.sticky_piston: #4, 259(10%)
minecraft.killed.mooshroom: #2, 1(14%)
minecraft.dropped.cornflower: #3, 14(14%)
minecraft.picked_up.bookshelf: #3, 81(7%)
minecraft.dropped.andesite_wall: #3, 37(21%)
minecraft.dropped.warped_trapdoor: #2, 2(7%)
minecraft.picked_up.gold_ingot: #4, 351(11%)
minecraft.picked_up.purple_dye: #2, 6(8%)
minecraft.crafted.piston: #4, 651(9%)
minecraft.used.birch_wood: #3, 132(10%)
minecraft.picked_up.brown_wool: #3, 196(11%)
minecraft.mined.yellow_bed: #3, 18(7%)
minecraft.used.stone_stairs: #4, 395(11%)
minecraft.crafted.dripstone_block: #3, 6268(10%)
minecraft.crafted.jungle_sign: #3, 33(10%)
minecraft.crafted.nautilus_shell: #3, 10(24%)
minecraft.used.lead: #3, 7(8%)
minecraft.dropped.dark_oak_button: #3, 12(17%)
minecraft.crafted.hopper: #4, 1065(8%)
minecraft.crafted.brown_concrete_powder: #3, 344(15%)
minecraft.mined.smithing_table: #3, 10(9%)
minecraft.picked_up.raw_copper: #4, 10331(8%)
minecraft.crafted.honeycomb_block: #3, 1748(15%)
minecraft.used.music_disc_11: #2, 1(9%)
minecraft.picked_up.tnt: #4, 160(11%)
minecraft.picked_up.diamond_sword: #4, 48(8%)
minecraft.mined.red_mushroom_block: #3, 622(6%)
minecraft.mined.chorus_plant: #4, 59(13%)
minecraft.picked_up.sandstone_wall: #2, 8(3%)
minecraft.dropped.leather_helmet: #4, 25(10%)
minecraft.picked_up.bow: #4, 202(8%)
minecraft.picked_up.copper_ore: #4, 933(9%)
minecraft.picked_up.iron_hoe: #3, 2(12%)
minecraft.dropped.chorus_fruit: #3, 13(22%)
minecraft.picked_up.music_disc_13: #3, 2(11%)
minecraft.mined.copper_ore: #4, 2714(8%)
minecraft.crafted.grindstone: #3, 99(5%)
minecraft.used.coal_block: #3, 277(8%)
minecraft.dropped.polished_andesite_slab: #2, 3(5%)
minecraft.dropped.podzol: #3, 42(14%)
minecraft.used.snowball: #4, 445(10%)
minecraft.dropped.porkchop: #3, 20(11%)
minecraft.dropped.honeycomb: #3, 314(18%)
minecraft.dropped.blue_wool: #2, 10(4%)
minecraft.picked_up.red_tulip: #3, 247(11%)
minecraft.used.barrel: #4, 330(8%)
minecraft.dropped.lapis_ore: #3, 4(17%)
minecraft.crafted.chainmail_boots: #3, 12(17%)
minecraft.picked_up.gunpowder: #4, 1506(8%)
minecraft.picked_up.jungle_boat: #4, 15(19%)
minecraft.used.calcite: #4, 1241(9%)
minecraft.dropped.wither_skeleton_skull: #2, 4(1%)
minecraft.dropped.melon: #2, 39(2%)
minecraft.dropped.smooth_quartz_stairs: #3, 9(20%)
minecraft.dropped.magenta_wool: #2, 1(0%)
minecraft.picked_up.red_wool: #4, 1208(11%)
minecraft.dropped.nether_star: #3, 1(25%)
minecraft.dropped.soul_lantern: #3, 1(20%)
minecraft.crafted.cyan_bed: #3, 4(14%)
minecraft.used.spruce_slab: #4, 1509(8%)
minecraft.mined.stripped_jungle_wood: #3, 23(12%)
minecraft.mined.dark_oak_trapdoor: #4, 66(9%)
minecraft.picked_up.leather_leggings: #4, 23(8%)
minecraft.used.brick_stairs: #3, 109(10%)
minecraft.crafted.barrel: #4, 251(8%)
minecraft.used.crimson_slab: #3, 64(11%)
minecraft.mined.jungle_wood: #3, 11(23%)
minecraft.dropped.polished_diorite: #3, 35(10%)
minecraft.crafted.melon: #3, 2973(11%)
minecraft.killed.phantom: #4, 87(9%)
minecraft.crafted.magenta_dye: #4, 171(8%)
minecraft.crafted.dark_oak_planks: #4, 6764(8%)
minecraft.mined.birch_sapling: #4, 20(11%)
minecraft.mined.tnt: #4, 55(11%)
minecraft.picked_up.white_stained_glass: #4, 189(11%)
minecraft.dropped.moss_block: #4, 456(9%)
minecraft.picked_up.iron_nugget: #4, 663(7%)
minecraft.crafted.birch_fence: #4, 126(13%)
minecraft.picked_up.stripped_jungle_wood: #3, 20(11%)
minecraft.dropped.brown_wool: #3, 61(17%)
minecraft.used.stripped_jungle_wood: #3, 19(11%)
minecraft.picked_up.chorus_fruit: #4, 501(11%)
minecraft.crafted.acacia_wood: #3, 234(8%)
minecraft.crafted.ender_eye: #3, 56(4%)
minecraft.mined.potted_cactus: #3, 1(17%)
minecraft.dropped.snowball: #3, 317(5%)
minecraft.used.light_gray_terracotta: #3, 382(8%)
minecraft.picked_up.acacia_wood: #3, 58(14%)
minecraft.mined.warped_door: #3, 2(13%)
minecraft.dropped.acacia_slab: #3, 5(20%)
minecraft.broken.wooden_pickaxe: #3, 1(20%)
minecraft.broken.iron_hoe: #3, 1(20%)
minecraft.picked_up.chainmail_chestplate: #4, 7(9%)
minecraft.mined.cave_vines: #4, 49(8%)
minecraft.crafted.crimson_fence: #3, 21(10%)
minecraft.crafted.polished_deepslate_wall: #3, 84(5%)
minecraft.picked_up.heart_of_the_sea: #3, 7(11%)
minecraft.killed.cod: #4, 125(10%)
minecraft.custom.animals_bred: #4, 767(7%)
minecraft.picked_up.pink_dye: #3, 30(13%)
minecraft.dropped.book: #3, 38(13%)
minecraft.picked_up.spyglass: #4, 8(10%)
minecraft.used.stripped_crimson_hyphae: #3, 10(19%)
minecraft.crafted.warped_stairs: #4, 432(13%)
minecraft.crafted.conduit: #3, 1(25%)
minecraft.crafted.blackstone_wall: #3, 54(15%)
minecraft.crafted.torch: #4, 9196(7%)
minecraft.picked_up.dripstone_block: #4, 1247(7%)
minecraft.mined.green_bed: #3, 19(10%)
minecraft.picked_up.white_tulip: #3, 193(7%)
minecraft.killed.wolf: #3, 1(14%)
minecraft.picked_up.brewing_stand: #4, 23(9%)
minecraft.dropped.birch_fence: #3, 2(12%)
minecraft.crafted.cyan_concrete_powder: #3, 80(12%)
minecraft.dropped.golden_boots: #4, 28(9%)
minecraft.dropped.big_dripleaf: #3, 28(14%)
minecraft.used.birch_sign: #4, 108(7%)
minecraft.mined.black_stained_glass: #3, 268(6%)
minecraft.used.oxidized_copper: #4, 855(10%)
minecraft.used.acacia_wood: #3, 186(7%)
minecraft.used.egg: #4, 379(6%)
minecraft.crafted.cyan_carpet: #3, 12(17%)
minecraft.mined.grindstone: #4, 62(8%)
minecraft.mined.light_gray_bed: #3, 8(22%)
minecraft.crafted.stonecutter: #4, 19(7%)
minecraft.mined.player_wall_head: #4, 14(8%)
minecraft.picked_up.light_gray_bed: #3, 8(21%)
minecraft.dropped.wooden_axe: #3, 1(12%)
minecraft.picked_up.crimson_stem: #5, 841(11%)
minecraft.crafted.crimson_slab: #3, 96(7%)
minecraft.mined.brown_wool: #3, 16(8%)
minecraft.crafted.polished_andesite_stairs: #4, 72(18%)
minecraft.picked_up.polished_andesite_slab: #3, 24(8%)
minecraft.picked_up.mossy_cobblestone: #4, 256(8%)
minecraft.dropped.chainmail_chestplate: #4, 10(12%)
minecraft.dropped.jungle_leaves: #3, 14(10%)
minecraft.dropped.dropper: #3, 9(10%)
minecraft.used.bookshelf: #5, 745(11%)
minecraft.crafted.flint_and_steel: #3, 13(2%)
minecraft.picked_up.crimson_sign: #3, 2(11%)
minecraft.dropped.golden_horse_armor: #3, 1(11%)
minecraft.mined.warped_trapdoor: #4, 20(11%)
minecraft.picked_up.brown_dye: #3, 16(8%)
minecraft.used.crimson_fence_gate: #3, 2(13%)
minecraft.crafted.ender_pearl: #3, 33(8%)
minecraft.mined.sweet_berry_bush: #4, 95(10%)
minecraft.picked_up.black_concrete_powder: #3, 358(4%)
minecraft.used.nether_wart_block: #4, 99(11%)
minecraft.dropped.chicken: #4, 22(8%)
minecraft.picked_up.creeper_head: #3, 1(10%)
minecraft.crafted.white_terracotta: #4, 168(12%)
minecraft.mined.cornflower: #4, 48(8%)
minecraft.used.crimson_stem: #4, 176(10%)
minecraft.killed.squid: #4, 164(6%)
minecraft.picked_up.orange_tulip: #3, 190(4%)
minecraft.dropped.warped_sign: #4, 6(15%)
minecraft.dropped.fire_coral_block: #3, 2(15%)
minecraft.used.green_stained_glass: #3, 574(4%)
minecraft.used.smooth_quartz_slab: #4, 1087(11%)
minecraft.killed_by.zombie_villager: #3, 2(9%)
minecraft.picked_up.blue_stained_glass: #3, 2(9%)
minecraft.picked_up.jungle_sign: #3, 14(4%)
minecraft.crafted.green_terracotta: #3, 616(4%)
minecraft.dropped.light_gray_wool: #3, 60(5%)
minecraft.picked_up.magenta_wool: #3, 59(4%)
minecraft.picked_up.nether_brick_stairs: #3, 6(5%)
minecraft.used.cyan_concrete_powder: #3, 42(8%)
minecraft.dropped.spruce_door: #3, 2(6%)
minecraft.dropped.light_blue_dye: #3, 9(7%)
minecraft.mined.magenta_stained_glass: #3, 16(3%)
minecraft.used.flint_and_steel: #4, 325(5%)
minecraft.picked_up.blue_dye: #4, 56(13%)
minecraft.crafted.light_blue_shulker_box: #3, 3(4%)
minecraft.custom.bell_ring: #4, 77(11%)
minecraft.picked_up.stripped_acacia_wood: #3, 33(6%)
minecraft.used.light_gray_bed: #3, 3(7%)
minecraft.mined.oxidized_copper: #4, 1204(8%)
minecraft.dropped.ink_sac: #3, 42(2%)
minecraft.crafted.name_tag: #3, 151(5%)
minecraft.crafted.gold_ingot: #5, 17735(9%)
minecraft.dropped.cyan_wool: #3, 129(12%)
minecraft.dropped.sweet_berries: #4, 48(10%)
minecraft.used.orange_bed: #3, 40(6%)
minecraft.crafted.crimson_fence_gate: #3, 3(9%)
minecraft.mined.orange_bed: #3, 39(6%)
minecraft.dropped.bone: #4, 1740(5%)
minecraft.picked_up.oxidized_copper: #4, 1241(7%)
minecraft.mined.green_terracotta: #3, 56(4%)
minecraft.used.stripped_warped_stem: #3, 63(6%)
minecraft.dropped.cod: #3, 47(2%)
minecraft.picked_up.grindstone: #4, 60(6%)
minecraft.mined.acacia_wood: #3, 9(5%)
minecraft.picked_up.orange_bed: #3, 36(5%)
minecraft.mined.polished_andesite_stairs: #4, 21(12%)
minecraft.dropped.coarse_dirt: #4, 128(9%)
minecraft.used.tube_coral: #3, 6(3%)
minecraft.dropped.snow: #4, 1330(12%)
minecraft.crafted.purple_stained_glass_pane: #3, 32(9%)
minecraft.dropped.brown_dye: #3, 2(7%)
minecraft.used.blackstone: #5, 2367(10%)
minecraft.dropped.writable_book: #4, 4(6%)
minecraft.dropped.lime_bed: #3, 2(8%)
minecraft.dropped.crimson_planks: #3, 5(5%)
minecraft.dropped.brick: #3, 31(2%)
minecraft.dropped.yellow_stained_glass: #3, 5(6%)
minecraft.used.diamond_hoe: #4, 22062(6%)
minecraft.picked_up.stone_stairs: #4, 253(6%)
minecraft.picked_up.packed_ice: #4, 1477(7%)
minecraft.mined.infested_stone_bricks: #3, 7(6%)
minecraft.picked_up.warped_trapdoor: #4, 26(9%)
minecraft.used.grindstone: #4, 130(6%)
minecraft.used.black_stained_glass_pane: #4, 428(9%)
minecraft.used.wooden_hoe: #4, 109(12%)
minecraft.mined.weathered_cut_copper: #3, 1(4%)
minecraft.picked_up.weathered_cut_copper: #3, 1(4%)
minecraft.dropped.oxidized_copper: #3, 69(5%)
minecraft.dropped.iron_sword: #4, 8(5%)
minecraft.picked_up.hanging_roots: #4, 214(8%)
minecraft.crafted.red_terracotta: #4, 268(9%)
minecraft.dropped.raw_iron_block: #3, 21(5%)
minecraft.used.magenta_terracotta: #3, 14(4%)
minecraft.crafted.stick: #4, 15224(4%)
minecraft.mined.jungle_wall_sign: #3, 2(2%)
minecraft.dropped.chiseled_stone_bricks: #3, 24(3%)
minecraft.used.warped_nylium: #4, 35(9%)
minecraft.mined.powder_snow_cauldron: #3, 6(4%)
minecraft.used.bubble_coral: #3, 5(2%)
minecraft.used.oak_button: #4, 15(7%)
minecraft.used.emerald_ore: #4, 6(14%)
minecraft.killed.bee: #3, 2(3%)
minecraft.used.purple_stained_glass: #3, 33(3%)
minecraft.used.purple_stained_glass_pane: #3, 10(4%)
minecraft.used.blue_stained_glass_pane: #3, 2(4%)
minecraft.dropped.black_stained_glass_pane: #3, 6(4%)
minecraft.dropped.furnace: #4, 4(11%)
minecraft.crafted.oak_trapdoor: #5, 296(8%)
minecraft.used.cooked_mutton: #4, 19(6%)
minecraft.dropped.warped_fungus: #3, 1(2%)
minecraft.used.string: #4, 1185(4%)
minecraft.picked_up.red_banner: #4, 6(15%)
minecraft.dropped.spruce_sign: #4, 16(7%)
minecraft.dropped.carved_pumpkin: #4, 43(5%)
minecraft.dropped.beetroot_seeds: #3, 21(1%)
minecraft.picked_up.granite_wall: #4, 8(13%)
minecraft.dropped.fire_charge: #3, 4(1%)
minecraft.dropped.melon_slice: #3, 111(1%)
minecraft.dropped.pink_dye: #3, 3(1%)
minecraft.crafted.bell: #3, 12(2%)
minecraft.mined.polished_granite: #4, 24(7%)
minecraft.crafted.black_glazed_terracotta: #3, 12(1%)
minecraft.dropped.painting: #3, 7(1%)
minecraft.dropped.smooth_sandstone_stairs: #3, 1(1%)
minecraft.picked_up.warped_fence_gate: #4, 14(13%)
minecraft.killed.turtle: #3, 1(1%)
minecraft.mined.lantern: #5, 52(9%)
minecraft.custom.interact_with_crafting_table: #5, 3112(7%)
minecraft.used.blackstone_stairs: #4, 62(11%)
minecraft.used.polished_granite_slab: #4, 38(11%)
minecraft.dropped.egg: #5, 335(9%)
minecraft.used.blackstone_slab: #4, 272(8%)
minecraft.used.jungle_leaves: #4, 90(10%)
minecraft.picked_up.smithing_table: #4, 14(7%)
minecraft.picked_up.polished_granite_slab: #4, 34(10%)
minecraft.picked_up.candle: #4, 56(7%)
minecraft.dropped.azalea_leaves: #4, 89(7%)
minecraft.picked_up.grass_block: #5, 25365(7%)
minecraft.dropped.salmon: #4, 4(8%)
minecraft.crafted.polished_granite: #5, 480(11%)
minecraft.used.spruce_planks: #5, 3804(8%)
minecraft.crafted.granite_stairs: #4, 24(15%)
minecraft.crafted.firework_star: #4, 169(15%)
minecraft.used.diamond_pickaxe: #5, 234669(7%)
minecraft.used.purple_bed: #4, 5(18%)
minecraft.dropped.iron_shovel: #4, 6(5%)
minecraft.used.deepslate: #5, 3325(7%)
minecraft.crafted.smooth_quartz_stairs: #4, 64(11%)
minecraft.crafted.lead: #4, 24(5%)
minecraft.mined.iron_door: #5, 17(10%)
minecraft.dropped.netherite_pickaxe: #4, 5(4%)
minecraft.crafted.birch_wood: #4, 135(8%)
minecraft.picked_up.crimson_fence: #4, 4(17%)
minecraft.dropped.wooden_hoe: #4, 1(14%)
minecraft.dropped.azure_bluet: #4, 6(7%)
minecraft.mined.jungle_stairs: #4, 19(6%)
minecraft.mined.dispenser: #5, 46(8%)
minecraft.dropped.barrel: #4, 5(6%)
minecraft.mined.brewing_stand: #5, 22(9%)
minecraft.mined.crimson_planks: #4, 8(16%)
minecraft.mined.light_blue_wool: #4, 44(7%)
minecraft.crafted.purple_shulker_box: #4, 1(10%)
minecraft.crafted.spruce_stairs: #5, 664(8%)
minecraft.picked_up.milk_bucket: #4, 3(9%)
minecraft.mined.light_gray_wool: #4, 13(10%)
minecraft.used.spruce_stairs: #5, 642(7%)
minecraft.mined.deepslate_tile_slab: #5, 319(7%)
minecraft.dropped.spruce_slab: #5, 67(11%)
minecraft.picked_up.coal: #5, 12310(7%)
minecraft.dropped.gunpowder: #4, 365(3%)
minecraft.mined.jungle_button: #4, 2(12%)
minecraft.dropped.iron_horse_armor: #4, 1(12%)
minecraft.dropped.calcite: #4, 30(4%)
minecraft.dropped.crossbow: #4, 11(5%)
minecraft.picked_up.spruce_stairs: #5, 206(7%)
minecraft.mined.purple_bed: #4, 4(15%)
minecraft.crafted.deepslate: #4, 66(7%)
minecraft.picked_up.elytra: #5, 56(7%)
minecraft.picked_up.smooth_quartz_slab: #4, 80(6%)
minecraft.mined.moss_block: #5, 3075(7%)
minecraft.mined.crimson_slab: #4, 6(10%)
minecraft.mined.oak_log: #5, 4789(7%)
