stat, rank, value, (percentage) 
minecraft.picked_up.brown_mushroom: #8, 145(4%)
minecraft.picked_up.gold_ore: #8, 136(4%)
minecraft.dropped.acacia_sapling: #7, 1(0%)
minecraft.mined.deepslate_diamond_ore: #8, 99(4%)
minecraft.picked_up.cactus: #8, 837(4%)
minecraft.picked_up.leather_boots: #8, 14(4%)
minecraft.picked_up.polished_blackstone_stairs: #8, 61(6%)
minecraft.used.dispenser: #8, 68(4%)
minecraft.picked_up.smooth_basalt: #8, 718(4%)
minecraft.mined.cobblestone_stairs: #8, 22(4%)
minecraft.picked_up.grass: #8, 122(4%)
minecraft.mined.chipped_anvil: #8, 5(4%)
minecraft.crafted.iron_helmet: #8, 3(3%)
minecraft.crafted.iron_boots: #8, 3(3%)
minecraft.killed_by.creeper: #8, 5(4%)
minecraft.picked_up.birch_slab: #8, 35(4%)
minecraft.dropped.moss_block: #8, 195(4%)
minecraft.dropped.bow: #8, 58(3%)
minecraft.mined.smooth_basalt: #8, 474(3%)
minecraft.dropped.shield: #8, 2(5%)
minecraft.used.elytra: #8, 9(5%)
minecraft.crafted.iron_leggings: #8, 3(3%)
minecraft.dropped.golden_chestplate: #8, 12(4%)
minecraft.used.deepslate_lapis_ore: #8, 8(5%)
minecraft.picked_up.jack_o_lantern: #8, 31(5%)
minecraft.dropped.apple: #8, 33(3%)
minecraft.picked_up.golden_apple: #8, 11(4%)
minecraft.picked_up.clay: #8, 143(4%)
minecraft.used.rose_bush: #8, 5(3%)
minecraft.picked_up.purpur_stairs: #8, 8(4%)
minecraft.used.axolotl_bucket: #8, 14(3%)
minecraft.used.iron_shovel: #8, 2216(3%)
minecraft.mined.purpur_block: #8, 61(3%)
minecraft.dropped.chainmail_boots: #8, 4(4%)
minecraft.used.deepslate_copper_ore: #8, 9(5%)
minecraft.dropped.shears: #8, 10(2%)
minecraft.used.nether_quartz_ore: #8, 159(3%)
minecraft.picked_up.iron_horse_armor: #8, 1(3%)
minecraft.mined.birch_slab: #8, 16(2%)
minecraft.dropped.oak_stairs: #8, 8(3%)
minecraft.dropped.oak_slab: #8, 11(3%)
minecraft.dropped.oak_trapdoor: #8, 7(3%)
minecraft.mined.grindstone: #8, 15(2%)
minecraft.used.lantern: #9, 245(6%)
minecraft.picked_up.raw_gold_block: #8, 4(4%)
minecraft.crafted.iron_block: #8, 1108(1%)
minecraft.used.warped_fence: #8, 12(3%)
minecraft.used.redstone: #9, 1258(5%)
minecraft.mined.fern: #8, 41(2%)
minecraft.custom.leave_game: #10, 699(4%)
minecraft.picked_up.quartz_block: #8, 65(2%)
minecraft.picked_up.acacia_planks: #8, 32(2%)
minecraft.mined.diamond_block: #8, 18(2%)
minecraft.used.orange_terracotta: #8, 45(1%)
minecraft.dropped.salmon: #8, 1(2%)
minecraft.used.wooden_sword: #8, 10(2%)
minecraft.mined.clay: #9, 326(5%)
minecraft.dropped.white_wool: #8, 9(1%)
minecraft.crafted.birch_boat: #8, 3(1%)
minecraft.crafted.warped_stairs: #8, 32(1%)
minecraft.picked_up.dead_bush: #8, 38(1%)
minecraft.dropped.wheat: #8, 53(1%)
minecraft.mined.diamond_ore: #9, 249(4%)
minecraft.mined.redstone_ore: #9, 1104(4%)
minecraft.used.moss_carpet: #9, 843(5%)
minecraft.mined.hanging_roots: #8, 18(1%)
minecraft.mined.stripped_oak_wood: #8, 8(1%)
minecraft.dropped.birch_boat: #8, 2(1%)
minecraft.used.chorus_flower: #8, 1(1%)
minecraft.picked_up.ice: #8, 433(1%)
minecraft.used.brown_mushroom_block: #8, 72(1%)
minecraft.dropped.jungle_fence: #8, 2(1%)
minecraft.picked_up.green_carpet: #8, 2(1%)
minecraft.mined.polished_blackstone_wall: #8, 1(1%)
minecraft.mined.nether_brick_stairs: #8, 1(1%)
minecraft.picked_up.nether_brick_stairs: #8, 1(1%)
minecraft.dropped.spruce_stairs: #8, 1(1%)
minecraft.mined.snow_block: #8, 35(1%)
minecraft.dropped.name_tag: #8, 1(1%)
minecraft.dropped.pointed_dripstone: #8, 5(0%)
minecraft.used.glow_berries: #9, 155(5%)
minecraft.used.trident: #8, 26(0%)
minecraft.crafted.light_blue_wool: #8, 1(1%)
minecraft.mined.oak_slab: #9, 63(5%)
minecraft.dropped.sea_lantern: #8, 1(0%)
minecraft.picked_up.rabbit_hide: #8, 2(0%)
minecraft.crafted.magenta_stained_glass: #8, 8(0%)
minecraft.dropped.spruce_boat: #8, 1(0%)
minecraft.crafted.green_wool: #8, 1(0%)
minecraft.picked_up.brain_coral_block: #8, 7(0%)
minecraft.picked_up.blue_ice: #8, 3(0%)
minecraft.mined.emerald_block: #8, 2(0%)
minecraft.used.medium_amethyst_bud: #8, 1(0%)
minecraft.dropped.light_gray_wool: #8, 1(0%)
minecraft.crafted.sponge: #8, 1(0%)
minecraft.used.cut_sandstone: #8, 2(0%)
minecraft.crafted.chiseled_stone_bricks: #8, 1(0%)
minecraft.picked_up.diamond_ore: #9, 83(4%)
minecraft.custom.interact_with_lectern: #9, 62(3%)
minecraft.crafted.diamond_shovel: #9, 5(4%)
minecraft.crafted.chain: #9, 330(4%)
minecraft.picked_up.diamond_leggings: #9, 15(4%)
minecraft.mined.lantern: #9, 24(4%)
minecraft.crafted.shield: #9, 3(4%)
minecraft.picked_up.golden_helmet: #9, 11(4%)
minecraft.picked_up.baked_potato: #9, 410(3%)
minecraft.mined.chain: #9, 46(4%)
minecraft.used.glow_item_frame: #9, 22(4%)
minecraft.picked_up.deepslate_diamond_ore: #9, 40(4%)
minecraft.used.player_head: #9, 31(3%)
minecraft.used.dropper: #9, 77(4%)
minecraft.dropped.lapis_lazuli: #9, 24(4%)
minecraft.crafted.diamond_hoe: #9, 2(3%)
minecraft.mined.oak_sapling: #9, 13(3%)
minecraft.killed.squid: #9, 66(2%)
minecraft.mined.purpur_stairs: #9, 9(4%)
minecraft.dropped.golden_helmet: #9, 8(3%)
minecraft.crafted.oak_stairs: #9, 76(3%)
minecraft.custom.inspect_dropper: #10, 371(6%)
minecraft.used.spruce_boat: #9, 11(2%)
minecraft.dropped.iron_pickaxe: #9, 2(3%)
minecraft.picked_up.ink_sac: #9, 237(2%)
minecraft.picked_up.deepslate_gold_ore: #9, 23(2%)
minecraft.broken.iron_shovel: #9, 7(2%)
minecraft.dropped.leather: #9, 32(2%)
minecraft.mined.cocoa: #9, 35(2%)
minecraft.dropped.stone_pickaxe: #9, 2(2%)
minecraft.dropped.phantom_membrane: #9, 7(3%)
minecraft.picked_up.soul_soil: #9, 219(2%)
minecraft.used.dragon_egg: #9, 2(3%)
minecraft.dropped.carved_pumpkin: #9, 15(2%)
minecraft.crafted.flint_and_steel: #9, 8(1%)
minecraft.used.diamond_block: #9, 27(2%)
minecraft.used.gray_carpet: #9, 89(2%)
minecraft.picked_up.dragon_egg: #9, 2(3%)
minecraft.crafted.gray_carpet: #9, 105(2%)
minecraft.picked_up.cobbled_deepslate_slab: #9, 24(2%)
minecraft.used.stone_pressure_plate: #9, 11(2%)
minecraft.picked_up.tropical_fish: #9, 3(2%)
minecraft.mined.soul_soil: #9, 125(1%)
minecraft.picked_up.emerald_ore: #9, 3(2%)
minecraft.used.andesite_wall: #9, 33(1%)
minecraft.dropped.spruce_sign: #9, 3(1%)
minecraft.used.birch_leaves: #9, 117(1%)
minecraft.crafted.deepslate_tiles: #9, 108(1%)
minecraft.used.glow_lichen: #9, 318(1%)
minecraft.picked_up.redstone: #10, 6515(4%)
minecraft.used.cake: #9, 1(2%)
minecraft.used.string: #9, 146(1%)
minecraft.mined.blackstone_slab: #9, 2(1%)
minecraft.used.cod: #9, 1(1%)
minecraft.crafted.polished_blackstone_stairs: #9, 12(1%)
minecraft.mined.glow_lichen: #9, 144(0%)
minecraft.used.black_stained_glass_pane: #9, 39(1%)
minecraft.crafted.sandstone_slab: #9, 18(1%)
minecraft.crafted.cake: #9, 1(1%)
minecraft.dropped.piston: #9, 1(1%)
minecraft.mined.black_stained_glass_pane: #9, 3(1%)
minecraft.picked_up.bow: #10, 101(4%)
minecraft.used.light_gray_concrete: #9, 36(0%)
minecraft.crafted.pink_stained_glass: #9, 8(1%)
minecraft.used.nether_brick_slab: #9, 6(1%)
minecraft.mined.jungle_sapling: #9, 1(0%)
minecraft.picked_up.polished_blackstone_wall: #9, 1(1%)
minecraft.picked_up.cooked_chicken: #9, 4(0%)
minecraft.picked_up.large_amethyst_bud: #9, 5(0%)
minecraft.dropped.gray_wool: #9, 1(0%)
minecraft.crafted.nether_brick: #9, 32(0%)
minecraft.crafted.nether_brick_slab: #9, 6(0%)
minecraft.mined.deepslate_coal_ore: #10, 516(4%)
minecraft.picked_up.cookie: #9, 4(0%)
minecraft.mined.small_amethyst_bud: #9, 6(0%)
minecraft.mined.snow: #9, 143(0%)
minecraft.picked_up.magenta_wool: #9, 2(0%)
minecraft.used.stripped_oak_wood: #9, 2(0%)
minecraft.mined.blue_ice: #9, 2(0%)
minecraft.dropped.beetroot_seeds: #9, 2(0%)
minecraft.crafted.brown_stained_glass: #9, 8(0%)
minecraft.used.raw_iron_block: #9, 1(0%)
minecraft.picked_up.leather_leggings: #10, 11(4%)
minecraft.mined.grass_block: #10, 17452(3%)
minecraft.mined.birch_planks: #10, 57(4%)
minecraft.crafted.piston: #10, 256(4%)
minecraft.crafted.white_bed: #10, 16(4%)
minecraft.picked_up.oak_slab: #10, 78(4%)
minecraft.crafted.iron_chestplate: #10, 3(4%)
minecraft.used.composter: #10, 69(3%)
minecraft.picked_up.iron_helmet: #10, 5(3%)
minecraft.picked_up.deepslate_iron_ore: #10, 87(3%)
minecraft.picked_up.black_wool: #10, 65(4%)
minecraft.dropped.spruce_planks: #10, 77(3%)
minecraft.used.lapis_ore: #10, 24(4%)
minecraft.crafted.redstone: #10, 2823(2%)
minecraft.used.redstone_block: #10, 75(2%)
minecraft.dropped.diamond_helmet: #10, 2(4%)
minecraft.mined.polished_blackstone_stairs: #10, 36(4%)
minecraft.crafted.iron_bars: #10, 224(2%)
minecraft.used.chipped_anvil: #10, 3(3%)
minecraft.dropped.leather_leggings: #10, 6(2%)
minecraft.crafted.iron_nugget: #10, 1921(2%)
minecraft.custom.sprint_one_cm: #11, 49853463(4%)
minecraft.crafted.cobbled_deepslate_slab: #10, 66(2%)
minecraft.crafted.deepslate_bricks: #10, 456(2%)
minecraft.used.birch_sapling: #10, 92(2%)
minecraft.mined.warped_stem: #10, 174(2%)
minecraft.dropped.leather_helmet: #10, 5(2%)
minecraft.dropped.iron_leggings: #10, 2(2%)
minecraft.crafted.stone_shovel: #10, 6(2%)
minecraft.dropped.arrow: #10, 1029(2%)
minecraft.picked_up.spruce_boat: #10, 14(2%)
minecraft.picked_up.grindstone: #10, 15(2%)
minecraft.picked_up.jungle_planks: #10, 48(2%)
minecraft.picked_up.birch_leaves: #10, 387(1%)
minecraft.picked_up.armor_stand: #10, 11(2%)
minecraft.picked_up.diamond_block: #10, 19(2%)
minecraft.dropped.iron_shovel: #10, 2(2%)
minecraft.crafted.soul_torch: #10, 56(2%)
minecraft.picked_up.andesite_slab: #10, 13(2%)
minecraft.mined.jungle_leaves: #10, 325(1%)
minecraft.used.black_concrete: #10, 260(1%)
minecraft.picked_up.white_concrete_powder: #10, 128(1%)
minecraft.crafted.warped_planks: #10, 568(1%)
minecraft.dropped.written_book: #10, 1(2%)
minecraft.used.cooked_porkchop: #10, 27(1%)
minecraft.picked_up.cocoa_beans: #10, 112(1%)
minecraft.mined.smoker: #10, 1(2%)
minecraft.picked_up.yellow_concrete: #10, 34(1%)
minecraft.picked_up.light_gray_concrete_powder: #10, 15(1%)
minecraft.picked_up.polished_blackstone: #10, 23(1%)
minecraft.picked_up.brick: #10, 12(1%)
minecraft.picked_up.smooth_sandstone_stairs: #10, 13(1%)
minecraft.mined.soul_lantern: #10, 4(1%)
minecraft.used.smooth_sandstone_slab: #10, 67(1%)
minecraft.used.oxeye_daisy: #10, 2(1%)
minecraft.dropped.egg: #10, 23(1%)
minecraft.mined.smooth_sandstone_stairs: #10, 11(1%)
minecraft.picked_up.chorus_flower: #10, 2(1%)
minecraft.crafted.cooked_chicken: #10, 5(1%)
minecraft.dropped.spruce_fence: #10, 2(1%)
minecraft.picked_up.brown_mushroom_block: #10, 81(1%)
minecraft.picked_up.hanging_roots: #10, 16(1%)
minecraft.crafted.andesite_stairs: #10, 4(1%)
minecraft.crafted.glistering_melon_slice: #10, 3(1%)
minecraft.dropped.snowball: #10, 31(1%)
minecraft.dropped.diamond: #11, 91(4%)
minecraft.dropped.redstone_block: #10, 2(0%)
minecraft.crafted.white_wool: #10, 64(0%)
minecraft.picked_up.beehive: #10, 3(0%)
minecraft.mined.medium_amethyst_bud: #10, 7(0%)
minecraft.dropped.terracotta: #10, 5(0%)
minecraft.dropped.end_rod: #10, 2(0%)
minecraft.used.prismarine_bricks: #10, 10(0%)
minecraft.crafted.orange_stained_glass: #10, 8(0%)
minecraft.picked_up.medium_amethyst_bud: #10, 5(0%)
minecraft.dropped.crimson_roots: #10, 1(0%)
minecraft.dropped.potato: #10, 57(0%)
minecraft.mined.beetroots: #10, 2(0%)
minecraft.picked_up.small_amethyst_bud: #10, 4(0%)
minecraft.used.snow_block: #10, 51(0%)
minecraft.crafted.dried_kelp: #10, 3(0%)
minecraft.used.prismarine: #10, 2(0%)
minecraft.picked_up.diamond_axe: #11, 18(3%)
minecraft.mined.deepslate_gold_ore: #11, 97(3%)
minecraft.used.diamond_ore: #11, 55(3%)
minecraft.mined.basalt: #11, 3685(3%)
minecraft.picked_up.stonecutter: #11, 28(3%)
minecraft.mined.stonecutter: #11, 27(3%)
minecraft.mined.moss_carpet: #11, 216(3%)
minecraft.crafted.writable_book: #11, 6(3%)
minecraft.crafted.bucket: #11, 115(2%)
minecraft.picked_up.flowering_azalea: #11, 118(3%)
minecraft.used.stonecutter: #11, 27(2%)
minecraft.crafted.diamond_boots: #11, 2(2%)
minecraft.crafted.enchanting_table: #11, 1(3%)
minecraft.picked_up.purpur_pillar: #11, 15(3%)
minecraft.crafted.polished_deepslate: #11, 936(2%)
minecraft.crafted.sticky_piston: #11, 62(2%)
minecraft.broken.stone_axe: #11, 1(3%)
minecraft.picked_up.black_concrete: #11, 282(2%)
minecraft.crafted.stone_pressure_plate: #11, 16(2%)
minecraft.mined.andesite_slab: #11, 10(2%)
minecraft.dropped.golden_leggings: #11, 5(2%)
minecraft.picked_up.seagrass: #11, 40(2%)
minecraft.used.cobblestone_slab: #11, 85(1%)
minecraft.picked_up.warped_stem: #11, 168(1%)
minecraft.mined.gold_block: #11, 24(2%)
minecraft.picked_up.chorus_fruit: #11, 74(2%)
minecraft.used.jungle_log: #11, 62(1%)
minecraft.picked_up.gray_wool: #11, 56(1%)
minecraft.mined.gray_carpet: #11, 9(2%)
minecraft.custom.crouch_one_cm: #12, 6135165(4%)
minecraft.killed.chicken: #11, 13(1%)
minecraft.crafted.player_head: #11, 32(1%)
minecraft.used.written_book: #11, 84(1%)
minecraft.mined.chorus_plant: #11, 5(1%)
minecraft.mined.dragon_wall_head: #11, 1(1%)
minecraft.dropped.chainmail_chestplate: #11, 1(1%)
minecraft.picked_up.charcoal: #11, 4(1%)
minecraft.mined.birch_leaves: #11, 316(1%)
minecraft.used.polished_deepslate_wall: #11, 52(1%)
minecraft.mined.gray_concrete: #11, 128(1%)
minecraft.used.grindstone: #11, 15(1%)
minecraft.crafted.black_stained_glass_pane: #11, 64(1%)
minecraft.used.gray_concrete_powder: #11, 237(1%)
minecraft.used.purpur_pillar: #11, 4(1%)
minecraft.mined.light_gray_concrete: #11, 36(1%)
minecraft.picked_up.light_gray_concrete: #11, 36(1%)
minecraft.crafted.gray_concrete_powder: #11, 280(1%)
minecraft.used.stripped_oak_log: #11, 17(1%)
minecraft.crafted.warped_fence: #11, 6(1%)
minecraft.picked_up.glow_lichen: #11, 119(0%)
minecraft.used.sandstone: #11, 102(0%)
minecraft.crafted.grindstone: #11, 7(0%)
minecraft.mined.large_amethyst_bud: #11, 6(0%)
minecraft.picked_up.nautilus_shell: #11, 1(1%)
minecraft.crafted.gray_wool: #11, 10(0%)
minecraft.mined.gray_wool: #11, 1(0%)
minecraft.dropped.mossy_cobblestone: #11, 2(0%)
minecraft.picked_up.snowball: #11, 295(0%)
minecraft.dropped.black_wool: #11, 1(0%)
minecraft.used.cooked_chicken: #11, 4(0%)
minecraft.used.clay: #11, 2(0%)
minecraft.used.sponge: #11, 7(0%)
minecraft.crafted.snow_block: #11, 60(0%)
minecraft.picked_up.light_blue_stained_glass: #11, 1(0%)
minecraft.picked_up.red_sand: #11, 14(0%)
minecraft.mined.red_sand: #11, 14(0%)
minecraft.crafted.red_sandstone: #11, 1(0%)
minecraft.custom.open_enderchest: #12, 1237(3%)
minecraft.crafted.birch_planks: #12, 2812(3%)
minecraft.used.iron_hoe: #12, 205(4%)
minecraft.picked_up.redstone_block: #12, 127(3%)
minecraft.mined.moss_block: #12, 1169(3%)
minecraft.dropped.diamond_pickaxe: #12, 5(3%)
minecraft.picked_up.diamond_shovel: #12, 14(2%)
minecraft.picked_up.leather_helmet: #12, 6(3%)
minecraft.picked_up.raw_copper: #12, 2747(2%)
minecraft.picked_up.ender_chest: #12, 124(2%)
minecraft.used.ender_chest: #12, 112(2%)
minecraft.custom.inspect_dispenser: #12, 144(2%)
minecraft.used.oak_trapdoor: #12, 78(2%)
minecraft.mined.ender_chest: #12, 101(2%)
minecraft.mined.purpur_pillar: #12, 15(3%)
minecraft.crafted.oak_trapdoor: #12, 66(2%)
minecraft.mined.player_wall_head: #12, 4(2%)
minecraft.picked_up.dark_oak_boat: #12, 7(2%)
minecraft.crafted.diamond_chestplate: #12, 1(2%)
minecraft.used.flower_pot: #12, 17(2%)
minecraft.used.calcite: #12, 230(2%)
minecraft.picked_up.oak_wood: #12, 36(2%)
minecraft.crafted.deepslate_tile_stairs: #12, 23(2%)
minecraft.dropped.bucket: #12, 5(2%)
minecraft.picked_up.nether_wart: #12, 352(1%)
minecraft.used.deepslate_diamond_ore: #12, 12(2%)
minecraft.mined.nether_wart: #12, 77(1%)
minecraft.picked_up.chainmail_chestplate: #12, 1(1%)
minecraft.used.armor_stand: #12, 11(1%)
minecraft.used.deepslate_redstone_ore: #12, 19(1%)
minecraft.picked_up.white_dye: #12, 21(1%)
minecraft.crafted.composter: #12, 14(1%)
minecraft.used.packed_ice: #12, 94(1%)
minecraft.mined.polished_deepslate_wall: #12, 6(1%)
minecraft.mined.crimson_roots: #12, 9(1%)
minecraft.picked_up.cod: #12, 81(1%)
minecraft.picked_up.smoker: #12, 1(1%)
minecraft.used.warped_stem: #12, 25(1%)
minecraft.used.deepslate_tile_wall: #12, 42(1%)
minecraft.dropped.white_dye: #12, 13(1%)
minecraft.crafted.orange_dye: #12, 30(1%)
minecraft.crafted.brown_dye: #12, 30(1%)
minecraft.mined.polished_blackstone: #12, 9(0%)
minecraft.picked_up.light_gray_wool: #12, 15(0%)
minecraft.mined.smooth_quartz: #12, 2(0%)
minecraft.used.weathered_copper: #12, 2(0%)
minecraft.crafted.chiseled_deepslate: #12, 1(0%)
minecraft.crafted.cyan_stained_glass: #12, 8(0%)
minecraft.mined.polished_granite: #12, 1(0%)
minecraft.used.jungle_planks: #12, 29(0%)
minecraft.dropped.cooked_chicken: #12, 1(0%)
minecraft.used.crimson_stem: #12, 4(0%)
minecraft.mined.deepslate_tile_wall: #12, 2(0%)
minecraft.used.green_carpet: #12, 2(0%)
minecraft.dropped.iron_block: #12, 8(0%)
minecraft.picked_up.smooth_quartz: #12, 2(0%)
minecraft.crafted.smithing_table: #12, 1(0%)
minecraft.dropped.orange_terracotta: #12, 1(0%)
minecraft.crafted.red_wool: #12, 1(0%)
minecraft.used.smooth_quartz: #12, 4(0%)
minecraft.dropped.coarse_dirt: #12, 1(0%)
minecraft.picked_up.pink_wool: #12, 1(0%)
minecraft.picked_up.allium: #12, 4(0%)
minecraft.crafted.black_wool: #12, 1(0%)
minecraft.custom.sneak_time: #14, 1591802(4%)
minecraft.mined.dark_oak_log: #13, 1565(3%)
minecraft.picked_up.iron_shovel: #13, 5(2%)
minecraft.picked_up.cobblestone_stairs: #13, 20(2%)
minecraft.picked_up.golden_leggings: #13, 7(2%)
minecraft.killed.skeleton: #13, 599(2%)
minecraft.picked_up.moss_block: #13, 1433(2%)
minecraft.killed.player: #13, 3(2%)
minecraft.crafted.black_dye: #13, 539(2%)
minecraft.used.dark_oak_boat: #13, 6(2%)
minecraft.used.deepslate_tile_slab: #13, 392(1%)
minecraft.broken.iron_axe: #13, 2(2%)
minecraft.picked_up.poppy: #13, 125(1%)
minecraft.crafted.dropper: #13, 34(1%)
minecraft.picked_up.cobweb: #13, 38(2%)
minecraft.used.deepslate_tiles: #13, 445(1%)
minecraft.used.nether_wart: #13, 83(1%)
minecraft.used.jungle_sapling: #13, 21(2%)
minecraft.crafted.redstone_lamp: #13, 38(1%)
minecraft.mined.crimson_nylium: #13, 21(1%)
minecraft.dropped.sandstone: #13, 47(1%)
minecraft.crafted.flower_pot: #13, 14(1%)
minecraft.dropped.leather_chestplate: #13, 3(1%)
minecraft.picked_up.gray_carpet: #13, 12(1%)
minecraft.picked_up.gray_concrete: #13, 93(1%)
minecraft.used.jungle_slab: #13, 28(1%)
minecraft.dropped.spruce_slab: #13, 5(1%)
minecraft.mined.emerald_ore: #13, 3(1%)
minecraft.mined.brown_mushroom_block: #13, 106(1%)
minecraft.crafted.soul_lantern: #13, 9(1%)
minecraft.dropped.observer: #13, 2(1%)
minecraft.used.exposed_copper: #13, 2(1%)
minecraft.used.andesite_stairs: #13, 4(0%)
minecraft.used.cocoa_beans: #13, 15(0%)
minecraft.mined.cobbled_deepslate_slab: #13, 2(0%)
minecraft.dropped.birch_sapling: #13, 2(0%)
minecraft.mined.honey_block: #13, 1(0%)
minecraft.dropped.cod: #13, 5(0%)
minecraft.used.hanging_roots: #13, 1(0%)
minecraft.mined.light_gray_concrete_powder: #13, 1(0%)
minecraft.picked_up.honey_block: #13, 1(0%)
minecraft.crafted.black_stained_glass: #13, 88(0%)
minecraft.picked_up.gray_stained_glass: #13, 1(0%)
minecraft.crafted.light_blue_stained_glass: #13, 8(0%)
minecraft.picked_up.yellow_wool: #13, 3(0%)
minecraft.mined.smooth_sandstone: #13, 4(0%)
minecraft.mined.yellow_wool: #13, 1(0%)
minecraft.used.yellow_wool: #13, 2(0%)
minecraft.picked_up.prismarine_crystals: #13, 6(0%)
minecraft.crafted.smooth_quartz: #13, 5(0%)
minecraft.picked_up.red_mushroom_block: #13, 2(0%)
minecraft.used.experience_bottle: #13, 1(0%)
minecraft.custom.sleep_in_bed: #14, 507(3%)
minecraft.mined.deepslate_redstone_ore: #14, 309(3%)
minecraft.picked_up.diamond_sword: #14, 14(2%)
minecraft.crafted.spruce_planks: #14, 7600(2%)
minecraft.custom.pot_flower: #14, 16(3%)
minecraft.picked_up.dark_oak_log: #14, 1670(2%)
minecraft.crafted.redstone_block: #14, 405(2%)
minecraft.mined.player_head: #14, 8(2%)
minecraft.mined.redstone_torch: #14, 12(2%)
minecraft.crafted.light_blue_dye: #14, 66(2%)
minecraft.picked_up.birch_sapling: #14, 160(2%)
minecraft.picked_up.oak_trapdoor: #14, 32(2%)
minecraft.crafted.shears: #14, 41(2%)
minecraft.used.granite: #14, 353(2%)
minecraft.used.cactus: #14, 108(2%)
minecraft.used.iron_bars: #14, 95(2%)
minecraft.crafted.ender_chest: #14, 5(2%)
minecraft.picked_up.iron_sword: #14, 3(2%)
minecraft.used.oak_slab: #14, 93(1%)
minecraft.crafted.glow_item_frame: #14, 8(2%)
minecraft.custom.player_kills: #14, 2(2%)
minecraft.picked_up.flower_pot: #14, 8(1%)
minecraft.crafted.iron_axe: #14, 5(1%)
minecraft.picked_up.shears: #14, 8(1%)
minecraft.mined.oak_sign: #14, 2(1%)
minecraft.killed.glow_squid: #14, 2(1%)
minecraft.crafted.stonecutter: #14, 3(1%)
minecraft.crafted.cobblestone_stairs: #14, 28(1%)
minecraft.used.oak_button: #14, 3(1%)
minecraft.mined.redstone_block: #14, 16(1%)
minecraft.picked_up.smooth_stone: #14, 64(1%)
minecraft.used.baked_potato: #14, 81(1%)
minecraft.crafted.moss_carpet: #14, 105(1%)
minecraft.crafted.oak_button: #14, 3(1%)
minecraft.picked_up.crimson_nylium: #14, 12(1%)
minecraft.picked_up.red_wool: #14, 62(1%)
minecraft.killed.cave_spider: #14, 42(0%)
minecraft.crafted.compass: #14, 3(1%)
minecraft.mined.yellow_concrete: #14, 17(0%)
minecraft.used.white_banner: #14, 1(0%)
minecraft.mined.pointed_dripstone: #14, 25(0%)
minecraft.used.birch_slab: #14, 7(0%)
minecraft.mined.infested_stone: #14, 1(0%)
minecraft.mined.weathered_copper: #14, 2(0%)
minecraft.picked_up.weathered_copper: #14, 2(0%)
minecraft.used.smooth_sandstone_stairs: #14, 13(0%)
minecraft.used.soul_soil: #14, 7(0%)
minecraft.used.beehive: #14, 2(0%)
minecraft.picked_up.light_blue_wool: #14, 2(0%)
minecraft.used.purpur_block: #14, 1(0%)
minecraft.used.honeycomb: #14, 2(0%)
minecraft.picked_up.beetroot: #14, 1(0%)
minecraft.crafted.bricks: #14, 1(0%)
minecraft.custom.open_barrel: #15, 1849(3%)
minecraft.picked_up.diamond_helmet: #15, 8(3%)
minecraft.custom.interact_with_stonecutter: #15, 127(2%)
minecraft.mined.birch_log: #15, 727(2%)
minecraft.dropped.cooked_beef: #15, 39(3%)
minecraft.killed_by.player: #15, 3(2%)
minecraft.picked_up.azalea: #15, 192(2%)
minecraft.dropped.shulker_box: #15, 5(2%)
minecraft.mined.oak_trapdoor: #15, 19(1%)
minecraft.crafted.gray_dye: #15, 156(1%)
minecraft.dropped.diamond_boots: #15, 1(1%)
minecraft.crafted.dark_oak_fence: #15, 39(1%)
minecraft.used.dark_oak_fence: #15, 34(1%)
minecraft.used.cobblestone_stairs: #15, 24(1%)
minecraft.picked_up.bookshelf: #15, 12(1%)
minecraft.dropped.diamond_shovel: #15, 1(1%)
minecraft.crafted.copper_block: #15, 158(1%)
minecraft.used.moss_block: #15, 378(1%)
minecraft.dropped.diamond_axe: #15, 1(1%)
minecraft.picked_up.salmon: #15, 3(1%)
minecraft.mined.deepslate_tile_stairs: #15, 21(1%)
minecraft.used.deepslate_tile_stairs: #15, 82(1%)
minecraft.crafted.jungle_slab: #15, 30(1%)
minecraft.mined.sandstone: #15, 555(0%)
minecraft.picked_up.sandstone: #15, 555(0%)
minecraft.crafted.charcoal: #15, 6(1%)
minecraft.mined.campfire: #15, 2(0%)
minecraft.crafted.armor_stand: #15, 4(0%)
minecraft.crafted.quartz_block: #15, 97(0%)
minecraft.mined.weeping_vines: #15, 1(0%)
minecraft.picked_up.oxeye_daisy: #15, 8(0%)
minecraft.dropped.grass_block: #15, 123(0%)
minecraft.picked_up.crimson_roots: #15, 6(0%)
minecraft.mined.warped_roots: #15, 5(0%)
minecraft.picked_up.name_tag: #15, 3(0%)
minecraft.used.soul_lantern: #15, 4(0%)
minecraft.crafted.light_gray_concrete_powder: #15, 40(0%)
minecraft.picked_up.cornflower: #15, 8(0%)
minecraft.crafted.mossy_cobblestone: #15, 15(0%)
minecraft.picked_up.pointed_dripstone: #15, 41(0%)
minecraft.mined.nether_sprouts: #15, 2(0%)
minecraft.picked_up.white_stained_glass: #15, 2(0%)
minecraft.dropped.poppy: #15, 18(0%)
minecraft.picked_up.mushroom_stem: #15, 2(0%)
minecraft.used.gold_block: #15, 1(0%)
minecraft.killed.drowned: #15, 15(0%)
minecraft.used.diamond_shovel: #16, 26027(2%)
minecraft.picked_up.birch_log: #16, 854(2%)
minecraft.crafted.bow: #16, 27(2%)
