stat, rank, value, (percentage) 
minecraft.used.red_dye: #5, 5(5%)
minecraft.used.basalt: #6, 1471(7%)
minecraft.crafted.netherite_leggings: #5, 1(7%)
minecraft.mined.daylight_detector: #5, 4(6%)
minecraft.picked_up.daylight_detector: #5, 4(6%)
minecraft.mined.oxidized_cut_copper_stairs: #5, 57(7%)
minecraft.crafted.gray_stained_glass_pane: #5, 160(6%)
minecraft.mined.acacia_sapling: #5, 13(6%)
minecraft.used.cut_copper_stairs: #5, 134(4%)
minecraft.used.birch_button: #5, 7(5%)
minecraft.used.stripped_oak_log: #5, 80(3%)
minecraft.used.glow_berries: #6, 224(7%)
minecraft.mined.mossy_stone_brick_slab: #5, 6(8%)
minecraft.picked_up.comparator: #6, 115(7%)
minecraft.picked_up.stone_stairs: #5, 104(3%)
minecraft.used.acacia_wood: #5, 139(6%)
minecraft.dropped.diamond_hoe: #5, 2(7%)
minecraft.picked_up.netherite_sword: #5, 4(3%)
minecraft.mined.powered_rail: #6, 255(6%)
minecraft.picked_up.cobbled_deepslate_wall: #6, 55(9%)
minecraft.used.diamond_ore: #6, 107(7%)
minecraft.crafted.arrow: #5, 88(6%)
minecraft.used.sticky_piston: #6, 201(6%)
minecraft.mined.crimson_stairs: #5, 4(6%)
minecraft.used.flower_pot: #6, 61(7%)
minecraft.dropped.iron_block: #5, 154(3%)
minecraft.crafted.amethyst_block: #5, 67(6%)
minecraft.picked_up.diamond_ore: #6, 123(6%)
minecraft.used.splash_potion: #6, 44(7%)
minecraft.dropped.red_mushroom: #5, 8(5%)
minecraft.picked_up.light_blue_banner: #5, 1(8%)
minecraft.crafted.lime_banner: #5, 1(8%)
minecraft.crafted.gold_block: #5, 222(2%)
minecraft.used.stone_bricks: #6, 5250(6%)
minecraft.crafted.red_nether_bricks: #5, 64(6%)
minecraft.killed.dolphin: #5, 1(6%)
minecraft.used.polished_andesite_stairs: #5, 61(3%)
minecraft.picked_up.dropper: #6, 68(7%)
minecraft.used.light_blue_banner: #5, 2(8%)
minecraft.used.amethyst_block: #6, 476(6%)
minecraft.picked_up.leather_leggings: #6, 16(6%)
minecraft.used.blue_terracotta: #5, 56(4%)
minecraft.mined.blackstone: #6, 2307(5%)
minecraft.mined.birch_button: #5, 2(5%)
minecraft.picked_up.music_disc_far: #5, 1(7%)
minecraft.used.pink_bed: #5, 1(6%)
minecraft.picked_up.melon_slice: #5, 334(2%)
minecraft.dropped.acacia_trapdoor: #5, 1(7%)
minecraft.crafted.smooth_red_sandstone: #5, 64(5%)
minecraft.mined.copper_block: #6, 135(6%)
minecraft.used.stripped_oak_wood: #5, 53(4%)
minecraft.mined.wall_torch: #6, 409(5%)
minecraft.used.blackstone_stairs: #5, 20(4%)
minecraft.crafted.yellow_shulker_box: #5, 2(3%)
minecraft.used.shield: #5, 87(2%)
minecraft.crafted.blackstone_slab: #5, 60(3%)
minecraft.dropped.copper_ingot: #5, 18(3%)
minecraft.picked_up.crimson_planks: #5, 9(5%)
minecraft.used.cyan_dye: #5, 5(3%)
minecraft.crafted.crossbow: #5, 2(4%)
minecraft.mined.flowering_azalea_leaves: #6, 1123(6%)
minecraft.used.activator_rail: #5, 4(4%)
minecraft.used.birch_fence_gate: #5, 2(4%)
minecraft.picked_up.rabbit_hide: #5, 17(2%)
minecraft.mined.redstone_wall_torch: #6, 32(6%)
minecraft.mined.acacia_wood: #5, 7(4%)
minecraft.mined.dead_fire_coral_block: #5, 4(4%)
minecraft.crafted.cobbled_deepslate_slab: #6, 168(6%)
minecraft.mined.nether_brick_stairs: #5, 3(3%)
minecraft.mined.oxidized_copper: #6, 1077(7%)
minecraft.mined.coal_block: #5, 14(2%)
minecraft.mined.yellow_carpet: #5, 1(4%)
minecraft.picked_up.nether_brick_stairs: #5, 3(3%)
minecraft.mined.coarse_dirt: #6, 671(5%)
minecraft.crafted.light_blue_banner: #5, 1(4%)
minecraft.mined.weathered_cut_copper: #5, 1(4%)
minecraft.picked_up.weathered_cut_copper: #5, 1(4%)
minecraft.custom.interact_with_campfire: #5, 3(4%)
minecraft.dropped.seagrass: #5, 2(4%)
minecraft.used.orange_concrete: #5, 45(3%)
minecraft.used.stone_button: #5, 260(1%)
minecraft.picked_up.magenta_wool: #5, 25(2%)
minecraft.dropped.crafting_table: #6, 6(5%)
minecraft.used.cyan_stained_glass: #5, 31(1%)
minecraft.used.lectern: #6, 303(5%)
minecraft.dropped.green_wool: #5, 57(2%)
minecraft.crafted.stone_brick_slab: #6, 872(6%)
minecraft.mined.stone_bricks: #6, 1327(5%)
minecraft.crafted.acacia_sign: #5, 6(3%)
minecraft.picked_up.dead_tube_coral_block: #5, 4(2%)
minecraft.crafted.acacia_planks: #6, 2400(6%)
minecraft.crafted.birch_fence: #6, 78(8%)
minecraft.dropped.glass_bottle: #5, 93(1%)
minecraft.crafted.smooth_sandstone_stairs: #5, 12(1%)
minecraft.picked_up.oxidized_copper: #6, 1076(6%)
minecraft.dropped.acacia_planks: #5, 6(2%)
minecraft.crafted.green_bed: #5, 1(3%)
minecraft.crafted.stone_button: #5, 211(1%)
minecraft.crafted.small_dripleaf: #5, 20(2%)
minecraft.crafted.polished_diorite_slab: #5, 6(2%)
minecraft.picked_up.stone_bricks: #6, 1354(5%)
minecraft.crafted.birch_fence_gate: #5, 1(2%)
minecraft.mined.lever: #6, 32(4%)
minecraft.mined.polished_andesite_stairs: #6, 18(10%)
minecraft.used.deepslate_diamond_ore: #6, 44(6%)
minecraft.used.oak_boat: #6, 45(4%)
minecraft.used.sandstone_wall: #5, 15(1%)
minecraft.mined.polished_blackstone_stairs: #6, 67(7%)
minecraft.picked_up.anvil: #6, 21(5%)
minecraft.mined.tnt: #6, 32(6%)
minecraft.picked_up.acacia_wood: #5, 7(2%)
minecraft.picked_up.chiseled_stone_bricks: #5, 14(1%)
minecraft.dropped.acacia_sapling: #5, 6(1%)
minecraft.used.yellow_stained_glass_pane: #5, 2(1%)
minecraft.picked_up.rabbit_foot: #5, 2(1%)
minecraft.crafted.mossy_stone_brick_slab: #5, 42(1%)
minecraft.used.cracked_polished_blackstone_bricks: #5, 55(1%)
minecraft.picked_up.birch_boat: #6, 20(6%)
minecraft.used.stripped_acacia_wood: #5, 3(1%)
minecraft.killed.glow_squid: #6, 8(5%)
minecraft.used.dead_fire_coral_block: #5, 1(1%)
minecraft.mined.oak_wall_sign: #6, 13(5%)
minecraft.mined.green_terracotta: #5, 8(1%)
minecraft.custom.raid_trigger: #5, 1(1%)
minecraft.picked_up.end_rod: #6, 217(5%)
minecraft.crafted.stone_bricks: #6, 5713(4%)
minecraft.crafted.shulker_box: #6, 217(5%)
minecraft.picked_up.small_dripleaf: #5, 1(1%)
minecraft.mined.azalea_leaves: #6, 2758(5%)
minecraft.mined.stripped_acacia_wood: #5, 3(1%)
minecraft.picked_up.lightning_rod: #6, 45(5%)
minecraft.picked_up.stripped_acacia_wood: #5, 3(1%)
minecraft.mined.sandstone_wall: #5, 2(1%)
minecraft.picked_up.lectern: #6, 283(5%)
minecraft.dropped.fire_charge: #5, 2(0%)
minecraft.crafted.black_bed: #5, 1(1%)
minecraft.mined.stripped_crimson_hyphae: #5, 1(0%)
minecraft.used.white_banner: #6, 14(6%)
minecraft.used.chiseled_quartz_block: #5, 1(0%)
minecraft.picked_up.stripped_crimson_hyphae: #5, 1(0%)
minecraft.dropped.yellow_wool: #5, 3(0%)
minecraft.mined.dragon_wall_head: #6, 6(7%)
minecraft.picked_up.mossy_stone_brick_slab: #5, 5(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #5, 2(0%)
minecraft.picked_up.redstone_lamp: #6, 35(6%)
minecraft.picked_up.pumpkin: #6, 666(5%)
minecraft.mined.lectern: #6, 282(5%)
minecraft.picked_up.coarse_dirt: #6, 641(4%)
minecraft.used.diamond_helmet: #6, 4(7%)
minecraft.mined.brewing_stand: #6, 11(5%)
minecraft.picked_up.brewing_stand: #6, 12(4%)
minecraft.mined.glass_pane: #6, 45(6%)
minecraft.crafted.iron_nugget: #6, 3119(4%)
minecraft.picked_up.ladder: #6, 225(3%)
minecraft.custom.aviate_one_cm: #7, 472355874(7%)
minecraft.used.ender_pearl: #6, 289(3%)
minecraft.used.acacia_door: #6, 4(10%)
minecraft.used.dark_oak_sign: #6, 100(4%)
minecraft.picked_up.golden_apple: #6, 14(5%)
minecraft.mined.flower_pot: #6, 5(5%)
minecraft.crafted.crimson_planks: #6, 1036(5%)
minecraft.mined.tripwire_hook: #6, 3(9%)
minecraft.used.nether_wart_block: #6, 53(6%)
minecraft.mined.red_mushroom: #6, 8(5%)
minecraft.crafted.netherite_scrap: #6, 49(6%)
minecraft.dropped.deepslate: #6, 170(4%)
minecraft.crafted.white_carpet: #6, 225(4%)
minecraft.used.dragon_egg: #6, 4(5%)
minecraft.used.pumpkin_seeds: #6, 86(5%)
minecraft.picked_up.stone_button: #6, 114(3%)
minecraft.crafted.purple_dye: #6, 100(4%)
minecraft.used.cobbled_deepslate_wall: #6, 147(4%)
minecraft.dropped.netherite_shovel: #6, 2(5%)
minecraft.mined.smooth_stone_slab: #6, 104(3%)
minecraft.used.crimson_fungus: #6, 8(5%)
minecraft.used.end_rod: #6, 167(3%)
minecraft.custom.open_barrel: #7, 3673(6%)
minecraft.picked_up.obsidian: #6, 770(3%)
minecraft.picked_up.diamond_block: #6, 40(3%)
minecraft.mined.nether_wart_block: #6, 175(3%)
minecraft.mined.white_stained_glass: #6, 54(4%)
minecraft.used.yellow_shulker_box: #6, 65(6%)
minecraft.mined.yellow_shulker_box: #6, 64(6%)
minecraft.crafted.yellow_bed: #6, 2(7%)
minecraft.picked_up.crossbow: #6, 7(3%)
minecraft.picked_up.yellow_shulker_box: #6, 64(6%)
minecraft.picked_up.cyan_terracotta: #6, 145(4%)
minecraft.crafted.suspicious_stew: #6, 7(6%)
minecraft.used.white_stained_glass: #6, 381(4%)
minecraft.dropped.iron_ingot: #6, 216(3%)
minecraft.used.note_block: #6, 77(3%)
minecraft.crafted.redstone_torch: #7, 1675(6%)
minecraft.picked_up.emerald: #6, 348(3%)
minecraft.picked_up.carrot: #7, 6507(6%)
minecraft.used.crimson_stairs: #6, 33(6%)
minecraft.used.detector_rail: #6, 5(4%)
minecraft.mined.kelp: #7, 230(6%)
minecraft.picked_up.moss_carpet: #7, 1553(6%)
minecraft.mined.sandstone_slab: #6, 20(4%)
minecraft.picked_up.oxidized_cut_copper_stairs: #6, 57(7%)
minecraft.picked_up.birch_button: #6, 4(7%)
minecraft.crafted.orange_shulker_box: #6, 2(5%)
minecraft.picked_up.furnace: #7, 99(6%)
minecraft.picked_up.rotten_flesh: #7, 5064(6%)
minecraft.picked_up.deepslate_coal_ore: #7, 263(6%)
minecraft.picked_up.oxeye_daisy: #6, 60(3%)
minecraft.picked_up.nether_brick_slab: #6, 6(5%)
minecraft.custom.horse_one_cm: #7, 7533378(6%)
minecraft.used.orange_wool: #6, 57(6%)
minecraft.mined.deepslate_coal_ore: #7, 731(6%)
minecraft.crafted.cut_copper_slab: #6, 32(5%)
minecraft.crafted.orange_terracotta: #6, 48(4%)
minecraft.picked_up.birch_fence: #6, 23(3%)
minecraft.used.diamond_sword: #6, 10519(2%)
minecraft.dropped.clay: #6, 2(7%)
minecraft.picked_up.crimson_stairs: #6, 7(5%)
minecraft.used.yellow_wool: #6, 90(3%)
minecraft.mined.shroomlight: #7, 151(6%)
minecraft.crafted.ender_eye: #6, 25(2%)
minecraft.dropped.polished_blackstone: #6, 6(4%)
minecraft.picked_up.honey_block: #6, 20(3%)
minecraft.mined.acacia_leaves: #6, 549(2%)
minecraft.mined.snow: #6, 2885(2%)
minecraft.crafted.polished_deepslate_wall: #6, 36(2%)
minecraft.used.spruce_button: #6, 23(2%)
minecraft.crafted.diamond_block: #7, 103(6%)
minecraft.picked_up.pink_wool: #6, 34(3%)
minecraft.picked_up.charcoal: #6, 8(2%)
minecraft.dropped.cactus: #6, 32(1%)
minecraft.mined.blackstone_stairs: #6, 3(4%)
minecraft.crafted.crimson_slab: #6, 42(3%)
minecraft.mined.white_concrete_powder: #6, 48(2%)
minecraft.used.jungle_fence_gate: #6, 4(3%)
minecraft.dropped.golden_apple: #6, 3(3%)
minecraft.crafted.cyan_bed: #6, 1(4%)
minecraft.crafted.gray_wool: #6, 41(2%)
minecraft.picked_up.blackstone: #7, 2533(5%)
minecraft.crafted.cartography_table: #6, 3(2%)
minecraft.used.chiseled_deepslate: #6, 55(1%)
minecraft.dropped.polished_basalt: #6, 4(2%)
minecraft.used.player_head: #7, 52(4%)
minecraft.picked_up.cyan_wool: #6, 27(3%)
minecraft.mined.jungle_trapdoor: #6, 15(2%)
minecraft.picked_up.dark_oak_stairs: #7, 58(6%)
minecraft.picked_up.yellow_carpet: #6, 1(3%)
minecraft.used.prismarine_bricks: #6, 47(1%)
minecraft.picked_up.green_wool: #6, 59(1%)
minecraft.crafted.cooked_chicken: #6, 10(1%)
minecraft.crafted.lectern: #7, 21(6%)
minecraft.dropped.water_bucket: #7, 3(6%)
minecraft.mined.activator_rail: #6, 2(3%)
minecraft.picked_up.dead_fire_coral_block: #6, 3(3%)
minecraft.picked_up.warped_button: #6, 1(2%)
minecraft.mined.warped_button: #6, 1(2%)
minecraft.used.chest: #7, 940(4%)
minecraft.mined.beehive: #6, 7(1%)
minecraft.crafted.yellow_carpet: #6, 18(2%)
minecraft.picked_up.target: #6, 5(1%)
minecraft.dropped.honeycomb: #6, 33(2%)
minecraft.dropped.suspicious_stew: #6, 1(2%)
minecraft.picked_up.purple_wool: #6, 17(1%)
minecraft.crafted.glowstone: #6, 64(1%)
minecraft.crafted.lime_shulker_box: #6, 6(1%)
minecraft.mined.mossy_stone_brick_stairs: #6, 2(1%)
minecraft.picked_up.lead: #7, 101(4%)
minecraft.mined.sponge: #6, 30(1%)
minecraft.crafted.brick_slab: #6, 6(1%)
minecraft.dropped.redstone: #7, 169(5%)
minecraft.mined.dark_prismarine: #6, 10(1%)
minecraft.used.polished_blackstone_pressure_plate: #6, 6(1%)
minecraft.crafted.lime_bed: #6, 1(1%)
minecraft.crafted.polished_blackstone_bricks: #6, 76(1%)
minecraft.crafted.polished_blackstone_pressure_plate: #6, 6(1%)
minecraft.used.birch_slab: #7, 186(6%)
minecraft.used.wet_sponge: #6, 30(1%)
minecraft.picked_up.chest: #7, 457(4%)
minecraft.picked_up.sandstone_wall: #6, 2(1%)
minecraft.picked_up.green_terracotta: #6, 10(0%)
minecraft.picked_up.tipped_arrow: #6, 3(0%)
minecraft.crafted.lime_stained_glass: #6, 80(0%)
minecraft.used.light_blue_stained_glass_pane: #6, 8(0%)
minecraft.used.warped_button: #6, 3(0%)
minecraft.used.wooden_pickaxe: #7, 22(5%)
minecraft.used.dead_horn_coral_block: #6, 1(0%)
minecraft.killed.llama: #6, 1(0%)
minecraft.used.orange_bed: #6, 2(0%)
minecraft.crafted.light_blue_stained_glass_pane: #6, 8(0%)
minecraft.crafted.warped_button: #6, 2(0%)
minecraft.dropped.pumpkin: #6, 6(0%)
minecraft.killed.zombified_piglin: #6, 37(0%)
minecraft.used.iron_hoe: #7, 285(5%)
minecraft.used.leather_helmet: #7, 1(14%)
minecraft.crafted.green_dye: #7, 380(4%)
minecraft.mined.bee_nest: #7, 8(6%)
minecraft.picked_up.chainmail_leggings: #7, 5(5%)
minecraft.used.diamond_leggings: #7, 3(5%)
minecraft.mined.player_wall_head: #7, 8(4%)
minecraft.crafted.lantern: #7, 231(4%)
minecraft.mined.magma_block: #7, 811(3%)
minecraft.picked_up.spruce_fence: #7, 148(4%)
minecraft.dropped.bucket: #7, 12(5%)
minecraft.picked_up.sugar_cane: #7, 3494(3%)
minecraft.picked_up.white_stained_glass_pane: #7, 27(7%)
minecraft.used.potato: #7, 519(4%)
minecraft.picked_up.flowering_azalea_leaves: #7, 564(4%)
minecraft.picked_up.powered_rail: #7, 351(4%)
minecraft.picked_up.oak_wood: #7, 79(5%)
minecraft.used.smooth_stone_slab: #7, 711(4%)
minecraft.picked_up.magma_block: #7, 736(3%)
minecraft.crafted.lead: #7, 22(4%)
minecraft.mined.white_stained_glass_pane: #7, 16(5%)
minecraft.picked_up.ancient_debris: #7, 47(4%)
minecraft.mined.cornflower: #7, 25(4%)
minecraft.picked_up.tinted_glass: #7, 129(4%)
minecraft.picked_up.bookshelf: #7, 48(4%)
minecraft.picked_up.azalea_leaves: #7, 1574(4%)
minecraft.mined.ancient_debris: #7, 47(4%)
minecraft.used.poppy: #7, 12(4%)
minecraft.mined.gray_carpet: #7, 30(5%)
minecraft.dropped.birch_planks: #7, 40(4%)
minecraft.picked_up.poisonous_potato: #7, 15(4%)
minecraft.mined.campfire: #7, 18(4%)
minecraft.used.sugar_cane: #7, 295(3%)
minecraft.picked_up.warped_slab: #7, 22(5%)
minecraft.crafted.lightning_rod: #7, 55(3%)
minecraft.dropped.iron_ore: #7, 34(3%)
minecraft.crafted.oak_wood: #7, 273(4%)
minecraft.crafted.green_carpet: #7, 64(5%)
minecraft.dropped.spruce_log: #7, 174(3%)
minecraft.dropped.iron_shovel: #7, 4(3%)
minecraft.dropped.warped_planks: #7, 26(5%)
minecraft.crafted.netherite_axe: #7, 1(7%)
minecraft.mined.crimson_roots: #7, 39(3%)
minecraft.dropped.dark_oak_sign: #7, 4(4%)
minecraft.used.dark_oak_log: #7, 546(3%)
minecraft.used.egg: #7, 125(2%)
minecraft.picked_up.clock: #7, 21(4%)
minecraft.crafted.armor_stand: #7, 30(3%)
minecraft.picked_up.chainmail_helmet: #7, 3(4%)
minecraft.custom.climb_one_cm: #8, 2456885(5%)
minecraft.picked_up.nether_wart_block: #7, 149(2%)
minecraft.crafted.crimson_stairs: #7, 32(5%)
minecraft.used.glass_pane: #7, 65(4%)
minecraft.used.sunflower: #7, 5(3%)
minecraft.dropped.warped_sign: #7, 2(5%)
minecraft.picked_up.oak_fence_gate: #7, 11(3%)
minecraft.picked_up.sandstone_slab: #7, 17(3%)
minecraft.mined.smithing_table: #7, 4(3%)
minecraft.crafted.cyan_shulker_box: #7, 1(6%)
minecraft.mined.gray_concrete_powder: #7, 5(5%)
minecraft.crafted.netherite_sword: #7, 1(7%)
minecraft.dropped.kelp: #7, 162(3%)
minecraft.crafted.birch_button: #7, 5(4%)
minecraft.crafted.magenta_shulker_box: #7, 1(5%)
minecraft.picked_up.moss_block: #8, 4356(5%)
minecraft.picked_up.activator_rail: #7, 4(4%)
minecraft.custom.interact_with_anvil: #8, 222(5%)
minecraft.used.furnace: #8, 131(5%)
minecraft.killed.axolotl: #7, 2(4%)
minecraft.crafted.gold_ingot: #7, 2523(1%)
minecraft.dropped.barrel: #7, 2(3%)
minecraft.mined.stripped_oak_log: #7, 130(2%)
minecraft.mined.soul_sand: #8, 517(5%)
minecraft.used.small_dripleaf: #7, 8(3%)
minecraft.crafted.pumpkin_seeds: #7, 24(2%)
minecraft.mined.green_wool: #7, 4(3%)
minecraft.dropped.sweet_berries: #7, 11(2%)
minecraft.killed.cave_spider: #7, 133(2%)
minecraft.picked_up.oak_fence: #8, 182(5%)
minecraft.used.hay_block: #7, 36(1%)
minecraft.crafted.jungle_fence_gate: #7, 4(3%)
minecraft.used.blackstone: #7, 306(1%)
minecraft.mined.birch_fence_gate: #7, 1(4%)
minecraft.mined.diamond_block: #7, 20(2%)
minecraft.dropped.azure_bluet: #7, 2(2%)
minecraft.mined.crimson_stem: #7, 63(1%)
minecraft.picked_up.birch_fence_gate: #7, 1(4%)
minecraft.picked_up.cooked_salmon: #7, 1(3%)
minecraft.picked_up.yellow_wool: #7, 70(2%)
minecraft.crafted.crafting_table: #8, 68(5%)
minecraft.custom.damage_blocked_by_shield: #7, 3550(1%)
minecraft.dropped.stone_bricks: #7, 35(1%)
minecraft.used.string: #7, 265(1%)
minecraft.dropped.calcite: #7, 9(1%)
minecraft.used.red_stained_glass: #7, 31(2%)
minecraft.crafted.light_blue_terracotta: #7, 48(2%)
minecraft.crafted.emerald_block: #7, 130(2%)
minecraft.crafted.pink_stained_glass: #7, 24(2%)
minecraft.crafted.cyan_stained_glass: #7, 32(1%)
minecraft.dropped.cornflower: #7, 2(2%)
minecraft.picked_up.nether_star: #7, 2(1%)
minecraft.crafted.warped_stairs: #7, 44(1%)
minecraft.dropped.beef: #7, 11(2%)
minecraft.dropped.birch_boat: #7, 3(1%)
minecraft.crafted.comparator: #8, 168(5%)
minecraft.used.jungle_trapdoor: #7, 39(1%)
minecraft.used.coal_block: #7, 38(1%)
minecraft.mined.brown_terracotta: #7, 227(1%)
minecraft.mined.polished_blackstone_brick_stairs: #7, 4(2%)
minecraft.killed.tropical_fish: #7, 1(2%)
minecraft.picked_up.beehive: #7, 8(1%)
minecraft.picked_up.dark_oak_trapdoor: #8, 54(5%)
minecraft.picked_up.glass_pane: #7, 91(1%)
minecraft.picked_up.green_carpet: #7, 3(1%)
minecraft.used.black_banner: #7, 1(1%)
minecraft.crafted.scaffolding: #8, 768(5%)
minecraft.mined.green_carpet: #7, 1(1%)
minecraft.picked_up.jungle_trapdoor: #7, 15(1%)
minecraft.crafted.light_blue_dye: #8, 143(5%)
minecraft.mined.polished_blackstone: #8, 117(6%)
minecraft.crafted.ender_pearl: #7, 6(1%)
minecraft.crafted.green_concrete_powder: #7, 16(1%)
minecraft.used.tinted_glass: #8, 813(5%)
minecraft.used.shears: #8, 4403(4%)
minecraft.picked_up.dark_prismarine: #7, 9(1%)
minecraft.mined.prismarine_bricks: #7, 38(0%)
minecraft.crafted.leather_horse_armor: #7, 1(1%)
minecraft.picked_up.blackstone_stairs: #7, 1(1%)
minecraft.picked_up.dead_brain_coral_block: #7, 5(1%)
minecraft.used.granite_stairs: #7, 8(1%)
minecraft.dropped.rooted_dirt: #7, 1(1%)
minecraft.mined.dead_brain_coral_block: #7, 5(1%)
minecraft.dropped.gold_nugget: #7, 31(0%)
minecraft.used.wheat: #7, 1(1%)
minecraft.used.weathered_cut_copper_slab: #7, 2(1%)
minecraft.crafted.black_banner: #7, 1(1%)
minecraft.dropped.red_terracotta: #7, 2(1%)
minecraft.dropped.stone_brick_stairs: #7, 3(1%)
minecraft.dropped.lilac: #7, 1(1%)
minecraft.picked_up.blaze_rod: #8, 121(4%)
minecraft.used.stripped_acacia_log: #7, 1(1%)
minecraft.used.green_bed: #7, 1(0%)
minecraft.picked_up.gray_concrete_powder: #7, 5(0%)
minecraft.dropped.hay_block: #7, 1(0%)
minecraft.mined.emerald_block: #7, 7(0%)
minecraft.used.red_mushroom: #7, 1(0%)
minecraft.used.chiseled_polished_blackstone: #7, 1(0%)
minecraft.dropped.diamond_pickaxe: #8, 8(4%)
minecraft.mined.cyan_stained_glass: #7, 1(0%)
minecraft.picked_up.cyan_stained_glass: #7, 1(0%)
minecraft.picked_up.blue_wool: #7, 2(0%)
minecraft.used.black_bed: #7, 1(0%)
minecraft.used.dead_brain_coral_block: #7, 1(0%)
minecraft.mined.lime_stained_glass: #7, 3(0%)
minecraft.picked_up.lime_stained_glass: #7, 3(0%)
minecraft.mined.stripped_warped_hyphae: #7, 1(0%)
minecraft.used.magenta_stained_glass: #7, 1(0%)
minecraft.used.lime_stained_glass: #7, 5(0%)
minecraft.mined.potatoes: #8, 441(4%)
minecraft.picked_up.glowstone: #8, 283(4%)
minecraft.mined.warped_fungus: #8, 27(5%)
minecraft.picked_up.warped_fungus: #8, 41(5%)
minecraft.picked_up.baked_potato: #8, 460(4%)
minecraft.picked_up.polished_blackstone: #8, 121(5%)
minecraft.crafted.minecart: #8, 43(4%)
minecraft.used.cobweb: #8, 29(6%)
minecraft.crafted.oak_sign: #8, 78(4%)
minecraft.mined.sugar_cane: #8, 1752(3%)
minecraft.picked_up.paper: #8, 190(3%)
minecraft.killed.endermite: #8, 6(5%)
minecraft.mined.spruce_fence: #8, 88(4%)
minecraft.dropped.birch_log: #8, 58(5%)
minecraft.used.birch_fence: #8, 50(5%)
minecraft.crafted.stone_axe: #8, 4(3%)
minecraft.picked_up.lantern: #8, 105(3%)
minecraft.used.quartz_slab: #8, 82(5%)
minecraft.picked_up.white_carpet: #8, 37(4%)
minecraft.dropped.polished_blackstone_button: #8, 5(5%)
minecraft.used.nether_wart: #8, 226(3%)
minecraft.used.iron_boots: #8, 1(6%)
minecraft.used.nether_bricks: #8, 135(4%)
minecraft.custom.talked_to_villager: #8, 1394(2%)
minecraft.used.polished_blackstone: #8, 591(3%)
minecraft.dropped.golden_leggings: #8, 10(3%)
minecraft.mined.oxeye_daisy: #8, 20(3%)
minecraft.used.azalea_leaves: #8, 761(3%)
minecraft.dropped.iron_hoe: #8, 1(8%)
minecraft.mined.redstone_block: #8, 45(2%)
minecraft.crafted.moss_carpet: #8, 339(3%)
minecraft.crafted.pink_shulker_box: #8, 1(7%)
minecraft.dropped.paper: #8, 74(3%)
minecraft.picked_up.potato: #8, 1694(2%)
minecraft.custom.bell_ring: #8, 33(5%)
minecraft.picked_up.nether_wart: #8, 623(3%)
minecraft.used.white_carpet: #8, 77(3%)
minecraft.crafted.netherite_boots: #8, 1(6%)
minecraft.used.bee_nest: #8, 5(5%)
minecraft.used.stone_hoe: #8, 188(3%)
minecraft.mined.weathered_copper: #8, 29(3%)
minecraft.picked_up.weathered_copper: #8, 29(3%)
minecraft.picked_up.candle: #8, 30(4%)
minecraft.picked_up.white_stained_glass: #8, 50(3%)
minecraft.crafted.blast_furnace: #8, 9(2%)
minecraft.picked_up.stone_sword: #8, 10(2%)
minecraft.dropped.diamond_shovel: #8, 3(3%)
minecraft.used.diorite_wall: #8, 12(4%)
minecraft.used.polished_blackstone_slab: #8, 169(3%)
minecraft.mined.spruce_button: #8, 2(3%)
minecraft.dropped.carved_pumpkin: #8, 17(2%)
minecraft.dropped.glow_berries: #8, 4(4%)
minecraft.used.dragon_head: #8, 1(4%)
minecraft.used.deepslate_brick_wall: #8, 53(3%)
minecraft.mined.loom: #8, 3(3%)
minecraft.killed.salmon: #8, 4(3%)
minecraft.used.warped_planks: #8, 117(3%)
minecraft.dropped.repeater: #8, 10(3%)
minecraft.used.oak_wood: #8, 159(2%)
minecraft.mined.dark_oak_pressure_plate: #8, 1(5%)
minecraft.mined.cave_vines_plant: #8, 10(2%)
minecraft.crafted.golden_chestplate: #8, 1(4%)
minecraft.picked_up.white_concrete_powder: #8, 195(2%)
minecraft.used.cod: #8, 3(4%)
minecraft.used.gray_carpet: #8, 92(2%)
minecraft.used.stone: #9, 25117(5%)
minecraft.broken.stone_hoe: #8, 1(3%)
minecraft.dropped.stone_pressure_plate: #8, 2(3%)
minecraft.mined.brick_slab: #8, 2(4%)
minecraft.dropped.axolotl_bucket: #8, 1(3%)
minecraft.mined.oak_wood: #8, 18(2%)
minecraft.custom.interact_with_cartography_table: #8, 5(2%)
minecraft.picked_up.stone_brick_slab: #8, 123(1%)
minecraft.used.warped_slab: #8, 44(2%)
minecraft.picked_up.smithing_table: #8, 4(2%)
minecraft.mined.warped_sign: #8, 1(3%)
minecraft.picked_up.blue_orchid: #8, 14(2%)
minecraft.mined.light_gray_concrete_powder: #8, 11(2%)
minecraft.used.barrel: #9, 203(5%)
minecraft.picked_up.sponge: #8, 99(2%)
minecraft.picked_up.stripped_oak_log: #8, 132(1%)
minecraft.picked_up.trident: #8, 2(2%)
minecraft.picked_up.blaze_powder: #8, 4(2%)
minecraft.dropped.bowl: #8, 1(3%)
minecraft.mined.acacia_slab: #8, 12(2%)
minecraft.picked_up.jungle_fence: #8, 8(2%)
minecraft.mined.black_concrete_powder: #8, 7(2%)
minecraft.picked_up.brick_slab: #8, 2(3%)
minecraft.used.blackstone_slab: #8, 57(2%)
minecraft.picked_up.cornflower: #8, 43(1%)
minecraft.picked_up.snowball: #8, 1121(1%)
