stat, rank, value, (percentage) 
minecraft.used.written_book: #1, 7683(75%)
minecraft.used.lime_dye: #6, 1(4%)
minecraft.mined.moss_carpet: #7, 410(5%)
minecraft.dropped.netherite_ingot: #6, 1(3%)
minecraft.picked_up.red_sand: #6, 1519(1%)
minecraft.mined.red_sand: #6, 1547(1%)
minecraft.mined.attached_melon_stem: #6, 1(3%)
minecraft.used.light_blue_dye: #6, 1(3%)
minecraft.used.iron_sword: #7, 995(5%)
minecraft.used.orange_tulip: #6, 2(2%)
minecraft.picked_up.leather: #7, 909(5%)
minecraft.dropped.lily_pad: #6, 2(1%)
minecraft.crafted.red_nether_bricks: #6, 22(2%)
minecraft.picked_up.small_amethyst_bud: #6, 36(1%)
minecraft.used.melon: #6, 4(1%)
minecraft.mined.pink_tulip: #6, 2(1%)
minecraft.crafted.light_gray_terracotta: #6, 16(1%)
minecraft.used.stripped_spruce_wood: #6, 5(1%)
minecraft.picked_up.stone_brick_wall: #7, 35(6%)
minecraft.dropped.allium: #6, 2(1%)
minecraft.crafted.brown_wool: #6, 12(1%)
minecraft.dropped.wooden_pickaxe: #7, 2(7%)
minecraft.picked_up.pumpkin_seeds: #7, 687(5%)
minecraft.picked_up.lime_stained_glass_pane: #6, 1(1%)
minecraft.picked_up.fern: #6, 19(1%)
minecraft.used.granite: #7, 832(4%)
minecraft.used.petrified_oak_slab: #6, 2(1%)
minecraft.picked_up.popped_chorus_fruit: #6, 8(1%)
minecraft.mined.carved_pumpkin: #7, 150(5%)
minecraft.crafted.mossy_stone_brick_stairs: #6, 20(1%)
minecraft.used.black_terracotta: #6, 3(0%)
minecraft.dropped.pumpkin_pie: #6, 1(0%)
minecraft.dropped.cookie: #6, 5(0%)
minecraft.mined.wheat: #7, 2605(3%)
minecraft.used.bone_meal: #7, 4224(3%)
minecraft.crafted.raw_iron: #7, 1175(5%)
minecraft.crafted.stone_brick_wall: #7, 60(5%)
minecraft.used.nether_wart_block: #7, 49(5%)
minecraft.picked_up.beetroot_seeds: #7, 258(3%)
minecraft.used.deepslate_tile_wall: #7, 277(4%)
minecraft.picked_up.packed_ice: #7, 786(4%)
minecraft.mined.dark_oak_slab: #7, 35(3%)
minecraft.used.light_gray_concrete_powder: #7, 454(3%)
minecraft.used.oak_leaves: #7, 1002(2%)
minecraft.mined.polished_blackstone_button: #7, 9(3%)
minecraft.mined.sandstone_slab: #7, 17(3%)
minecraft.custom.interact_with_cartography_table: #7, 8(3%)
minecraft.picked_up.bread: #7, 64(2%)
minecraft.custom.damage_resisted: #7, 314(3%)
minecraft.used.light_blue_concrete_powder: #7, 64(4%)
minecraft.used.azalea: #7, 86(2%)
minecraft.picked_up.beetroot: #7, 90(2%)
minecraft.crafted.barrel: #8, 176(6%)
minecraft.used.white_terracotta: #7, 35(2%)
minecraft.dropped.polished_blackstone: #7, 6(4%)
minecraft.used.mossy_stone_bricks: #7, 93(2%)
minecraft.used.carved_pumpkin: #7, 6(2%)
minecraft.used.cooked_porkchop: #7, 36(1%)
minecraft.crafted.pink_carpet: #7, 3(4%)
minecraft.crafted.quartz_slab: #7, 30(2%)
minecraft.dropped.diamond_hoe: #7, 1(4%)
minecraft.picked_up.basalt: #8, 4031(5%)
minecraft.mined.acacia_leaves: #7, 384(1%)
minecraft.dropped.cobbled_deepslate_wall: #7, 4(3%)
minecraft.used.yellow_wool: #7, 50(2%)
minecraft.picked_up.weeping_vines: #8, 52(5%)
minecraft.mined.red_carpet: #7, 3(2%)
minecraft.mined.orange_wool: #7, 8(2%)
minecraft.dropped.water_bucket: #8, 3(6%)
minecraft.used.cracked_stone_bricks: #7, 57(1%)
minecraft.picked_up.diamond_leggings: #8, 19(5%)
minecraft.used.cyan_bed: #7, 5(2%)
minecraft.mined.acacia_sapling: #7, 4(2%)
minecraft.crafted.sandstone_slab: #7, 28(1%)
minecraft.crafted.wooden_shovel: #7, 2(2%)
minecraft.picked_up.cooked_beef: #8, 584(4%)
minecraft.used.red_carpet: #7, 12(1%)
minecraft.crafted.red_carpet: #7, 15(1%)
minecraft.crafted.lime_shulker_box: #7, 6(1%)
minecraft.crafted.pink_terracotta: #7, 24(1%)
minecraft.used.white_candle: #7, 4(1%)
minecraft.picked_up.honeycomb_block: #7, 4(1%)
minecraft.crafted.cracked_stone_bricks: #7, 80(1%)
minecraft.picked_up.stripped_birch_wood: #7, 2(1%)
minecraft.mined.stripped_birch_wood: #7, 2(1%)
minecraft.mined.light_gray_stained_glass_pane: #7, 3(1%)
minecraft.dropped.purpur_stairs: #7, 1(1%)
minecraft.used.pink_terracotta: #7, 7(1%)
minecraft.picked_up.iron_helmet: #8, 7(5%)
minecraft.picked_up.brown_dye: #7, 2(1%)
minecraft.dropped.spruce_leaves: #7, 9(1%)
minecraft.crafted.lime_concrete_powder: #7, 48(1%)
minecraft.dropped.acacia_log: #7, 2(1%)
minecraft.crafted.green_wool: #7, 2(0%)
minecraft.used.sandstone_wall: #7, 6(1%)
minecraft.used.gray_terracotta: #7, 6(0%)
minecraft.mined.birch_planks: #8, 65(4%)
minecraft.picked_up.orange_dye: #7, 1(0%)
minecraft.crafted.smooth_red_sandstone: #7, 1(0%)
minecraft.picked_up.diamond_boots: #8, 19(4%)
minecraft.picked_up.dark_oak_planks: #8, 233(4%)
minecraft.crafted.oak_slab: #8, 510(4%)
minecraft.crafted.campfire: #8, 63(4%)
minecraft.used.dark_oak_slab: #8, 379(4%)
minecraft.used.campfire: #8, 52(4%)
minecraft.dropped.scaffolding: #8, 149(4%)
minecraft.mined.pumpkin: #8, 157(4%)
minecraft.mined.warped_nylium: #8, 61(4%)
minecraft.crafted.wheat: #8, 441(4%)
minecraft.used.spruce_stairs: #8, 274(3%)
minecraft.used.glow_ink_sac: #8, 56(3%)
minecraft.picked_up.crimson_fungus: #8, 20(4%)
minecraft.used.dark_oak_planks: #8, 287(4%)
minecraft.dropped.iron_pickaxe: #8, 3(5%)
minecraft.mined.weeping_vines_plant: #8, 13(4%)
minecraft.crafted.baked_potato: #8, 269(5%)
minecraft.picked_up.dripstone_block: #8, 496(3%)
minecraft.picked_up.oak_leaves: #8, 2348(3%)
minecraft.picked_up.porkchop: #8, 41(3%)
minecraft.used.tnt: #8, 276(3%)
minecraft.killed.silverfish: #8, 15(4%)
minecraft.used.deepslate_redstone_ore: #8, 46(3%)
minecraft.crafted.deepslate_tile_wall: #8, 36(3%)
minecraft.picked_up.black_concrete: #8, 397(2%)
minecraft.used.cooked_beef: #9, 805(6%)
minecraft.used.dark_oak_wood: #8, 249(4%)
minecraft.picked_up.spore_blossom: #8, 6(2%)
minecraft.crafted.red_bed: #8, 3(3%)
minecraft.picked_up.dark_oak_wood: #8, 45(4%)
minecraft.dropped.written_book: #8, 2(3%)
minecraft.mined.brown_mushroom: #8, 18(2%)
minecraft.picked_up.tropical_fish: #8, 5(3%)
minecraft.crafted.raw_iron_block: #8, 131(2%)
minecraft.crafted.polished_diorite: #8, 144(2%)
minecraft.picked_up.green_dye: #8, 11(3%)
minecraft.mined.nether_wart_block: #8, 105(2%)
minecraft.mined.jack_o_lantern: #8, 13(3%)
minecraft.picked_up.nether_wart_block: #8, 105(2%)
minecraft.dropped.purpur_block: #8, 9(4%)
minecraft.crafted.blackstone_stairs: #8, 8(3%)
minecraft.picked_up.acacia_sapling: #8, 108(2%)
minecraft.crafted.light_blue_concrete_powder: #8, 64(3%)
minecraft.used.diamond_axe: #9, 19858(5%)
minecraft.crafted.raw_copper_block: #8, 97(2%)
minecraft.used.yellow_dye: #8, 1(4%)
minecraft.crafted.pumpkin_seeds: #8, 24(2%)
minecraft.dropped.end_stone_bricks: #8, 7(3%)
minecraft.dropped.amethyst_shard: #8, 8(2%)
minecraft.crafted.polished_blackstone_slab: #8, 24(2%)
minecraft.dropped.quartz: #8, 35(2%)
minecraft.mined.ladder: #9, 51(5%)
minecraft.crafted.smooth_quartz: #8, 177(2%)
minecraft.mined.target: #8, 2(2%)
minecraft.used.clay: #8, 27(1%)
minecraft.picked_up.red_mushroom_block: #8, 97(1%)
minecraft.used.polished_diorite: #8, 95(1%)
minecraft.picked_up.spider_eye: #9, 276(5%)
minecraft.picked_up.red_carpet: #8, 3(1%)
minecraft.used.black_candle: #8, 4(1%)
minecraft.mined.red_terracotta: #8, 64(1%)
minecraft.mined.white_terracotta: #8, 64(1%)
minecraft.used.brown_concrete_powder: #8, 20(1%)
minecraft.picked_up.andesite_wall: #8, 14(1%)
minecraft.crafted.light_gray_wool: #8, 20(1%)
minecraft.crafted.mossy_stone_bricks: #8, 121(1%)
minecraft.crafted.nether_brick: #8, 64(1%)
minecraft.picked_up.iron_leggings: #9, 8(5%)
minecraft.used.blackstone_stairs: #8, 5(1%)
minecraft.dropped.diamond_sword: #9, 6(4%)
minecraft.used.netherrack: #9, 2237(4%)
minecraft.used.weeping_vines: #8, 10(1%)
minecraft.killed.goat: #8, 1(1%)
minecraft.used.beehive: #8, 8(0%)
minecraft.used.snowball: #9, 225(5%)
minecraft.picked_up.diamond_shovel: #9, 24(4%)
minecraft.mined.mossy_stone_brick_stairs: #8, 1(1%)
minecraft.mined.brown_wool: #8, 1(0%)
minecraft.mined.magenta_shulker_box: #8, 1(0%)
minecraft.picked_up.magenta_shulker_box: #8, 1(0%)
minecraft.mined.prismarine_bricks: #8, 18(0%)
minecraft.mined.cyan_stained_glass: #8, 1(0%)
minecraft.picked_up.cyan_stained_glass: #8, 1(0%)
minecraft.used.dark_prismarine: #8, 1(0%)
minecraft.crafted.brown_terracotta: #8, 8(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #8, 1(0%)
minecraft.mined.light_gray_terracotta: #8, 3(0%)
minecraft.picked_up.light_gray_terracotta: #8, 3(0%)
minecraft.dropped.pumpkin: #8, 2(0%)
minecraft.picked_up.birch_sapling: #9, 333(4%)
minecraft.picked_up.oak_sapling: #9, 697(4%)
minecraft.mined.azalea: #9, 108(4%)
minecraft.picked_up.iron_chestplate: #9, 8(4%)
minecraft.mined.birch_log: #9, 1296(4%)
minecraft.picked_up.carved_pumpkin: #9, 155(4%)
minecraft.used.sandstone_slab: #9, 152(6%)
minecraft.used.baked_potato: #9, 384(4%)
minecraft.crafted.dark_oak_stairs: #9, 212(4%)
minecraft.picked_up.iron_nugget: #9, 279(3%)
minecraft.used.nether_bricks: #9, 132(3%)
minecraft.used.dark_oak_sign: #9, 77(3%)
minecraft.used.flowering_azalea: #9, 47(2%)
minecraft.picked_up.white_dye: #9, 52(3%)
minecraft.used.stone_brick_stairs: #9, 196(3%)
minecraft.mined.acacia_log: #9, 534(3%)
minecraft.mined.tnt: #9, 15(3%)
minecraft.used.cobblestone_wall: #9, 82(2%)
minecraft.mined.crimson_nylium: #9, 47(2%)
minecraft.dropped.stone_axe: #9, 3(3%)
minecraft.crafted.dark_oak_wood: #9, 246(4%)
minecraft.mined.dark_oak_wall_sign: #9, 10(2%)
minecraft.used.spyglass: #9, 87(2%)
minecraft.picked_up.warped_nylium: #9, 38(2%)
minecraft.picked_up.stone_hoe: #9, 1(5%)
minecraft.used.oak_planks: #9, 632(2%)
minecraft.mined.black_concrete: #9, 383(2%)
minecraft.picked_up.warped_wart_block: #9, 290(2%)
minecraft.dropped.sandstone: #9, 80(2%)
minecraft.used.polished_basalt: #9, 217(2%)
minecraft.picked_up.end_stone_bricks: #9, 18(2%)
minecraft.crafted.polished_basalt: #9, 264(2%)
minecraft.used.deepslate_copper_ore: #9, 6(3%)
minecraft.picked_up.stone_button: #9, 55(1%)
minecraft.used.dark_oak_log: #9, 342(2%)
minecraft.mined.gray_concrete: #9, 298(2%)
minecraft.mined.chorus_plant: #9, 9(2%)
minecraft.used.black_concrete: #9, 350(2%)
minecraft.used.polished_granite: #9, 37(2%)
minecraft.dropped.dark_oak_planks: #9, 21(2%)
minecraft.dropped.poisonous_potato: #9, 3(2%)
minecraft.picked_up.yellow_terracotta: #9, 7(2%)
minecraft.crafted.bone_block: #9, 934(1%)
minecraft.used.acacia_sapling: #9, 49(2%)
minecraft.dropped.obsidian: #9, 13(1%)
minecraft.crafted.andesite_wall: #9, 18(1%)
minecraft.picked_up.diamond_pickaxe: #10, 39(4%)
minecraft.crafted.gray_concrete_powder: #9, 344(1%)
minecraft.picked_up.amethyst_cluster: #9, 48(1%)
minecraft.used.red_mushroom_block: #9, 21(1%)
minecraft.picked_up.totem_of_undying: #9, 2(1%)
minecraft.used.yellow_concrete_powder: #9, 37(1%)
minecraft.used.pink_wool: #9, 10(1%)
minecraft.used.target: #9, 6(1%)
minecraft.custom.target_hit: #9, 4(1%)
minecraft.picked_up.diamond_sword: #10, 24(4%)
minecraft.dropped.nether_gold_ore: #9, 1(1%)
minecraft.crafted.beehive: #9, 7(1%)
minecraft.crafted.black_terracotta: #9, 24(1%)
minecraft.mined.beehive: #9, 3(0%)
minecraft.mined.dandelion: #10, 82(4%)
minecraft.picked_up.target: #9, 2(0%)
minecraft.crafted.map: #9, 11(0%)
minecraft.dropped.birch_leaves: #9, 2(0%)
minecraft.dropped.gold_nugget: #9, 16(0%)
minecraft.picked_up.blue_shulker_box: #9, 1(0%)
minecraft.dropped.spectral_arrow: #9, 2(0%)
minecraft.dropped.beef: #9, 1(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #9, 1(0%)
minecraft.picked_up.melon: #9, 4(0%)
minecraft.used.blue_terracotta: #9, 1(0%)
minecraft.used.light_gray_terracotta: #9, 1(0%)
minecraft.custom.animals_bred: #10, 409(4%)
minecraft.custom.climb_one_cm: #10, 1483066(3%)
minecraft.picked_up.birch_log: #10, 1401(3%)
minecraft.dropped.iron_chestplate: #10, 3(5%)
minecraft.used.spruce_slab: #10, 641(3%)
minecraft.crafted.stone: #10, 744(3%)
minecraft.mined.oak_slab: #10, 51(4%)
minecraft.crafted.white_dye: #10, 1248(3%)
minecraft.used.stone_axe: #10, 196(3%)
minecraft.picked_up.string: #10, 600(3%)
minecraft.used.moss_carpet: #10, 560(3%)
minecraft.picked_up.flint_and_steel: #10, 5(3%)
minecraft.used.dark_oak_stairs: #10, 169(4%)
minecraft.mined.warped_fungus: #10, 19(3%)
minecraft.dropped.oak_fence: #10, 13(3%)
minecraft.crafted.gray_dye: #10, 358(3%)
minecraft.picked_up.redstone_ore: #10, 240(3%)
minecraft.mined.cornflower: #10, 20(3%)
minecraft.picked_up.deepslate_redstone_ore: #10, 101(3%)
minecraft.picked_up.scaffolding: #10, 2510(2%)
minecraft.crafted.bone_meal: #10, 20275(2%)
minecraft.picked_up.deepslate_tile_slab: #10, 139(2%)
minecraft.used.flint_and_steel: #10, 129(2%)
minecraft.picked_up.filled_map: #10, 22(2%)
minecraft.used.tuff: #10, 331(2%)
minecraft.picked_up.acacia_log: #10, 540(3%)
minecraft.picked_up.gray_concrete: #10, 298(3%)
minecraft.used.oak_slab: #10, 145(2%)
minecraft.picked_up.dark_oak_boat: #10, 8(2%)
minecraft.picked_up.golden_apple: #10, 8(3%)
minecraft.used.stone_brick_wall: #10, 46(2%)
minecraft.killed_by.skeleton: #10, 2(3%)
minecraft.mined.amethyst_cluster: #10, 244(2%)
minecraft.mined.birch_sapling: #10, 4(2%)
minecraft.dropped.stone_hoe: #10, 1(3%)
minecraft.used.birch_slab: #10, 53(2%)
minecraft.picked_up.jack_o_lantern: #10, 13(2%)
minecraft.mined.birch_fence: #10, 10(2%)
minecraft.crafted.sandstone: #10, 83(2%)
minecraft.picked_up.crimson_nylium: #10, 32(1%)
minecraft.used.azure_bluet: #10, 3(2%)
minecraft.picked_up.cobbled_deepslate_wall: #10, 8(1%)
minecraft.mined.gray_concrete_powder: #10, 2(2%)
minecraft.dropped.iron_nugget: #10, 25(1%)
minecraft.used.gray_concrete_powder: #10, 299(1%)
minecraft.used.brown_wool: #10, 13(1%)
minecraft.used.acacia_planks: #10, 47(1%)
minecraft.used.crimson_fungus: #10, 2(1%)
minecraft.broken.flint_and_steel: #10, 1(2%)
minecraft.mined.spawner: #10, 1(1%)
minecraft.picked_up.light_blue_wool: #10, 23(1%)
minecraft.picked_up.birch_fence: #10, 8(1%)
minecraft.used.crimson_nylium: #10, 7(1%)
minecraft.crafted.painting: #10, 8(1%)
minecraft.crafted.target: #10, 9(1%)
minecraft.dropped.deepslate_tile_slab: #10, 5(1%)
minecraft.mined.cracked_stone_bricks: #10, 10(1%)
minecraft.dropped.deepslate_coal_ore: #10, 1(1%)
minecraft.picked_up.red_terracotta: #10, 64(1%)
minecraft.crafted.yellow_concrete_powder: #10, 40(1%)
minecraft.custom.deaths: #11, 44(4%)
minecraft.picked_up.cut_sandstone_slab: #10, 5(1%)
minecraft.used.big_dripleaf: #10, 12(1%)
minecraft.crafted.red_concrete_powder: #10, 72(1%)
minecraft.dropped.end_stone: #10, 2(1%)
minecraft.crafted.cartography_table: #10, 1(1%)
minecraft.used.podzol: #10, 13(0%)
minecraft.mined.andesite_wall: #10, 4(1%)
minecraft.crafted.polished_blackstone: #10, 76(0%)
minecraft.picked_up.orange_wool: #10, 6(0%)
minecraft.crafted.melon_seeds: #10, 4(0%)
minecraft.used.cartography_table: #10, 1(0%)
minecraft.mined.grass: #11, 2057(4%)
minecraft.picked_up.jungle_leaves: #10, 6(0%)
minecraft.mined.yellow_wool: #10, 4(0%)
minecraft.crafted.blue_terracotta: #10, 8(0%)
minecraft.used.light_gray_wool: #10, 17(0%)
minecraft.picked_up.oak_log: #11, 3136(4%)
minecraft.used.yellow_concrete: #10, 7(0%)
minecraft.crafted.red_wool: #10, 2(0%)
minecraft.crafted.gray_terracotta: #10, 8(0%)
minecraft.crafted.smooth_sandstone: #10, 6(0%)
minecraft.crafted.diamond_shovel: #11, 5(4%)
minecraft.dropped.torch: #11, 202(4%)
minecraft.mined.dark_oak_stairs: #11, 29(4%)
minecraft.killed_by.creeper: #11, 5(4%)
minecraft.crafted.dark_oak_slab: #11, 426(3%)
minecraft.picked_up.firework_rocket: #11, 1271(3%)
minecraft.used.pumpkin: #11, 87(3%)
minecraft.picked_up.amethyst_shard: #11, 1432(3%)
minecraft.picked_up.netherrack: #11, 8101(3%)
minecraft.picked_up.wheat: #11, 2568(3%)
minecraft.picked_up.redstone_torch: #11, 87(3%)
minecraft.custom.player_kills: #11, 4(3%)
minecraft.crafted.diamond_hoe: #11, 2(3%)
minecraft.mined.oak_sapling: #11, 13(3%)
minecraft.mined.piston: #11, 47(3%)
minecraft.picked_up.dark_oak_stairs: #11, 29(3%)
minecraft.used.redstone_ore: #11, 116(3%)
minecraft.mined.spruce_fence: #11, 59(2%)
minecraft.picked_up.dark_oak_sign: #11, 28(2%)
minecraft.crafted.shears: #11, 47(2%)
minecraft.picked_up.diamond_hoe: #11, 5(3%)
minecraft.crafted.hay_block: #11, 132(2%)
minecraft.picked_up.deepslate_copper_ore: #11, 12(3%)
minecraft.crafted.black_dye: #11, 703(2%)
minecraft.used.dark_oak_boat: #11, 8(2%)
minecraft.used.white_wool: #11, 314(2%)
minecraft.used.spruce_door: #11, 12(2%)
minecraft.mined.birch_wall_sign: #11, 8(2%)
minecraft.mined.oak_stairs: #11, 16(2%)
minecraft.crafted.diamond_block: #11, 35(2%)
minecraft.mined.spruce_door: #11, 6(2%)
minecraft.used.scaffolding: #11, 1870(2%)
minecraft.mined.brewing_stand: #11, 5(2%)
minecraft.picked_up.copper_block: #11, 103(2%)
minecraft.picked_up.brewing_stand: #11, 5(2%)
minecraft.picked_up.soul_sand: #11, 243(1%)
minecraft.crafted.tnt: #11, 311(2%)
minecraft.mined.birch_sign: #11, 2(2%)
minecraft.mined.nether_bricks: #11, 103(1%)
minecraft.crafted.cobblestone_wall: #11, 48(1%)
minecraft.used.end_stone: #11, 37(1%)
minecraft.crafted.bread: #11, 169(1%)
minecraft.used.painting: #11, 25(1%)
minecraft.picked_up.coal_block: #11, 56(1%)
minecraft.crafted.deepslate_brick_wall: #11, 9(2%)
minecraft.picked_up.pumpkin: #11, 157(1%)
minecraft.used.vine: #11, 25(1%)
minecraft.used.sweet_berries: #11, 16(1%)
minecraft.mined.andesite_stairs: #11, 2(2%)
minecraft.used.black_concrete_powder: #11, 360(1%)
minecraft.used.birch_fence: #11, 10(1%)
minecraft.crafted.black_concrete_powder: #11, 360(1%)
minecraft.picked_up.deepslate_brick_wall: #11, 4(1%)
minecraft.used.quartz_slab: #11, 16(1%)
minecraft.dropped.birch_log: #11, 10(1%)
minecraft.crafted.birch_fence: #11, 9(1%)
minecraft.used.red_dye: #11, 1(1%)
minecraft.picked_up.polished_blackstone: #11, 15(1%)
minecraft.picked_up.white_terracotta: #11, 64(1%)
minecraft.picked_up.polished_diorite: #11, 12(1%)
minecraft.mined.orange_terracotta: #11, 66(0%)
minecraft.mined.polished_granite: #11, 2(1%)
minecraft.crafted.cobbled_deepslate_wall: #11, 6(1%)
minecraft.mined.smooth_quartz_slab: #11, 5(1%)
minecraft.crafted.orange_terracotta: #11, 8(1%)
minecraft.mined.big_dripleaf: #11, 1(1%)
minecraft.dropped.white_wool: #11, 3(0%)
minecraft.picked_up.spruce_leaves: #11, 311(0%)
minecraft.mined.melon: #11, 10(0%)
minecraft.picked_up.cracked_stone_bricks: #11, 10(0%)
minecraft.picked_up.glass_pane: #11, 34(0%)
minecraft.picked_up.smooth_quartz_slab: #11, 5(0%)
minecraft.crafted.light_blue_terracotta: #11, 8(0%)
minecraft.mined.snow_block: #11, 15(0%)
minecraft.mined.polished_diorite: #11, 2(0%)
minecraft.mined.acacia_planks: #11, 3(0%)
minecraft.used.orange_terracotta: #11, 3(0%)
minecraft.used.green_wool: #11, 2(0%)
minecraft.picked_up.gray_concrete_powder: #11, 2(0%)
minecraft.picked_up.brown_wool: #11, 1(0%)
minecraft.crafted.black_wool: #11, 2(0%)
minecraft.used.prismarine: #11, 2(0%)
minecraft.used.lime_stained_glass: #11, 1(0%)
minecraft.crafted.dark_oak_planks: #12, 3384(4%)
minecraft.mined.deepslate_coal_ore: #12, 428(3%)
minecraft.mined.spruce_slab: #12, 142(3%)
minecraft.crafted.spruce_slab: #12, 816(3%)
minecraft.mined.tall_grass: #12, 342(3%)
minecraft.mined.red_shulker_box: #12, 70(3%)
minecraft.picked_up.red_shulker_box: #12, 71(3%)
minecraft.crafted.diamond_leggings: #12, 2(3%)
minecraft.used.red_shulker_box: #12, 71(3%)
minecraft.mined.amethyst_block: #12, 506(3%)
minecraft.picked_up.elytra: #12, 20(2%)
minecraft.picked_up.spruce_stairs: #12, 71(3%)
minecraft.crafted.coal_block: #12, 342(2%)
minecraft.mined.spruce_stairs: #12, 43(2%)
minecraft.picked_up.flint: #12, 211(2%)
minecraft.used.cactus: #12, 127(2%)
minecraft.mined.peony: #12, 3(3%)
minecraft.broken.stone_pickaxe: #12, 2(3%)
minecraft.picked_up.baked_potato: #12, 202(2%)
minecraft.crafted.spruce_fence: #12, 201(2%)
minecraft.picked_up.deepslate_gold_ore: #12, 20(2%)
minecraft.dropped.birch_planks: #12, 22(2%)
minecraft.mined.dark_oak_sapling: #12, 4(3%)
minecraft.picked_up.oak_stairs: #12, 16(2%)
minecraft.picked_up.flowering_azalea_leaves: #12, 238(2%)
minecraft.picked_up.dark_oak_slab: #12, 35(2%)
minecraft.dropped.ender_pearl: #12, 2033(1%)
minecraft.picked_up.end_stone: #12, 118(1%)
minecraft.mined.end_stone: #12, 116(1%)
minecraft.crafted.lightning_rod: #12, 27(1%)
minecraft.mined.end_rod: #12, 47(1%)
minecraft.used.diamond_hoe: #12, 4624(1%)
minecraft.used.jungle_log: #12, 62(1%)
minecraft.mined.bee_nest: #12, 2(2%)
minecraft.killed.piglin: #12, 9(1%)
minecraft.picked_up.bee_nest: #12, 2(2%)
minecraft.mined.spore_blossom: #12, 1(2%)
minecraft.crafted.oak_stairs: #12, 28(1%)
minecraft.used.lilac: #12, 2(1%)
minecraft.used.oak_stairs: #12, 25(1%)
minecraft.mined.red_mushroom_block: #12, 87(1%)
minecraft.custom.minecart_one_cm: #12, 112103(1%)
minecraft.used.deepslate_iron_ore: #12, 11(1%)
minecraft.mined.fern: #12, 19(1%)
minecraft.dropped.spruce_log: #12, 35(1%)
minecraft.used.bee_nest: #12, 1(1%)
minecraft.used.red_concrete_powder: #12, 59(0%)
minecraft.crafted.white_terracotta: #12, 8(1%)
minecraft.used.andesite_wall: #12, 10(0%)
minecraft.used.red_wool: #12, 43(0%)
minecraft.dropped.cactus: #12, 6(0%)
minecraft.crafted.gray_wool: #12, 9(0%)
minecraft.mined.light_gray_concrete_powder: #12, 2(0%)
minecraft.picked_up.lectern: #12, 13(0%)
minecraft.mined.yellow_terracotta: #12, 1(0%)
minecraft.mined.lectern: #12, 13(0%)
minecraft.used.yellow_terracotta: #12, 6(0%)
minecraft.mined.white_concrete_powder: #12, 8(0%)
minecraft.picked_up.prismarine_bricks: #12, 19(0%)
minecraft.picked_up.beehive: #12, 2(0%)
minecraft.mined.red_concrete: #12, 18(0%)
minecraft.used.coal_block: #12, 5(0%)
minecraft.crafted.white_wool: #12, 22(0%)
minecraft.used.lime_terracotta: #12, 1(0%)
minecraft.crafted.green_terracotta: #12, 8(0%)
minecraft.used.cyan_stained_glass: #12, 1(0%)
minecraft.used.spruce_leaves: #12, 12(0%)
minecraft.mined.green_stained_glass: #12, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #12, 2(0%)
minecraft.used.brown_terracotta: #12, 3(0%)
minecraft.mined.oak_log: #13, 2613(4%)
minecraft.picked_up.dandelion: #13, 84(3%)
minecraft.used.diamond_pickaxe: #13, 102793(3%)
minecraft.picked_up.diamond: #13, 410(3%)
minecraft.picked_up.diamond_axe: #13, 17(3%)
minecraft.picked_up.magma_cream: #13, 92(3%)
minecraft.crafted.spruce_planks: #13, 8444(3%)
minecraft.mined.deepslate_copper_ore: #13, 35(3%)
minecraft.mined.diamond_ore: #13, 145(3%)
minecraft.picked_up.stick: #13, 1457(2%)
minecraft.mined.netherrack: #13, 12001(2%)
minecraft.killed.enderman: #13, 10015(3%)
minecraft.picked_up.amethyst_block: #13, 510(2%)
minecraft.picked_up.oak_slab: #13, 52(2%)
minecraft.picked_up.writable_book: #13, 4(3%)
minecraft.picked_up.spruce_slab: #13, 142(2%)
minecraft.picked_up.deepslate_tiles: #13, 174(2%)
minecraft.crafted.copper_ingot: #13, 924(2%)
minecraft.picked_up.birch_planks: #13, 70(2%)
minecraft.mined.blackstone: #13, 850(2%)
minecraft.dropped.oak_planks: #13, 33(2%)
minecraft.picked_up.iron_horse_armor: #13, 1(3%)
minecraft.picked_up.warped_fungus: #13, 19(2%)
minecraft.mined.cactus: #13, 83(2%)
minecraft.mined.deepslate_tiles: #13, 115(2%)
minecraft.dropped.flint_and_steel: #13, 1(3%)
minecraft.crafted.stone_axe: #13, 2(2%)
minecraft.mined.scaffolding: #13, 623(2%)
minecraft.picked_up.ender_pearl: #13, 2388(1%)
minecraft.picked_up.end_rod: #13, 74(2%)
minecraft.picked_up.deepslate_lapis_ore: #13, 8(2%)
minecraft.used.spruce_fence: #13, 169(2%)
minecraft.used.iron_ore: #13, 211(1%)
minecraft.dropped.diamond_helmet: #13, 1(2%)
minecraft.picked_up.smooth_basalt: #13, 222(1%)
minecraft.mined.flowering_azalea_leaves: #13, 239(1%)
minecraft.custom.walk_one_cm: #14, 42798480(3%)
minecraft.mined.potatoes: #13, 109(1%)
minecraft.picked_up.vine: #13, 142(1%)
minecraft.picked_up.birch_slab: #13, 10(1%)
minecraft.mined.smooth_basalt: #13, 140(1%)
minecraft.crafted.deepslate_brick_slab: #13, 12(1%)
minecraft.used.azalea_leaves: #13, 256(1%)
minecraft.used.deepslate_coal_ore: #13, 23(1%)
minecraft.used.poppy: #13, 3(1%)
minecraft.mined.redstone_lamp: #13, 3(1%)
