stat, rank, value, (percentage) 
minecraft.used.light_gray_carpet: #1, 4268(70%)
minecraft.killed.slime: #13, 111(1%)
minecraft.crafted.stone_sword: #13, 1(1%)
minecraft.dropped.chainmail_boots: #13, 2(2%)
minecraft.mined.white_wool: #13, 23(1%)
minecraft.mined.candle: #13, 3(2%)
minecraft.used.bookshelf: #13, 73(1%)
minecraft.crafted.green_dye: #13, 94(1%)
minecraft.crafted.anvil: #13, 12(1%)
minecraft.crafted.cyan_dye: #13, 70(1%)
minecraft.dropped.chest: #13, 5(1%)
minecraft.crafted.smooth_stone_slab: #13, 72(1%)
minecraft.killed.pig: #13, 6(1%)
minecraft.mined.spruce_button: #13, 1(1%)
minecraft.picked_up.birch_boat: #13, 4(1%)
minecraft.crafted.stone_shovel: #13, 3(1%)
minecraft.mined.powered_rail: #13, 34(1%)
minecraft.crafted.stone_slab: #13, 132(1%)
minecraft.crafted.spruce_pressure_plate: #13, 1(1%)
minecraft.crafted.stone_brick_wall: #13, 12(1%)
minecraft.used.spruce_sign: #13, 21(1%)
minecraft.dropped.smooth_basalt: #13, 9(1%)
minecraft.used.lime_shulker_box: #13, 34(1%)
minecraft.crafted.tnt: #13, 128(1%)
minecraft.used.wither_skeleton_skull: #13, 3(1%)
minecraft.crafted.birch_slab: #13, 54(1%)
minecraft.picked_up.painting: #13, 22(1%)
minecraft.crafted.polished_deepslate_stairs: #13, 12(1%)
minecraft.picked_up.golden_sword: #13, 1(1%)
minecraft.mined.grindstone: #13, 4(1%)
minecraft.crafted.lime_dye: #13, 36(1%)
minecraft.picked_up.crossbow: #13, 1(0%)
minecraft.picked_up.tropical_fish: #13, 1(1%)
minecraft.picked_up.white_stained_glass: #13, 7(0%)
minecraft.used.quartz_stairs: #13, 5(0%)
minecraft.dropped.stone_button: #13, 7(0%)
minecraft.picked_up.red_bed: #13, 3(0%)
minecraft.picked_up.ghast_tear: #13, 2(0%)
minecraft.dropped.brown_mushroom: #13, 1(0%)
minecraft.crafted.loom: #13, 1(0%)
minecraft.picked_up.pufferfish: #13, 1(0%)
minecraft.dropped.mossy_cobblestone: #13, 2(0%)
minecraft.used.polished_blackstone_button: #13, 12(0%)
minecraft.picked_up.smooth_sandstone_slab: #13, 4(0%)
minecraft.crafted.glowstone: #13, 29(0%)
minecraft.used.cobbled_deepslate_stairs: #13, 7(0%)
minecraft.used.acacia_sapling: #13, 9(0%)
minecraft.crafted.polished_blackstone_button: #13, 12(0%)
minecraft.mined.smooth_sandstone_slab: #13, 3(0%)
minecraft.dropped.gray_wool: #13, 1(0%)
minecraft.mined.glow_lichen: #13, 39(0%)
minecraft.mined.acacia_leaves: #13, 45(0%)
minecraft.used.smooth_sandstone_slab: #13, 12(0%)
minecraft.used.jack_o_lantern: #13, 3(0%)
minecraft.crafted.jack_o_lantern: #13, 3(0%)
minecraft.picked_up.spruce_leaves: #13, 78(0%)
minecraft.mined.beetroots: #13, 1(0%)
minecraft.mined.prismarine_bricks: #13, 4(0%)
minecraft.picked_up.prismarine: #13, 3(0%)
minecraft.used.brown_terracotta: #13, 2(0%)
minecraft.custom.interact_with_crafting_table: #14, 1363(3%)
minecraft.used.ladder: #14, 157(3%)
minecraft.crafted.wooden_pickaxe: #14, 1(3%)
minecraft.picked_up.magma_cream: #14, 85(3%)
minecraft.crafted.oak_door: #14, 3(4%)
minecraft.used.stone_pickaxe: #14, 256(2%)
minecraft.mined.ladder: #14, 24(2%)
minecraft.crafted.book: #14, 100(2%)
minecraft.used.stone_axe: #14, 132(2%)
minecraft.mined.sand: #14, 13759(2%)
minecraft.dropped.wooden_pickaxe: #14, 1(4%)
minecraft.mined.furnace: #14, 30(2%)
minecraft.crafted.diamond_sword: #14, 2(2%)
minecraft.used.bone_meal: #14, 2621(2%)
minecraft.picked_up.deepslate: #14, 2445(2%)
minecraft.custom.aviate_one_cm: #14, 130085442(2%)
minecraft.picked_up.sea_lantern: #14, 48(2%)
minecraft.crafted.white_dye: #14, 724(2%)
minecraft.picked_up.item_frame: #14, 52(2%)
minecraft.used.glow_item_frame: #14, 12(2%)
minecraft.crafted.stick: #14, 5800(2%)
minecraft.used.minecart: #14, 24(2%)
minecraft.crafted.spruce_door: #14, 9(2%)
minecraft.used.bread: #14, 56(2%)
minecraft.used.diorite: #14, 154(1%)
minecraft.crafted.acacia_planks: #14, 780(2%)
minecraft.used.birch_boat: #14, 4(2%)
minecraft.used.writable_book: #14, 23(2%)
minecraft.used.flint_and_steel: #14, 83(1%)
minecraft.dropped.leather_boots: #14, 5(2%)
minecraft.crafted.bone_meal: #14, 11082(1%)
minecraft.used.flowering_azalea_leaves: #14, 37(1%)
minecraft.used.dark_oak_trapdoor: #14, 60(1%)
minecraft.picked_up.powder_snow_bucket: #14, 1(2%)
minecraft.crafted.coarse_dirt: #14, 384(1%)
minecraft.used.spruce_door: #14, 7(1%)
minecraft.used.iron_ore: #14, 191(1%)
minecraft.used.polished_andesite: #14, 114(1%)
minecraft.mined.iron_bars: #14, 10(1%)
minecraft.picked_up.stone_sword: #14, 5(1%)
minecraft.picked_up.spore_blossom: #14, 3(1%)
minecraft.dropped.oak_sapling: #14, 11(1%)
minecraft.used.oak_fence: #14, 41(1%)
minecraft.picked_up.slime_ball: #14, 195(1%)
minecraft.crafted.stone_brick_stairs: #14, 24(1%)
minecraft.picked_up.obsidian: #14, 259(1%)
minecraft.dropped.leather_chestplate: #14, 3(1%)
minecraft.dropped.golden_helmet: #14, 3(1%)
minecraft.dropped.flint: #14, 25(1%)
minecraft.used.armor_stand: #14, 8(1%)
minecraft.used.nether_wart: #14, 56(1%)
minecraft.used.sea_lantern: #14, 58(1%)
minecraft.mined.hay_block: #14, 17(1%)
minecraft.crafted.smooth_stone: #14, 118(1%)
minecraft.picked_up.bucket: #14, 10(1%)
minecraft.crafted.mossy_cobblestone: #14, 64(1%)
minecraft.dropped.chicken: #14, 2(1%)
minecraft.picked_up.acacia_log: #14, 123(1%)
minecraft.broken.stone_shovel: #14, 1(1%)
minecraft.picked_up.stone_button: #14, 16(0%)
minecraft.used.tnt: #14, 42(0%)
minecraft.crafted.andesite_slab: #14, 12(1%)
minecraft.picked_up.stone_brick_wall: #14, 3(0%)
minecraft.picked_up.grindstone: #14, 4(0%)
minecraft.dropped.amethyst_shard: #14, 2(0%)
minecraft.killed.pillager: #14, 11(0%)
minecraft.crafted.birch_boat: #14, 1(0%)
minecraft.picked_up.stone_stairs: #14, 12(0%)
minecraft.picked_up.cyan_terracotta: #14, 13(0%)
minecraft.picked_up.acacia_sapling: #14, 17(0%)
minecraft.picked_up.lily_of_the_valley: #14, 6(0%)
minecraft.used.melon_seeds: #14, 2(0%)
minecraft.crafted.dark_oak_button: #14, 1(0%)
minecraft.dropped.iron_block: #14, 8(0%)
minecraft.used.smooth_stone: #14, 26(0%)
minecraft.mined.light_blue_shulker_box: #14, 1(0%)
minecraft.picked_up.light_blue_shulker_box: #14, 1(0%)
minecraft.used.light_blue_shulker_box: #14, 1(0%)
minecraft.crafted.target: #14, 1(0%)
minecraft.used.andesite_stairs: #14, 1(0%)
minecraft.crafted.gold_nugget: #14, 45(0%)
minecraft.used.warped_wart_block: #14, 1(0%)
minecraft.dropped.quartz: #14, 1(0%)
minecraft.dropped.glowstone_dust: #14, 2(0%)
minecraft.mined.shulker_box: #15, 680(3%)
minecraft.used.shulker_box: #15, 683(3%)
minecraft.picked_up.shulker_box: #15, 685(2%)
minecraft.dropped.writable_book: #15, 2(3%)
minecraft.used.chest: #15, 481(2%)
minecraft.crafted.spruce_slab: #15, 660(3%)
minecraft.custom.sneak_time: #16, 1270337(3%)
minecraft.killed.enderman: #15, 8616(2%)
minecraft.picked_up.furnace: #15, 35(2%)
minecraft.mined.gold_ore: #15, 228(2%)
minecraft.crafted.blue_dye: #15, 173(2%)
minecraft.used.bow: #15, 819(2%)
minecraft.picked_up.rail: #15, 379(2%)
minecraft.picked_up.string: #15, 369(2%)
minecraft.mined.chest: #15, 146(2%)
minecraft.crafted.comparator: #15, 68(2%)
minecraft.crafted.copper_ingot: #15, 833(2%)
minecraft.crafted.stone: #15, 405(2%)
minecraft.crafted.stone_pickaxe: #15, 3(2%)
minecraft.picked_up.cobblestone_stairs: #15, 17(2%)
minecraft.mined.iron_block: #15, 506(2%)
minecraft.used.iron_block: #15, 834(2%)
minecraft.crafted.observer: #15, 90(2%)
minecraft.killed.creeper: #15, 94(2%)
minecraft.crafted.repeater: #15, 100(2%)
minecraft.crafted.redstone: #15, 1755(1%)
minecraft.picked_up.sugar_cane: #15, 1556(2%)
minecraft.mined.spruce_slab: #15, 71(2%)
minecraft.mined.cobblestone_stairs: #15, 9(2%)
minecraft.picked_up.dispenser: #15, 11(1%)
minecraft.dropped.leather_helmet: #15, 4(2%)
minecraft.mined.tall_seagrass: #15, 35(1%)
minecraft.used.blast_furnace: #15, 6(1%)
minecraft.used.stone_hoe: #15, 96(2%)
minecraft.dropped.moss_block: #15, 67(1%)
minecraft.used.soul_sand: #15, 58(1%)
minecraft.killed.glow_squid: #15, 2(1%)
minecraft.crafted.cooked_porkchop: #15, 8(1%)
minecraft.picked_up.purpur_pillar: #15, 7(2%)
minecraft.picked_up.enchanted_book: #15, 6(1%)
minecraft.dropped.golden_boots: #15, 4(1%)
minecraft.crafted.scaffolding: #15, 162(1%)
minecraft.broken.stone_pickaxe: #15, 1(1%)
minecraft.mined.purpur_pillar: #15, 7(1%)
minecraft.crafted.lead: #15, 6(1%)
minecraft.used.campfire: #15, 14(1%)
minecraft.mined.purpur_block: #15, 21(1%)
minecraft.killed.zombie: #15, 264(1%)
minecraft.dropped.minecart: #15, 1(1%)
minecraft.mined.nether_wart: #15, 48(1%)
minecraft.dropped.golden_chestplate: #15, 3(1%)
minecraft.used.sugar_cane: #15, 79(1%)
minecraft.used.stone_shovel: #15, 131(1%)
minecraft.dropped.iron_shovel: #15, 1(1%)
minecraft.dropped.bucket: #15, 2(1%)
minecraft.used.diamond_sword: #15, 3387(1%)
minecraft.picked_up.powered_rail: #15, 58(1%)
minecraft.picked_up.nether_wart: #15, 143(1%)
minecraft.killed.hoglin: #15, 1(1%)
minecraft.picked_up.golden_apple: #15, 2(1%)
minecraft.mined.iron_trapdoor: #15, 6(1%)
minecraft.mined.nether_brick_fence: #15, 3(1%)
minecraft.crafted.iron_block: #15, 324(0%)
minecraft.mined.dripstone_block: #15, 52(0%)
minecraft.mined.birch_leaves: #15, 202(0%)
minecraft.custom.fall_one_cm: #16, 2977836(2%)
minecraft.crafted.bread: #15, 60(0%)
minecraft.crafted.gold_ingot: #15, 721(0%)
minecraft.picked_up.redstone_lamp: #15, 3(0%)
minecraft.mined.acacia_log: #15, 82(0%)
minecraft.picked_up.stone_slab: #15, 27(0%)
minecraft.picked_up.cobbled_deepslate_slab: #15, 6(0%)
minecraft.dropped.stone_sword: #15, 2(0%)
minecraft.dropped.iron_axe: #15, 1(0%)
minecraft.killed.witch: #15, 2(0%)
minecraft.dropped.spruce_log: #15, 16(0%)
minecraft.picked_up.cooked_porkchop: #15, 4(0%)
minecraft.crafted.golden_apple: #15, 2(0%)
minecraft.picked_up.glow_lichen: #15, 50(0%)
minecraft.used.pumpkin_seeds: #15, 4(0%)
minecraft.mined.stone_brick_slab: #15, 6(0%)
minecraft.picked_up.soul_lantern: #15, 1(0%)
minecraft.used.nether_bricks: #15, 5(0%)
minecraft.crafted.brick: #15, 84(0%)
minecraft.used.andesite_wall: #15, 3(0%)
minecraft.picked_up.lapis_block: #15, 1(0%)
minecraft.used.pointed_dripstone: #15, 27(0%)
minecraft.mined.red_terracotta: #15, 6(0%)
minecraft.picked_up.red_terracotta: #15, 6(0%)
minecraft.dropped.raw_iron: #15, 1(0%)
minecraft.picked_up.light_blue_wool: #15, 1(0%)
minecraft.crafted.air: #15, 0(0%)
minecraft.picked_up.crafting_table: #16, 89(3%)
minecraft.mined.crafting_table: #16, 80(3%)
minecraft.custom.damage_taken: #16, 86832(2%)
minecraft.crafted.oak_planks: #16, 4294(2%)
minecraft.crafted.iron_ingot: #16, 5980(2%)
minecraft.mined.grass_block: #16, 9832(2%)
minecraft.picked_up.sand: #16, 14088(2%)
minecraft.crafted.coal_block: #16, 256(2%)
minecraft.crafted.diamond_chestplate: #16, 1(2%)
minecraft.crafted.redstone_torch: #16, 436(2%)
minecraft.mined.dispenser: #16, 10(2%)
minecraft.dropped.cobblestone: #16, 1327(1%)
minecraft.picked_up.iron_sword: #16, 3(2%)
minecraft.used.dispenser: #16, 27(1%)
minecraft.crafted.lapis_lazuli: #16, 180(2%)
minecraft.picked_up.iron_shovel: #16, 3(1%)
minecraft.mined.fire: #16, 99(1%)
minecraft.mined.dandelion: #16, 27(1%)
minecraft.crafted.furnace: #16, 37(1%)
minecraft.mined.obsidian: #16, 195(1%)
minecraft.picked_up.polished_deepslate: #16, 88(1%)
minecraft.crafted.campfire: #16, 15(1%)
minecraft.used.spruce_trapdoor: #16, 120(1%)
minecraft.used.scaffolding: #16, 968(1%)
minecraft.crafted.spruce_trapdoor: #16, 122(1%)
minecraft.custom.horse_one_cm: #16, 1099543(1%)
minecraft.used.flowering_azalea: #16, 17(1%)
minecraft.used.gravel: #16, 139(1%)
minecraft.picked_up.purpur_block: #16, 21(1%)
minecraft.crafted.light_gray_dye: #16, 69(1%)
minecraft.dropped.sand: #16, 83(1%)
minecraft.mined.spruce_trapdoor: #16, 24(1%)
minecraft.dropped.stone: #16, 1079(1%)
minecraft.dropped.ender_chest: #16, 1(1%)
minecraft.killed.endermite: #16, 1(1%)
minecraft.dropped.golden_leggings: #16, 2(1%)
minecraft.crafted.glass: #16, 1393(1%)
minecraft.crafted.flint_and_steel: #16, 3(1%)
minecraft.picked_up.iron_trapdoor: #16, 6(1%)
minecraft.used.loom: #16, 1(1%)
minecraft.custom.mob_kills: #16, 13143(0%)
minecraft.used.lilac: #16, 1(1%)
minecraft.picked_up.chorus_fruit: #16, 22(0%)
minecraft.used.stone_brick_wall: #16, 8(0%)
minecraft.used.cooked_porkchop: #16, 9(0%)
minecraft.mined.bookshelf: #16, 20(0%)
minecraft.mined.yellow_bed: #16, 1(0%)
minecraft.crafted.bookshelf: #16, 21(0%)
minecraft.used.obsidian: #16, 106(0%)
minecraft.mined.polished_blackstone_button: #16, 1(0%)
minecraft.picked_up.birch_leaves: #16, 57(0%)
minecraft.used.lava_bucket: #16, 28(0%)
minecraft.used.stone_slab: #16, 45(0%)
minecraft.used.axolotl_bucket: #16, 1(0%)
minecraft.picked_up.stripped_spruce_log: #16, 9(0%)
minecraft.crafted.stone_brick_slab: #16, 30(0%)
minecraft.mined.chorus_plant: #16, 1(0%)
minecraft.picked_up.cornflower: #16, 8(0%)
minecraft.mined.tnt: #16, 1(0%)
minecraft.mined.andesite_slab: #16, 1(0%)
minecraft.crafted.stone_button: #16, 37(0%)
minecraft.dropped.white_wool: #16, 1(0%)
minecraft.used.magma_block: #16, 16(0%)
minecraft.dropped.oak_leaves: #16, 3(0%)
minecraft.dropped.bone_meal: #16, 74(0%)
minecraft.used.birch_leaves: #16, 6(0%)
minecraft.used.glow_lichen: #16, 13(0%)
minecraft.dropped.poppy: #16, 12(0%)
minecraft.used.acacia_log: #16, 2(0%)
minecraft.picked_up.stripped_birch_log: #16, 1(0%)
minecraft.mined.stripped_birch_log: #16, 1(0%)
minecraft.used.terracotta: #16, 1(0%)
minecraft.killed.zombified_piglin: #16, 2(0%)
minecraft.crafted.diamond_shovel: #17, 3(2%)
minecraft.picked_up.coal: #17, 4056(2%)
minecraft.picked_up.diamond_pickaxe: #17, 17(2%)
minecraft.picked_up.barrel: #17, 33(2%)
minecraft.custom.swim_one_cm: #17, 885062(2%)
minecraft.used.beacon: #17, 6(2%)
minecraft.picked_up.iron_leggings: #17, 3(2%)
minecraft.crafted.ladder: #17, 138(2%)
minecraft.crafted.chest: #17, 495(1%)
minecraft.dropped.diamond_pickaxe: #17, 3(2%)
minecraft.broken.iron_pickaxe: #17, 5(2%)
minecraft.picked_up.cobbled_deepslate: #17, 4393(1%)
minecraft.used.barrel: #17, 57(1%)
minecraft.picked_up.apple: #17, 63(1%)
minecraft.picked_up.iron_block: #17, 510(1%)
minecraft.used.golden_carrot: #17, 438(1%)
minecraft.picked_up.diamond_leggings: #17, 5(1%)
minecraft.picked_up.kelp: #17, 484(1%)
minecraft.mined.sugar_cane: #17, 599(1%)
minecraft.dropped.iron_chestplate: #17, 1(2%)
minecraft.killed.squid: #17, 29(1%)
minecraft.picked_up.scaffolding: #17, 1001(1%)
minecraft.picked_up.lever: #17, 20(1%)
minecraft.crafted.diamond: #17, 99(1%)
minecraft.mined.lilac: #17, 2(1%)
minecraft.mined.carrots: #17, 152(1%)
minecraft.dropped.gravel: #17, 122(1%)
minecraft.killed.phantom: #17, 8(1%)
minecraft.dropped.tuff: #17, 12(1%)
minecraft.used.cobblestone_stairs: #17, 18(1%)
minecraft.picked_up.hay_block: #17, 20(1%)
minecraft.dropped.diamond_shovel: #17, 1(1%)
minecraft.mined.spruce_stairs: #17, 10(1%)
minecraft.used.spruce_stairs: #17, 47(1%)
minecraft.picked_up.oak_leaves: #17, 435(1%)
minecraft.used.ender_pearl: #17, 40(0%)
minecraft.mined.sea_lantern: #17, 6(1%)
minecraft.picked_up.nether_brick_fence: #17, 3(1%)
minecraft.mined.warped_fungus: #17, 3(1%)
minecraft.picked_up.smooth_stone: #17, 34(0%)
minecraft.picked_up.deepslate_iron_ore: #17, 12(0%)
minecraft.mined.birch_sapling: #17, 1(1%)
minecraft.picked_up.spruce_trapdoor: #17, 22(0%)
minecraft.picked_up.salmon: #17, 2(0%)
minecraft.used.oak_planks: #17, 134(0%)
minecraft.picked_up.iron_axe: #17, 1(0%)
minecraft.crafted.shulker_box: #17, 17(0%)
minecraft.mined.pumpkin: #17, 15(0%)
minecraft.used.coarse_dirt: #17, 111(0%)
minecraft.picked_up.dripstone_block: #17, 51(0%)
minecraft.picked_up.spruce_button: #17, 1(0%)
minecraft.used.cooked_mutton: #17, 1(0%)
minecraft.mined.redstone_lamp: #17, 1(0%)
minecraft.dropped.rotten_flesh: #17, 196(0%)
minecraft.picked_up.white_dye: #17, 4(0%)
minecraft.used.jungle_log: #17, 10(0%)
minecraft.mined.cauldron: #17, 1(0%)
minecraft.picked_up.polished_blackstone_button: #17, 2(0%)
minecraft.picked_up.copper_ingot: #17, 46(0%)
minecraft.mined.pointed_dripstone: #17, 22(0%)
minecraft.picked_up.pumpkin: #17, 23(0%)
minecraft.custom.fill_cauldron: #17, 1(0%)
minecraft.crafted.brown_dye: #17, 9(0%)
minecraft.picked_up.nether_bricks: #17, 8(0%)
minecraft.dropped.glass: #17, 8(0%)
minecraft.picked_up.andesite_slab: #17, 1(0%)
minecraft.mined.stripped_spruce_log: #17, 5(0%)
minecraft.dropped.stone_bricks: #17, 3(0%)
minecraft.mined.carved_pumpkin: #17, 3(0%)
minecraft.used.stone_brick_slab: #17, 21(0%)
minecraft.dropped.obsidian: #17, 1(0%)
minecraft.picked_up.stone_brick_slab: #17, 6(0%)
minecraft.picked_up.coal_block: #17, 3(0%)
minecraft.used.soul_lantern: #17, 1(0%)
minecraft.picked_up.prismarine_bricks: #17, 4(0%)
minecraft.dropped.bread: #17, 2(0%)
minecraft.used.soul_soil: #17, 1(0%)
minecraft.custom.crouch_one_cm: #18, 4494714(3%)
minecraft.custom.sprint_one_cm: #18, 27650292(2%)
minecraft.mined.deepslate_lapis_ore: #18, 33(3%)
minecraft.custom.open_enderchest: #18, 716(2%)
minecraft.custom.open_shulker_box: #18, 5345(2%)
minecraft.picked_up.minecart: #18, 29(2%)
minecraft.mined.deepslate: #18, 6526(2%)
minecraft.crafted.barrel: #18, 55(2%)
minecraft.picked_up.writable_book: #18, 3(2%)
minecraft.picked_up.diamond_helmet: #18, 5(2%)
minecraft.killed.spider: #18, 38(2%)
minecraft.picked_up.chest: #18, 165(1%)
minecraft.custom.interact_with_beacon: #18, 8(2%)
minecraft.picked_up.iron_helmet: #18, 2(1%)
minecraft.mined.beacon: #18, 4(1%)
minecraft.crafted.red_shulker_box: #18, 1(1%)
minecraft.dropped.dirt: #18, 474(1%)
minecraft.used.carrot: #18, 228(1%)
minecraft.custom.inspect_dispenser: #18, 67(1%)
minecraft.picked_up.glass: #18, 286(1%)
minecraft.picked_up.ink_sac: #18, 118(1%)
minecraft.picked_up.porkchop: #18, 16(1%)
minecraft.crafted.hopper: #18, 103(1%)
minecraft.crafted.writable_book: #18, 2(1%)
minecraft.crafted.cobbled_deepslate_slab: #18, 24(1%)
minecraft.crafted.stonecutter: #18, 2(1%)
minecraft.custom.player_kills: #18, 1(1%)
minecraft.mined.peony: #18, 1(1%)
minecraft.mined.kelp_plant: #18, 24(1%)
minecraft.used.ender_chest: #18, 30(1%)
minecraft.used.basalt: #18, 138(1%)
minecraft.crafted.cobblestone_stairs: #18, 16(1%)
minecraft.crafted.spruce_stairs: #18, 48(1%)
minecraft.mined.ender_chest: #18, 25(0%)
minecraft.crafted.oak_fence: #18, 21(1%)
minecraft.picked_up.cobblestone_wall: #18, 7(0%)
minecraft.dropped.spruce_planks: #18, 10(0%)
minecraft.mined.polished_deepslate: #18, 21(0%)
minecraft.used.birch_sapling: #18, 15(0%)
minecraft.crafted.polished_deepslate: #18, 112(0%)
minecraft.dropped.gunpowder: #18, 31(0%)
minecraft.picked_up.spruce_stairs: #18, 7(0%)
minecraft.crafted.spruce_sign: #18, 9(0%)
minecraft.mined.crimson_fungus: #18, 1(0%)
minecraft.used.stone_brick_stairs: #18, 19(0%)
minecraft.used.grindstone: #18, 5(0%)
minecraft.picked_up.bone_meal: #18, 207(0%)
minecraft.picked_up.iron_ingot: #18, 158(0%)
minecraft.picked_up.pumpkin_seeds: #18, 23(0%)
minecraft.mined.nether_bricks: #18, 11(0%)
minecraft.mined.terracotta: #18, 225(0%)
minecraft.picked_up.terracotta: #18, 221(0%)
minecraft.picked_up.armor_stand: #18, 1(0%)
minecraft.mined.spruce_leaves: #18, 136(0%)
minecraft.picked_up.gold_ingot: #18, 4(0%)
minecraft.used.pumpkin: #18, 3(0%)
minecraft.used.amethyst_block: #18, 8(0%)
minecraft.killed.shulker: #18, 4(0%)
minecraft.crafted.grindstone: #18, 2(0%)
minecraft.used.cauldron: #18, 4(0%)
minecraft.used.shroomlight: #18, 6(0%)
minecraft.mined.coarse_dirt: #18, 11(0%)
minecraft.picked_up.polished_deepslate_stairs: #18, 2(0%)
minecraft.dropped.birch_planks: #18, 1(0%)
minecraft.picked_up.book: #18, 14(0%)
minecraft.picked_up.end_stone: #18, 6(0%)
minecraft.mined.polished_deepslate_stairs: #18, 1(0%)
minecraft.custom.tune_noteblock: #18, 2(0%)
minecraft.used.andesite_slab: #18, 2(0%)
minecraft.dropped.wheat: #18, 2(0%)
minecraft.dropped.grass_block: #18, 8(0%)
minecraft.dropped.blackstone: #18, 1(0%)
minecraft.crafted.golden_carrot: #18, 4(0%)
minecraft.custom.jump: #19, 105826(2%)
minecraft.custom.walk_on_water_one_cm: #19, 993384(2%)
minecraft.mined.deepslate_redstone_ore: #19, 261(3%)
minecraft.crafted.crafting_table: #19, 29(2%)
minecraft.mined.deepslate_copper_ore: #19, 24(2%)
minecraft.picked_up.oak_log: #19, 1410(2%)
minecraft.picked_up.diamond: #19, 245(2%)
minecraft.mined.diamond_ore: #19, 98(2%)
minecraft.picked_up.stick: #19, 741(1%)
minecraft.picked_up.dandelion: #19, 30(1%)
minecraft.killed_by.player: #19, 2(1%)
minecraft.picked_up.diamond_sword: #19, 6(1%)
minecraft.picked_up.wheat_seeds: #19, 2882(1%)
minecraft.picked_up.beacon: #19, 4(1%)
minecraft.picked_up.diamond_boots: #19, 5(1%)
minecraft.picked_up.glow_ink_sac: #19, 37(1%)
minecraft.crafted.bucket: #19, 35(1%)
minecraft.crafted.stone_axe: #19, 1(1%)
minecraft.picked_up.poppy: #19, 68(1%)
minecraft.picked_up.cobblestone_slab: #19, 14(1%)
minecraft.picked_up.ender_pearl: #19, 893(1%)
minecraft.picked_up.rotten_flesh: #19, 437(0%)
minecraft.mined.player_wall_head: #19, 1(1%)
minecraft.picked_up.ender_chest: #19, 25(0%)
minecraft.mined.shroomlight: #19, 12(0%)
minecraft.picked_up.iron_bars: #19, 10(0%)
minecraft.mined.birch_planks: #19, 6(0%)
minecraft.dropped.iron_ingot: #19, 33(0%)
minecraft.used.end_rod: #19, 23(0%)
minecraft.picked_up.bamboo: #19, 383(0%)
minecraft.used.hopper: #19, 55(0%)
minecraft.used.egg: #19, 20(0%)
minecraft.mined.birch_slab: #19, 3(0%)
minecraft.dropped.ender_pearl: #19, 524(0%)
minecraft.killed.ghast: #19, 2(0%)
minecraft.picked_up.flower_pot: #19, 2(0%)
minecraft.picked_up.shroomlight: #19, 15(0%)
minecraft.picked_up.warped_fungus: #19, 3(0%)
minecraft.mined.red_shulker_box: #19, 7(0%)
minecraft.picked_up.red_shulker_box: #19, 7(0%)
minecraft.crafted.cobblestone_slab: #19, 24(0%)
minecraft.picked_up.dropper: #19, 3(0%)
minecraft.mined.glass: #19, 25(0%)
minecraft.picked_up.magma_block: #19, 43(0%)
minecraft.mined.cobblestone_slab: #19, 5(0%)
minecraft.mined.magma_block: #19, 39(0%)
minecraft.picked_up.crimson_fungus: #19, 1(0%)
minecraft.crafted.iron_trapdoor: #19, 6(0%)
minecraft.mined.stone_slab: #19, 8(0%)
minecraft.used.oak_leaves: #19, 59(0%)
minecraft.mined.crimson_nylium: #19, 3(0%)
minecraft.picked_up.baked_potato: #19, 15(0%)
minecraft.mined.stone_brick_stairs: #19, 2(0%)
minecraft.crafted.gold_block: #19, 15(0%)
minecraft.picked_up.emerald: #19, 15(0%)
minecraft.crafted.cauldron: #19, 4(0%)
minecraft.picked_up.coarse_dirt: #19, 12(0%)
minecraft.picked_up.peony: #19, 1(0%)
minecraft.used.diamond_block: #19, 1(0%)
minecraft.picked_up.cauldron: #19, 1(0%)
minecraft.mined.jungle_log: #19, 10(0%)
minecraft.used.sandstone: #19, 8(0%)
minecraft.picked_up.jungle_log: #19, 10(0%)
minecraft.mined.soul_soil: #19, 1(0%)
minecraft.picked_up.soul_soil: #19, 1(0%)
minecraft.crafted.firework_rocket: #19, 18(0%)
minecraft.custom.walk_one_cm: #20, 29633262(2%)
minecraft.used.crafting_table: #20, 89(2%)
minecraft.custom.walk_under_water_one_cm: #20, 961844(1%)
minecraft.mined.oak_log: #20, 1260(2%)
minecraft.crafted.diamond_axe: #20, 2(2%)
minecraft.picked_up.flint_and_steel: #20, 2(1%)
minecraft.picked_up.diamond_shovel: #20, 6(1%)
minecraft.mined.wheat: #20, 812(1%)
minecraft.picked_up.diamond_axe: #20, 5(1%)
minecraft.killed.zombie_villager: #20, 2(1%)
minecraft.picked_up.spider_eye: #20, 45(1%)
minecraft.used.wheat_seeds: #20, 866(1%)
minecraft.killed_by.creeper: #20, 1(1%)
minecraft.used.iron_bars: #20, 35(1%)
minecraft.picked_up.basalt: #20, 500(1%)
minecraft.dropped.shulker_box: #20, 2(1%)
minecraft.used.wooden_pickaxe: #20, 3(1%)
minecraft.picked_up.carrot: #20, 573(1%)
minecraft.picked_up.spruce_planks: #20, 87(1%)
minecraft.picked_up.firework_rocket: #20, 230(1%)
minecraft.mined.chain: #20, 7(1%)
minecraft.crafted.birch_planks: #20, 392(0%)
minecraft.crafted.black_dye: #20, 160(0%)
minecraft.used.bamboo: #20, 13(0%)
minecraft.crafted.stone_bricks: #20, 556(0%)
minecraft.used.spruce_sapling: #20, 27(0%)
minecraft.picked_up.hopper: #20, 18(0%)
minecraft.picked_up.feather: #20, 6(0%)
minecraft.mined.brown_mushroom: #20, 3(0%)
