stat, rank, value, (percentage) 
minecraft.picked_up.iron_ingot: #1, 85607(80%)
minecraft.picked_up.spruce_log: #12, 4163(3%)
minecraft.mined.oak_fence: #12, 93(3%)
minecraft.used.shulker_box: #12, 780(3%)
minecraft.crafted.diamond_shovel: #12, 4(3%)
minecraft.mined.spruce_log: #12, 3280(3%)
minecraft.used.lantern: #12, 133(3%)
minecraft.crafted.wooden_pickaxe: #12, 1(3%)
minecraft.mined.iron_ore: #12, 2239(3%)
minecraft.picked_up.iron_ore: #12, 625(3%)
minecraft.used.oak_sapling: #12, 220(3%)
minecraft.picked_up.cobbled_deepslate: #12, 7496(2%)
minecraft.crafted.oak_door: #12, 3(4%)
minecraft.crafted.diamond_boots: #12, 2(2%)
minecraft.dropped.cooked_beef: #12, 44(3%)
minecraft.mined.dispenser: #12, 14(2%)
minecraft.mined.blast_furnace: #12, 4(3%)
minecraft.crafted.iron_chestplate: #12, 2(2%)
minecraft.used.oak_log: #12, 325(2%)
minecraft.mined.spruce_fence: #12, 58(2%)
minecraft.crafted.lantern: #12, 133(2%)
minecraft.picked_up.dark_oak_planks: #12, 121(2%)
minecraft.crafted.iron_nugget: #12, 1710(2%)
minecraft.used.golden_carrot: #12, 653(2%)
minecraft.mined.nether_gold_ore: #12, 67(2%)
minecraft.used.birch_boat: #12, 5(2%)
minecraft.picked_up.blast_furnace: #12, 4(2%)
minecraft.used.stone_stairs: #12, 80(2%)
minecraft.crafted.stone_pickaxe: #12, 3(2%)
minecraft.crafted.deepslate_tile_slab: #12, 140(2%)
minecraft.mined.smooth_basalt: #12, 251(2%)
minecraft.mined.tall_seagrass: #12, 50(2%)
minecraft.used.gravel: #12, 279(2%)
minecraft.mined.potatoes: #12, 179(2%)
minecraft.killed.phantom: #12, 17(2%)
minecraft.used.dark_oak_planks: #12, 135(2%)
minecraft.crafted.stonecutter: #12, 4(1%)
minecraft.crafted.deepslate_brick_stairs: #12, 16(2%)
minecraft.crafted.oak_button: #12, 6(2%)
minecraft.picked_up.potato: #12, 941(1%)
minecraft.picked_up.warped_roots: #12, 66(2%)
minecraft.used.iron_ore: #12, 231(1%)
minecraft.picked_up.purpur_block: #12, 33(2%)
minecraft.picked_up.spore_blossom: #12, 4(2%)
minecraft.picked_up.grass: #12, 42(1%)
minecraft.used.oak_button: #12, 4(2%)
minecraft.mined.crimson_nylium: #12, 27(1%)
minecraft.crafted.stone_sword: #12, 1(1%)
minecraft.mined.weeping_vines_plant: #12, 5(2%)
minecraft.dropped.potion: #12, 7(1%)
minecraft.mined.stone_brick_stairs: #12, 19(1%)
minecraft.mined.tnt: #12, 7(1%)
minecraft.crafted.iron_door: #12, 6(1%)
minecraft.dropped.chest: #12, 5(1%)
minecraft.dropped.written_book: #12, 1(2%)
minecraft.mined.redstone_lamp: #12, 4(1%)
minecraft.dropped.rail: #12, 7(1%)
minecraft.crafted.quartz_block: #12, 292(1%)
minecraft.crafted.deepslate_brick_wall: #12, 6(1%)
minecraft.picked_up.deepslate_brick_slab: #12, 14(1%)
minecraft.crafted.soul_lantern: #12, 12(1%)
minecraft.picked_up.yellow_concrete: #12, 18(1%)
minecraft.mined.light_gray_concrete: #12, 27(1%)
minecraft.picked_up.light_gray_concrete: #12, 27(1%)
minecraft.used.oak_wood: #12, 43(1%)
minecraft.dropped.birch_sign: #12, 1(1%)
minecraft.dropped.poisonous_potato: #12, 1(1%)
minecraft.picked_up.warped_slab: #12, 3(1%)
minecraft.crafted.warped_trapdoor: #12, 6(1%)
minecraft.mined.oak_fence_gate: #12, 1(0%)
minecraft.mined.quartz_block: #12, 7(0%)
minecraft.used.deepslate_copper_ore: #12, 1(1%)
minecraft.used.nether_wart_block: #12, 4(0%)
minecraft.crafted.birch_boat: #12, 1(0%)
minecraft.mined.gray_wool: #12, 1(0%)
minecraft.custom.interact_with_cartography_table: #12, 1(0%)
minecraft.crafted.light_gray_stained_glass: #12, 32(0%)
minecraft.dropped.cod: #12, 6(0%)
minecraft.mined.smooth_sandstone_slab: #12, 3(0%)
minecraft.used.soul_soil: #12, 12(0%)
minecraft.used.light_gray_concrete: #12, 19(0%)
minecraft.used.grass: #12, 4(0%)
minecraft.used.warped_nylium: #12, 1(0%)
minecraft.used.glass_pane: #12, 4(0%)
minecraft.crafted.brick: #12, 128(0%)
minecraft.picked_up.blue_orchid: #12, 1(0%)
minecraft.crafted.target: #12, 1(0%)
minecraft.mined.coal_block: #12, 1(0%)
minecraft.mined.gray_stained_glass: #12, 1(0%)
minecraft.used.barrel: #13, 162(4%)
minecraft.picked_up.black_concrete_powder: #12, 2(0%)
minecraft.custom.open_barrel: #13, 2161(3%)
minecraft.picked_up.diamond_sword: #13, 19(3%)
minecraft.custom.interact_with_anvil: #13, 140(3%)
minecraft.mined.shulker_box: #13, 765(3%)
minecraft.picked_up.shulker_box: #13, 797(3%)
minecraft.used.spruce_slab: #13, 560(3%)
minecraft.used.shears: #13, 2969(3%)
minecraft.picked_up.bone: #13, 1229(3%)
minecraft.used.enchanting_table: #13, 2(4%)
minecraft.crafted.light_blue_dye: #13, 88(3%)
minecraft.picked_up.oak_sign: #13, 24(3%)
minecraft.picked_up.oak_sapling: #13, 467(3%)
minecraft.dropped.diamond_pickaxe: #13, 5(3%)
minecraft.mined.rose_bush: #13, 5(3%)
minecraft.used.coal_ore: #13, 480(2%)
minecraft.mined.furnace: #13, 32(2%)
minecraft.custom.interact_with_stonecutter: #13, 129(2%)
minecraft.used.rail: #13, 535(2%)
minecraft.crafted.shears: #13, 44(2%)
minecraft.picked_up.lightning_rod: #13, 20(2%)
minecraft.used.brewing_stand: #13, 6(2%)
minecraft.mined.lightning_rod: #13, 15(2%)
minecraft.picked_up.ink_sac: #13, 194(2%)
minecraft.used.bamboo: #13, 45(2%)
minecraft.used.glass_bottle: #13, 102(2%)
minecraft.mined.chipped_anvil: #13, 2(2%)
minecraft.used.glow_berries: #13, 52(2%)
minecraft.used.potato: #13, 217(2%)
minecraft.crafted.dark_oak_fence: #13, 57(2%)
minecraft.mined.spruce_door: #13, 4(2%)
minecraft.mined.andesite_slab: #13, 9(2%)
minecraft.mined.warped_stem: #13, 111(1%)
minecraft.used.amethyst_block: #13, 95(1%)
minecraft.dropped.oak_fence: #13, 5(1%)
minecraft.mined.purpur_block: #13, 27(1%)
minecraft.mined.end_rod: #13, 43(1%)
minecraft.used.cobblestone_slab: #13, 69(1%)
minecraft.killed.ghast: #13, 6(1%)
minecraft.picked_up.dark_oak_fence: #13, 18(1%)
minecraft.crafted.lightning_rod: #13, 21(1%)
minecraft.used.armor_stand: #13, 10(1%)
minecraft.mined.infested_stone: #13, 6(1%)
minecraft.crafted.light_gray_dye: #13, 79(1%)
minecraft.crafted.mossy_cobblestone: #13, 100(2%)
minecraft.picked_up.jungle_sapling: #13, 30(1%)
minecraft.picked_up.iron_trapdoor: #13, 11(1%)
minecraft.crafted.flint_and_steel: #13, 5(1%)
minecraft.picked_up.gray_wool: #13, 48(1%)
minecraft.crafted.blaze_powder: #13, 22(1%)
minecraft.used.oak_planks: #13, 293(1%)
minecraft.mined.crimson_fungus: #13, 3(1%)
minecraft.crafted.purple_dye: #13, 23(1%)
minecraft.picked_up.end_stone_bricks: #13, 7(1%)
minecraft.used.deepslate_gold_ore: #13, 6(1%)
minecraft.picked_up.packed_ice: #13, 167(1%)
minecraft.mined.packed_ice: #13, 160(1%)
minecraft.crafted.stone_stairs: #13, 36(1%)
minecraft.picked_up.glass_bottle: #13, 18(1%)
minecraft.mined.campfire: #13, 3(1%)
minecraft.used.warped_trapdoor: #13, 8(1%)
minecraft.dropped.dark_oak_planks: #13, 8(1%)
minecraft.used.slime_block: #13, 37(1%)
minecraft.picked_up.jungle_planks: #13, 14(1%)
minecraft.used.deepslate_brick_slab: #13, 35(0%)
minecraft.used.oak_stairs: #13, 13(1%)
minecraft.picked_up.stripped_oak_wood: #13, 6(1%)
minecraft.mined.stripped_oak_wood: #13, 6(1%)
minecraft.crafted.stone_brick_slab: #13, 60(0%)
minecraft.picked_up.amethyst_cluster: #13, 25(0%)
minecraft.used.spruce_button: #13, 5(0%)
minecraft.mined.stone_brick_slab: #13, 14(0%)
minecraft.picked_up.twisting_vines: #13, 21(0%)
minecraft.dropped.phantom_membrane: #13, 1(0%)
minecraft.picked_up.smooth_sandstone: #13, 36(0%)
minecraft.used.sandstone: #13, 58(0%)
minecraft.picked_up.oak_fence_gate: #13, 1(0%)
minecraft.used.black_concrete: #13, 40(0%)
minecraft.picked_up.polished_blackstone_slab: #13, 2(0%)
minecraft.used.white_stained_glass: #13, 19(0%)
minecraft.mined.slime_block: #13, 7(0%)
minecraft.used.sandstone_slab: #13, 2(0%)
minecraft.picked_up.stripped_birch_log: #13, 2(0%)
minecraft.dropped.coarse_dirt: #13, 1(0%)
minecraft.crafted.birch_trapdoor: #13, 2(0%)
minecraft.picked_up.dead_bush: #13, 1(0%)
minecraft.used.sea_pickle: #13, 2(0%)
minecraft.picked_up.red_sand: #13, 1(0%)
minecraft.picked_up.lapis_lazuli: #14, 1261(3%)
minecraft.mined.barrel: #14, 38(3%)
minecraft.crafted.enchanting_table: #14, 1(3%)
minecraft.mined.farmland: #14, 56(2%)
minecraft.picked_up.furnace: #14, 38(2%)
minecraft.mined.cobblestone_stairs: #14, 13(3%)
minecraft.picked_up.raw_iron: #14, 2598(2%)
minecraft.mined.deepslate: #14, 7290(2%)
minecraft.picked_up.oak_slab: #14, 47(2%)
minecraft.crafted.coal_block: #14, 262(2%)
minecraft.picked_up.birch_sign: #14, 16(2%)
minecraft.crafted.diamond_chestplate: #14, 1(2%)
minecraft.mined.gravel: #14, 3702(2%)
minecraft.mined.shroomlight: #14, 43(2%)
minecraft.dropped.wheat_seeds: #14, 1160(1%)
minecraft.picked_up.deepslate_coal_ore: #14, 66(2%)
minecraft.broken.shears: #14, 5(2%)
minecraft.used.dark_oak_fence: #14, 51(2%)
minecraft.used.iron_shovel: #14, 1280(2%)
minecraft.picked_up.gravel: #14, 3011(1%)
minecraft.used.deepslate_tile_slab: #14, 380(1%)
minecraft.broken.iron_axe: #14, 2(2%)
minecraft.picked_up.end_rod: #14, 69(2%)
minecraft.picked_up.glow_berries: #14, 101(1%)
minecraft.mined.peony: #14, 2(2%)
minecraft.crafted.minecart: #14, 15(1%)
minecraft.picked_up.deepslate_copper_ore: #14, 7(2%)
minecraft.picked_up.deepslate_gold_ore: #14, 14(1%)
minecraft.picked_up.stone_brick_stairs: #14, 27(1%)
minecraft.crafted.red_shulker_box: #14, 1(1%)
minecraft.mined.white_concrete: #14, 687(1%)
minecraft.mined.birch_slab: #14, 9(1%)
minecraft.mined.brewing_stand: #14, 3(1%)
minecraft.crafted.iron_shovel: #14, 6(1%)
minecraft.picked_up.weeping_vines: #14, 10(1%)
minecraft.crafted.cobblestone_slab: #14, 76(1%)
minecraft.used.spore_blossom: #14, 4(1%)
minecraft.used.chipped_anvil: #14, 1(1%)
minecraft.picked_up.andesite_slab: #14, 9(1%)
minecraft.broken.iron_shovel: #14, 3(1%)
minecraft.picked_up.deepslate_iron_ore: #14, 23(1%)
minecraft.used.ender_pearl: #14, 56(1%)
minecraft.used.jungle_log: #14, 40(1%)
minecraft.mined.iron_trapdoor: #14, 8(1%)
minecraft.picked_up.shulker_shell: #14, 76(1%)
minecraft.used.stone_brick_stairs: #14, 54(1%)
minecraft.picked_up.netherite_leggings: #14, 1(1%)
minecraft.mined.jungle_log: #14, 189(1%)
minecraft.picked_up.sandstone_slab: #14, 5(1%)
minecraft.picked_up.jungle_log: #14, 205(1%)
minecraft.killed.hoglin: #14, 1(1%)
minecraft.picked_up.redstone_lamp: #14, 4(1%)
minecraft.picked_up.armor_stand: #14, 4(1%)
minecraft.picked_up.red_mushroom: #14, 8(1%)
minecraft.used.lilac: #14, 1(1%)
minecraft.used.deepslate_lapis_ore: #14, 1(1%)
minecraft.mined.nether_wart_block: #14, 24(0%)
minecraft.mined.lily_of_the_valley: #14, 1(0%)
minecraft.dropped.blackstone: #14, 23(0%)
minecraft.picked_up.nether_wart_block: #14, 20(0%)
minecraft.crafted.polished_diorite: #14, 24(0%)
minecraft.crafted.warped_planks: #14, 140(0%)
minecraft.dropped.birch_sapling: #14, 2(0%)
minecraft.picked_up.glow_lichen: #14, 52(0%)
minecraft.picked_up.quartz_block: #14, 8(0%)
minecraft.crafted.sandstone: #14, 9(0%)
minecraft.crafted.spruce_button: #14, 2(0%)
minecraft.dropped.deepslate_tile_slab: #14, 1(0%)
minecraft.crafted.polished_blackstone: #14, 36(0%)
minecraft.mined.light_gray_concrete_powder: #14, 1(0%)
minecraft.dropped.gold_nugget: #14, 10(0%)
minecraft.used.smooth_sandstone_slab: #14, 8(0%)
minecraft.crafted.gray_stained_glass: #14, 16(0%)
minecraft.used.smooth_sandstone: #14, 13(0%)
minecraft.used.polished_blackstone_slab: #14, 4(0%)
minecraft.used.birch_trapdoor: #14, 2(0%)
minecraft.used.yellow_wool: #14, 2(0%)
minecraft.crafted.glass_pane: #14, 16(0%)
minecraft.used.gray_stained_glass: #14, 1(0%)
minecraft.mined.grass: #15, 1821(3%)
minecraft.picked_up.redstone: #15, 4282(3%)
minecraft.mined.torch: #15, 646(3%)
minecraft.picked_up.crafting_table: #15, 94(3%)
minecraft.custom.open_shulker_box: #15, 6060(2%)
minecraft.mined.ladder: #15, 22(2%)
minecraft.used.stone: #15, 9039(2%)
minecraft.picked_up.bow: #15, 43(2%)
minecraft.mined.mossy_cobblestone: #15, 54(2%)
minecraft.dropped.golden_carrot: #15, 98(2%)
minecraft.picked_up.basalt: #15, 1260(2%)
minecraft.killed.husk: #15, 3(2%)
minecraft.used.wooden_pickaxe: #15, 8(2%)
minecraft.picked_up.amethyst_block: #15, 295(1%)
minecraft.crafted.furnace: #15, 38(1%)
minecraft.mined.obsidian: #15, 222(1%)
minecraft.crafted.diamond_hoe: #15, 1(2%)
minecraft.dropped.elytra: #15, 2(2%)
minecraft.picked_up.rose_bush: #15, 69(1%)
minecraft.mined.oak_stairs: #15, 10(1%)
minecraft.picked_up.glowstone_dust: #15, 51(1%)
minecraft.mined.oak_sign: #15, 2(1%)
minecraft.crafted.deepslate_tile_stairs: #15, 16(1%)
minecraft.picked_up.shroomlight: #15, 47(1%)
minecraft.crafted.iron_leggings: #15, 1(1%)
minecraft.mined.stone_bricks: #15, 269(1%)
minecraft.mined.birch_wall_sign: #15, 4(1%)
minecraft.picked_up.stone_bricks: #15, 254(1%)
minecraft.used.hopper_minecart: #15, 5(1%)
minecraft.crafted.hopper_minecart: #15, 5(1%)
minecraft.killed.piglin: #15, 7(1%)
minecraft.crafted.iron_sword: #15, 2(1%)
minecraft.used.painting: #15, 12(1%)
minecraft.used.end_stone: #15, 16(1%)
minecraft.used.azalea: #15, 26(1%)
minecraft.crafted.lectern: #15, 2(1%)
minecraft.crafted.oak_stairs: #15, 12(0%)
minecraft.dropped.magma_cream: #15, 3(0%)
minecraft.dropped.oak_slab: #15, 2(0%)
minecraft.mined.lime_shulker_box: #15, 13(0%)
minecraft.crafted.note_block: #15, 8(0%)
minecraft.picked_up.stone_brick_slab: #15, 25(0%)
minecraft.dropped.calcite: #15, 2(0%)
minecraft.used.shroomlight: #15, 13(0%)
minecraft.used.axolotl_bucket: #15, 1(0%)
minecraft.mined.diamond_block: #15, 2(0%)
minecraft.mined.sea_pickle: #15, 2(0%)
minecraft.used.deepslate_brick_stairs: #15, 8(0%)
minecraft.custom.traded_with_villager: #15, 358(0%)
minecraft.picked_up.lectern: #15, 5(0%)
minecraft.used.note_block: #15, 2(0%)
minecraft.crafted.raw_gold_block: #15, 1(0%)
minecraft.used.terracotta: #15, 2(0%)
minecraft.killed.zombified_piglin: #15, 2(0%)
minecraft.mined.cobblestone: #16, 1066(3%)
minecraft.used.cobblestone: #16, 2365(2%)
minecraft.mined.wall_torch: #16, 200(2%)
minecraft.crafted.torch: #16, 3040(2%)
minecraft.used.furnace: #16, 47(2%)
minecraft.custom.swim_one_cm: #16, 904097(2%)
minecraft.killed_by.player: #16, 3(2%)
minecraft.used.minecart: #16, 19(1%)
minecraft.mined.dirt_path: #16, 118(1%)
minecraft.picked_up.apple: #16, 63(1%)
minecraft.custom.enchant_item: #16, 32(1%)
minecraft.dropped.bow: #16, 21(1%)
minecraft.mined.blackstone: #16, 480(1%)
minecraft.dropped.moss_block: #16, 62(1%)
minecraft.picked_up.black_wool: #16, 24(1%)
minecraft.picked_up.dark_oak_boat: #16, 4(1%)
minecraft.used.flower_pot: #16, 10(1%)
minecraft.used.redstone_lamp: #16, 21(1%)
minecraft.mined.oak_trapdoor: #16, 12(1%)
minecraft.crafted.coal: #16, 576(1%)
minecraft.mined.lilac: #16, 2(1%)
minecraft.mined.clay: #16, 57(1%)
minecraft.picked_up.sea_lantern: #16, 20(1%)
minecraft.picked_up.obsidian: #16, 227(1%)
minecraft.dropped.tuff: #16, 12(1%)
minecraft.used.dark_oak_log: #16, 170(1%)
minecraft.used.birch_sapling: #16, 35(1%)
minecraft.dropped.ender_pearl: #16, 1073(1%)
minecraft.crafted.redstone_lamp: #16, 25(1%)
minecraft.used.sugar_cane: #16, 74(1%)
minecraft.crafted.shulker_box: #16, 34(1%)
minecraft.custom.player_kills: #16, 1(1%)
minecraft.crafted.flower_pot: #16, 10(1%)
minecraft.picked_up.brewing_stand: #16, 2(1%)
minecraft.killed.slime: #16, 55(1%)
minecraft.picked_up.poisonous_potato: #16, 3(1%)
minecraft.killed.player: #16, 1(1%)
minecraft.picked_up.salmon: #16, 3(1%)
minecraft.picked_up.dark_oak_slab: #16, 14(1%)
minecraft.used.mossy_cobblestone: #16, 33(1%)
minecraft.picked_up.written_book: #16, 1(1%)
minecraft.picked_up.crimson_fungus: #16, 3(1%)
minecraft.used.bookshelf: #16, 29(0%)
minecraft.mined.birch_sapling: #16, 1(1%)
minecraft.picked_up.sandstone: #16, 441(0%)
minecraft.mined.end_stone: #16, 32(0%)
minecraft.mined.birch_leaves: #16, 175(0%)
minecraft.picked_up.end_stone: #16, 31(0%)
minecraft.used.lapis_ore: #16, 3(0%)
minecraft.used.deepslate_diamond_ore: #16, 3(0%)
minecraft.picked_up.sunflower: #16, 16(0%)
minecraft.crafted.gold_ingot: #16, 551(0%)
minecraft.crafted.deepslate_bricks: #16, 64(0%)
minecraft.picked_up.lime_shulker_box: #16, 13(0%)
minecraft.picked_up.rooted_dirt: #16, 10(0%)
minecraft.dropped.stone_bricks: #16, 7(0%)
minecraft.used.string: #16, 40(0%)
minecraft.used.lime_shulker_box: #16, 8(0%)
minecraft.used.warped_stem: #16, 7(0%)
minecraft.mined.ancient_debris: #16, 2(0%)
minecraft.custom.interact_with_smoker: #16, 1(0%)
minecraft.mined.glow_lichen: #16, 33(0%)
minecraft.crafted.grindstone: #16, 2(0%)
minecraft.mined.large_amethyst_bud: #16, 1(0%)
minecraft.picked_up.light_gray_concrete_powder: #16, 1(0%)
minecraft.crafted.raw_copper: #16, 9(0%)
minecraft.used.orange_terracotta: #16, 1(0%)
minecraft.custom.sprint_one_cm: #17, 32753205(3%)
minecraft.picked_up.magma_cream: #17, 71(2%)
minecraft.mined.deepslate_coal_ore: #17, 266(2%)
minecraft.mined.deepslate_copper_ore: #17, 27(2%)
minecraft.mined.lapis_ore: #17, 72(2%)
minecraft.picked_up.raw_gold: #17, 349(2%)
minecraft.picked_up.leather: #17, 292(1%)
minecraft.used.oak_sign: #17, 27(1%)
minecraft.picked_up.mossy_cobblestone: #17, 52(2%)
minecraft.custom.pot_flower: #17, 8(1%)
minecraft.picked_up.wheat: #17, 1038(1%)
minecraft.dropped.cobbled_deepslate: #17, 77(1%)
minecraft.killed.skeleton: #17, 298(1%)
minecraft.custom.animals_bred: #17, 109(1%)
minecraft.picked_up.birch_sapling: #17, 81(1%)
minecraft.picked_up.ender_pearl: #17, 1584(1%)
minecraft.picked_up.phantom_membrane: #17, 8(1%)
minecraft.crafted.oak_trapdoor: #17, 30(1%)
minecraft.picked_up.birch_slab: #17, 8(1%)
minecraft.used.oak_trapdoor: #17, 29(1%)
minecraft.crafted.stone_bricks: #17, 1006(1%)
minecraft.custom.jump: #18, 125218(3%)
minecraft.mined.seagrass: #17, 35(1%)
minecraft.used.redstone_ore: #17, 29(1%)
minecraft.used.spruce_planks: #17, 264(1%)
minecraft.picked_up.diamond_hoe: #17, 1(1%)
minecraft.crafted.deepslate_tile_wall: #17, 6(1%)
minecraft.mined.dead_bush: #17, 16(0%)
minecraft.mined.deepslate_bricks: #17, 15(0%)
minecraft.used.oak_leaves: #17, 129(0%)
minecraft.mined.tripwire: #17, 7(0%)
minecraft.used.grass_block: #17, 471(0%)
minecraft.picked_up.deepslate_bricks: #17, 16(0%)
minecraft.custom.talked_to_villager: #17, 123(0%)
minecraft.crafted.bookshelf: #17, 20(0%)
minecraft.mined.grindstone: #17, 2(0%)
minecraft.used.sea_lantern: #17, 18(0%)
minecraft.mined.polished_deepslate_wall: #17, 2(0%)
minecraft.mined.nether_brick_fence: #17, 1(0%)
minecraft.picked_up.ancient_debris: #17, 2(0%)
minecraft.picked_up.ghast_tear: #17, 1(0%)
minecraft.mined.lectern: #17, 3(0%)
minecraft.crafted.golden_carrot: #17, 7(0%)
minecraft.used.black_wool: #17, 1(0%)
minecraft.custom.fall_one_cm: #18, 2619108(2%)
minecraft.used.crafting_table: #18, 101(3%)
minecraft.crafted.oak_planks: #18, 3316(2%)
minecraft.crafted.diamond_axe: #18, 2(2%)
minecraft.used.bone_meal: #18, 1783(1%)
minecraft.mined.cobbled_deepslate: #18, 76(1%)
minecraft.used.player_head: #18, 14(1%)
minecraft.crafted.cooked_beef: #18, 109(1%)
minecraft.used.stone_pickaxe: #18, 136(1%)
minecraft.mined.fire: #18, 82(1%)
minecraft.mined.azalea: #18, 27(1%)
minecraft.dropped.filled_map: #18, 1(1%)
minecraft.picked_up.blackstone: #18, 432(1%)
minecraft.crafted.oak_sign: #18, 18(1%)
minecraft.mined.oak_sapling: #18, 4(1%)
minecraft.crafted.stone_axe: #18, 1(1%)
minecraft.picked_up.deepslate_redstone_ore: #18, 30(1%)
minecraft.picked_up.oak_stairs: #18, 8(1%)
minecraft.picked_up.oak_trapdoor: #18, 12(1%)
minecraft.used.end_rod: #18, 42(1%)
minecraft.picked_up.egg: #18, 40(1%)
minecraft.used.dark_oak_slab: #18, 48(1%)
minecraft.picked_up.oak_leaves: #18, 368(0%)
minecraft.used.deepslate_redstone_ore: #18, 8(1%)
minecraft.picked_up.filled_map: #18, 2(0%)
minecraft.mined.dark_oak_fence: #18, 2(0%)
minecraft.mined.sandstone: #18, 207(0%)
minecraft.dropped.egg: #18, 7(0%)
minecraft.crafted.birch_slab: #18, 18(0%)
minecraft.mined.budding_amethyst: #18, 1(0%)
minecraft.picked_up.bread: #18, 6(0%)
minecraft.dropped.stone_sword: #18, 1(0%)
minecraft.mined.crimson_roots: #18, 2(0%)
minecraft.picked_up.pointed_dripstone: #18, 35(0%)
minecraft.crafted.bread: #18, 17(0%)
minecraft.dropped.moss_carpet: #18, 2(0%)
minecraft.crafted.orange_dye: #18, 6(0%)
minecraft.crafted.hay_block: #18, 4(0%)
minecraft.used.diamond_block: #18, 1(0%)
minecraft.picked_up.warped_nylium: #18, 1(0%)
minecraft.used.birch_log: #18, 2(0%)
minecraft.mined.crafting_table: #19, 64(2%)
minecraft.mined.oak_log: #19, 1275(2%)
minecraft.crafted.diamond_leggings: #19, 1(1%)
minecraft.mined.amethyst_block: #19, 193(1%)
minecraft.picked_up.azalea: #19, 84(1%)
minecraft.mined.flowering_azalea: #19, 10(1%)
minecraft.dropped.netherite_pickaxe: #19, 1(1%)
minecraft.picked_up.deepslate: #19, 784(1%)
minecraft.picked_up.iron_nugget: #19, 48(1%)
minecraft.killed.glow_squid: #19, 1(1%)
minecraft.used.stone_bricks: #19, 471(1%)
minecraft.used.rose_bush: #19, 1(1%)
minecraft.used.bread: #19, 13(0%)
minecraft.mined.dark_oak_slab: #19, 5(0%)
minecraft.picked_up.enchanted_book: #19, 2(0%)
minecraft.used.gold_ore: #19, 9(0%)
minecraft.mined.brown_mushroom: #19, 3(0%)
minecraft.crafted.stone_shovel: #19, 1(0%)
minecraft.used.deepslate_bricks: #19, 99(0%)
minecraft.mined.sea_lantern: #19, 3(0%)
minecraft.picked_up.deepslate_diamond_ore: #19, 3(0%)
minecraft.picked_up.deepslate_lapis_ore: #19, 1(0%)
minecraft.picked_up.grindstone: #19, 2(0%)
minecraft.used.grindstone: #19, 4(0%)
minecraft.picked_up.nether_brick_fence: #19, 1(0%)
minecraft.used.diamond_hoe: #19, 585(0%)
minecraft.picked_up.diamond_block: #19, 2(0%)
minecraft.mined.crimson_stem: #19, 7(0%)
minecraft.mined.flowering_azalea_leaves: #19, 18(0%)
minecraft.used.stone_shovel: #19, 14(0%)
minecraft.used.lectern: #19, 4(0%)
minecraft.mined.azalea_leaves: #19, 41(0%)
minecraft.mined.polished_blackstone: #19, 1(0%)
minecraft.mined.terracotta: #19, 54(0%)
minecraft.mined.warped_wart_block: #19, 5(0%)
minecraft.picked_up.terracotta: #19, 42(0%)
minecraft.crafted.sugar: #19, 2(0%)
minecraft.picked_up.sea_pickle: #19, 4(0%)
minecraft.picked_up.orange_terracotta: #19, 3(0%)
minecraft.dropped.grass_block: #19, 2(0%)
minecraft.mined.redstone_ore: #20, 438(2%)
minecraft.picked_up.oak_log: #20, 1344(2%)
minecraft.crafted.redstone_block: #20, 262(1%)
minecraft.mined.moss_carpet: #20, 67(1%)
minecraft.picked_up.flowering_azalea: #20, 32(1%)
minecraft.used.cooked_beef: #20, 82(1%)
minecraft.mined.player_head: #20, 2(1%)
minecraft.picked_up.redstone_ore: #20, 41(0%)
minecraft.picked_up.anvil: #20, 2(0%)
minecraft.mined.netherrack: #20, 1753(0%)
minecraft.killed.bat: #20, 1(0%)
minecraft.picked_up.netherite_pickaxe: #20, 1(0%)
minecraft.crafted.birch_sign: #20, 3(0%)
minecraft.picked_up.stone_sword: #20, 1(0%)
minecraft.used.sand: #20, 262(0%)
minecraft.crafted.cyan_dye: #20, 10(0%)
minecraft.picked_up.crimson_roots: #20, 2(0%)
minecraft.crafted.coarse_dirt: #20, 20(0%)
minecraft.mined.warped_nylium: #20, 1(0%)
minecraft.mined.coarse_dirt: #20, 7(0%)
minecraft.crafted.moss_carpet: #20, 6(0%)
minecraft.mined.deepslate_tile_stairs: #20, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #20, 1(0%)
minecraft.mined.orange_terracotta: #20, 2(0%)
minecraft.picked_up.birch_leaves: #20, 2(0%)
minecraft.mined.deepslate_redstone_ore: #21, 182(2%)
minecraft.mined.deepslate_iron_ore: #21, 135(2%)
minecraft.mined.deepslate_lapis_ore: #21, 19(1%)
minecraft.used.cobbled_deepslate: #21, 220(1%)
minecraft.picked_up.cooked_beef: #21, 103(1%)
minecraft.picked_up.stonecutter: #21, 8(1%)
minecraft.mined.oak_leaves: #21, 873(1%)
minecraft.mined.wheat: #21, 564(1%)
minecraft.picked_up.beef: #21, 107(1%)
minecraft.used.stonecutter: #21, 8(1%)
minecraft.picked_up.netherrack: #21, 1901(1%)
minecraft.killed.cow: #21, 44(1%)
minecraft.mined.stonecutter: #21, 6(1%)
minecraft.picked_up.sugar_cane: #21, 583(1%)
minecraft.used.wheat_seeds: #21, 608(1%)
minecraft.used.birch_sign: #21, 6(0%)
minecraft.picked_up.moss_carpet: #21, 87(0%)
minecraft.crafted.book: #21, 15(0%)
minecraft.picked_up.birch_planks: #21, 7(0%)
minecraft.dropped.coal: #21, 5(0%)
minecraft.mined.birch_planks: #21, 2(0%)
minecraft.used.tuff: #21, 15(0%)
